,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS,concept
1674,601216.SH,601216,君正集团,化工原料,4.0,476.81,"烧碱, PVC, 内蒙古, 阿里巴巴概念股, 金改, 硅锰, 高质押率, 互联网金融, 快递物流, 彩票, 资产重组, 独角兽, 蚂蚁金服概念股, "
1675,002189.SZ,002189,利达光电,元器件,25.0,476.17,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 智能制造, 3D感应, VR&AR, 机器视觉, 资产重组, 人脸识别, "
1676,300304.SZ,300304,云意电气,汽车配件,4.74,475.78,"汽车零部件, 光伏, "
1677,603189.SH,603189,网达软件,软件服务,13.76,473.6,"直播/短视频, 人工智能, 智慧城市, 国产软件, 国产操作系统, 独角兽, "
1678,000042.SZ,000042,中洲控股,全国地产,12.09,473.25,"高质押率, 房地产, 深圳本地股/深汕合作, "
1679,603515.SH,603515,欧普照明,电气设备,35.26,472.38,"社保重仓, LED, "
1680,300379.SZ,300379,东方通,软件服务,22.3,472.31,"5G, 华为产业链, 回购, 网络安全, 大数据, 人工智能, 区块链, 国产软件, "
1681,300436.SZ,300436,广生堂,化学制药,29.2,472.25,"民营医院, 医药, 创新药, 化学药, 基因测序, 独角兽, "
1682,000524.SZ,000524,岭南控股,酒店餐饮,8.86,472.25,"社保重仓, 旅游, 粤港澳大湾区, 定增破发, "
1683,000789.SZ,000789,万年青,水泥,15.14,472.06,"业绩预增, 水泥, 创投, "
1684,300051.SZ,300051,三五互联,互联网,7.19,471.41,"数字中国, 云计算, 区块链, 国产软件, 腾讯概念股, 游戏, 手游, 动漫, "
1685,603661.SH,603661,恒林股份,家居用品,37.0,470.2,"小米概念股, 家具家居, "
1686,000719.SZ,000719,中原传媒,出版业,8.66,469.68,"教育, 社保重仓, "
1687,603025.SH,603025,大豪科技,电脑设备,11.79,469.65,"工业自动化, 智能制造, "
1688,300236.SZ,300236,上海新阳,半导体,38.31,469.58,"3D打印, 智能制造, 半导体, 独角兽, "
1689,002209.SZ,002209,达意隆,轻工机械,8.06,469.49,"智能制造, 互联网金融, 股权转让, 机器人, 壳公司, "
1690,002124.SZ,002124,天邦股份,饲料,21.12,468.92,"饲料, 养猪, 动物保健, 强势人气股, "
1691,300679.SZ,300679,电连技术,元器件,43.82,468.89,"5G, 华为产业链, 小米概念股, "
1692,300053.SZ,300053,欧比特,半导体,11.3,468.53,"回购, 无人驾驶, 北斗导航, 大数据, 人工智能, 半导体, 国产芯片, 智慧安防, 人脸识别, "
1693,000568.SZ,000568,泸州老窖,白酒,72.45,468.52,"MSCI, 白酒, "
1694,603080.SH,603080,新疆火炬,供气供热,21.29,468.39,"天然气, 新疆, "
1695,002476.SZ,002476,宝莫股份,化工原料,6.41,468.38,"油服, 页岩气, 天然气, 石油化工, "
1696,000852.SZ,000852,石化机械,化工机械,9.88,468.26,"油服, 海工装备, 油气改革, 可燃冰, 央企改革, 页岩气, 天然气, 雄安-公共服务, 雄安新区, 地热, "
1697,002722.SZ,002722,金轮股份,纺织机械,16.84,467.52,"独角兽, 创投, "
1698,000729.SZ,000729,燕京啤酒,啤酒,7.38,467.51,"啤酒, MSCI, 大消费, 举牌股, "
1699,603779.SH,603779,威龙股份,红黄药酒,14.34,467.41,"回购, "
1700,300120.SZ,300120,经纬辉开,电气设备,7.65,466.82,"业绩预增, 苹果产业链, 电子车牌, "
1701,603365.SH,603365,水星家纺,纺织,17.73,465.68,"纺织服装, "
1702,002812.SZ,002812,恩捷股份,广告包装,55.3,464.82,"MSCI, 特斯拉, 业绩预增, 锂电池, 新能源汽车, 包装印刷, 资产重组, "
1703,600480.SH,600480,凌云股份,汽车配件,10.98,464.66,"特斯拉, 混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, 雄安-建材, 雄安新区, 京津冀, "
1704,300458.SZ,300458,全志科技,元器件,23.07,464.59,"物联网, 百度概念股, 无人驾驶, 小米概念股, 人工智能, 半导体, 智能音箱, VR&AR, 国产芯片, 智慧安防, "
1705,000908.SZ,000908,景峰医药,化学制药,5.71,464.38,"民营医院, 债转股-AMC, 医药, 中药, 创新药, 化学药, 动物保健, "
1706,002120.SZ,002120,韵达股份,仓储物流,36.85,464.18,"新进指数成份股, 业绩预增, 智慧物流, 智能制造, 快递物流, "
1707,000952.SZ,000952,广济药业,化学制药,11.36,463.66,"回购, 医药, 化学药, 维生素, "
1708,600847.SH,600847,万里股份,电气设备,13.76,462.88,"股权转让, 壳公司, ST摘帽, "
1709,000733.SZ,000733,振华科技,元器件,15.06,462.32,"被动元件, 央企改革, 军工研究所, 大飞机, 军工, 军民融合, 半导体, "
1710,300252.SZ,300252,金信诺,电气设备,13.5,461.82,"5G, 光通信, PCB板, 大飞机, 航母, 军工, 军民融合, 国产芯片, 高铁轨交, "
1711,002365.SZ,002365,永安药业,化学制药,11.98,461.71,"保健品, 食品, 医药, 化学药, "
1712,603308.SH,603308,应流股份,专用机械,10.91,461.55,"一带一路, 核电, 大飞机, "
1713,603039.SH,603039,泛微网络,软件服务,92.8,460.83,"社保重仓, 国产软件, "
1714,600232.SH,600232,金鹰股份,纺织,7.09,460.55,"回购, 环杭州湾大湾区, 锂电池, 新能源汽车, 资产重组, 工业大麻, "
1715,002382.SZ,002382,蓝帆医疗,医疗保健,14.62,460.44,"社保重仓, 业绩预增, 煤化工, 医疗器械, "
1716,300038.SZ,300038,数知科技,通信设备,11.72,460.31,"物联网, 谷歌概念股, 雄安-智慧城市, 网络安全, 雄安新区, 互联网金融, 雄安-工程基建, 移动支付, 大数据, "
1717,603277.SH,603277,银都股份,专用机械,11.02,458.8,
1718,300509.SZ,300509,新美星,专用机械,17.76,458.52,"工业自动化, 智能制造, 包装印刷, "
1719,601228.SH,601228,广州港,港口,4.87,458.48,"一带一路, 港口, 粤港澳大湾区, 快递物流, "
1720,300136.SZ,300136,信维通信,通信设备,29.46,458.27,"5G, 白马股, MSCI, 华为产业链, 社保重仓, 物联网, 工业自动化, 智能制造, 无线充电, 移动支付, 半导体, VR&AR, 苹果产业链, "
1721,603366.SH,603366,日出东方,家用电器,4.79,457.33,"厨卫家电, 家电, 独角兽, "
1722,000913.SZ,000913,钱江摩托,摩托车,10.8,457.13,"锂电池, 新能源汽车, 创投, "
1723,002182.SZ,002182,云海金属,小金属,9.2,456.89,"有色-铝, 有色-镁, 特斯拉, 有色金属, 业绩预增, 小米概念股, 耐火材料, 股权转让, 苹果产业链, "
1724,000628.SZ,000628,高新发展,园区开发,11.46,455.63,"业绩预增, PPP, 期货概念, 创投, "
1725,002203.SZ,002203,海亮股份,铜,9.96,454.69,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
1726,601618.SH,601618,中国中冶,建筑施工,3.53,454.67,"高股息, MSCI, 中字头, 一带一路, 央企改革, 有色金属, 有色-钴, 大基建, 地下管廊, PPP, "
1727,002527.SZ,002527,新时达,电器仪表,6.92,454.41,"智慧物流, 智能制造, 机器视觉, 机器人, "
1728,600366.SH,600366,宁波韵升,电器仪表,6.8,454.36,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, "
1729,002145.SZ,002145,中核钛白,化工原料,4.93,454.12,"回购, 钛白粉, "
1730,600188.SH,600188,兖州煤业,煤炭开采,11.62,454.02,"MSCI, 煤炭, 甲醇, 山东国企改革, "
1731,603007.SH,603007,花王股份,建筑施工,9.85,453.7,"园林, 装配式建筑, 水利, PPP, "
1732,000731.SZ,000731,四川美丰,农药化肥,6.84,453.61,"油气改革, 央企改革, 业绩预增, 石油化工, 化肥, 油品升级, "
1733,300613.SZ,300613,富瀚微,半导体,100.14,453.29,"高价股, 高送转-预期, 半导体, 国产芯片, 智慧安防, "
1734,600731.SH,600731,湖南海利,农药化肥,7.3,453.22,"农药, 湖南国企改革, "
1735,603766.SH,603766,隆鑫通用,摩托车,5.14,451.58,"新能源整车, 通用航空, 无人机, 农机, 高质押率, 新能源汽车, 复牌股, "
1736,603607.SH,603607,京华激光,造纸,20.75,451.49,"包装印刷, 知识产权, "
1737,603356.SH,603356,华菱精工,机械基件,13.71,451.42,
1738,002171.SZ,002171,楚江新材,铜,6.43,451.11,"碳纤维, 大飞机, 有色金属, 军工, 军民融合, 3D打印, 智能制造, 有色-铜, "
1739,600689.SH,600689,上海三毛,纺织,12.87,451.07,"纺织服装, 上海国企改革, 人民币贬值受益, 独角兽, 创投, "
1740,600673.SH,600673,东阳光,铝,9.42,450.75,"有色-铝, MSCI, 回购, 有色金属, 医药, 化学药, 流感, "
1741,300753.SZ,300753,爱朋医疗,医疗保健,37.36,450.05,"医疗器械, "
1742,002542.SZ,002542,中化岩土,建筑施工,5.28,450.02,"通用航空, 大基建, 雄安新区, 互联网金融, 雄安-工程基建, 京津冀, 股权转让, 国产芯片, 国资入股, "
1743,300058.SZ,300058,蓝色光标,广告包装,5.19,449.94,"国家队重仓, 互联网金融, 大数据, 人工智能, 国资入股, "
1744,002104.SZ,002104,恒宝股份,元器件,7.71,449.88,"回购, 物联网, 互联网金融, 移动支付, 区块链, 国产操作系统, "
1745,601992.SH,601992,金隅集团,水泥,4.1,449.78,"MSCI, 北京城市规划, 宝能系, 雄安-建材, 水泥, 房地产, 雄安新区, 京津冀, "
1746,300159.SZ,300159,新研股份,农用机械,5.89,449.63,"大飞机, 军工, 军民融合, 新疆, 农机, 股权转让, "
1747,300447.SZ,300447,全信股份,电气设备,11.28,448.97,"大飞机, 回购, 军工, 军民融合, 定增破发, "
1748,601789.SH,601789,宁波建工,建筑施工,4.61,448.94,"装配式建筑, 环杭州湾大湾区, 云计算, "
1749,002345.SZ,002345,潮宏基,服饰,5.09,448.75,"定增破发, 黄金, "
1750,002693.SZ,002693,双成药业,化学制药,5.17,448.1,"医药, 化学药, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
1751,603111.SH,603111,康尼机电,运输设备,5.46,448.09,"一带一路, 社保重仓, 定增破发, 小米概念股, 高铁轨交, "
1752,603861.SH,603861,白云电器,电气设备,11.84,448.06,"定增破发, "
1753,600782.SH,600782,新钢股份,普钢,6.42,447.19,"MSCI, 钢铁, 新进指数成份股, "
1754,601002.SH,601002,晋亿实业,机械基件,8.11,446.95,"高铁轨交, "
1755,002430.SZ,002430,杭氧股份,化工机械,13.98,446.75,"业绩预增, 浙江国企改革, 债转股-AMC, "
1756,300249.SZ,300249,依米康,软件服务,7.48,446.7,"阿里巴巴概念股, 物联网, 大气治理, 环保, 智能制造, 云计算, 智慧城市, 机器人, "
1757,002270.SZ,002270,华明装备,电气设备,5.45,446.63,"资产重组, "
1758,002090.SZ,002090,金智科技,软件服务,21.58,445.95,"社保重仓, 信托, 储能, 智能制造, 高送转, 智慧城市, 独角兽, 机器人, "
1759,600734.SH,600734,实达集团,电脑设备,8.72,445.84,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, "
1760,603520.SH,603520,司太立,化学制药,31.77,445.74,"回购, 医药, 化学药, 资产重组, "
1761,000049.SZ,000049,德赛电池,电气设备,33.77,445.67,"华为产业链, 锂电池, 小米概念股, 新能源汽车, 苹果产业链, "
1762,300280.SZ,300280,紫天科技,专用机械,29.01,445.56,"业绩预增, "
1763,000018.SZ,000018,神州长城,装修装饰,2.79,444.97,"民营医院, 宝能系, 兜底式增持, 装配式建筑, PPP, 雄安新区, 雄安-工程基建, 低价股, "
1764,002612.SZ,002612,朗姿股份,服饰,10.17,444.76,"民营医院, 新零售, 纺织服装, 中韩自贸区, 自贸区, 化妆品, "
1765,603938.SH,603938,三孚股份,化工原料,21.74,444.05,"有机硅, "
1766,300656.SZ,300656,民德电子,电脑设备,22.7,443.63,"无人机, 无人驾驶, 移动支付, 半导体, 国产芯片, "
1767,002364.SZ,002364,中恒电气,电气设备,11.6,443.62,"5G, 阿里巴巴概念股, 回购, 业绩预增, 储能, 新能源汽车, 工业互联网, 充电桩, "
1768,600684.SH,600684,珠江实业,全国地产,4.97,443.53,"粤港澳大湾区, 房地产, "
1769,000752.SZ,000752,ST西发,啤酒,7.11,443.39,"啤酒, 西藏, "
1770,300076.SZ,300076,GQY视讯,电脑设备,6.52,443.13,"智能制造, VR&AR, 智慧安防, 机器人, 无人银行, "
1771,600654.SH,600654,ST中安,软件服务,2.49,442.86,"低价股, 智慧城市, 国产软件, 智慧安防, ST股, "
1772,300305.SZ,300305,裕兴股份,塑料,8.74,442.28,"OLED, 回购, "
1773,601636.SH,601636,旗滨集团,玻璃,4.58,441.16,"回购, 玻璃, "
1774,300448.SZ,300448,浩云科技,软件服务,14.8,441.01,"回购, 物联网, 大数据, 国产软件, 股权转让, 智慧安防, "
1775,600582.SH,600582,天地科技,工程机械,4.02,441.0,"MSCI, 养老金持股, 国家队重仓, 央企改革, "
1776,603030.SH,603030,全筑股份,装修装饰,8.49,440.89,"回购, 业绩预增, 智能制造, 机器人, 装修装饰, "
1777,000519.SZ,000519,中兵红箭,矿物制品,8.37,440.88,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 军民融合, "
1778,002351.SZ,002351,漫步者,电脑设备,6.49,440.5,"家电, 智能音箱, 黑色家电, "
1779,603116.SH,603116,红蜻蜓,服饰,8.71,440.22,"回购, 参股券商, 纺织服装, "
1780,300705.SZ,300705,九典制药,化学制药,14.18,440.1,"医药, 化学药, "
1781,002589.SZ,002589,瑞康医药,医药商业,8.03,439.5,"医药商业, 回购, 医药, 互联网医疗, "
1782,002850.SZ,002850,科达利,机械基件,26.07,439.47,"特斯拉, 宁德时代概念股, 锂电池, 新能源汽车, "
1783,600764.SH,600764,中国海防,通信设备,30.6,438.8,"南北船合并, 中字头, 央企改革, 军工研究所, 回购, 航母, 军工, 量子通信, 资产重组, "
1784,600513.SH,600513,联环药业,化学制药,8.15,437.79,"医药, 创新药, 化学药, "
1785,603559.SH,603559,中通国脉,通信设备,24.65,437.58,"5G, 云计算, "
1786,603939.SH,603939,益丰药房,医药商业,57.0,437.38,"医药商业, 医药, 中药, 资产重组, 年报季报, "
1787,000570.SZ,000570,苏常柴A,机械基件,5.44,437.2,"汽车零部件, 农机, 锂电池, 新能源汽车, 科创板概念股, "
1788,603330.SH,603330,上海天洋,塑料,22.73,436.44,"石油化工, 光伏, 装修装饰, "
1789,300607.SZ,300607,拓斯达,专用机械,40.3,436.3,"高送转-预期, 华为产业链, 社保重仓, 工业自动化, 智能制造, 工业互联网, 机器人, "
1790,600138.SH,600138,中青旅,旅游服务,16.07,435.77,"大消费, 央企改革, 社保重仓, 旅游, 特色小镇, 海南自由贸易港, 自贸区, 自由贸易港, 彩票, "
1791,600894.SH,600894,广日股份,运输设备,7.31,435.27,"国家队重仓, 破净股, 工业自动化, 智慧停车, 智能制造, 机器人, "
1792,600481.SH,600481,双良节能,环境保护,4.55,434.43,"业绩预增, 物联网, 环保, 污水处理, 无人商店, 地热, "
1793,300074.SZ,300074,华平股份,通信设备,5.39,434.39,"教育, 互联网医疗, 智慧城市, 国产软件, 医疗信息化, 智慧安防, 手势识别, 无人银行, 创投, "
1794,000970.SZ,000970,中科三环,元器件,11.38,434.25,"特斯拉, 超级高铁, 中科院系, 稀土磁材, "
1795,300384.SZ,300384,三联虹普,纺织机械,18.11,433.74,"锦纶（尼龙）, 工业自动化, 智能制造, 互联网金融, 大数据, "
1796,603078.SH,603078,江化微,化工原料,30.14,432.89,"半导体, "
1797,603838.SH,603838,四通股份,陶瓷,10.3,432.55,"固废处理, 环保, 股权转让, 资产重组, "
1798,000875.SZ,000875,吉电股份,火力发电,3.45,432.49,"火电, 电改, 央企改革, 破净股, 风电, 光伏, "
1799,600186.SH,600186,莲花健康,食品,2.11,432.35,"调味品, 食品, 低价股, 壳公司, "
1800,300037.SZ,300037,新宙邦,化工原料,26.08,432.14,"OLED, 特斯拉, 社保重仓, 锂电池, 新能源汽车, 年报季报, 科创板概念股, "
1801,600363.SH,600363,联创光电,元器件,10.61,431.57,"国产芯片, LED, "
1802,603676.SH,603676,卫信康,化学制药,12.47,430.49,"医药, 化学药, 西藏, "
1803,603629.SH,603629,利通电子,元器件,36.4,430.42,
1804,600352.SH,600352,浙江龙盛,染料涂料,21.38,430.39,"MSCI, 业绩预增, 染料, 滴滴出行概念股, 独角兽, "
1805,002391.SZ,002391,长青股份,农药化肥,14.18,430.32,"高股息, 农药, 社保重仓, 高送转, 草铵膦, "
1806,600816.SH,600816,安信信托,多元金融,7.01,429.98,"MSCI, 金改, 信托, "
1807,600751.SH,600751,海航科技,水运,3.74,429.82,"破净股, 京津冀, 自贸区, 天津自贸区, 资产重组, 独角兽, "
1808,600675.SH,600675,中华企业,区域地产,6.23,428.51,"业绩预增, 房地产, 土地流转, 上海国企改革, "
1809,002256.SZ,002256,兆新股份,染料涂料,3.9,428.42,"光伏, 锂电池, 新能源汽车, 举牌股, 共享经济, 充电桩, "
1810,002073.SZ,002073,软控股份,软件服务,5.82,428.17,"教育, 有色金属, 有色-钴, 智慧物流, 工业自动化, 轮胎, 智能制造, 无人商店, 机器人, 知识产权, 科创板概念股, "
1811,300488.SZ,300488,恒锋工具,机械基件,26.58,428.03,
1812,002827.SZ,002827,高争民爆,化工原料,16.84,427.28,"西藏, 民爆, "
1813,300716.SZ,300716,国立科技,塑料,11.46,426.66,
1814,600277.SH,600277,亿利洁能,综合类,8.77,426.22,"烧碱, PVC, 内蒙古, 光伏, "
1815,002887.SZ,002887,绿茵生态,环境保护,21.89,425.82,"园林, PPP, 雄安新区, 雄安-工程基建, "
1816,000968.SZ,000968,蓝焰控股,煤炭开采,13.18,425.7,"养老金持股, 天然气, 山西国企改革, 股权转让, "
1817,600611.SH,600611,大众交通,公共交通,4.99,425.62,"参股券商, 上海国企改革, 共享经济, 迈瑞医疗概念股, "
1818,300502.SZ,300502,新易盛,通信设备,29.27,425.37,"5G, 光通信, "
1819,603787.SH,603787,新日股份,摩托车,12.83,424.96,"共享经济, "
1820,601678.SH,601678,滨化股份,化工原料,7.76,424.54,"烧碱, 环氧丙烷, 制冷剂, 军工, 军民融合, 煤化工, 燃料电池, "
1821,002619.SZ,002619,艾格拉斯,互联网,4.44,423.92,"业绩预增, 地下管廊, 高质押率, PPP, 游戏, 手游, 动漫, 创投, "
1822,002929.SZ,002929,润建通信,通信设备,34.0,423.46,"5G, 光通信, 华为产业链, 物联网, 广西, "
1823,300050.SZ,300050,世纪鼎利,软件服务,7.07,423.01,"5G, 阿里巴巴概念股, 教育, 物联网, 定增破发, 大数据, 无人商店, 股权转让, "
1824,600435.SH,600435,北方导航,专用机械,10.1,422.78,"混改, 军工混改, 国家队重仓, 央企改革, 军工研究所, 航母, 军工, 北斗导航, 股权转让, "
1825,002509.SZ,002509,天广中茂,专用机械,3.03,422.22,"园林, 特色小镇, PPP, 区块链, "
1826,002802.SZ,002802,洪汇新材,化工原料,23.13,422.19,
1827,300177.SZ,300177,中海达,通信设备,14.17,421.95,"阿里巴巴概念股, 无人机, 物联网, 百度概念股, 无人驾驶, 北斗导航, 大数据, 国产软件, 国产芯片, "
1828,300098.SZ,300098,高新兴,通信设备,10.37,421.54,"社保重仓, 回购, 物联网, 无人驾驶, 智能制造, 人工智能, 无人商店, 智慧城市, 共享经济, 智慧安防, 机器人, 人脸识别, 电子车牌, "
1829,601058.SH,601058,赛轮轮胎,汽车配件,3.41,421.12,"东盟博览会, 业绩预增, 无人驾驶, 轮胎, 举牌股, "
1830,600477.SH,600477,杭萧钢构,钢加工,4.64,421.01,"大基建, 装配式建筑, 雄安-建材, 雄安新区, "
1831,002439.SZ,002439,启明星辰,软件服务,28.56,420.94,"MSCI, 美团概念股, 军工, 军民融合, 网络安全, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 腾讯概念股, 国资入股, "
1832,601238.SH,601238,广汽集团,汽车整车,13.81,420.52,"MSCI, 新能源整车, 汽车整车, 华为产业链, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 无人驾驶, 新能源汽车, 腾讯概念股, 独角兽, "
1833,600170.SH,600170,上海建工,建筑施工,3.78,420.42,"高股息, 参股券商, 大基建, 装配式建筑, 雄安-园林环保, 地下管廊, PPP, 雄安新区, 上海国企改革, "
1834,601117.SH,601117,中国化学,建筑施工,6.47,420.28,"MSCI, 中字头, 央企改革, 大基建, "
1835,600861.SH,600861,北京城乡,百货,9.2,420.14,"北京城市规划, 新零售, "
1836,000301.SZ,000301,东方盛虹,化纤,6.11,418.81,"火电, 涤纶, "
1837,300591.SZ,300591,万里马,服饰,7.03,418.43,"纺织服装, "
1838,600391.SH,600391,航发科技,航空,16.39,418.35,"央企改革, 军工研究所, 大飞机, 军工, "
1839,601009.SH,601009,南京银行,银行,8.84,418.26,"银行, MSCI, 社保重仓, "
1840,600479.SH,600479,千金药业,中成药,11.48,418.13,"湖南国企改革, 医药, 中药, 化学药, "
1841,300278.SZ,300278,华昌达,专用机械,7.75,417.84,"特斯拉, 高质押率, 智能制造, 股权转让, 机器人, "
1842,601588.SH,601588,北辰实业,区域地产,3.59,417.28,"北京城市规划, 破净股, 房地产, 京津冀, "
1843,603585.SH,603585,苏利股份,化工原料,24.13,416.93,"农药, "
1844,600801.SH,600801,华新水泥,水泥,27.41,416.44,"MSCI, 业绩预增, 水泥, "
1845,300188.SZ,300188,美亚柏科,软件服务,19.91,415.59,"阿里巴巴概念股, 无人机, 网络安全, 数字中国, 大数据, 人工智能, 国产软件, 股权转让, 复牌股, 国资入股, 智慧安防, 知识产权, 人脸识别, "
1846,603616.SH,603616,韩建河山,其他建材,11.82,415.45,"北京城市规划, 雄安-建材, 地下管廊, 水利, 大气治理, 海绵城市, PPP, 环保, 雄安新区, "
1847,002829.SZ,002829,星网宇达,通信设备,22.49,414.36,"海工装备, 军工, 军民融合, 无人机, 物联网, 百度概念股, 无人驾驶, 北斗导航, "
1848,300567.SZ,300567,精测电子,电器仪表,77.0,414.35,"OLED, 业绩预增, 工业自动化, 智能制造, 苹果产业链, "
1849,002878.SZ,002878,元隆雅图,文教休闲,31.47,414.16,"养老金持股, 华为产业链, "
1850,600588.SH,600588,用友网络,软件服务,32.22,414.03,"MSCI, 阿里巴巴概念股, 金改, 混改, 海底捞概念股, 回购, 数字中国, 互联网金融, 移动支付, 大数据, 云计算, 区块链, 工业互联网, 智慧城市, 国产软件, 滴滴出行概念股, 独角兽, "
1851,600360.SH,600360,华微电子,半导体,6.27,412.41,"半导体, "
1852,600515.SH,600515,海航基础,全国地产,6.21,411.11,"破净股, 雄安-金融, 高质押率, 房地产, 海南自由贸易港, 雄安新区, 自贸区, 天津国企改革, 自由贸易港, 资产重组, 海南, "
1853,000004.SZ,000004,国农科技,生物制药,20.71,410.47,"网络安全, 资产重组, 游戏, 壳公司, "
1854,603429.SH,603429,集友股份,广告包装,25.52,409.68,"包装印刷, "
1855,300049.SZ,300049,福瑞股份,中成药,11.86,409.2,"内蒙古, 民营医院, 医药, 创新药, 化学药, 医疗器械, 互联网医疗, "
1856,002815.SZ,002815,崇达技术,元器件,16.76,408.85,"PCB板, "
1857,002389.SZ,002389,航天彩虹,元器件,13.44,408.58,"被动元件, 特斯拉, 央企改革, 军工研究所, 军工, 军民融合, 无人机, 锂电池, 新能源汽车, 石墨烯, "
1858,002009.SZ,002009,天奇股份,工程机械,10.71,408.54,"业绩预增, 风电, 智慧物流, 工业自动化, 智能制造, 机器人, "
1859,600311.SH,600311,荣华实业,黄金,3.98,408.51,"壳公司, 黄金, "
1860,300191.SZ,300191,潜能恒信,石油开采,19.75,407.14,"油服, 海工装备, 油气改革, 可燃冰, 页岩气, 天然气, "
1861,300021.SZ,300021,大禹节水,农业综合,8.23,406.9,"乡村振兴, 农机, 水利, 海绵城市, 土地流转, PPP, "
1862,000582.SZ,000582,北部湾港,港口,10.4,406.86,"东盟博览会, 港口, 回购, 广西, "
1863,002531.SZ,002531,天顺风能,电气设备,5.45,406.67,"回购, 风电, "
1864,002886.SZ,002886,沃特股份,塑料,24.43,406.55,"5G, 国资入股, "
1865,300605.SZ,300605,恒锋信息,软件服务,19.01,406.44,"数字中国, 智慧城市, 国产软件, 智慧安防, "
1866,600127.SH,600127,金健米业,农业综合,3.71,406.08,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, "
1867,000868.SZ,000868,*ST安凯,汽车整车,3.87,405.48,"新能源整车, 汽车整车, 安徽国企改革, 无人驾驶, 定增破发, PPP, 新能源汽车, "
1868,300398.SZ,300398,飞凯材料,染料涂料,18.04,404.87,"光通信, 半导体, 股权转让, "
1869,300565.SZ,300565,科信技术,通信设备,16.12,404.69,"5G, 光通信, "
1870,002872.SZ,002872,天圣制药,化学制药,10.63,402.86,"医药商业, 社保重仓, 医药, "
1871,000851.SZ,000851,高鸿股份,软件服务,7.79,402.79,"阿里巴巴概念股, 央企改革, 物联网, 无人驾驶, 数字中国, 移动支付, 大数据, 云计算, 人工智能, 无人商店, 彩票, 滴滴出行概念股, 独角兽, 创投, "
1872,300109.SZ,300109,新开源,化工原料,18.8,402.72,"医药, 万达系, 创新药, 基因测序, 精准医疗, 体外诊断, 资产重组, "
1873,300586.SZ,300586,美联新材,化工原料,16.83,402.41,"业绩预增, 锂电池, 燃料电池, 新能源汽车, "
1874,002092.SZ,002092,中泰化学,化工原料,9.92,402.34,"烧碱, PVC, MSCI, 煤化工, 新疆, 新疆国企改革, 石墨烯, 粘胶短纤, "
1875,300212.SZ,300212,易华录,软件服务,33.9,401.64,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
1876,300090.SZ,300090,盛运环保,环境保护,2.61,401.43,"固废处理, 环保, 低价股, 股权转让, "
1877,000911.SZ,000911,*ST南糖,食品,8.38,401.09,"食品, 白糖, 广西, 股权转让, 复牌股, ST股, "
1878,002234.SZ,002234,民和股份,农业综合,33.15,401.09,"养鸡, "
1879,600678.SH,600678,四川金顶,水泥,7.63,400.26,"锂电池, 新能源汽车, 资产重组, "
1880,600075.SH,600075,新疆天业,化工原料,7.35,400.2,"烧碱, PVC, 一带一路, 煤化工, 新疆, 农机, 新疆国企改革, "
1881,002144.SZ,002144,宏达高科,纺织,11.51,399.24,"纺织服装, 汽车零部件, 互联网金融, 医疗器械, "
1882,600804.SH,600804,鹏博士,电信运营,11.24,399.17,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
1883,601008.SH,601008,连云港,港口,5.88,398.85,"一带一路, 港口, 回购, 中韩自贸区, 自贸区, "
1884,002128.SZ,002128,露天煤业,煤炭开采,9.26,398.6,"火电, 高股息, 有色-铝, 煤炭, 内蒙古, 电改, 央企改革, 有色金属, 风电, 光伏, 资产重组, "
1885,002649.SZ,002649,博彦科技,软件服务,9.64,398.55,"大数据, 人工智能, 区块链, "
1886,300542.SZ,300542,新晨科技,软件服务,18.8,397.92,"高送转, 区块链, 国产软件, "
1887,600415.SH,600415,小商品城,商品城,4.69,397.82,"MSCI, 阿里巴巴概念股, 参股券商, 浙江国企改革, 互联网金融, "
1888,600053.SH,600053,九鼎投资,多元金融,25.73,396.97,"高质押率, 房地产, 互联网金融, 移动支付, 跨境电商, 创投, "
1889,600992.SH,600992,贵绳股份,钢加工,9.21,396.23,"航母, 举牌股, "
1890,300288.SZ,300288,朗玛信息,软件服务,17.26,396.16,"民营医院, 大数据, 互联网医疗, "
1891,000779.SZ,000779,三毛派神,纺织,12.34,396.09,"纺织服装, 资产重组, "
