,ts_code,symbol,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF
679,002217.SZ,002217,合力泰,元器件,1.57,2.47,-0.9
2920,600965.SH,600965,福成股份,农业综合,0.74,1.65,-0.91
98,000488.SZ,000488,晨鸣纸业,造纸,1.17,2.08,-0.91
1018,002558.SZ,002558,巨人网络,互联网,7.03,7.94,-0.91
427,000961.SZ,000961,中南建设,建筑施工,3.03,3.94,-0.91
2298,600192.SH,600192,长城电工,电气设备,2.57,3.48,-0.91
1707,300318.SZ,300318,博晖创新,医疗保健,2.59,3.51,-0.92
2656,600630.SH,600630,龙头股份,纺织,2.48,3.4,-0.92
3535,603885.SH,603885,吉祥航空,空运,1.02,1.94,-0.92
2651,600623.SH,600623,华谊集团,汽车配件,1.26,2.18,-0.92
2163,600033.SH,600033,福建高速,路桥,1.61,2.54,-0.93
25,000031.SZ,000031,中粮地产,全国地产,1.13,2.06,-0.93
2122,300747.SZ,300747,锐科激光,元器件,2.18,3.11,-0.93
2410,600322.SH,600322,天房发展,区域地产,0.9,1.83,-0.93
468,002006.SZ,002006,精功科技,专用机械,0.96,1.9,-0.94
2815,600805.SH,600805,悦达投资,综合类,1.35,2.29,-0.94
2712,600694.SH,600694,大商股份,百货,1.5,2.44,-0.94
2160,600029.SH,600029,南方航空,空运,0.67,1.62,-0.95
1395,300004.SZ,300004,南风股份,电气设备,1.77,2.72,-0.95
2821,600812.SH,600812,华北制药,化学制药,1.42,2.37,-0.95
476,002014.SZ,002014,永新股份,塑料,1.57,2.52,-0.95
3021,601288.SH,601288,农业银行,银行,0.4,1.35,-0.95
1132,002672.SZ,002672,东江环保,环境保护,0.67,1.63,-0.96
2812,600802.SH,600802,福建水泥,水泥,0.77,1.73,-0.96
2406,600318.SH,600318,新力金融,多元金融,1.74,2.7,-0.96
1275,002825.SZ,002825,纳尔股份,化工原料,1.3,2.27,-0.97
3024,601318.SH,601318,中国平安,保险,0.72,1.69,-0.97
1058,002598.SZ,002598,山东章鼓,机械基件,1.19,2.16,-0.97
2147,600015.SH,600015,华夏银行,银行,0.24,1.21,-0.97
2359,600262.SH,600262,北方股份,汽车整车,2.01,2.99,-0.98
1270,002820.SZ,002820,桂发祥,食品,1.63,2.61,-0.98
442,000978.SZ,000978,桂林旅游,旅游景点,0.95,1.93,-0.98
1072,002612.SZ,002612,朗姿股份,服饰,1.23,2.21,-0.98
3306,603331.SH,603331,百达精工,专用机械,1.16,2.14,-0.98
2318,600216.SH,600216,浙江医药,化学制药,0.82,1.8,-0.98
625,002163.SZ,002163,中航三鑫,装修装饰,1.33,2.32,-0.99
3407,603615.SH,603615,茶花股份,家居用品,0.62,1.61,-0.99
1660,300271.SZ,300271,华宇软件,软件服务,3.57,4.57,-1.0
2908,600926.SH,600926,杭州银行,银行,0.46,1.46,-1.0
3181,603058.SH,603058,永吉股份,广告包装,1.32,2.32,-1.0
2511,600461.SH,600461,洪城水业,水务,0.67,1.68,-1.01
335,000822.SZ,000822,山东海化,化工原料,1.37,2.38,-1.01
95,000428.SZ,000428,华天酒店,酒店餐饮,1.23,2.24,-1.01
3204,603101.SH,603101,汇嘉时代,百货,1.69,2.71,-1.02
704,002242.SZ,002242,九阳股份,家用电器,2.62,3.64,-1.02
1566,300176.SZ,300176,派生科技,汽车配件,2.35,3.37,-1.02
595,002133.SZ,002133,广宇集团,全国地产,0.69,1.72,-1.03
3257,603218.SH,603218,日月股份,工程机械,3.66,4.69,-1.03
349,000848.SZ,000848,承德露露,软饮料,0.51,1.54,-1.03
3462,603717.SH,603717,天域生态,环境保护,2.03,3.06,-1.03
2703,600685.SH,600685,中船防务,船舶,2.24,3.27,-1.03
940,002479.SZ,002479,富春环保,火力发电,1.22,2.26,-1.04
1335,002889.SZ,002889,东方嘉盛,仓储物流,0.75,1.79,-1.04
678,002216.SZ,002216,三全食品,食品,1.62,2.66,-1.04
320,000802.SZ,000802,北京文化,影视音像,1.46,2.51,-1.05
1336,002890.SZ,002890,弘宇股份,农用机械,1.7,2.75,-1.05
2636,600608.SH,600608,ST沪科,钢加工,2.15,3.21,-1.06
1074,002614.SZ,002614,奥佳华,医疗保健,1.51,2.57,-1.06
2375,600282.SH,600282,南钢股份,普钢,1.15,2.22,-1.07
1298,002850.SZ,002850,科达利,机械基件,6.17,7.25,-1.08
548,002086.SZ,002086,ST东海洋,渔业,1.14,2.22,-1.08
1253,002801.SZ,002801,微光股份,电气设备,2.01,3.1,-1.09
329,000815.SZ,000815,美利云,造纸,1.14,2.24,-1.1
1170,002712.SZ,002712,思美传媒,广告包装,1.38,2.48,-1.1
2268,600159.SH,600159,大龙地产,区域地产,1.22,2.32,-1.1
2551,600511.SH,600511,国药股份,医药商业,0.65,1.75,-1.1
3439,603679.SH,603679,华体科技,电气设备,2.99,4.09,-1.1
418,000950.SZ,000950,重药控股,农药化肥,2.74,3.85,-1.11
326,000811.SZ,000811,冰轮环境,工程机械,3.22,4.33,-1.11
878,002417.SZ,002417,深南股份,多元金融,1.39,2.5,-1.11
1537,300147.SZ,300147,香雪制药,中成药,1.75,2.87,-1.12
2262,600152.SH,600152,维科技术,电气设备,0.87,1.99,-1.12
3259,603222.SH,603222,济民制药,化学制药,6.01,7.13,-1.12
1899,300512.SZ,300512,中亚股份,专用机械,1.3,2.42,-1.12
2880,600877.SH,600877,ST嘉陵,摩托车,1.95,3.07,-1.12
2001,300620.SZ,300620,光库科技,元器件,2.44,3.57,-1.13
2635,600606.SH,600606,绿地控股,全国地产,1.11,2.25,-1.14
3571,603960.SH,603960,克来机电,专用机械,2.07,3.22,-1.15
2868,600865.SH,600865,百大集团,百货,0.96,2.11,-1.15
903,002442.SZ,002442,龙星化工,化工原料,0.86,2.01,-1.15
209,000638.SZ,000638,万方发展,批发业,1.96,3.11,-1.15
2326,600225.SH,600225,天津松江,区域地产,2.03,3.18,-1.15
2337,600236.SH,600236,桂冠电力,水力发电,0.79,1.94,-1.15
139,000548.SZ,000548,湖南投资,路桥,1.54,2.69,-1.15
2534,600491.SH,600491,龙元建设,建筑施工,1.85,3.01,-1.16
1328,002882.SZ,002882,金龙羽,电气设备,1.1,2.26,-1.16
3253,603200.SH,603200,上海洗霸,环境保护,0.79,1.95,-1.16
2743,600727.SH,600727,鲁北化工,农药化肥,1.25,2.42,-1.17
3502,603816.SH,603816,顾家家居,家居用品,1.18,2.35,-1.17
2462,600385.SH,600385,山东金泰,黄金,1.61,2.78,-1.17
1227,002773.SZ,002773,康弘药业,中成药,3.12,4.3,-1.18
916,002455.SZ,002455,百川股份,化工原料,0.98,2.16,-1.18
2281,600173.SH,600173,卧龙地产,全国地产,0.66,1.84,-1.18
2604,600573.SH,600573,惠泉啤酒,啤酒,0.68,1.86,-1.18
74,000401.SZ,000401,冀东水泥,水泥,0.83,2.01,-1.18
1936,300551.SZ,300551,古鳌科技,专用机械,1.38,2.56,-1.18
1989,300607.SZ,300607,拓斯达,专用机械,2.58,3.77,-1.19
1593,300204.SZ,300204,舒泰神,生物制药,2.49,3.69,-1.2
495,002033.SZ,002033,丽江旅游,旅游景点,0.86,2.06,-1.2
1912,300526.SZ,300526,中潜股份,专用机械,1.17,2.37,-1.2
236,000682.SZ,000682,东方电子,电气设备,6.56,7.76,-1.2
177,000599.SZ,000599,青岛双星,汽车配件,0.96,2.17,-1.21
3132,601992.SH,601992,金隅集团,水泥,0.78,1.99,-1.21
955,002494.SZ,002494,华斯股份,服饰,1.36,2.57,-1.21
3170,603037.SH,603037,凯众股份,汽车配件,0.8,2.02,-1.22
1425,300034.SZ,300034,钢研高纳,小金属,2.11,3.33,-1.22
3218,603127.SH,603127,昭衍新药,医疗保健,3.41,4.64,-1.23
3507,603823.SH,603823,百合花,染料涂料,1.65,2.89,-1.24
2407,600319.SH,600319,亚星化学,化工原料,1.17,2.41,-1.24
2345,600246.SH,600246,万通地产,区域地产,1.18,2.42,-1.24
1402,300011.SZ,300011,鼎汉技术,运输设备,1.85,3.09,-1.24
2955,601007.SH,601007,金陵饭店,酒店餐饮,1.08,2.33,-1.25
787,002326.SZ,002326,永太科技,化工原料,1.7,2.95,-1.25
1538,300148.SZ,300148,天舟文化,出版业,1.07,2.32,-1.25
3313,603339.SH,603339,四方科技,专用机械,1.26,2.51,-1.25
484,002022.SZ,002022,科华生物,医疗保健,0.74,2.0,-1.26
930,002469.SZ,002469,三维工程,建筑施工,1.15,2.41,-1.26
2423,600337.SH,600337,美克家居,家居用品,0.67,1.95,-1.28
756,002295.SZ,002295,精艺股份,铜,1.4,2.69,-1.29
353,000856.SZ,000856,冀东装备,机械基件,1.87,3.16,-1.29
2744,600728.SH,600728,佳都科技,软件服务,4.29,5.58,-1.29
3397,603601.SH,603601,再升科技,玻璃,0.19,1.49,-1.3
220,000663.SZ,000663,永安林业,林业,2.11,3.41,-1.3
179,000601.SZ,000601,韶能股份,水力发电,1.44,2.74,-1.3
3317,603355.SH,603355,莱克电气,家用电器,0.96,2.27,-1.31
2585,600551.SH,600551,时代出版,出版业,2.34,3.65,-1.31
1887,300500.SZ,300500,启迪设计,建筑施工,1.81,3.12,-1.31
2205,600086.SH,600086,东方金钰,服饰,5.1,6.42,-1.32
1297,002849.SZ,002849,威星智能,电器仪表,0.87,2.2,-1.33
3141,603005.SH,603005,晶方科技,半导体,1.61,2.94,-1.33
3395,603599.SH,603599,广信股份,农药化肥,0.43,1.77,-1.34
1035,002575.SZ,002575,群兴玩具,文教休闲,1.89,3.23,-1.34
2536,600495.SH,600495,晋西车轴,运输设备,1.68,3.02,-1.34
867,002406.SZ,002406,远东传动,汽车配件,1.78,3.12,-1.34
1767,300380.SZ,300380,安硕信息,软件服务,6.2,7.55,-1.35
641,002179.SZ,002179,中航光电,元器件,2.44,3.79,-1.35
2857,600854.SH,600854,春兰股份,家用电器,0.96,2.31,-1.35
134,000543.SZ,000543,皖能电力,火力发电,0.9,2.26,-1.36
2178,600058.SH,600058,五矿发展,商贸代理,1.97,3.33,-1.36
1860,300473.SZ,300473,德尔股份,汽车配件,1.14,2.51,-1.37
2063,300683.SZ,300683,海特生物,生物制药,0.94,2.31,-1.37
3010,601216.SH,601216,君正集团,化工原料,2.13,3.51,-1.38
1030,002570.SZ,002570,*ST因美,乳制品,1.48,2.86,-1.38
3531,603880.SH,603880,南卫股份,医疗保健,0.56,1.94,-1.38
814,002353.SZ,002353,杰瑞股份,化工机械,1.19,2.57,-1.38
810,002349.SZ,002349,精华制药,中成药,1.19,2.57,-1.38
1208,002752.SZ,002752,昇兴股份,广告包装,0.79,2.18,-1.39
395,000917.SZ,000917,电广传媒,影视音像,1.73,3.12,-1.39
3440,603680.SH,603680,今创集团,运输设备,1.22,2.61,-1.39
2495,600429.SH,600429,三元股份,乳制品,0.82,2.22,-1.4
1104,002644.SZ,002644,佛慈制药,中成药,0.67,2.07,-1.4
1121,002661.SZ,002661,克明面业,食品,2.54,3.94,-1.4
3366,603527.SH,603527,众源新材,铜,0.42,1.82,-1.4
2946,600997.SH,600997,开滦股份,煤炭开采,1.05,2.46,-1.41
451,000990.SZ,000990,诚志股份,化工原料,8.91,10.33,-1.42
2646,600618.SH,600618,氯碱化工,化工原料,0.78,2.2,-1.42
2560,600521.SH,600521,华海药业,化学制药,1.58,3.0,-1.42
3359,603508.SH,603508,思维列控,软件服务,2.1,3.53,-1.43
570,002108.SZ,002108,沧州明珠,塑料,1.9,3.33,-1.43
2332,600231.SH,600231,凌钢股份,普钢,0.97,2.4,-1.43
2519,600475.SH,600475,华光股份,专用机械,0.94,2.38,-1.44
3491,603798.SH,603798,康普顿,石油加工,2.03,3.47,-1.44
2933,600981.SH,600981,汇鸿集团,商贸代理,0.86,2.31,-1.45
1148,002688.SZ,002688,金河生物,化学制药,0.36,1.81,-1.45
1809,300422.SZ,300422,博世科,环境保护,0.93,2.38,-1.45
284,000751.SZ,000751,锌业股份,铅锌,0.93,2.39,-1.46
1516,300126.SZ,300126,锐奇股份,轻工机械,1.72,3.18,-1.46
1449,300058.SZ,300058,蓝色光标,广告包装,3.69,5.15,-1.46
1833,300446.SZ,300446,乐凯新材,化工原料,3.94,5.42,-1.48
3260,603223.SH,603223,恒通股份,供气供热,2.0,3.48,-1.48
2804,600793.SH,600793,宜宾纸业,造纸,1.59,3.07,-1.48
2386,600295.SH,600295,鄂尔多斯,小金属,0.75,2.23,-1.48
482,002020.SZ,002020,京新药业,化学制药,2.2,3.68,-1.48
2706,600688.SH,600688,上海石化,石油加工,0.91,2.39,-1.48
1910,300523.SZ,300523,辰安科技,软件服务,1.31,2.79,-1.48
2370,600277.SH,600277,亿利洁能,综合类,1.01,2.5,-1.49
3172,603039.SH,603039,泛微网络,软件服务,1.81,3.31,-1.5
1977,300595.SZ,300595,欧普康视,医疗保健,1.9,3.4,-1.5
2048,300668.SZ,300668,杰恩设计,装修装饰,1.37,2.87,-1.5
2994,601158.SH,601158,重庆水务,水务,0.98,2.48,-1.5
375,000890.SZ,000890,法尔胜,钢加工,2.13,3.63,-1.5
2948,600999.SH,600999,招商证券,证券,0.55,2.06,-1.51
281,000738.SZ,000738,航发控制,航空,2.38,3.89,-1.51
132,000540.SZ,000540,中天金融,多元金融,1.91,3.43,-1.52
2964,601019.SH,601019,山东出版,出版业,0.71,2.24,-1.53
529,002067.SZ,002067,景兴纸业,造纸,1.09,2.62,-1.53
1410,300019.SZ,300019,硅宝科技,化工原料,2.26,3.79,-1.53
2772,600757.SH,600757,长江传媒,出版业,1.2,2.74,-1.54
1772,300385.SZ,300385,雪浪环境,环境保护,3.2,4.74,-1.54
24,000030.SZ,000030,富奥股份,汽车配件,1.18,2.72,-1.54
576,002114.SZ,002114,罗平锌电,铅锌,0.81,2.36,-1.55
2578,600543.SH,600543,莫高股份,红黄药酒,1.67,3.22,-1.55
2497,600435.SH,600435,北方导航,专用机械,1.46,3.01,-1.55
1244,002791.SZ,002791,坚朗五金,其他建材,0.89,2.45,-1.56
3518,603856.SH,603856,东宏股份,塑料,0.9,2.46,-1.56
651,002189.SZ,002189,利达光电,元器件,4.49,6.05,-1.56
82,000411.SZ,000411,英特集团,医药商业,0.39,1.95,-1.56
1943,300558.SZ,300558,贝达药业,化学制药,2.41,3.97,-1.56
1226,002772.SZ,002772,众兴菌业,种植业,0.98,2.55,-1.57
2328,600227.SH,600227,圣济堂,农药化肥,4.32,5.89,-1.57
2840,600833.SH,600833,第一医药,医药商业,1.19,2.76,-1.57
3030,601336.SH,601336,新华保险,保险,1.59,3.16,-1.57
3386,603585.SH,603585,苏利股份,化工原料,1.02,2.59,-1.57
163,000582.SZ,000582,北部湾港,港口,1.49,3.06,-1.57
3116,601929.SH,601929,吉视传媒,影视音像,4.42,6.01,-1.59
181,000605.SZ,000605,渤海股份,水务,1.69,3.28,-1.59
2825,600817.SH,600817,ST宏盛,多元金融,2.11,3.7,-1.59
1835,300448.SZ,300448,浩云科技,软件服务,0.99,2.6,-1.61
3513,603838.SH,603838,四通股份,陶瓷,0.61,2.22,-1.61
216,000657.SZ,000657,中钨高新,小金属,1.56,3.17,-1.61
3034,601368.SH,601368,绿城水务,水务,1.15,2.76,-1.61
2568,600530.SH,600530,交大昂立,医疗保健,4.28,5.89,-1.61
3431,603665.SH,603665,康隆达,纺织,0.73,2.34,-1.61
3574,603968.SH,603968,醋化股份,化工原料,1.62,3.23,-1.61
976,002515.SZ,002515,金字火腿,食品,3.74,5.35,-1.61
3003,601188.SH,601188,龙江交通,路桥,1.01,2.63,-1.62
2845,600838.SH,600838,上海九百,百货,1.19,2.82,-1.63
2403,600315.SH,600315,上海家化,日用化工,1.21,2.85,-1.64
2649,600621.SH,600621,华鑫股份,证券,5.51,7.16,-1.65
388,000908.SZ,000908,景峰医药,化学制药,1.74,3.39,-1.65
892,002431.SZ,002431,棕榈股份,建筑施工,1.93,3.59,-1.66
1867,300480.SZ,300480,光力科技,电器仪表,3.85,5.52,-1.67
3547,603901.SH,603901,永创智能,专用机械,0.91,2.58,-1.67
2081,300701.SZ,300701,森霸传感,元器件,0.92,2.59,-1.67
213,000652.SZ,000652,泰达股份,批发业,2.11,3.79,-1.68
1349,002905.SZ,002905,金逸影视,影视音像,1.56,3.25,-1.69
3322,603360.SH,603360,百傲化学,化工原料,2.91,4.6,-1.69
425,000959.SZ,000959,首钢股份,普钢,0.87,2.56,-1.69
1341,002896.SZ,002896,中大力德,机械基件,2.0,3.69,-1.69
2016,300635.SZ,300635,达安股份,建筑施工,1.59,3.28,-1.69
3321,603359.SH,603359,东珠生态,建筑施工,1.59,3.29,-1.7
1063,002603.SZ,002603,以岭药业,中成药,1.56,3.26,-1.7
491,002029.SZ,002029,七匹狼,服饰,0.79,2.5,-1.71
1000,002540.SZ,002540,亚太科技,铝,1.41,3.12,-1.71
2673,600650.SH,600650,锦江投资,公共交通,1.38,3.09,-1.71
2252,600138.SH,600138,中青旅,旅游服务,1.63,3.34,-1.71
797,002336.SZ,002336,人人乐,超市连锁,2.06,3.78,-1.72
1315,002868.SZ,002868,绿康生化,农业综合,0.84,2.56,-1.72
2221,600105.SH,600105,永鼎股份,通信设备,2.05,3.77,-1.72
3108,601898.SH,601898,中煤能源,煤炭开采,0.57,2.31,-1.74
2307,600202.SH,600202,*ST哈空,电气设备,3.4,5.14,-1.74
1886,300499.SZ,300499,高澜股份,专用机械,0.57,2.32,-1.75
1403,300012.SZ,300012,华测检测,电器仪表,1.11,2.86,-1.75
289,000757.SZ,000757,浩物股份,汽车配件,1.28,3.04,-1.76
1016,002556.SZ,002556,辉隆股份,其他商业,2.38,4.14,-1.76
540,002078.SZ,002078,太阳纸业,造纸,1.72,3.49,-1.77
3584,603987.SH,603987,康德莱,医疗保健,0.84,2.62,-1.78
642,002180.SZ,002180,纳思达,电脑设备,1.02,2.8,-1.78
2679,600657.SH,600657,信达地产,全国地产,1.04,2.83,-1.79
1319,002872.SZ,002872,天圣制药,化学制药,2.06,3.85,-1.79
3123,601966.SH,601966,玲珑轮胎,汽车配件,0.73,2.52,-1.79
3045,601555.SH,601555,东吴证券,证券,2.21,4.0,-1.79
1525,300135.SZ,300135,宝利国际,化工原料,1.68,3.48,-1.8
99,000498.SZ,000498,山东路桥,建筑施工,1.41,3.21,-1.8
2376,600283.SH,600283,钱江水利,水务,2.07,3.87,-1.8
2212,600095.SH,600095,哈高科,区域地产,2.38,4.18,-1.8
3354,603500.SH,603500,祥和实业,运输设备,1.59,3.4,-1.81
389,000909.SZ,000909,数源科技,综合类,0.91,2.72,-1.81
624,002162.SZ,002162,悦心健康,医疗保健,1.04,2.85,-1.81
1645,300256.SZ,300256,星星科技,元器件,2.18,4.0,-1.82
373,000888.SZ,000888,峨眉山A,旅游景点,1.56,3.39,-1.83
3485,603779.SH,603779,威龙股份,红黄药酒,0.9,2.74,-1.84
3136,601999.SH,601999,出版传媒,出版业,2.08,3.92,-1.84
2755,600739.SH,600739,辽宁成大,商贸代理,0.98,2.83,-1.85
234,000680.SZ,000680,山推股份,工程机械,1.98,3.83,-1.85
2317,600215.SH,600215,长春经开,园区开发,1.82,3.67,-1.85
3517,603855.SH,603855,华荣股份,专用机械,0.82,2.67,-1.85
1433,300042.SZ,300042,朗科科技,电脑设备,3.37,5.23,-1.86
2325,600223.SH,600223,鲁商置业,区域地产,0.99,2.85,-1.86
2884,600882.SH,600882,妙可蓝多,乳制品,1.07,2.95,-1.88
1191,002734.SZ,002734,利民股份,农药化肥,0.76,2.65,-1.89
332,000819.SZ,000819,岳阳兴长,石油加工,1.53,3.42,-1.89
2450,600371.SH,600371,万向德农,种植业,0.83,2.73,-1.9
733,002272.SZ,002272,川润股份,机械基件,1.84,3.74,-1.9
3052,601595.SH,601595,上海电影,影视音像,1.23,3.15,-1.92
1258,002807.SZ,002807,江阴银行,银行,0.59,2.52,-1.93
1981,300599.SZ,300599,雄塑科技,塑料,0.85,2.78,-1.93
3593,603999.SH,603999,读者传媒,出版业,1.51,3.47,-1.96
424,000958.SZ,000958,东方能源,火力发电,1.59,3.55,-1.96
1727,300338.SZ,300338,开元股份,电器仪表,1.13,3.09,-1.96
2608,600578.SH,600578,京能电力,火力发电,0.44,2.4,-1.96
950,002489.SZ,002489,浙江永强,家居用品,0.97,2.93,-1.96
1001,002541.SZ,002541,鸿路钢构,钢加工,0.38,2.35,-1.97
2042,300662.SZ,300662,科锐国际,综合类,3.81,5.78,-1.97
1792,300405.SZ,300405,科隆股份,化工原料,1.07,3.04,-1.97
3023,601311.SH,601311,骆驼股份,电气设备,3.42,5.4,-1.98
2632,600603.SH,600603,广汇物流,仓储物流,0.99,2.97,-1.98
1602,300213.SZ,300213,佳讯飞鸿,通信设备,2.28,4.27,-1.99
2155,600023.SH,600023,浙能电力,火力发电,1.34,3.33,-1.99
1097,002637.SZ,002637,赞宇科技,日用化工,1.87,3.86,-1.99
961,002500.SZ,002500,山西证券,证券,2.81,4.81,-2.0
1262,002811.SZ,002811,亚泰国际,装修装饰,1.25,3.25,-2.0
1793,300406.SZ,300406,九强生物,生物制药,1.26,3.26,-2.0
1071,002611.SZ,002611,东方精工,轻工机械,1.02,3.02,-2.0
1350,002906.SZ,002906,华阳集团,汽车配件,0.41,2.42,-2.01
1665,300276.SZ,300276,三丰智能,专用机械,1.5,3.51,-2.01
3578,603977.SH,603977,国泰集团,化工原料,1.75,3.76,-2.01
1956,300572.SZ,300572,安车检测,电器仪表,3.83,5.85,-2.02
2203,600084.SH,600084,中葡股份,红黄药酒,2.78,4.8,-2.02
1913,300527.SZ,300527,中国应急,专用机械,1.68,3.7,-2.02
2389,600299.SH,600299,安迪苏,化学制药,1.37,3.4,-2.03
3228,603158.SH,603158,腾龙股份,汽车配件,2.04,4.08,-2.04
1784,300397.SZ,300397,天和防务,通信设备,3.79,5.83,-2.04
1496,300106.SZ,300106,西部牧业,农业综合,1.97,4.03,-2.06
1869,300482.SZ,300482,万孚生物,生物制药,1.46,3.53,-2.07
264,000718.SZ,000718,苏宁环球,区域地产,1.4,3.48,-2.08
228,000672.SZ,000672,上峰水泥,水泥,1.05,3.13,-2.08
509,002047.SZ,002047,宝鹰股份,装修装饰,1.22,3.3,-2.08
44,000059.SZ,000059,华锦股份,石油加工,1.4,3.49,-2.09
3385,603583.SH,603583,捷昌驱动,电气设备,1.95,4.04,-2.09
3345,603444.SH,603444,吉比特,互联网,3.42,5.51,-2.09
2465,600388.SH,600388,龙净环保,环境保护,1.01,3.11,-2.1
308,000789.SZ,000789,万年青,水泥,0.9,3.0,-2.1
3519,603858.SH,603858,步长制药,中成药,1.1,3.2,-2.1
416,000948.SZ,000948,南天信息,软件服务,5.75,7.86,-2.11
432,000967.SZ,000967,盈峰环境,环境保护,0.66,2.77,-2.11
2254,600141.SH,600141,兴发集团,化工原料,0.68,2.79,-2.11
2153,600021.SH,600021,上海电力,火力发电,1.67,3.78,-2.11
3004,601198.SH,601198,东兴证券,证券,1.13,3.25,-2.12
1314,002867.SZ,002867,周大生,服饰,1.17,3.29,-2.12
854,002393.SZ,002393,力生制药,化学制药,0.77,2.9,-2.13
2214,600097.SH,600097,开创国际,渔业,1.58,3.71,-2.13
2371,600278.SH,600278,东方创业,商贸代理,1.52,3.65,-2.13
2113,300737.SZ,300737,科顺股份,其他建材,1.68,3.82,-2.14
1103,002643.SZ,002643,万润股份,化工原料,1.03,3.18,-2.15
2175,600055.SH,600055,万东医疗,医疗保健,1.77,3.92,-2.15
1978,300596.SZ,300596,利安隆,化工原料,1.52,3.68,-2.16
125,000532.SZ,000532,华金资本,元器件,2.11,4.27,-2.16
508,002046.SZ,002046,轴研科技,机械基件,1.36,3.53,-2.17
1552,300162.SZ,300162,雷曼股份,元器件,1.24,3.41,-2.17
952,002491.SZ,002491,通鼎互联,通信设备,1.64,3.81,-2.17
362,000875.SZ,000875,吉电股份,火力发电,1.8,3.99,-2.19
711,002249.SZ,002249,大洋电机,电气设备,2.28,4.48,-2.2
378,000895.SZ,000895,双汇发展,食品,0.95,3.15,-2.2
2130,300756.SZ,300756,中山金马,专用机械,1.2,3.4,-2.2
1143,002683.SZ,002683,宏大爆破,化工原料,2.0,4.21,-2.21
2575,600538.SH,600538,国发股份,医药商业,2.21,4.42,-2.21
20,000026.SZ,000026,飞亚达A,其他商业,1.34,3.56,-2.22
2286,600179.SH,600179,安通控股,仓储物流,0.77,3.0,-2.23
3017,601231.SH,601231,环旭电子,元器件,1.04,3.29,-2.25
3291,603309.SH,603309,维力医疗,医疗保健,1.37,3.62,-2.25
712,002250.SZ,002250,联化科技,化工原料,1.58,3.84,-2.26
2832,600824.SH,600824,益民集团,百货,0.55,2.82,-2.27
2354,600257.SH,600257,大湖股份,渔业,0.41,2.68,-2.27
2022,300641.SZ,300641,正丹股份,化工原料,0.93,3.23,-2.3
2271,600162.SH,600162,香江控股,全国地产,0.81,3.11,-2.3
1356,002912.SZ,002912,中新赛克,软件服务,2.46,4.78,-2.32
1946,300561.SZ,300561,汇金科技,软件服务,0.47,2.8,-2.33
1379,002938.SZ,002938,鹏鼎控股,元器件,2.97,5.3,-2.33
1615,300226.SZ,300226,上海钢联,互联网,1.99,4.33,-2.34
1628,300239.SZ,300239,东宝生物,生物制药,0.74,3.08,-2.34
788,002327.SZ,002327,富安娜,纺织,2.58,4.92,-2.34
1523,300133.SZ,300133,华策影视,影视音像,1.21,3.55,-2.34
3506,603822.SH,603822,嘉澳环保,环境保护,0.61,2.95,-2.34
1637,300248.SZ,300248,新开普,软件服务,2.08,4.43,-2.35
748,002287.SZ,002287,奇正藏药,中成药,1.29,3.65,-2.36
1553,300163.SZ,300163,先锋新材,其他建材,2.07,4.43,-2.36
1083,002623.SZ,002623,亚玛顿,玻璃,0.69,3.05,-2.36
2000,300619.SZ,300619,金银河,专用机械,0.47,2.83,-2.36
2545,600505.SH,600505,西昌电力,水力发电,4.19,6.56,-2.37
3569,603958.SH,603958,哈森股份,服饰,0.9,3.27,-2.37
1504,300114.SZ,300114,中航电测,元器件,0.86,3.24,-2.38
2869,600866.SH,600866,星湖科技,食品,1.71,4.09,-2.38
1991,300609.SZ,300609,汇纳科技,互联网,3.45,5.84,-2.39
2590,600558.SH,600558,大西洋,钢加工,4.84,7.23,-2.39
1530,300140.SZ,300140,中环装备,电气设备,1.55,3.95,-2.4
2053,300673.SZ,300673,佩蒂股份,饲料,2.91,5.31,-2.4
3211,603113.SH,603113,金能科技,化工原料,1.55,3.95,-2.4
2234,600118.SH,600118,中国卫星,航空,3.75,6.17,-2.42
101,000502.SZ,000502,绿景控股,医疗保健,1.28,3.72,-2.44
3520,603859.SH,603859,能科股份,软件服务,2.76,5.2,-2.44
1964,300581.SZ,300581,晨曦航空,航空,0.89,3.33,-2.44
521,002059.SZ,002059,云南旅游,旅游景点,0.84,3.28,-2.44
981,002520.SZ,002520,日发精机,机床制造,1.74,4.18,-2.44
1509,300119.SZ,300119,瑞普生物,生物制药,2.0,4.44,-2.44
1884,300497.SZ,300497,富祥股份,化学制药,0.87,3.32,-2.45
751,002290.SZ,002290,中科新材,家用电器,1.31,3.76,-2.45
1396,300005.SZ,300005,探路者,服饰,1.43,3.88,-2.45
568,002106.SZ,002106,莱宝高科,元器件,1.16,3.62,-2.46
731,002270.SZ,002270,华明装备,电气设备,0.99,3.47,-2.48
301,000779.SZ,000779,三毛派神,纺织,2.34,4.83,-2.49
515,002053.SZ,002053,云南能投,食品,1.15,3.64,-2.49
3295,603316.SH,603316,诚邦股份,建筑施工,0.47,2.96,-2.49
771,002310.SZ,002310,东方园林,建筑施工,1.88,4.39,-2.51
990,002530.SZ,002530,金财互联,专用机械,2.24,4.75,-2.51
3537,603887.SH,603887,城地股份,建筑施工,0.48,3.0,-2.52
