,ts_code,symbol,name,industry,COL_FITNESS
718,002256.SZ,002256,兆新股份,染料涂料,10.08
300,000778.SZ,000778,新兴铸管,钢加工,10.07
2171,600051.SH,600051,宁波联合,综合类,10.07
3429,603661.SH,603661,恒林股份,家居用品,10.06
2946,600997.SH,600997,开滦股份,煤炭开采,10.05
2264,600155.SH,600155,华创阳安,证券,10.05
688,002226.SZ,002226,江南化工,化工原料,10.04
1957,300573.SZ,300573,兴齐眼药,化学制药,10.04
2741,600725.SH,600725,ST云维,焦炭加工,10.03
1328,002882.SZ,002882,金龙羽,电气设备,10.03
1561,300171.SZ,300171,东富龙,医疗保健,10.03
3560,603928.SH,603928,兴业股份,化工原料,10.03
366,000880.SZ,000880,潍柴重机,机械基件,10.02
2535,600493.SH,600493,凤竹纺织,纺织,10.02
1101,002641.SZ,002641,永高股份,塑料,10.01
3186,603067.SH,603067,振华股份,化工原料,10.01
771,002310.SZ,002310,东方园林,建筑施工,10.0
631,002169.SZ,002169,智光电气,电气设备,10.0
3129,601989.SH,601989,中国重工,船舶,9.99
1112,002652.SZ,002652,扬子新材,其他建材,9.98
2992,601139.SH,601139,深圳燃气,供气供热,9.98
2393,600303.SH,600303,曙光股份,汽车整车,9.97
2073,300693.SZ,300693,盛弘股份,电气设备,9.97
1516,300126.SZ,300126,锐奇股份,轻工机械,9.97
734,002273.SZ,002273,水晶光电,元器件,9.97
2964,601019.SH,601019,山东出版,出版业,9.97
2324,600222.SH,600222,太龙药业,中成药,9.96
1595,300206.SZ,300206,理邦仪器,医疗保健,9.96
3014,601226.SH,601226,华电重工,专用机械,9.96
2056,300676.SZ,300676,华大基因,医疗保健,9.95
554,002092.SZ,002092,中泰化学,化工原料,9.95
762,002301.SZ,002301,齐心集团,文教休闲,9.95
134,000543.SZ,000543,皖能电力,火力发电,9.94
1661,300272.SZ,300272,开能健康,环境保护,9.93
3513,603838.SH,603838,四通股份,陶瓷,9.93
1914,300528.SZ,300528,幸福蓝海,影视音像,9.92
3191,603079.SH,603079,圣达生物,食品,9.91
3153,603018.SH,603018,中设集团,建筑施工,9.9
2548,600508.SH,600508,上海能源,煤炭开采,9.89
130,000538.SZ,000538,云南白药,中成药,9.89
1809,300422.SZ,300422,博世科,环境保护,9.89
2500,600439.SH,600439,瑞贝卡,服饰,9.88
1899,300512.SZ,300512,中亚股份,专用机械,9.88
2080,300700.SZ,300700,岱勒新材,矿物制品,9.88
1784,300397.SZ,300397,天和防务,通信设备,9.87
1604,300215.SZ,300215,电科院,电气设备,9.86
2289,600183.SH,600183,生益科技,元器件,9.86
1426,300035.SZ,300035,中科电气,电气设备,9.86
2178,600058.SH,600058,五矿发展,商贸代理,9.86
1607,300218.SZ,300218,安利股份,塑料,9.85
2733,600717.SH,600717,天津港,港口,9.85
2765,600749.SH,600749,*ST藏旅,旅游景点,9.84
1351,002907.SZ,002907,华森制药,化学制药,9.84
256,000709.SZ,000709,河钢股份,普钢,9.83
1864,300477.SZ,300477,合纵科技,电气设备,9.82
3140,603003.SH,603003,龙宇燃油,石油贸易,9.81
392,000912.SZ,000912,*ST天化,农药化肥,9.8
898,002437.SZ,002437,誉衡药业,化学制药,9.8
2748,600732.SH,600732,ST新梅,区域地产,9.8
86,000417.SZ,000417,合肥百货,百货,9.79
1705,300316.SZ,300316,晶盛机电,专用机械,9.79
3516,603848.SH,603848,好太太,家居用品,9.79
2563,600525.SH,600525,长园集团,电气设备,9.79
2304,600199.SH,600199,金种子酒,白酒,9.79
2508,600458.SH,600458,时代新材,塑料,9.78
386,000905.SZ,000905,厦门港务,港口,9.78
2283,600176.SH,600176,中国巨石,玻璃,9.78
1835,300448.SZ,300448,浩云科技,软件服务,9.78
3496,603806.SH,603806,福斯特,塑料,9.77
1415,300024.SZ,300024,机器人,专用机械,9.77
543,002081.SZ,002081,金螳螂,装修装饰,9.77
2798,600785.SH,600785,新华百货,百货,9.77
2048,300668.SZ,300668,杰恩设计,装修装饰,9.76
903,002442.SZ,002442,龙星化工,化工原料,9.76
3428,603660.SH,603660,苏州科达,通信设备,9.76
155,000567.SZ,000567,海德股份,多元金融,9.75
3343,603421.SH,603421,鼎信通讯,通信设备,9.74
3231,603161.SH,603161,科华控股,汽车配件,9.74
2423,600337.SH,600337,美克家居,家居用品,9.74
842,002381.SZ,002381,双箭股份,橡胶,9.73
2612,600582.SH,600582,天地科技,工程机械,9.72
3521,603860.SH,603860,中公高科,公路,9.72
1968,300585.SZ,300585,奥联电子,汽车配件,9.72
2332,600231.SH,600231,凌钢股份,普钢,9.71
1603,300214.SZ,300214,日科化学,化工原料,9.71
940,002479.SZ,002479,富春环保,火力发电,9.7
575,002113.SZ,002113,天润数娱,互联网,9.69
1042,002582.SZ,002582,好想你,食品,9.68
2626,600597.SH,600597,光明乳业,乳制品,9.68
2155,600023.SH,600023,浙能电力,火力发电,9.68
3548,603903.SH,603903,中持股份,环境保护,9.67
1651,300262.SZ,300262,巴安水务,环境保护,9.67
1519,300129.SZ,300129,泰胜风能,电气设备,9.67
2943,600993.SH,600993,马应龙,中成药,9.67
2004,300623.SZ,300623,捷捷微电,半导体,9.66
368,000882.SZ,000882,华联股份,百货,9.66
2511,600461.SH,600461,洪城水业,水务,9.66
836,002375.SZ,002375,亚厦股份,装修装饰,9.66
1397,300006.SZ,300006,莱美药业,化学制药,9.65
3520,603859.SH,603859,能科股份,软件服务,9.65
1312,002865.SZ,002865,钧达股份,汽车配件,9.65
913,002452.SZ,002452,长高集团,电气设备,9.64
1860,300473.SZ,300473,德尔股份,汽车配件,9.64
988,002528.SZ,002528,英飞拓,电脑设备,9.64
1859,300472.SZ,300472,新元科技,专用机械,9.64
44,000059.SZ,000059,华锦股份,石油加工,9.64
1221,002767.SZ,002767,先锋电子,电器仪表,9.63
409,000932.SZ,000932,华菱钢铁,普钢,9.63
1504,300114.SZ,300114,中航电测,元器件,9.62
3013,601225.SH,601225,陕西煤业,煤炭开采,9.61
215,000656.SZ,000656,金科股份,区域地产,9.61
1129,002669.SZ,002669,康达新材,化工原料,9.61
1345,002900.SZ,002900,哈三联,化学制药,9.61
1865,300478.SZ,300478,杭州高新,橡胶,9.6
3462,603717.SH,603717,天域生态,环境保护,9.6
1939,300554.SZ,300554,三超新材,矿物制品,9.6
1647,300258.SZ,300258,精锻科技,汽车配件,9.6
1831,300444.SZ,300444,双杰电气,电气设备,9.6
1083,002623.SZ,002623,亚玛顿,玻璃,9.6
2727,600711.SH,600711,盛屯矿业,小金属,9.59
2737,600721.SH,600721,百花村,生物制药,9.59
1821,300434.SZ,300434,金石东方,化学制药,9.59
782,002321.SZ,002321,华英农业,农业综合,9.59
1148,002688.SZ,002688,金河生物,化学制药,9.58
1495,300105.SZ,300105,龙源技术,电器仪表,9.58
3069,601668.SH,601668,中国建筑,建筑施工,9.58
1886,300499.SZ,300499,高澜股份,专用机械,9.58
1476,300086.SZ,300086,康芝药业,化学制药,9.57
2091,300712.SZ,300712,永福股份,建筑施工,9.56
486,002024.SZ,002024,苏宁易购,电器连锁,9.56
3149,603013.SH,603013,亚普股份,汽车配件,9.56
2286,600179.SH,600179,安通控股,仓储物流,9.55
2715,600697.SH,600697,欧亚集团,百货,9.55
2926,600973.SH,600973,宝胜股份,电气设备,9.54
1344,002899.SZ,002899,英派斯,文教休闲,9.54
346,000837.SZ,000837,秦川机床,机床制造,9.53
2913,600939.SH,600939,重庆建工,建筑施工,9.52
521,002059.SZ,002059,云南旅游,旅游景点,9.52
275,000731.SZ,000731,四川美丰,农药化肥,9.52
3011,601218.SH,601218,吉鑫科技,机械基件,9.52
666,002204.SZ,002204,大连重工,专用机械,9.51
1185,002728.SZ,002728,特一药业,中成药,9.51
708,002246.SZ,002246,北化股份,化工原料,9.51
2620,600590.SH,600590,泰豪科技,电气设备,9.51
501,002039.SZ,002039,黔源电力,水力发电,9.51
1528,300138.SZ,300138,晨光生物,食品,9.51
2475,600399.SH,600399,*ST抚钢,特种钢,9.5
2997,601166.SH,601166,兴业银行,银行,9.49
349,000848.SZ,000848,承德露露,软饮料,9.49
1857,300470.SZ,300470,日机密封,机械基件,9.49
2471,600395.SH,600395,盘江股份,煤炭开采,9.49
3034,601368.SH,601368,绿城水务,水务,9.49
1635,300246.SZ,300246,宝莱特,医疗保健,9.48
961,002500.SZ,002500,山西证券,证券,9.48
76,000403.SZ,000403,振兴生化,生物制药,9.48
3387,603586.SH,603586,金麒麟,汽车配件,9.48
3442,603685.SH,603685,晨丰科技,电气设备,9.48
1947,300562.SZ,300562,乐心医疗,医疗保健,9.47
171,000592.SZ,000592,平潭发展,林业,9.47
2885,600883.SH,600883,博闻科技,水泥,9.47
1236,002782.SZ,002782,可立克,电气设备,9.46
200,000628.SZ,000628,高新发展,园区开发,9.46
160,000573.SZ,000573,粤宏远A,区域地产,9.46
871,002410.SZ,002410,广联达,软件服务,9.46
1703,300314.SZ,300314,戴维医疗,医疗保健,9.45
2228,600112.SH,600112,天成控股,电气设备,9.44
2617,600587.SH,600587,新华医疗,医疗保健,9.43
143,000553.SZ,000553,安道麦A,农药化肥,9.43
1921,300535.SZ,300535,达威股份,化工原料,9.43
603,002141.SZ,002141,贤丰控股,元器件,9.42
2362,600267.SH,600267,海正药业,化学制药,9.42
3060,601611.SH,601611,中国核建,建筑施工,9.42
1743,300354.SZ,300354,东华测试,电器仪表,9.41
1223,002769.SZ,002769,普路通,仓储物流,9.41
1753,300365.SZ,300365,恒华科技,软件服务,9.41
214,000655.SZ,000655,*ST金岭,普钢,9.41
3292,603311.SH,603311,金海环境,专用机械,9.4
2397,600308.SH,600308,华泰股份,造纸,9.4
65,000156.SZ,000156,华数传媒,影视音像,9.39
2891,600889.SH,600889,南京化纤,化纤,9.38
316,000798.SZ,000798,中水渔业,渔业,9.38
1318,002871.SZ,002871,伟隆股份,机械基件,9.37
2596,600565.SH,600565,迪马股份,全国地产,9.37
649,002187.SZ,002187,广百股份,百货,9.36
196,000623.SZ,000623,吉林敖东,中成药,9.35
249,000700.SZ,000700,模塑科技,汽车配件,9.35
2424,600338.SH,600338,西藏珠峰,铅锌,9.35
2366,600272.SH,600272,开开实业,中成药,9.35
2973,601086.SH,601086,国芳集团,百货,9.35
2766,600750.SH,600750,江中药业,中成药,9.35
1894,300507.SZ,300507,苏奥传感,汽车配件,9.34
1721,300332.SZ,300332,天壕环境,环境保护,9.32
387,000906.SZ,000906,浙商中拓,批发业,9.32
606,002144.SZ,002144,宏达高科,纺织,9.32
1026,002566.SZ,002566,益盛药业,中成药,9.32
2732,600716.SH,600716,凤凰股份,区域地产,9.32
492,002030.SZ,002030,达安基因,生物制药,9.31
3479,603767.SH,603767,中马传动,汽车配件,9.31
3494,603801.SH,603801,志邦家居,家居用品,9.31
858,002397.SZ,002397,梦洁股份,纺织,9.31
2457,600379.SH,600379,宝光股份,电气设备,9.3
261,000715.SZ,000715,中兴商业,百货,9.3
3099,601872.SH,601872,招商轮船,水运,9.3
2911,600933.SH,600933,爱柯迪,汽车配件,9.29
1654,300265.SZ,300265,通光线缆,电气设备,9.28
2710,600692.SH,600692,亚通股份,房产服务,9.28
1517,300127.SZ,300127,银河磁体,元器件,9.28
2410,600322.SH,600322,天房发展,区域地产,9.28
1875,300488.SZ,300488,恒锋工具,机械基件,9.27
2075,300695.SZ,300695,兆丰股份,汽车配件,9.26
2215,600098.SH,600098,广州发展,火力发电,9.26
1335,002889.SZ,002889,东方嘉盛,仓储物流,9.26
1559,300169.SZ,300169,天晟新材,塑料,9.26
194,000620.SZ,000620,新华联,全国地产,9.24
251,000702.SZ,000702,正虹科技,饲料,9.24
2775,600760.SH,600760,中航沈飞,航空,9.24
119,000525.SZ,000525,红太阳,农药化肥,9.23
2779,600765.SH,600765,中航重机,机械基件,9.23
2094,300716.SZ,300716,国立科技,塑料,9.23
694,002232.SZ,002232,启明信息,软件服务,9.23
1722,300333.SZ,300333,兆日科技,元器件,9.23
1672,300283.SZ,300283,温州宏丰,电气设备,9.22
2002,300621.SZ,300621,维业股份,装修装饰,9.22
259,000712.SZ,000712,锦龙股份,证券,9.22
2102,300724.SZ,300724,捷佳伟创,专用机械,9.22
665,002203.SZ,002203,海亮股份,铜,9.21
3341,603399.SH,603399,吉翔股份,小金属,9.21
0,000001.SZ,000001,平安银行,银行,9.2
303,000782.SZ,000782,美达股份,化纤,9.19
2969,601058.SH,601058,赛轮轮胎,汽车配件,9.19
2217,600100.SH,600100,同方股份,电脑设备,9.19
1372,002930.SZ,002930,宏川智慧,仓储物流,9.18
2050,300670.SZ,300670,大烨智能,电气设备,9.18
2553,600513.SH,600513,联环药业,化学制药,9.16
2711,600693.SH,600693,东百集团,百货,9.15
548,002086.SZ,002086,ST东海洋,渔业,9.15
826,002365.SZ,002365,永安药业,化学制药,9.15
3204,603101.SH,603101,汇嘉时代,百货,9.15
3310,603336.SH,603336,宏辉果蔬,农业综合,9.15
1890,300503.SZ,300503,昊志机电,机械基件,9.15
1279,002829.SZ,002829,星网宇达,通信设备,9.14
1439,300048.SZ,300048,合康新能,电气设备,9.13
1430,300039.SZ,300039,上海凯宝,中成药,9.12
3120,601952.SH,601952,苏垦农发,种植业,9.12
1723,300334.SZ,300334,津膜科技,专用机械,9.11
475,002013.SZ,002013,中航机电,航空,9.11
1072,002612.SZ,002612,朗姿股份,服饰,9.1
2904,600908.SH,600908,无锡银行,银行,9.1
1665,300276.SZ,300276,三丰智能,专用机械,9.1
60,000100.SZ,000100,TCL集团,家用电器,9.09
2159,600028.SH,600028,中国石化,石油加工,9.09
2141,600007.SH,600007,中国国贸,园区开发,9.08
1829,300442.SZ,300442,普丽盛,轻工机械,9.07
2294,600188.SH,600188,兖州煤业,煤炭开采,9.06
3551,603909.SH,603909,合诚股份,建筑施工,9.06
3394,603598.SH,603598,引力传媒,影视音像,9.05
2364,600269.SH,600269,赣粤高速,路桥,9.04
1749,300360.SZ,300360,炬华科技,电器仪表,9.04
2361,600266.SH,600266,北京城建,区域地产,9.04
2177,600057.SH,600057,厦门象屿,仓储物流,9.03
3179,603055.SH,603055,台华新材,纺织,9.03
1799,300412.SZ,300412,迦南科技,医疗保健,9.02
1952,300568.SZ,300568,星源材质,化工原料,9.02
70,000301.SZ,000301,东方盛虹,综合类,9.01
3508,603825.SH,603825,华扬联众,互联网,9.01
841,002380.SZ,002380,科远股份,电气设备,8.99
832,002371.SZ,002371,北方华创,专用机械,8.97
1484,300094.SZ,300094,国联水产,渔业,8.97
2106,300729.SZ,300729,乐歌股份,家居用品,8.96
2408,600320.SH,600320,振华重工,工程机械,8.95
1032,002572.SZ,002572,索菲亚,家居用品,8.95
2863,600860.SH,600860,京城股份,专用机械,8.95
1951,300567.SZ,300567,精测电子,电器仪表,8.94
2756,600740.SH,600740,山西焦化,焦炭加工,8.93
2130,300756.SZ,300756,中山金马,专用机械,8.93
1997,300616.SZ,300616,尚品宅配,家居用品,8.92
3108,601898.SH,601898,中煤能源,煤炭开采,8.92
3202,603099.SH,603099,长白山,旅游景点,8.91
825,002364.SZ,002364,中恒电气,电气设备,8.91
1062,002602.SZ,002602,世纪华通,汽车配件,8.9
2401,600312.SH,600312,平高电气,电气设备,8.9
545,002083.SZ,002083,孚日股份,纺织,8.9
2455,600377.SH,600377,宁沪高速,路桥,8.9
478,002016.SZ,002016,世荣兆业,区域地产,8.89
2474,600398.SH,600398,海澜之家,服饰,8.89
2030,300650.SZ,300650,太龙照明,电气设备,8.89
2354,600257.SH,600257,大湖股份,渔业,8.89
2927,600975.SH,600975,新五丰,农业综合,8.88
785,002324.SZ,002324,普利特,塑料,8.86
1155,002695.SZ,002695,煌上煌,食品,8.84
2441,600361.SH,600361,华联综超,超市连锁,8.83
2357,600260.SH,600260,凯乐科技,通信设备,8.82
3546,603900.SH,603900,莱绅通灵,服饰,8.82
1298,002850.SZ,002850,科达利,机械基件,8.81
1788,300401.SZ,300401,花园生物,食品,8.81
3320,603358.SH,603358,华达科技,汽车配件,8.81
224,000668.SZ,000668,荣丰控股,区域地产,8.8
3498,603809.SH,603809,豪能股份,汽车配件,8.79
2616,600586.SH,600586,金晶科技,玻璃,8.78
1235,002781.SZ,002781,奇信股份,装修装饰,8.78
2462,600385.SH,600385,山东金泰,黄金,8.78
562,002100.SZ,002100,天康生物,饲料,8.78
460,001896.SZ,001896,豫能控股,火力发电,8.77
550,002088.SZ,002088,鲁阳节能,矿物制品,8.77
2196,600077.SH,600077,宋都股份,全国地产,8.77
1363,002920.SZ,002920,德赛西威,汽车配件,8.77
1596,300207.SZ,300207,欣旺达,元器件,8.77
1730,300341.SZ,300341,麦克奥迪,电气设备,8.76
1986,300604.SZ,300604,长川科技,专用机械,8.76
2768,600753.SH,600753,东方银星,批发业,8.75
3133,601996.SH,601996,丰林集团,林业,8.74
3121,601958.SH,601958,金钼股份,小金属,8.74
660,002198.SZ,002198,嘉应制药,中成药,8.74
2793,600780.SH,600780,通宝能源,火力发电,8.74
466,002004.SZ,002004,华邦健康,化学制药,8.73
2465,600388.SH,600388,龙净环保,环境保护,8.73
544,002082.SZ,002082,万邦德,铝,8.73
164,000584.SZ,000584,哈工智能,化纤,8.73
920,002459.SZ,002459,天业通联,工程机械,8.72
2996,601163.SH,601163,三角轮胎,汽车配件,8.72
1789,300402.SZ,300402,宝色股份,专用机械,8.71
324,000809.SZ,000809,铁岭新城,区域地产,8.71
417,000949.SZ,000949,新乡化纤,化纤,8.71
3131,601991.SH,601991,大唐发电,火力发电,8.7
1229,002775.SZ,002775,文科园林,建筑施工,8.7
1608,300219.SZ,300219,鸿利智汇,元器件,8.7
3225,603139.SH,603139,康惠制药,中成药,8.69
1690,300301.SZ,300301,长方集团,半导体,8.69
1355,002911.SZ,002911,佛燃股份,供气供热,8.69
2986,601118.SH,601118,海南橡胶,橡胶,8.69
3253,603200.SH,603200,上海洗霸,环境保护,8.69
2550,600510.SH,600510,黑牡丹,全国地产,8.68
2263,600153.SH,600153,建发股份,商贸代理,8.68
3340,603398.SH,603398,邦宝益智,文教休闲,8.68
2882,600880.SH,600880,博瑞传播,广告包装,8.68
2835,600827.SH,600827,百联股份,超市连锁,8.67
1244,002791.SZ,002791,坚朗五金,其他建材,8.67
3592,603998.SH,603998,方盛制药,中成药,8.67
3118,601939.SH,601939,建设银行,银行,8.66
2633,600604.SH,600604,市北高新,园区开发,8.66
59,000099.SZ,000099,中信海直,空运,8.66
3274,603268.SH,603268,松发股份,陶瓷,8.65
614,002152.SZ,002152,广电运通,电脑设备,8.65
2681,600660.SH,600660,福耀玻璃,汽车配件,8.65
1126,002666.SZ,002666,德联集团,化工原料,8.65
2190,600071.SH,600071,凤凰光学,元器件,8.64
3180,603056.SH,603056,德邦股份,仓储物流,8.63
850,002389.SZ,002389,航天彩虹,元器件,8.63
3271,603259.SH,603259,药明康德,化学制药,8.63
2133,300759.SZ,300759,康龙化成,化学制药,8.63
1823,300436.SZ,300436,广生堂,化学制药,8.63
1446,300055.SZ,300055,万邦达,环境保护,8.63
3410,603618.SH,603618,杭电股份,电气设备,8.63
3539,603889.SH,603889,新澳股份,纺织,8.62
219,000662.SZ,000662,天夏智慧,软件服务,8.61
1613,300224.SZ,300224,正海磁材,元器件,8.6
3127,601985.SH,601985,中国核电,新型电力,8.6
3290,603308.SH,603308,应流股份,专用机械,8.6
3372,603555.SH,603555,贵人鸟,服饰,8.59
374,000889.SZ,000889,中嘉博创,通信设备,8.59
1779,300392.SZ,300392,腾信股份,互联网,8.58
2941,600990.SH,600990,四创电子,通信设备,8.57
1510,300120.SZ,300120,经纬辉开,电气设备,8.57
650,002188.SZ,002188,*ST巴士,广告包装,8.56
925,002464.SZ,002464,众应互联,互联网,8.55
2147,600015.SH,600015,华夏银行,银行,8.55
3139,603002.SH,603002,宏昌电子,化工原料,8.55
2968,601038.SH,601038,一拖股份,农用机械,8.55
852,002391.SZ,002391,长青股份,农药化肥,8.55
570,002108.SZ,002108,沧州明珠,塑料,8.55
2029,300649.SZ,300649,杭州园林,建筑施工,8.54
2204,600085.SH,600085,同仁堂,中成药,8.54
2337,600236.SH,600236,桂冠电力,水力发电,8.54
2386,600295.SH,600295,鄂尔多斯,小金属,8.53
1117,002657.SZ,002657,中科金财,软件服务,8.52
2965,601020.SH,601020,华钰矿业,铅锌,8.52
1020,002560.SZ,002560,通达股份,电气设备,8.52
2881,600879.SH,600879,航天电子,航空,8.51
2597,600566.SH,600566,济川药业,中成药,8.5
3035,601369.SH,601369,陕鼓动力,机械基件,8.5
271,000726.SZ,000726,鲁泰A,纺织,8.5
1013,002553.SZ,002553,南方轴承,汽车配件,8.49
769,002308.SZ,002308,威创股份,电脑设备,8.48
153,000565.SZ,000565,渝三峡A,染料涂料,8.48
3141,603005.SH,603005,晶方科技,半导体,8.48
2096,300718.SZ,300718,长盛轴承,机械基件,8.48
2678,600655.SH,600655,豫园股份,百货,8.48
337,000825.SZ,000825,太钢不锈,特种钢,8.47
1105,002645.SZ,002645,华宏科技,专用机械,8.47
931,002470.SZ,002470,金正大,农药化肥,8.47
3173,603040.SH,603040,新坐标,机械基件,8.47
3369,603535.SH,603535,嘉诚国际,仓储物流,8.46
1056,002596.SZ,002596,海南瑞泽,其他建材,8.46
1161,002701.SZ,002701,奥瑞金,广告包装,8.46
132,000540.SZ,000540,中天金融,多元金融,8.46
822,002361.SZ,002361,神剑股份,化工原料,8.45
1990,300608.SZ,300608,思特奇,软件服务,8.45
1494,300104.SZ,300104,乐视网,互联网,8.45
3565,603938.SH,603938,三孚股份,化工原料,8.45
1539,300149.SZ,300149,量子生物,食品,8.44
2908,600926.SH,600926,杭州银行,银行,8.44
764,002303.SZ,002303,美盈森,造纸,8.44
1521,300131.SZ,300131,英唐智控,元器件,8.42
264,000718.SZ,000718,苏宁环球,区域地产,8.42
909,002448.SZ,002448,中原内配,汽车配件,8.42
974,002513.SZ,002513,蓝丰生化,农药化肥,8.41
948,002487.SZ,002487,大金重工,钢加工,8.41
816,002355.SZ,002355,兴民智通,汽车配件,8.41
669,002207.SZ,002207,ST准油,石油开采,8.4
1296,002848.SZ,002848,高斯贝尔,通信设备,8.38
302,000780.SZ,000780,平庄能源,煤炭开采,8.38
140,000550.SZ,000550,江铃汽车,汽车整车,8.38
187,000611.SZ,000611,天首发展,纺织,8.38
1046,002586.SZ,002586,围海股份,建筑施工,8.38
2706,600688.SH,600688,上海石化,石油加工,8.38
945,002484.SZ,002484,江海股份,元器件,8.37
3205,603103.SH,603103,横店影视,影视音像,8.37
2806,600795.SH,600795,国电电力,火力发电,8.37
752,002291.SZ,002291,星期六,服饰,8.37
805,002344.SZ,002344,海宁皮城,商品城,8.37
1937,300552.SZ,300552,万集科技,软件服务,8.36
1931,300546.SZ,300546,雄帝科技,元器件,8.35
3538,603888.SH,603888,新华网,互联网,8.35
3045,601555.SH,601555,东吴证券,证券,8.35
372,000887.SZ,000887,中鼎股份,橡胶,8.35
1401,300010.SZ,300010,立思辰,软件服务,8.34
664,002202.SZ,002202,金风科技,电气设备,8.34
862,002401.SZ,002401,中远海科,软件服务,8.33
1059,002599.SZ,002599,盛通股份,广告包装,8.32
2896,600894.SH,600894,广日股份,运输设备,8.32
1934,300549.SZ,300549,优德精密,专用机械,8.31
902,002441.SZ,002441,众业达,批发业,8.31
1762,300375.SZ,300375,鹏翎股份,汽车配件,8.31
2120,300745.SZ,300745,欣锐科技,汽车配件,8.3
3043,601518.SH,601518,吉林高速,路桥,8.3
2202,600083.SH,600083,博信股份,建筑施工,8.29
1453,300063.SZ,300063,天龙集团,染料涂料,8.29
1917,300531.SZ,300531,优博讯,软件服务,8.28
941,002480.SZ,002480,新筑股份,机械基件,8.28
188,000612.SZ,000612,焦作万方,铝,8.27
1045,002585.SZ,002585,双星新材,塑料,8.27
2396,600307.SH,600307,酒钢宏兴,普钢,8.27
1885,300498.SZ,300498,温氏股份,农业综合,8.26
2167,600038.SH,600038,中直股份,航空,8.26
2140,600006.SH,600006,东风汽车,汽车整车,8.26
34,000042.SZ,000042,中洲控股,全国地产,8.26
339,000828.SZ,000828,东莞控股,路桥,8.26
2258,600148.SH,600148,长春一东,汽车配件,8.26
2950,601001.SH,601001,大同煤业,煤炭开采,8.26
1085,002625.SZ,002625,光启技术,汽车配件,8.25
2295,600189.SH,600189,吉林森工,林业,8.25
3213,603117.SH,603117,万林物流,仓储物流,8.24
1982,300600.SZ,300600,瑞特股份,电气设备,8.24
582,002120.SZ,002120,韵达股份,仓储物流,8.23
552,002090.SZ,002090,金智科技,软件服务,8.23
1719,300330.SZ,300330,华虹计通,软件服务,8.23
199,000627.SZ,000627,天茂集团,保险,8.22
1448,300057.SZ,300057,万顺股份,广告包装,8.22
3039,601390.SH,601390,中国中铁,建筑施工,8.22
3430,603663.SH,603663,三祥新材,矿物制品,8.21
82,000411.SZ,000411,英特集团,医药商业,8.2
2820,600811.SH,600811,东方集团,综合类,8.19
627,002165.SZ,002165,红宝丽,化工原料,8.18
446,000983.SZ,000983,西山煤电,煤炭开采,8.18
2801,600790.SH,600790,轻纺城,商品城,8.18
597,002135.SZ,002135,东南网架,建筑施工,8.17
1315,002868.SZ,002868,绿康生化,农业综合,8.17
1201,002745.SZ,002745,木林森,半导体,8.17
915,002454.SZ,002454,松芝股份,汽车配件,8.16
1212,002757.SZ,002757,南兴装备,家居用品,8.14
470,002008.SZ,002008,大族激光,电器仪表,8.14
1120,002660.SZ,002660,茂硕电源,电气设备,8.13
2156,600025.SH,600025,华能水电,水力发电,8.13
3110,601900.SH,601900,南方传媒,出版业,8.13
3402,603607.SH,603607,京华激光,造纸,8.12
3392,603595.SH,603595,东尼电子,元器件,8.11
3541,603895.SH,603895,天永智能,专用机械,8.11
369,000883.SZ,000883,湖北能源,火力发电,8.11
1938,300553.SZ,300553,集智股份,电器仪表,8.11
1974,300591.SZ,300591,万里马,服饰,8.11
2219,600103.SH,600103,青山纸业,造纸,8.11
823,002362.SZ,002362,汉王科技,电脑设备,8.11
1569,300179.SZ,300179,四方达,矿物制品,8.1
2562,600523.SH,600523,贵航股份,汽车配件,8.1
1502,300112.SZ,300112,万讯自控,电器仪表,8.1
1418,300027.SZ,300027,华谊兄弟,影视音像,8.09
1309,002862.SZ,002862,实丰文化,文教休闲,8.09
997,002537.SZ,002537,海联金汇,汽车整车,8.09
1652,300263.SZ,300263,隆华科技,专用机械,8.09
1337,002891.SZ,002891,中宠股份,饲料,8.08
503,002041.SZ,002041,登海种业,种植业,8.08
1156,002696.SZ,002696,百洋股份,渔业,8.08
1570,300180.SZ,300180,华峰超纤,化纤,8.08
3295,603316.SH,603316,诚邦股份,建筑施工,8.07
2430,600348.SH,600348,阳泉煤业,煤炭开采,8.07
382,000900.SZ,000900,现代投资,路桥,8.07
100,000501.SZ,000501,鄂武商A,百货,8.06
2817,600808.SH,600808,马钢股份,普钢,8.06
2726,600710.SH,600710,苏美达,工程机械,8.06
1802,300415.SZ,300415,伊之密,专用机械,8.06
138,000547.SZ,000547,航天发展,通信设备,8.05
3233,603166.SH,603166,福达股份,汽车配件,8.05
2367,600273.SH,600273,嘉化能源,化工原料,8.05
738,002277.SZ,002277,友阿股份,百货,8.05
1884,300497.SZ,300497,富祥股份,化学制药,8.04
1258,002807.SZ,002807,江阴银行,银行,8.04
3525,603869.SH,603869,新智认知,软件服务,8.03
3564,603937.SH,603937,丽岛新材,铝,8.03
3004,601198.SH,601198,东兴证券,证券,8.02
1946,300561.SZ,300561,汇金科技,软件服务,8.02
622,002160.SZ,002160,常铝股份,铝,8.01
1959,300576.SZ,300576,容大感光,染料涂料,8.01
2336,600235.SH,600235,民丰特纸,造纸,8.0
3279,603286.SH,603286,日盈电子,汽车配件,8.0
1916,300530.SZ,300530,达志科技,化工原料,7.99
