,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,circ_mv
1215,002760.SZ,凤形股份,机械基件,1.0,-0.018,-0.064,114112.6296
2793,600785.SH,新华百货,百货,1.0,-0.024,-0.059,384475.7011
1291,002842.SZ,翔鹭钨业,小金属,1.0,-0.024,-0.058,124616.375
3274,603288.SH,海天味业,食品,2.0,0.007,-0.013,20490402.5519
2734,600723.SH,首商股份,百货,2.0,0.003,-0.0,429719.4188
1011,002551.SZ,尚荣医疗,医疗保健,2.0,0.006,0.0,231621.9575
2704,600691.SH,阳煤化工,农药化肥,2.0,0.006,-0.0,456661.6356
758,002297.SZ,博云新材,矿物制品,1.0,0.013,-0.0,271159.4572
3022,601330.SH,绿色动力,环境保护,2.0,0.004,-0.0,145947.2
2913,600963.SH,岳阳林纸,造纸,1.0,0.007,0.0,441256.3196
1010,002550.SZ,千红制药,生物制药,2.0,0.005,0.0,377767.4695
976,002515.SZ,金字火腿,食品,1.0,0.001,0.0,377995.8636
865,002404.SZ,嘉欣丝绸,纺织,2.0,0.001,-0.0,242910.7892
3161,603033.SH,三维股份,橡胶,1.0,0.001,-0.0,123872.0
2882,600885.SH,宏发股份,电气设备,2.0,0.002,0.0,1940103.843
1164,002705.SZ,新宝股份,家用电器,1.0,0.006,0.0,849519.0344
840,002379.SZ,宏创控股,铝,2.0,0.001,-0.0,308360.0656
2074,300697.SZ,电工合金,铜,1.0,0.007,-0.0,60164.0
2938,600995.SH,文山电力,水力发电,2.0,0.003,0.0,350759.8512
134,000543.SZ,皖能电力,火力发电,2.0,0.005,0.0,929215.5126
2812,600808.SH,马钢股份,普钢,2.0,0.002,0.0,2214035.69
2796,600790.SH,轻纺城,商品城,2.0,0.004,-0.0,581918.9984
202,000630.SZ,铜陵有色,铜,1.0,0.004,-0.0,2045959.6617
881,002420.SZ,毅昌股份,塑料,1.0,0.004,-0.0,135925.9524
1002,002542.SZ,中化岩土,建筑施工,2.0,0.002,-0.0,426185.4546
822,002361.SZ,神剑股份,化工原料,1.0,0.019,0.0,254190.7835
940,002479.SZ,富春环保,火力发电,2.0,0.008,-0.0,392009.4179
1978,300599.SZ,雄塑科技,塑料,2.0,0.01,0.0,102023.482
2316,600219.SH,南山铝业,铝,1.0,0.009,0.0,2251088.0912
90,000421.SZ,南京公用,供气供热,1.0,0.01,0.0,283460.2323
1572,300185.SZ,通裕重工,工程机械,1.0,0.014,0.0,501681.6307
665,002203.SZ,海亮股份,铜,1.0,0.0,0.0,1287464.3952
2486,600423.SH,*ST柳化,农药化肥,1.0,0.002,-0.0,277147.174
2376,600289.SH,*ST信通,软件服务,2.0,0.002,-0.0,146573.9752
2487,600425.SH,青松建化,水泥,2.0,0.011,-0.0,453621.9383
75,000402.SZ,金融街,全国地产,2.0,0.009,-0.0,2205022.4669
559,002097.SZ,山河智能,工程机械,2.0,0.012,0.0,538760.1747
1436,300048.SZ,合康新能,电气设备,1.0,0.011,0.0,269847.7335
380,000898.SZ,鞍钢股份,普钢,1.0,0.003,0.0,3332755.0786
609,002147.SZ,ST新光,区域地产,1.0,0.017,0.0,146597.4532
337,000825.SZ,太钢不锈,特种钢,2.0,0.006,0.0,2699939.1002
352,000852.SZ,石化机械,化工机械,1.0,0.01,-0.0,469553.7867
2154,600028.SH,中国石化,石油加工,2.0,0.001,-0.0,56187969.375
594,002132.SZ,恒星科技,钢加工,1.0,0.01,0.0,361174.532
727,002266.SZ,浙富控股,电气设备,2.0,0.006,-0.0,679726.4174
2091,300716.SZ,国立科技,塑料,2.0,0.003,-0.0,97916.94
2219,600108.SH,亚盛集团,农业综合,1.0,0.005,0.0,574339.9607
3372,603567.SH,珍宝岛,中成药,2.0,0.002,0.0,1038522.68
2039,300662.SZ,科锐国际,综合类,2.0,0.02,0.035,261403.2866
1356,002912.SZ,中新赛克,软件服务,2.0,0.028,0.041,501099.4
1289,002840.SZ,华统股份,食品,1.0,0.033,0.065,225093.1437
1241,002788.SZ,鹭燕医药,医药商业,1.0,0.047,0.072,258565.0328
1517,300130.SZ,新国都,电脑设备,2.0,0.034,0.075,445521.0486
2620,600596.SH,新安股份,农药化肥,1.0,0.065,0.084,811625.6364
1347,002902.SZ,铭普光磁,元器件,1.0,0.045,0.086,168400.75
1106,002646.SZ,青青稞酒,白酒,2.0,0.034,0.089,506250.0
1772,300388.SZ,国祯环保,环境保护,2.0,0.039,0.102,527548.3335
885,002424.SZ,贵州百灵,中成药,2.0,0.04,0.11,665000.4295
2514,600475.SH,华光股份,专用机械,2.0,0.041,0.113,125040.9754
210,000639.SZ,西王食品,食品,2.0,0.048,0.122,632236.4558
2034,300657.SZ,弘信电子,元器件,1.0,0.104,0.123,250815.0683
3240,603188.SH,亚邦股份,染料涂料,1.0,0.07,0.124,465408.0
2748,600737.SH,中粮糖业,食品,2.0,0.045,0.129,1596359.6486
3384,603589.SH,口子窖,白酒,2.0,0.073,0.135,2673600.0
3054,601611.SH,中国核建,建筑施工,2.0,0.05,0.135,710770.2
2536,600500.SH,中化国际,商贸代理,2.0,0.053,0.137,1526848.2878
512,002050.SZ,三花智控,机械基件,2.0,0.059,0.137,2712975.8547
2146,600019.SH,宝钢股份,普钢,2.0,0.049,0.14,15802277.1514
553,002091.SZ,江苏国泰,商贸代理,1.0,0.095,0.157,619310.947
895,002434.SZ,万里扬,汽车配件,2.0,0.062,0.16,638960.8401
156,000568.SZ,泸州老窖,白酒,2.0,0.056,0.16,7315127.528
2102,300727.SZ,润禾材料,化工原料,1.0,0.091,0.161,59560.9463
874,002413.SZ,雷科防务,通信设备,1.0,0.133,0.162,615090.0537
3248,603203.SH,快克股份,专用机械,2.0,0.073,0.163,132575.9645
3210,603123.SH,翠微股份,百货,1.0,0.094,0.164,320252.1196
648,002186.SZ,全聚德,酒店餐饮,2.0,0.057,0.165,371264.7268
1600,300214.SZ,日科化学,化工原料,2.0,0.058,0.172,179881.0517
1482,300095.SZ,华伍股份,机械基件,1.0,0.117,0.181,133020.109
3058,601619.SH,嘉泽新能,新型电力,2.0,0.069,0.183,276057.569
998,002538.SZ,司尔特,农药化肥,1.0,0.112,0.185,377870.2321
1590,300204.SZ,舒泰神,生物制药,2.0,0.065,0.185,505436.4433
225,000669.SZ,金鸿控股,供气供热,1.0,0.107,0.188,357076.1609
3236,603183.SH,建研院,建筑施工,2.0,0.064,0.19,116768.3062
3073,601727.SH,上海电气,电气设备,2.0,0.065,0.192,5204896.4049
2466,600395.SH,盘江股份,煤炭开采,1.0,0.101,0.194,854006.7603
3405,603619.SH,中曼石油,石油开采,1.0,0.107,0.197,219138.7478
3579,603988.SH,中电电机,电气设备,1.0,0.104,0.199,236376.0
2733,600722.SH,金牛化工,化工原料,1.0,0.109,0.202,338118.879
1336,002890.SZ,弘宇股份,农用机械,1.0,0.111,0.208,91650.2606
2776,600767.SH,ST运盛,医疗保健,2.0,0.074,0.213,160568.6957
3401,603615.SH,茶花股份,家居用品,1.0,0.111,0.216,69397.4309
2150,600023.SH,浙能电力,火力发电,2.0,0.075,0.217,6283518.7745
2461,600389.SH,江山股份,农药化肥,1.0,0.119,0.232,512622.0
2290,600189.SH,吉林森工,林业,1.0,0.125,0.239,178352.8879
2905,600933.SH,爱柯迪,汽车配件,2.0,0.087,0.24,221539.9413
963,002502.SZ,骅威文化,影视音像,1.0,0.144,0.244,254800.4237
3142,603012.SH,创力集团,专用机械,1.0,0.13,0.245,520069.52
2441,600367.SH,红星发展,化工原料,1.0,0.136,0.247,236745.6
3084,601818.SH,光大银行,银行,1.0,0.127,0.247,16163077.5782
2433,600358.SH,国旅联合,旅游服务,2.0,0.091,0.252,200964.7907
2538,600502.SH,安徽水利,建筑施工,1.0,0.136,0.253,360649.0891
413,000937.SZ,冀中能源,煤炭开采,1.0,0.131,0.254,1148106.9376
607,002145.SZ,中核钛白,化工原料,1.0,0.155,0.26,517678.5018
2235,600125.SH,铁龙物流,铁路,2.0,0.095,0.262,997418.7117
1001,002541.SZ,鸿路钢构,钢加工,2.0,0.093,0.265,280656.8095
2589,600562.SH,国睿科技,通信设备,2.0,0.105,0.267,903489.1456
3122,601988.SH,中国银行,银行,2.0,0.091,0.272,77772474.9782
2768,600758.SH,红阳能源,煤炭开采,1.0,0.141,0.273,289135.5778
1049,002589.SZ,瑞康医药,医药商业,2.0,0.093,0.275,791802.749
1226,002772.SZ,众兴菌业,种植业,1.0,0.142,0.277,184387.6412
242,000690.SZ,宝新能源,火力发电,2.0,0.098,0.282,1451906.4092
1497,300110.SZ,华仁药业,化学制药,2.0,0.108,0.299,394629.2416
3115,601958.SH,金钼股份,小金属,1.0,0.153,0.304,2129558.904
2230,600119.SH,长江投资,仓储物流,1.0,0.164,0.305,201961.8
868,002407.SZ,多氟多,化工原料,2.0,0.12,0.307,709320.2481
1629,300243.SZ,瑞丰高材,化工原料,1.0,0.196,0.317,159428.1187
655,002193.SZ,如意集团,纺织,2.0,0.11,0.32,216360.6691
2222,600111.SH,北方稀土,小金属,1.0,0.164,0.321,3407815.908
495,002033.SZ,丽江旅游,旅游景点,2.0,0.108,0.322,342875.6329
3456,603717.SH,天域生态,环境保护,2.0,0.118,0.324,113533.8792
2327,600231.SH,凌钢股份,普钢,1.0,0.176,0.338,823011.5747
2582,600555.SH,海航创新,旅游服务,2.0,0.126,0.344,284262.0
2769,600759.SH,洲际油气,石油开采,1.0,0.182,0.348,650356.9972
2145,600018.SH,上港集团,港口,2.0,0.124,0.353,13162647.2012
617,002155.SZ,湖南黄金,黄金,1.0,0.196,0.361,1001205.7366
401,000923.SZ,河北宣工,铜,1.0,0.186,0.362,274428.0
2991,601166.SH,兴业银行,银行,2.0,0.124,0.363,31645931.3434
2363,600275.SH,ST昌鱼,农业综合,2.0,0.129,0.366,139421.4032
1156,002696.SZ,百洋股份,渔业,1.0,0.22,0.378,167579.3703
1789,300405.SZ,科隆股份,化工原料,1.0,0.201,0.378,105682.2
3486,603799.SH,华友钴业,小金属,1.0,0.193,0.381,2808093.0826
100,000501.SZ,鄂武商A,百货,2.0,0.13,0.381,714703.3852
2142,600015.SH,华夏银行,银行,2.0,0.133,0.385,10040163.6493
2728,600717.SH,天津港,港口,2.0,0.132,0.385,1309669.4518
2799,600793.SH,宜宾纸业,造纸,2.0,0.132,0.388,163320.3
756,002295.SZ,精艺股份,铜,1.0,0.2,0.395,190935.0275
1474,300087.SZ,荃银高科,种植业,1.0,0.2,0.4,265047.2193
2449,600376.SH,首开股份,区域地产,2.0,0.143,0.403,1901720.0461
3307,603339.SH,四方科技,专用机械,1.0,0.219,0.419,96957.2224
409,000932.SZ,华菱钢铁,普钢,2.0,0.146,0.42,2164999.513
1177,002719.SZ,麦趣尔,乳制品,1.0,0.22,0.425,166344.8255
426,000960.SZ,锡业股份,小金属,1.0,0.225,0.439,1607221.5336
405,000928.SZ,中钢国际,建筑施工,1.0,0.236,0.44,338880.1684
604,002142.SZ,宁波银行,银行,2.0,0.151,0.443,8404579.8302
2069,300692.SZ,中环环保,环境保护,1.0,0.229,0.446,131150.76
176,000598.SZ,兴蓉环境,水务,2.0,0.153,0.448,1337825.9337
2944,601001.SH,大同煤业,煤炭开采,1.0,0.231,0.449,748143.9
2778,600769.SH,祥龙电业,建筑施工,1.0,0.231,0.455,165739.9224
1122,002662.SZ,京威股份,汽车配件,2.0,0.17,0.457,641947.284
3364,603536.SH,惠发股份,食品,2.0,0.161,0.463,36414.0
1162,002702.SZ,海欣食品,食品,2.0,0.16,0.464,138055.555
2507,600462.SH,ST九有,元器件,2.0,0.175,0.476,112627.58
2347,600255.SH,梦舟股份,铜,1.0,0.268,0.488,364536.2723
2673,600655.SH,豫园股份,百货,2.0,0.166,0.49,1178604.0203
524,002062.SZ,宏润建设,建筑施工,2.0,0.169,0.494,390152.5227
1564,300177.SZ,中海达,通信设备,1.0,0.277,0.496,400144.588
3051,601606.SH,长城军工,专用机械,1.0,0.275,0.497,209568.0
1594,300208.SZ,青岛中程,电气设备,1.0,0.258,0.5,366094.8874
2929,600983.SH,惠而浦,家用电器,2.0,0.174,0.507,317016.0
2287,600186.SH,莲花健康,食品,1.0,0.258,0.516,207094.7406
3062,601666.SH,平煤股份,煤炭开采,1.0,0.269,0.522,909048.5181
2017,300639.SZ,凯普生物,医疗保健,2.0,0.181,0.524,138921.5328
744,002283.SZ,天润曲轴,汽车配件,1.0,0.278,0.532,386960.2284
2464,600392.SH,盛和资源,小金属,1.0,0.267,0.532,1318858.6226
1402,300014.SZ,亿纬锂能,电气设备,1.0,0.266,0.533,1544304.5402
1089,002629.SZ,仁智股份,石油开采,1.0,0.27,0.533,129914.3632
490,002028.SZ,思源电气,电气设备,2.0,0.186,0.534,655042.8499
2790,600782.SH,新钢股份,普钢,2.0,0.187,0.534,1801628.3232
2264,600160.SH,巨化股份,化工原料,2.0,0.193,0.538,1985839.7826
2974,601107.SH,四川成渝,路桥,2.0,0.183,0.545,798051.06
1658,300272.SZ,开能健康,环境保护,2.0,0.192,0.545,196686.2811
906,002445.SZ,ST中南,影视音像,1.0,0.284,0.549,239371.3346
310,000791.SZ,甘肃电投,水力发电,2.0,0.195,0.549,533128.3826
1110,002650.SZ,加加食品,食品,1.0,0.288,0.557,341901.0279
2265,600161.SH,天坛生物,生物制药,2.0,0.192,0.557,1888629.365
2345,600251.SH,冠农股份,农业综合,1.0,0.294,0.563,420675.3163
1532,300145.SZ,中金环境,专用机械,2.0,0.206,0.567,525057.4445
3470,603757.SH,大元泵业,专用机械,2.0,0.199,0.571,74025.0
2163,600039.SH,四川路桥,建筑施工,2.0,0.194,0.578,1203061.3431
2403,600320.SH,振华重工,工程机械,2.0,0.202,0.58,1152733.1884
2149,600022.SH,山东钢铁,普钢,1.0,0.296,0.585,1882806.534
8,000010.SZ,美丽生态,建筑施工,2.0,0.212,0.592,177538.2583
1610,300224.SZ,正海磁材,元器件,1.0,0.312,0.598,495368.026
115,000520.SZ,长航凤凰,水运,1.0,0.304,0.604,337023.7905
2853,600855.SH,航天长峰,专用机械,1.0,0.33,0.627,423600.9573
3125,601991.SH,大唐发电,火力发电,2.0,0.215,0.629,3198195.2
635,002173.SZ,创新医疗,医疗保健,1.0,0.33,0.632,295242.4241
942,002481.SZ,双塔食品,食品,1.0,0.318,0.633,352066.5927
2915,600966.SH,博汇纸业,造纸,2.0,0.214,0.633,425116.4836
2139,600010.SH,包钢股份,普钢,2.0,0.214,0.633,5036676.6423
838,002377.SZ,国创高新,石油加工,1.0,0.364,0.642,228354.1572
2237,600127.SH,金健米业,农业综合,1.0,0.326,0.643,200878.1472
3057,601618.SH,中国中冶,建筑施工,2.0,0.218,0.651,5516459.3235
342,000831.SZ,五矿稀土,小金属,1.0,0.333,0.652,908303.1964
1589,300203.SZ,聚光科技,环境保护,2.0,0.231,0.654,1181988.7243
530,002068.SZ,黑猫股份,化工原料,2.0,0.225,0.66,370269.6773
662,002200.SZ,云投生态,环境保护,1.0,0.347,0.661,80155.4253
440,000976.SZ,华铁股份,运输设备,1.0,0.348,0.661,728639.7612
2143,600016.SH,民生银行,银行,2.0,0.223,0.663,21525508.7903
3132,603001.SH,奥康国际,服饰,2.0,0.224,0.665,424637.82
2973,601106.SH,中国一重,工程机械,2.0,0.226,0.669,1967938.0
3053,601608.SH,中信重工,专用机械,1.0,0.349,0.671,1301825.7879
3314,603358.SH,华达科技,汽车配件,2.0,0.233,0.68,163176.3533
45,000060.SZ,中金岭南,铅锌,1.0,0.345,0.685,1573585.7728
2578,600549.SH,厦门钨业,小金属,1.0,0.349,0.687,1854574.9378
962,002501.SZ,利源精制,铝,2.0,0.244,0.694,290378.0829
3552,603922.SH,金鸿顺,汽车配件,1.0,0.357,0.697,55456.0
2767,600757.SH,长江传媒,出版业,2.0,0.255,0.729,838526.4982
2826,600823.SH,世茂股份,全国地产,2.0,0.247,0.732,1549232.4918
2499,600449.SH,宁夏建材,水泥,2.0,0.255,0.736,392586.6355
1953,300572.SZ,安车检测,电器仪表,1.0,0.387,0.742,298561.4343
2758,600747.SH,ST大控,多元金融,2.0,0.26,0.746,143684.3339
939,002478.SZ,常宝股份,钢加工,1.0,0.372,0.746,320549.2677
1744,300358.SZ,楚天科技,医疗保健,1.0,0.387,0.748,356885.6331
1869,300485.SZ,赛升药业,生物制药,2.0,0.256,0.751,264730.56
177,000599.SZ,青岛双星,汽车配件,2.0,0.254,0.752,308609.5875
2754,600743.SH,华远地产,区域地产,2.0,0.256,0.763,619370.6307
3085,601828.SH,美凯龙,其他商业,2.0,0.265,0.766,468613.2252
970,002509.SZ,天广中茂,专用机械,1.0,0.387,0.769,554703.3791
2943,601000.SH,唐山港,港口,2.0,0.266,0.769,1460347.651
223,000667.SZ,美好置业,全国地产,1.0,0.386,0.772,662918.6844
2716,600704.SH,物产中大,商贸代理,3.0,0.205,0.772,2248088.2217
2984,601137.SH,博威合金,铜,1.0,0.39,0.775,439864.2854
552,002090.SZ,金智科技,软件服务,1.0,0.406,0.779,419418.291
556,002094.SZ,青岛金王,日用化工,1.0,0.39,0.78,311683.1479
296,000767.SZ,漳泽电力,火力发电,4.0,0.161,0.784,748459.8327
2272,600169.SH,太原重工,工程机械,2.0,0.28,0.784,658936.435
3246,603199.SH,九华旅游,旅游景点,1.0,0.396,0.789,212062.88
980,002519.SZ,银河电子,通信设备,1.0,0.422,0.794,316819.7289
379,000897.SZ,津滨发展,区域地产,2.0,0.276,0.794,410780.137
445,000982.SZ,*ST中绒,纺织,2.0,0.275,0.8,227435.4532
2009,300631.SZ,久吾高科,环境保护,2.0,0.279,0.808,112341.784
3320,603367.SH,辰欣药业,化学制药,2.0,0.294,0.824,457698.5618
2141,600012.SH,皖通高速,路桥,2.0,0.294,0.833,705188.0
3254,603223.SH,恒通股份,供气供热,2.0,0.285,0.838,181944.0
2885,600888.SH,新疆众和,铝,1.0,0.427,0.84,400124.9443
2992,601168.SH,西部矿业,铜,1.0,0.426,0.842,1427417.0
2959,601020.SH,华钰矿业,铅锌,1.0,0.424,0.85,269687.807
86,000417.SZ,合肥百货,百货,1.0,0.439,0.857,366921.9294
275,000731.SZ,四川美丰,农药化肥,2.0,0.298,0.874,341286.4711
300,000778.SZ,新兴铸管,钢加工,2.0,0.293,0.875,1807603.8296
3149,603020.SH,爱普股份,食品,2.0,0.295,0.878,257280.0
2909,600959.SH,江苏有线,影视音像,1.0,0.48,0.879,1782999.1777
3192,603089.SH,正裕工业,汽车配件,1.0,0.448,0.885,57342.2462
2188,600074.SH,*ST保千,电脑设备,2.0,0.298,0.885,116970.057
701,002239.SZ,奥特佳,汽车配件,1.0,0.478,0.885,689869.6678
3250,603214.SH,爱婴室,百货,1.0,0.461,0.888,99425.0
2707,600694.SH,大商股份,百货,2.0,0.304,0.895,795096.3937
1273,002823.SZ,凯中精密,机械基件,1.0,0.472,0.902,111847.5793
1562,300175.SZ,朗源股份,食品,1.0,0.469,0.907,205416.5746
709,002247.SZ,聚力文化,软件服务,1.0,0.486,0.92,238861.4282
1741,300355.SZ,蒙草生态,环境保护,2.0,0.323,0.937,508969.8537
1090,002630.SZ,华西能源,专用机械,2.0,0.334,0.943,311507.3122
1399,300011.SZ,鼎汉技术,运输设备,1.0,0.505,0.948,286347.0218
2947,601005.SH,重庆钢铁,普钢,2.0,0.328,0.976,1734758.3389
105,000506.SZ,中润资源,区域地产,1.0,0.489,0.977,287887.9979
343,000833.SZ,粤桂股份,造纸,1.0,0.494,0.982,194336.4338
2952,601010.SH,文峰股份,超市连锁,2.0,0.333,0.987,567336.0
1253,002801.SZ,微光股份,电气设备,1.0,0.505,1.008,67829.76
152,000564.SZ,供销大集,百货,1.0,0.532,1.017,562843.8835
699,002237.SZ,恒邦股份,黄金,1.0,0.519,1.02,758842.425
430,000965.SZ,天保基建,区域地产,2.0,0.344,1.026,437273.3726
846,002385.SZ,大北农,饲料,1.0,0.521,1.039,1040736.9092
1786,300402.SZ,宝色股份,专用机械,1.0,0.546,1.051,74649.5
3066,601678.SH,滨化股份,化工原料,2.0,0.361,1.057,738223.2
3180,603067.SH,振华股份,化工原料,2.0,0.362,1.06,133512.7794
682,002220.SZ,天宝食品,食品,1.0,0.552,1.068,187760.5375
2911,600961.SH,株冶集团,铅锌,1.0,0.546,1.09,440427.3582
385,000903.SZ,云内动力,机械基件,1.0,0.552,1.099,487756.1501
900,002439.SZ,启明星辰,软件服务,1.0,0.557,1.105,1599098.0331
2437,600362.SH,江西铜业,铜,1.0,0.557,1.11,3023635.4691
3021,601328.SH,交通银行,银行,2.0,0.382,1.142,24335535.6893
1553,300166.SZ,东方国信,软件服务,1.0,0.683,1.159,1131696.1925
3485,603798.SH,康普顿,石油加工,2.0,0.401,1.161,89328.4
3523,603878.SH,武进不锈,钢加工,2.0,0.396,1.18,129899.0015
869,002408.SZ,齐翔腾达,化工原料,1.0,0.626,1.241,1280133.9162
2945,601002.SH,晋亿实业,机械基件,1.0,0.632,1.244,516041.19
368,000882.SZ,华联股份,百货,2.0,0.422,1.25,603163.6985
262,000716.SZ,黑芝麻,食品,1.0,0.635,1.25,200829.9883
2563,600530.SH,交大昂立,医疗保健,2.0,0.432,1.261,375960.0
1979,300600.SZ,瑞特股份,电气设备,1.0,0.642,1.266,153146.76
2096,300721.SZ,怡达股份,化工原料,1.0,0.662,1.311,80511.4729
1527,300140.SZ,中环装备,电气设备,1.0,0.675,1.316,228120.7504
1409,300021.SZ,大禹节水,农业综合,1.0,0.656,1.316,349430.8994
2818,600815.SH,厦工股份,工程机械,1.0,0.664,1.329,292485.8466
3128,601997.SH,贵阳银行,银行,2.0,0.459,1.355,1483041.2187
1909,300526.SZ,中潜股份,专用机械,1.0,0.7,1.366,71356.7911
1012,002552.SZ,*ST宝鼎,机械基件,1.0,0.776,1.379,147109.4738
1376,002935.SZ,天奥电子,元器件,1.0,0.723,1.391,124442.22
2774,600765.SH,中航重机,机械基件,1.0,0.716,1.398,733657.0176
1921,300538.SZ,同益股份,批发业,2.0,0.504,1.456,51832.5415
365,000878.SZ,云南铜业,铜,1.0,0.738,1.461,1279001.9363
1166,002707.SZ,众信旅游,旅游服务,2.0,0.523,1.528,316073.8263
3508,603839.SH,安正时尚,服饰,1.0,0.783,1.562,116593.2131
133,000541.SZ,佛山照明,家用电器,2.0,0.551,1.624,603670.5846
1178,002721.SZ,金一文化,服饰,1.0,0.84,1.686,354067.9016
333,000820.SZ,神雾节能,环境保护,2.0,0.598,1.724,152745.8245
658,002196.SZ,方正电机,纺织机械,2.0,0.585,1.739,229004.1655
165,000585.SZ,*ST东电,电气设备,2.0,0.612,1.826,135900.8781
2452,600379.SH,宝光股份,电气设备,1.0,0.92,1.834,170289.6637
1514,300127.SZ,银河磁体,元器件,1.0,0.962,1.923,276853.0509
2198,600084.SH,中葡股份,红黄药酒,1.0,1.029,2.027,339365.5027
2196,600082.SH,海泰发展,园区开发,1.0,1.122,2.198,294741.2739
2353,600261.SH,阳光照明,家用电器,1.0,1.173,2.339,508236.0255
593,002131.SZ,利欧股份,互联网,2.0,0.877,2.614,609758.1012
1588,300202.SZ,聚龙股份,专用机械,1.0,1.381,2.715,276887.756
3024,601336.SH,新华保险,保险,2.0,0.931,2.783,9551312.1772
1467,300080.SZ,易成新能,半导体,1.0,2.002,3.801,356410.5002
