code,name,outstanding,p_change_range0,p_change_range1,normalizing_std,stop_mark
600854,春兰股份,5.19,1.77,14.145,0.043,
002609,捷顺科技,3.67,0.0,14.132,0.051,
002713,东易日盛,0.77,-0.4,14.13,0.046,
002730,电光科技,2.9,-1.2,14.13,0.055,
002767,先锋电子,1.24,0.85,14.125,0.043,
002299,圣农发展,11.11,2.24,14.123,0.039,
600141,兴发集团,6.01,-0.08,14.109,0.046,
300110,华仁药业,11.78,-0.26,14.105,0.065,
300154,瑞凌股份,3.14,0.56,14.1,0.038,
000957,中通客车,5.93,1.37,14.097,0.05,
600391,航发科技,3.3,0.4,14.093,0.041,
002113,天润数娱,8.05,-1.33,14.085,0.049,
600323,瀚蓝环境,7.66,0.07,14.081,0.04,
002191,劲嘉股份,13.02,0.26,14.079,0.033,
002119,康强电子,2.83,1.45,14.069,0.042,
600293,三峡新材,5.17,0.44,14.065,0.054,
600889,南京化纤,3.07,1.93,14.054,0.051,
002427,*ST尤夫,3.85,-4.92,14.05,0.076,
002835,同为股份,0.85,3.01,14.028,0.045,
000970,中科三环,10.65,2.82,14.018,0.035,
002280,联络互动,17.12,0.87,14.015,0.041,
600540,新赛股份,4.71,0.25,14.011,0.046,
002715,登云股份,0.83,5.71,13.968,0.046,
002576,通达动力,1.45,-1.28,13.968,0.047,
000762,西藏矿业,4.76,1.85,13.954,0.045,
002707,众信旅游,5.1,6.06,13.909,0.07,
300039,上海凯宝,10.62,0.21,13.898,0.041,
601126,四方股份,8.13,1.91,13.896,0.04,
002671,龙泉股份,3.38,1.52,13.887,0.049,
600115,东方航空,98.08,-0.72,13.873,0.041,
002226,江南化工,9.11,10.0,13.872,0.056,
002677,浙江美大,2.83,1.63,13.868,0.048,
600751,海航科技,25.73,-0.29,13.867,0.054,
601198,东兴证券,27.58,2.9,13.86,0.037,
600891,秋林集团,3.84,0.16,13.859,0.049,
600359,新农开发,3.82,1.12,13.843,0.044,
600589,广东榕泰,6.62,0.0,13.826,0.04,
600975,新五丰,6.53,1.61,13.822,0.044,
002593,日上集团,4.66,1.2,13.813,0.046,
300141,和顺电气,1.64,0.45,13.802,0.046,
600189,吉林森工,4.26,0.72,13.789,0.042,
600077,宋都股份,13.4,0.35,13.731,0.05,
000025,特 力Ａ,2.71,1.0,13.725,0.061,
000999,华润三九,9.78,0.68,13.695,0.036,
600755,厦门国贸,18.16,2.82,13.689,0.038,
600999,招商证券,49.04,3.34,13.679,0.031,
002540,亚太科技,7.19,1.47,13.67,0.035,
002725,跃岭股份,1.1,-0.62,13.669,0.048,
002484,江海股份,7.64,1.39,13.66,0.041,
600513,联环药业,2.85,0.89,13.645,0.045,
600158,中体产业,6.57,-0.92,13.636,0.049,
002845,同兴达,0.65,-1.76,13.635,0.019,
600835,上海机电,8.07,2.79,13.628,0.037,
002116,中国海诚,4.15,2.18,13.626,0.034,
002121,科陆电子,9.06,0.58,13.618,0.045,
600476,湘邮科技,1.61,0.23,13.611,0.048,
000905,厦门港务,5.31,-0.3,13.596,0.044,
002869,金溢科技,0.45,-0.28,13.594,0.037,
600302,标准股份,3.46,1.1,13.588,0.044,
002467,二六三,6.46,-0.19,13.588,0.045,
002916,深南电路,0.7,-2.13,13.586,0.04,
300066,三川智慧,9.96,0.82,13.584,0.041,
300249,依米康,3.04,5.12,13.584,0.034,
000719,中原传媒,6.67,-0.63,13.581,0.034,
600103,青山纸业,10.62,0.0,13.575,0.049,
000513,丽珠集团,4.59,-0.97,13.567,0.052,
002006,精功科技,4.55,-0.18,13.561,0.041,
002884,凌霄泵业,0.69,-0.27,13.537,0.033,
600052,浙江广厦,8.72,1.21,13.53,0.037,
000502,绿景控股,1.83,1.88,13.526,0.051,
600992,贵绳股份,2.45,1.73,13.522,0.041,
300200,高盟新材,2.03,-0.39,13.518,0.036,
002901,大博医疗,0.4,-2.58,13.513,0.041,
000829,天音控股,9.3,-0.32,13.512,0.049,
300014,亿纬锂能,8.19,1.06,13.504,0.038,
002428,云南锗业,6.44,0.68,13.452,0.042,
000862,银星能源,5.01,1.17,13.433,0.047,
600272,开开实业,1.6,3.44,13.432,0.035,
600054,黄山旅游,5.13,1.71,13.428,0.034,
002872,天圣制药,2.11,-1.09,13.423,0.043,
002805,丰元股份,0.54,-0.38,13.42,0.037,
000585,*ST东电,6.09,2.24,13.42,0.051,
600356,恒丰纸业,2.99,0.65,13.389,0.041,
002883,中设股份,0.31,2.03,13.384,0.04,
000529,广弘控股,5.7,2.21,13.369,0.044,
002041,登海种业,8.74,0.0,13.359,0.04,
000881,中广核技,3.08,-0.12,13.358,0.035,
002770,科迪乳业,5.83,-0.92,13.357,0.048,
600439,瑞贝卡,11.32,0.32,13.35,0.045,
600586,金晶科技,14.44,-0.31,13.341,0.028,
600354,敦煌种业,5.28,0.47,13.328,0.042,
600330,天通股份,9.97,1.85,13.321,0.036,
000908,景峰医药,7.0,2.68,13.305,0.04,
600313,农发种业,10.19,0.82,13.3,0.043,
600821,津劝业,4.16,0.61,13.285,0.052,
002823,凯中精密,1.0,1.46,13.277,0.049,
600748,上实发展,14.08,5.99,13.265,0.035,
600466,蓝光发展,29.73,-0.19,13.259,0.047,
600060,海信电器,13.08,6.85,13.258,0.04,
002608,江苏国信,5.39,9.96,13.256,0.032,
002283,天润曲轴,10.24,1.62,13.253,0.04,
300140,中环装备,2.45,0.49,13.252,0.048,
600561,江西长运,2.37,1.32,13.251,0.041,
601619,嘉泽新能,5.04,1.46,13.242,0.04,
300266,兴源环境,14.53,-2.68,13.236,0.084,
600011,华能国际,105.0,-1.6,13.233,0.036,
600211,西藏药业,1.46,0.15,13.229,0.029,
600605,汇通能源,1.47,3.36,13.215,0.039,
002314,南山控股,11.38,2.45,13.202,0.039,
002727,一心堂,2.99,0.5,13.202,0.046,
600805,悦达投资,8.5,1.72,13.197,0.039,
600613,神奇制药,4.79,1.05,13.187,0.041,
600645,中源协和,3.84,-0.95,13.184,0.035,
000886,海南高速,9.68,-0.47,13.184,0.044,
002897,意华股份,0.67,-1.09,13.174,0.049,
600192,长城电工,4.42,1.05,13.169,0.042,
002669,康达新材,2.29,-1.14,13.162,0.086,
002499,科林环保,1.89,-0.65,13.123,0.05,
002196,方正电机,3.12,2.44,13.098,0.043,
002093,国脉科技,9.74,0.58,13.09,0.04,
600379,宝光股份,2.36,0.57,13.082,0.048,
300113,顺网科技,4.69,-1.2,13.073,0.029,
002076,雪 莱 特,4.45,1.6,13.068,0.074,
600861,北京城乡,3.17,-0.27,13.062,0.043,
002271,东方雨虹,9.96,0.28,13.061,0.049,
000062,深圳华强,7.06,6.65,13.047,0.04,
002104,恒宝股份,6.03,0.85,13.044,0.045,
600708,光明地产,22.25,3.37,13.043,0.04,
600460,士兰微,12.47,0.2,13.041,0.042,
000856,冀东装备,2.27,1.93,13.037,0.038,
600661,昂立教育,2.59,-2.85,13.022,0.046,
002359,北讯集团,7.08,-1.34,13.02,0.053,
600983,惠而浦,5.33,0.51,13.014,0.038,
000828,东莞控股,10.4,2.79,13.0,0.031,
002150,通润装备,2.74,0.0,12.987,0.044,
600515,海航基础,16.58,0.0,12.985,0.047,
002788,鹭燕医药,1.06,1.06,12.976,0.04,
600714,金瑞矿业,2.88,1.36,12.972,0.042,
000791,甘肃电投,9.71,2.11,12.94,0.021,
300194,福安药业,5.98,-1.57,12.929,0.046,
002222,福晶科技,4.23,2.33,12.928,0.038,
002169,智光电气,6.6,0.51,12.926,0.04,
600063,皖维高新,19.26,0.74,12.914,0.041,
002906,华阳集团,2.02,0.96,12.913,0.032,
002481,双塔食品,11.27,-0.61,12.899,0.042,
002398,建研集团,5.25,1.01,12.899,0.034,
002296,辉煌科技,3.23,0.53,12.892,0.043,
000558,莱茵体育,12.88,-0.61,12.886,0.05,
002269,美邦服饰,25.13,0.38,12.883,0.04,
002636,金安国纪,2.46,1.79,12.874,0.045,
600035,楚天高速,14.91,2.2,12.859,0.038,
002321,华英农业,4.23,0.34,12.856,0.037,
002339,积成电子,3.3,0.14,12.855,0.042,
002626,金达威,6.0,1.62,12.849,0.041,
300115,长盈精密,9.06,0.0,12.844,0.035,
600529,山东药玻,3.6,1.75,12.837,0.041,
600072,中船科技,6.01,1.67,12.822,0.038,
600664,哈药股份,24.93,-0.25,12.791,0.056,
002657,中科金财,2.76,0.88,12.778,0.041,
002702,海欣食品,3.19,2.86,12.777,0.041,
002487,大金重工,5.4,-0.53,12.762,0.039,
300252,金信诺,3.91,0.65,12.76,0.042,
600980,北矿科技,1.52,0.0,12.752,0.038,
600608,ST沪科,3.18,1.37,12.733,0.063,
000498,山东路桥,4.41,-1.67,12.727,0.038,
000750,国海证券,42.16,2.48,12.723,0.031,
002206,海 利 得,9.14,0.23,12.718,0.039,
002381,双箭股份,2.32,3.13,12.715,0.037,
002378,章源钨业,9.23,0.36,12.704,0.036,
600710,苏美达,6.4,0.49,12.699,0.036,
000928,中钢国际,7.43,2.72,12.698,0.033,
002156,通富微电,9.72,1.23,12.688,0.039,
000589,黔轮胎Ａ,7.75,0.54,12.686,0.041,
000516,国际医学,19.33,0.19,12.683,0.046,
300147,香雪制药,6.6,-0.14,12.656,0.037,
002250,联化科技,8.89,1.71,12.646,0.039,
002338,奥普光电,2.4,0.6,12.638,0.037,
002347,泰尔股份,3.19,-0.48,12.63,0.053,
600655,豫园股份,14.37,-1.45,12.627,0.054,
300081,恒信东方,3.16,-0.11,12.614,0.043,
600127,金健米业,6.42,0.31,12.608,0.047,
000863,三湘印象,9.17,0.24,12.605,0.041,
600778,*ST友好,3.11,0.62,12.595,0.04,
002115,三维通信,3.47,-0.55,12.583,0.042,
002410,广联达,8.86,0.83,12.579,0.041,
002783,凯龙股份,1.71,-0.55,12.578,0.03,
600006,东风汽车,20.0,0.51,12.578,0.047,
600933,爱柯迪,1.38,0.58,12.565,0.033,
601616,广电电气,9.36,1.49,12.538,0.035,
600855,航天长峰,3.3,1.59,12.533,0.034,
600798,宁波海运,10.31,0.0,12.53,0.045,
002276,万马股份,10.34,0.55,12.522,0.037,
002038,双鹭药业,5.67,-1.29,12.518,0.046,
300136,信维通信,8.1,3.84,12.517,0.032,
600640,号百控股,5.89,0.51,12.511,0.042,
002158,汉钟精机,5.29,0.39,12.504,0.04,
300188,美亚柏科,4.91,-0.33,12.487,0.041,
600228,ST昌九,2.41,5.0,12.486,0.05,
600685,中船防务,8.21,2.83,12.484,0.038,
002629,仁智股份,3.45,-1.26,12.47,0.052,
002802,洪汇新材,0.39,-1.33,12.442,0.047,
000728,国元证券,29.46,3.47,12.439,0.027,
002131,利欧股份,33.85,2.84,12.434,0.039,
600877,ST嘉陵,6.87,-0.22,12.433,0.044,
600206,有研新材,8.39,1.15,12.428,0.035,
002612,朗姿股份,2.03,2.65,12.424,0.034,
600860,京城股份,3.22,1.05,12.412,0.05,
002305,南国置业,16.23,0.0,12.391,0.038,
600523,贵航股份,4.04,-1.09,12.385,0.037,
600678,四川金顶,3.49,-1.06,12.383,0.05,
002530,金财互联,3.39,-0.64,12.381,0.032,
600167,联美控股,8.22,-0.43,12.363,0.039,
300035,中科电气,3.9,0.59,12.36,0.039,
000157,中联重科,62.26,0.54,12.343,0.039,
600580,卧龙电气,11.11,1.59,12.34,0.033,
000153,丰原药业,3.12,1.18,12.339,0.039,
600033,福建高速,27.44,0.95,12.339,0.038,
600555,海航创新,9.74,-0.93,12.323,0.048,
600558,大西洋,8.98,-0.8,12.321,0.04,
300212,易华录,4.24,0.6,12.317,0.037,
000037,深南电A,3.39,0.97,12.306,0.045,
002246,北化股份,4.14,1.07,12.298,0.036,
600090,同济堂,7.03,1.86,12.297,0.035,
002535,林州重机,5.9,0.0,12.289,0.037,
002469,三维工程,4.63,0.48,12.288,0.039,
000402,金 融 街,29.88,1.67,12.269,0.038,
600706,曲江文旅,1.78,2.4,12.262,0.04,
600333,长春燃气,5.3,-3.05,12.259,0.057,
002376,新北洋,5.75,0.9,12.257,0.063,
000987,越秀金控,5.38,3.46,12.242,0.047,
000559,万向钱潮,27.53,1.27,12.238,0.042,
000795,英洛华,8.86,-0.25,12.224,0.042,
600594,益佰制药,7.92,-0.3,12.222,0.039,
600368,五洲交通,11.26,0.58,12.215,0.039,
000034,神州数码,3.58,0.74,12.214,0.052,
002480,新筑股份,6.39,1.35,12.207,0.038,
002868,绿康生化,0.38,0.12,12.202,0.042,
600676,交运股份,9.62,3.33,12.197,0.03,
002743,富煌钢构,3.32,0.16,12.195,0.039,
000685,中山公用,12.53,2.17,12.194,0.032,
600615,丰华股份,1.88,0.1,12.192,0.041,
600057,厦门象屿,21.38,5.07,12.192,0.03,
600315,上海家化,6.71,2.13,12.192,0.037,
000737,*ST南风,5.49,1.03,12.186,0.044,
000826,启迪桑德,11.88,0.42,12.184,0.047,
300258,精锻科技,3.76,0.78,12.183,0.042,
000639,西王食品,5.27,0.12,12.17,0.03,
600067,冠城大通,14.92,0.25,12.163,0.034,
002728,特一药业,1.19,0.0,12.16,0.037,
600535,天士力,15.13,-0.85,12.157,0.049,
002311,海大集团,15.44,0.22,12.156,0.045,
600841,上柴股份,5.22,4.25,12.14,0.037,
600959,江苏有线,38.85,1.51,12.132,0.035,
600874,创业环保,10.87,0.26,12.127,0.037,
002498,汉缆股份,33.26,-0.45,12.12,0.041,
002546,新联电子,7.8,1.75,12.119,0.037,
000802,北京文化,3.85,0.27,12.118,0.042,
002349,精华制药,7.63,-0.16,12.117,0.033,
002414,高德红外,4.76,-2.43,12.114,0.054,
002561,徐家汇,3.97,3.24,12.099,0.032,
300206,理邦仪器,3.44,3.11,12.094,0.031,
600820,隧道股份,31.44,1.64,12.088,0.031,
300192,科斯伍德,1.72,-3.9,12.075,0.049,
002932,明德生物,0.17,-1.28,12.074,0.038,
600628,新世界,5.32,2.87,12.07,0.038,
000616,海航投资,14.3,-1.56,12.05,0.056,
002748,世龙实业,2.4,0.13,12.05,0.043,
002908,德生科技,0.87,-0.74,12.047,0.042,
000822,山东海化,8.95,2.19,12.023,0.035,
002650,加加食品,9.47,-0.71,11.999,0.053,
002066,瑞泰科技,2.31,-0.13,11.99,0.05,
300008,天海防务,6.02,-1.18,11.987,0.051,
002227,奥 特 迅,2.2,1.3,11.984,0.037,
002682,龙洲股份,4.32,0.0,11.98,0.038,
002514,宝馨科技,3.88,-0.47,11.973,0.037,
600671,天目药业,1.22,-0.5,11.968,0.044,
000426,兴业矿业,13.3,1.28,11.954,0.034,
002491,通鼎互联,11.76,-0.38,11.947,0.043,
600595,中孚实业,17.42,0.0,11.944,0.054,
002030,达安基因,7.64,2.8,11.942,0.042,
002434,万里扬,10.19,1.57,11.938,0.038,
000099,中信海直,6.06,0.66,11.92,0.034,
600839,四川长虹,46.14,1.15,11.92,0.031,
600258,首旅酒店,6.25,-1.32,11.909,0.048,
002825,纳尔股份,0.41,4.94,11.896,0.03,
600565,迪马股份,23.69,-0.34,11.894,0.043,
000906,浙商中拓,6.61,0.92,11.88,0.032,
002277,友阿股份,14.17,0.27,11.879,0.037,
600075,新疆天业,8.32,1.57,11.875,0.038,
002049,紫光国微,6.05,1.42,11.872,0.037,
000011,深物业A,1.76,3.31,11.867,0.036,
600662,强生控股,10.53,1.34,11.865,0.035,
002050,三花智控,18.61,2.44,11.864,0.058,
600481,双良节能,16.2,-0.26,11.851,0.039,
000998,隆平高科,9.65,1.43,11.819,0.047,
600712,南宁百货,5.38,0.23,11.818,0.048,
002494,华斯股份,2.95,0.53,11.808,0.051,
300150,世纪瑞尔,4.61,1.09,11.778,0.043,
000978,桂林旅游,3.6,0.17,11.769,0.033,
300006,莱美药业,5.86,-0.48,11.767,0.039,
600787,中储股份,18.6,3.81,11.763,0.035,
002592,八菱科技,2.09,0.59,11.761,0.043,
300103,达刚路机,2.51,-0.35,11.759,0.04,
600268,国电南自,6.35,0.72,11.755,0.034,
600509,天富能源,9.06,0.24,11.743,0.036,
002035,华帝股份,7.84,0.31,11.734,0.042,
000676,智度股份,3.17,2.63,11.734,0.033,
000020,深华发Ａ,1.81,1.25,11.725,0.041,
002406,远东传动,4.16,3.81,11.715,0.028,
000595,宝塔实业,7.54,-0.58,11.713,0.045,
600234,ST山水,2.02,1.38,11.71,0.047,
601020,华钰矿业,2.84,1.16,11.705,0.034,
002325,洪涛股份,9.2,-0.3,11.698,0.038,
600281,太化股份,5.14,0.26,11.654,0.039,
002390,信邦制药,11.35,-0.19,11.65,0.049,
000407,胜利股份,7.46,-1.67,11.647,0.042,
002929,润建通信,0.55,-0.9,11.645,0.032,
002279,久其软件,5.8,0.74,11.644,0.039,
002022,科华生物,4.94,1.3,11.634,0.034,
000096,广聚能源,5.11,-0.43,11.596,0.044,
000404,长虹华意,6.93,0.24,11.595,0.039,
600863,内蒙华电,58.08,1.32,11.591,0.033,
600195,中牧股份,6.02,-0.17,11.582,0.038,
000543,皖能电力,17.9,-0.22,11.573,0.04,
300153,科泰电源,3.2,-0.27,11.554,0.033,
600543,莫高股份,3.21,0.53,11.545,0.026,
002240,威华股份,4.91,-0.96,11.545,0.04,
600834,申通地铁,4.77,2.12,11.545,0.035,
002859,洁美科技,1.08,0.62,11.544,0.033,
002915,中欣氟材,0.28,0.0,11.535,0.047,
002566,益盛药业,2.26,1.73,11.534,0.031,
600727,鲁北化工,3.51,0.32,11.514,0.039,
002852,道道全,1.25,0.08,11.506,0.035,
000821,京山轻机,4.41,2.37,11.505,0.028,
600173,卧龙地产,7.25,0.23,11.501,0.033,
002297,博云新材,3.98,1.62,11.493,0.035,
600108,亚盛集团,19.47,0.34,11.481,0.035,
000488,晨鸣纸业,16.58,1.28,11.471,0.043,
002519,银河电子,8.32,1.79,11.464,0.041,
600827,百联股份,15.43,1.8,11.457,0.032,
600502,安徽水利,9.11,1.79,11.455,0.031,
601010,文峰股份,18.48,4.01,11.453,0.033,
002772,众兴菌业,2.54,0.98,11.439,0.031,
601377,兴业证券,66.97,3.88,11.437,0.032,
002028,思源电气,5.8,-1.03,11.426,0.039,
600337,美克家居,17.28,1.59,11.423,0.036,
300105,龙源技术,5.13,0.48,11.415,0.038,
000048,*ST康达,3.85,1.64,11.406,0.035,
600719,大连热电,4.05,-1.38,11.4,0.048,
300247,乐金健康,5.85,-0.26,11.4,0.041,
300265,通光线缆,3.37,-1.77,11.395,0.052,
000985,大庆华科,1.3,-0.78,11.382,0.039,
600184,光电股份,4.19,2.41,11.38,0.034,
002879,长缆科技,1.27,0.89,11.376,0.035,
300158,振东制药,8.51,1.69,11.373,0.035,
600150,*ST船舶,13.78,1.41,11.371,0.04,
002654,万润科技,5.75,-0.2,11.362,0.062,
002726,龙大肉食,7.51,-0.65,11.357,0.045,
600987,航民股份,6.35,-0.22,11.343,0.038,
002126,银轮股份,7.66,1.81,11.342,0.027,
002023,海特高新,6.59,-1.25,11.339,0.035,
000026,飞亚达Ａ,3.57,3.01,11.322,0.034,
002065,东华软件,28.08,0.77,11.321,0.035,
002645,华宏科技,2.53,1.66,11.31,0.02,
000735,罗 牛 山,10.6,1.7,11.303,0.027,
002791,坚朗五金,0.8,1.51,11.302,0.033,
002421,达实智能,14.88,-1.22,11.294,0.047,
600375,华菱星马,5.56,0.25,11.252,0.042,
000420,吉林化纤,16.63,-0.95,11.237,0.045,
002091,江苏国泰,9.72,-1.57,11.235,0.038,
300185,通裕重工,27.41,0.0,11.235,0.042,
002457,青龙管业,3.34,0.66,11.225,0.036,
600853,龙建股份,5.37,-0.26,11.225,0.037,
600240,华业资本,14.24,-1.34,11.222,0.069,
002416,爱施德,11.73,1.63,11.218,0.031,
600629,华建集团,3.73,1.7,11.216,0.036,
601515,东风股份,11.12,0.54,11.214,0.038,
600480,凌云股份,3.62,0.46,11.202,0.04,
000888,峨眉山Ａ,5.27,1.6,11.199,0.037,
002441,众业达,3.92,0.59,11.193,0.034,
000570,苏常柴Ａ,4.11,0.48,11.187,0.043,
600131,岷江水电,4.08,-7.01,11.186,0.052,
300255,常山药业,6.46,-0.21,11.165,0.04,
000415,渤海租赁,35.48,1.66,11.161,0.028,
000972,ST中基,7.71,2.57,11.157,0.041,
600383,金地集团,45.15,0.21,11.156,0.028,
002864,盘龙药业,0.45,0.56,11.156,0.033,
600058,五矿发展,10.72,0.7,11.142,0.032,
002714,牧原股份,10.74,1.28,11.138,0.055,
600396,金山股份,11.65,0.46,11.135,0.042,
002282,博深工具,1.93,0.87,11.134,0.032,
600459,贵研铂业,3.39,0.53,11.133,0.034,
002753,永东股份,1.99,0.28,11.125,0.045,
600343,航天动力,6.38,0.24,11.101,0.035,
002285,世联行,20.1,1.73,11.1,0.046,
002497,雅化集团,8.15,0.95,11.094,0.035,
300124,汇川技术,13.43,-0.87,11.085,0.041,
002097,山河智能,8.42,0.16,11.084,0.035,
002589,瑞康医药,10.85,-0.1,11.067,0.043,
002564,天沃科技,6.02,0.68,11.05,0.026,
002662,京威股份,14.59,-0.72,11.042,0.036,
300244,迪安诊断,3.57,1.06,11.022,0.035,
601595,上海电影,1.06,0.68,11.006,0.021,
002461,珠江啤酒,13.6,1.75,11.005,0.035,
300092,科新机电,1.67,0.0,11.002,0.039,
000792,盐湖股份,27.5,0.0,10.997,0.033,
002858,力盛赛车,0.62,-0.19,10.993,0.035,
000938,紫光股份,2.89,0.58,10.988,0.043,
002921,联诚精密,0.2,-1.33,10.978,0.039,
300195,长荣股份,3.03,0.58,10.976,0.034,
000922,*ST佳电,4.85,4.96,10.971,0.029,
002824,和胜股份,0.74,0.1,10.905,0.041,
300010,立思辰,6.31,-4.67,10.896,0.057,
002550,千红制药,9.04,0.23,10.893,0.031,
000837,秦川机床,5.83,0.46,10.881,0.033,
000046,泛海控股,50.93,5.17,10.878,0.031,
002903,宇环数控,0.66,-1.38,10.838,0.033,
300267,尔康制药,11.85,-0.22,10.825,0.038,
002855,捷荣技术,0.83,0.0,10.822,0.044,
002265,西仪股份,3.03,-0.1,10.817,0.029,
600162,香江控股,29.74,1.29,10.804,0.061,
000612,焦作万方,11.89,0.91,10.791,0.035,
002266,浙富控股,16.18,-0.24,10.787,0.036,
300139,晓程科技,2.12,-0.34,10.784,0.039,
600151,航天机电,13.89,0.47,10.782,0.039,
600312,平高电气,13.57,0.25,10.777,0.043,
002533,金杯电工,5.18,0.85,10.764,0.032,
002167,东方锆业,5.86,0.71,10.73,0.031,
002847,盐津铺子,0.36,1.05,10.719,0.032,
002595,豪迈科技,5.28,-0.19,10.709,0.046,
000885,城发环境,4.48,0.83,10.696,0.034,
000066,中国长城,24.91,0.89,10.691,0.036,
300215,电科院,6.08,-0.52,10.688,0.036,
002298,中电兴发,5.19,1.42,10.678,0.032,
002912,中新赛克,0.27,-0.54,10.674,0.037,
002570,*ST因美,10.22,1.22,10.674,0.045,
600182,S佳通,1.7,-0.17,10.672,0.048,
000510,金路集团,5.49,1.52,10.664,0.032,
300231,银信科技,3.38,0.14,10.654,0.033,
300098,高新兴,8.86,-1.03,10.653,0.033,
600888,新疆众和,8.34,0.84,10.653,0.033,
300205,天喻信息,4.26,1.32,10.653,0.035,
000831,五矿稀土,9.81,0.0,10.624,0.036,
002781,奇信股份,0.91,0.26,10.615,0.035,
000833,粤桂股份,3.78,0.77,10.61,0.03,
000655,*ST金岭,5.95,0.28,10.607,0.042,
300085,银之杰,4.14,0.1,10.595,0.036,
600667,太极实业,11.91,2.06,10.593,0.031,
600172,黄河旋风,11.69,-0.56,10.592,0.048,
002365,永安药业,2.38,0.25,10.591,0.036,
002274,华昌化工,6.25,3.17,10.579,0.035,
000563,陕国投Ａ,36.67,1.62,10.573,0.034,
000421,南京公用,5.73,-0.2,10.57,0.034,
300134,大富科技,7.12,1.04,10.553,0.034,
002706,良信电器,5.44,1.0,10.552,0.032,
600199,金种子酒,5.56,0.0,10.541,0.043,
002762,金发拉比,1.9,2.44,10.54,0.044,
300160,秀强股份,5.93,-3.62,10.532,0.048,
600754,锦江股份,6.49,-0.48,10.53,0.045,
000785,武汉中商,2.51,1.38,10.528,0.034,
601607,上海医药,19.23,-0.1,10.525,0.027,
002145,中核钛白,13.41,0.85,10.524,0.029,
300021,大禹节水,6.48,0.67,10.518,0.038,
002598,山东章鼓,2.7,0.14,10.516,0.046,
600814,杭州解百,7.15,1.48,10.513,0.037,
002243,通产丽星,3.65,-0.28,10.496,0.03,
300064,豫金刚石,6.06,-0.77,10.493,0.044,
002173,创新医疗,2.03,0.0,10.46,0.037,
002651,利君股份,4.18,-0.85,10.459,0.036,
000882,华联股份,24.82,1.2,10.437,0.037,
002374,丽鹏股份,7.35,0.84,10.432,0.039,
300260,新莱应材,1.36,-0.39,10.43,0.034,
600939,重庆建工,4.1,-0.78,10.425,0.029,
600285,羚锐制药,5.3,0.12,10.424,0.03,
601518,吉林高速,12.13,1.42,10.424,0.034,
300084,海默科技,3.03,0.2,10.421,0.034,
002241,歌尔股份,27.24,1.16,10.413,0.028,
000801,四川九洲,10.23,0.0,10.412,0.033,
600711,盛屯矿业,14.97,1.81,10.412,0.04,
600017,日照港,30.76,0.34,10.408,0.029,
002040,南 京 港,3.07,1.06,10.402,0.033,
601100,恒立液压,8.82,-0.29,10.398,0.043,
300204,舒泰神,4.67,4.94,10.38,0.024,
600501,航天晨光,4.21,1.02,10.367,0.036,
601002,晋亿实业,7.93,0.7,10.355,0.029,
600008,首创股份,48.21,-0.28,10.351,0.035,
600217,中再资环,13.19,0.21,10.349,0.047,
300261,雅本化学,7.61,1.92,10.348,0.033,
601021,春秋航空,8.0,-1.83,10.344,0.038,
002043,兔 宝 宝,6.94,0.84,10.332,0.031,
000921,海信家电,9.02,1.07,10.326,0.038,
600018,上港集团,231.74,5.01,10.321,0.026,
600279,重庆港九,6.93,0.95,10.318,0.028,
000539,粤电力Ａ,25.54,2.88,10.31,0.029,
600139,西部资源,6.62,-0.53,10.308,0.045,
600757,长江传媒,12.13,-0.89,10.298,0.03,
002350,北京科锐,4.83,0.93,10.293,0.038,
002816,和科达,0.57,1.55,10.287,0.029,
300079,数码科技,12.09,0.59,10.282,0.033,
000623,吉林敖东,11.19,2.68,10.279,0.024,
002476,宝莫股份,5.86,0.2,10.256,0.039,
002653,海思科,4.55,-1.16,10.254,0.041,
300067,安诺其,4.32,0.83,10.253,0.026,
300038,数知科技,6.93,-1.36,10.235,0.045,
600584,长电科技,9.85,1.43,10.234,0.038,
300017,网宿科技,19.23,0.0,10.226,0.032,
002935,天奥电子,0.27,2.47,10.224,0.04,
600677,航天通信,4.16,-0.44,10.199,0.026,
600449,宁夏建材,4.78,0.37,10.199,0.027,
002711,欧浦智网,10.5,5.29,10.188,0.116,
000680,山推股份,10.57,0.85,10.188,0.033,
000958,东方能源,10.99,-0.89,10.178,0.037,
002059,云南旅游,7.31,6.0,10.162,0.039,
002850,科达利,0.93,-0.64,10.161,0.033,
600037,歌华有线,11.68,1.27,10.16,0.029,
002798,帝欧家居,0.98,4.06,10.15,0.031,
000698,沈阳化工,4.32,1.2,10.14,0.034,
600725,ST云维,12.32,-0.42,10.139,0.037,
300068,南都电源,6.21,-0.22,10.131,0.047,
300138,晨光生物,3.74,-0.35,10.123,0.036,
300036,超图软件,3.32,1.54,10.118,0.038,
300216,千山药机,2.82,-0.58,10.111,0.045,
002526,山东矿机,15.1,-1.29,10.094,0.052,
300104,乐视网,30.73,-0.28,10.09,0.068,
002542,中化岩土,8.07,3.3,10.081,0.031,
600901,江苏租赁,6.4,2.02,10.075,0.031,
000557,西部创业,5.85,1.03,10.074,0.033,
002483,润邦股份,6.71,1.51,10.069,0.034,
600101,明星电力,3.24,0.28,10.067,0.029,
600418,江淮汽车,18.93,0.61,10.064,0.032,
600479,千金药业,4.19,1.86,10.063,0.034,
000965,天保基建,11.1,1.19,10.055,0.032,
300073,当升科技,3.54,1.12,10.041,0.039,
