,ts_code,name,industry
55,000088.SZ,盐田港,港口
3013,601326.SH,秦港股份,港口
2722,600717.SH,天津港,港口
2138,600017.SH,日照港,港口
163,000582.SZ,北部湾港,港口
2285,600190.SH,锦州港,港口
502,002040.SZ,南京港,港口
2139,600018.SH,上港集团,港口
2203,600097.SH,开创国际,渔业
1156,002696.SZ,百洋股份,渔业
1479,300094.SZ,国联水产,渔业
2343,600257.SH,大湖股份,渔业
2504,600467.SH,好当家,渔业
548,002086.SZ,东方海洋,渔业
531,002069.SZ,獐子岛,渔业
316,000798.SZ,中水渔业,渔业
3127,603006.SH,联明股份,汽车配件
3028,601500.SH,通用股份,汽车配件
3060,601689.SH,拓普集团,汽车配件
249,000700.SZ,模塑科技,汽车配件
1561,300176.SZ,鸿特科技,汽车配件
1050,002590.SZ,万安科技,汽车配件
3130,603009.SH,北特科技,汽车配件
2976,601127.SH,小康股份,汽车配件
1013,002553.SZ,南方轴承,汽车配件
2984,601163.SH,三角轮胎,汽车配件
1062,002602.SZ,世纪华通,汽车配件
1052,002592.SZ,八菱科技,汽车配件
3108,601966.SH,玲珑轮胎,汽车配件
1053,002593.SZ,日上集团,汽车配件
195,000622.SZ,恒立实业,汽车配件
3071,601799.SH,星宇股份,汽车配件
1219,002765.SZ,蓝黛传动,汽车配件
1642,300258.SZ,精锻科技,汽车配件
2513,600480.SH,凌云股份,汽车配件
816,002355.SZ,兴民智通,汽车配件
2506,600469.SH,风神股份,汽车配件
1958,300580.SZ,贝斯特,汽车配件
1963,300585.SZ,奥联电子,汽车配件
789,002328.SZ,新朋股份,汽车配件
547,002085.SZ,万丰奥威,汽车配件
2410,600335.SH,国机汽车,汽车配件
1220,002766.SZ,索菱股份,汽车配件
2019,300643.SZ,万通智控,汽车配件
2027,300652.SZ,雷迪克,汽车配件
588,002126.SZ,银轮股份,汽车配件
745,002284.SZ,亚太股份,汽车配件
744,002283.SZ,天润曲轴,汽车配件
2055,300680.SZ,隆盛科技,汽车配件
726,002265.SZ,西仪股份,汽车配件
2277,600182.SH,S佳通,汽车配件
2274,600178.SH,东安动力,汽车配件
2069,300694.SZ,蠡湖股份,汽车配件
2070,300695.SZ,兆丰股份,汽车配件
2247,600148.SH,长春一东,汽车配件
652,002190.SZ,成飞集成,汽车配件
2105,300733.SZ,西菱动力,汽车配件
701,002239.SZ,奥特佳,汽车配件
2113,300742.SZ,越博动力,汽车配件
2115,300745.SZ,欣锐科技,汽车配件
2189,600081.SH,东风科技,汽车配件
675,002213.SZ,特尔佳,汽车配件
510,002048.SZ,宁波华翔,汽车配件
824,002363.SZ,隆基机械,汽车配件
2957,601058.SH,赛轮轮胎,汽车配件
2531,600501.SH,航天晨光,汽车配件
996,002536.SZ,西泵股份,汽车配件
289,000757.SZ,浩物股份,汽车配件
292,000760.SZ,斯太尔,汽车配件
1688,300304.SZ,云意电气,汽车配件
2904,600960.SH,渤海汽车,汽车配件
2899,600933.SH,爱柯迪,汽车配件
949,002488.SZ,金固股份,汽车配件
1757,300375.SZ,鹏翎股份,汽车配件
915,002454.SZ,松芝股份,汽车配件
909,002448.SZ,中原内配,汽车配件
2747,600742.SH,一汽富维,汽车配件
2746,600741.SH,华域汽车,汽车配件
3134,603013.SH,亚普股份,汽车配件
895,002434.SZ,万里扬,汽车配件
1814,300432.SZ,富临精工,汽车配件
2706,600699.SH,均胜电子,汽车配件
2705,600698.SH,湖南天雁,汽车配件
2670,600660.SH,福耀玻璃,汽车配件
443,000980.SZ,众泰汽车,汽车配件
1855,300473.SZ,德尔股份,汽车配件
444,000981.SZ,银亿股份,汽车配件
2640,600623.SH,华谊集团,汽车配件
2626,600609.SH,金杯汽车,汽车配件
867,002406.SZ,远东传动,汽车配件
1889,300507.SZ,苏奥传感,汽车配件
2551,600523.SH,贵航股份,汽车配件
493,002031.SZ,巨轮智能,汽车配件
1085,002625.SZ,光启技术,汽车配件
971,002510.SZ,天汽模,汽车配件
1124,002664.SZ,长鹰信质,汽车配件
3460,603758.SH,秦安股份,汽车配件
3481,603809.SH,豪能股份,汽车配件
3153,603035.SH,常熟汽饰,汽车配件
3155,603037.SH,凯众股份,汽车配件
1373,002931.SZ,锋龙股份,汽车配件
1163,002703.SZ,浙江世宝,汽车配件
3470,603788.SH,宁波高发,汽车配件
1364,002921.SZ,联诚精密,汽车配件
1363,002920.SZ,德赛西威,汽车配件
148,000559.SZ,万向钱潮,汽车配件
3371,603586.SH,金麒麟,汽车配件
168,000589.SZ,黔轮胎A,汽车配件
3463,603768.SH,常青股份,汽车配件
3462,603767.SH,中马传动,汽车配件
3454,603730.SH,岱美股份,汽车配件
3200,603121.SH,华培动力,汽车配件
1350,002906.SZ,华阳集团,汽车配件
3377,603596.SH,伯特利,汽车配件
1182,002725.SZ,跃岭股份,汽车配件
3435,603701.SH,德宏股份,汽车配件
1167,002708.SZ,光洋股份,汽车配件
162,000581.SZ,威孚高科,汽车配件
1310,002863.SZ,今飞凯达,汽车配件
3183,603089.SH,正裕工业,汽车配件
1312,002865.SZ,钧达股份,汽车配件
3180,603085.SH,天成自控,汽车配件
1173,002715.SZ,登云股份,汽车配件
72,000338.SZ,潍柴动力,汽车配件
3218,603166.SH,福达股份,汽车配件
3304,603358.SH,华达科技,汽车配件
3407,603655.SH,朗博科技,汽车配件
1264,002813.SZ,路畅科技,汽车配件
3143,603023.SH,威帝股份,汽车配件
3573,603997.SH,继峰股份,汽车配件
3223,603178.SH,圣龙股份,汽车配件
1122,002662.SZ,京威股份,汽车配件
3224,603179.SH,新泉股份,汽车配件
177,000599.SZ,青岛双星,汽车配件
3216,603161.SH,科华控股,汽车配件
3235,603197.SH,保隆科技,汽车配件
3542,603926.SH,铁流股份,汽车配件
3213,603158.SH,腾龙股份,汽车配件
3254,603239.SH,浙江仙通,汽车配件
3264,603286.SH,日盈电子,汽车配件
3541,603922.SH,金鸿顺,汽车配件
3537,603917.SH,合力科技,汽车配件
3274,603306.SH,华懋科技,汽车配件
3273,603305.SH,旭升股份,汽车配件
24,000030.SZ,富奥股份,汽车配件
3300,603348.SH,文灿股份,汽车配件
3282,603319.SH,湘油泵,汽车配件
3294,603335.SH,迪生力,汽车配件
1067,002607.SZ,亚夏汽车,汽车服务
2376,600297.SH,广汇汽车,汽车服务
454,000996.SZ,中国中期,汽车服务
3107,601965.SH,中国汽研,汽车服务
286,000753.SZ,漳州发展,汽车服务
1485,300100.SZ,双林股份,汽车服务
3313,603377.SH,东方时尚,汽车服务
3008,601258.SH,庞大集团,汽车服务
2665,600653.SH,申华控股,汽车服务
19,000025.SZ,特力A,汽车服务
318,000800.SZ,一汽轿车,汽车整车
2693,600686.SH,金龙汽车,汽车整车
360,000868.SZ,安凯客车,汽车整车
423,000957.SZ,中通客车,汽车整车
419,000951.SZ,中国重汽,汽车整车
2738,600733.SH,北汽蓝谷,汽车整车
3007,601238.SH,广汽集团,汽车整车
140,000550.SZ,江铃汽车,汽车整车
997,002537.SZ,海联金汇,汽车整车
404,000927.SZ,一汽夏利,汽车整车
3052,601633.SH,长城汽车,汽车整车
2475,600418.SH,江淮汽车,汽车整车
2174,600066.SH,宇通客车,汽车整车
2305,600213.SH,亚星客车,汽车整车
2263,600166.SH,福田汽车,汽车整车
2242,600139.SH,西部资源,汽车整车
1054,002594.SZ,比亚迪,汽车整车
2209,600104.SH,上汽集团,汽车整车
2348,600262.SH,北方股份,汽车整车
197,000625.SZ,长安汽车,汽车整车
2129,600006.SH,东风汽车,汽车整车
159,000572.SZ,海马汽车,汽车整车
2382,600303.SH,曙光股份,汽车整车
2442,600375.SH,华菱星马,汽车整车
2756,600751.SH,海航科技,水运
781,002320.SZ,海峡股份,水运
3084,601872.SH,招商轮船,水运
3082,601866.SH,中远海发,水运
3099,601919.SH,中远海控,水运
2146,600026.SH,中远海能,水运
2798,600798.SH,宁波海运,水运
2483,600428.SH,中远海特,水运
2887,600896.SH,*ST海投,水运
3111,601975.SH,ST长油,水运
2594,600575.SH,皖江物流,水运
3219,603167.SH,渤海轮渡,水运
115,000520.SZ,长航凤凰,水运
2872,600881.SH,亚泰集团,水泥
2874,600883.SH,博闻科技,水泥
308,000789.SZ,万年青,水泥
364,000877.SZ,天山股份,水泥
3117,601992.SH,金隅集团,水泥
695,002233.SZ,塔牌集团,水泥
137,000546.SZ,金圆股份,水泥
2800,600801.SH,华新水泥,水泥
2604,600585.SH,海螺水泥,水泥
2801,600802.SH,福建水泥,水泥
2493,600449.SH,宁夏建材,水泥
763,002302.SZ,西部建设,水泥
2565,600539.SH,*ST狮头,水泥
74,000401.SZ,冀东水泥,水泥
228,000672.SZ,上峰水泥,水泥
411,000935.SZ,四川双马,水泥
2678,600668.SH,尖峰集团,水泥
2685,600678.SH,四川金顶,水泥
2725,600720.SH,祁连山,水泥
2481,600425.SH,青松建化,水泥
181,000605.SZ,渤海股份,水务
2500,600461.SH,洪城水业,水务
176,000598.SZ,兴蓉环境,水务
2365,600283.SH,钱江水利,水务
238,000685.SZ,中山公用,水务
2265,600168.SH,武汉控股,水务
2282,600187.SH,国中水务,水务
2400,600323.SH,瀚蓝环境,水务
3021,601368.SH,绿城水务,水务
2993,601199.SH,江南水务,水务
2982,601158.SH,重庆水务,水务
2877,600886.SH,国投电力,水力发电
2207,600101.SH,明星电力,水力发电
452,000993.SZ,闽东电力,水力发电
2145,600025.SH,华能水电,水力发电
2388,600310.SH,桂东电力,水力发电
2534,600505.SH,西昌电力,水力发电
501,002039.SZ,黔源电力,水力发电
2932,600995.SH,文山电力,水力发电
2911,600969.SH,郴电国际,水力发电
2657,600644.SH,乐山电力,水力发电
2919,600979.SH,广安爱众,水力发电
2326,600236.SH,桂冠电力,水力发电
2221,600116.SH,三峡水利,水力发电
2235,600131.SH,岷江水电,水力发电
2494,600452.SH,涪陵电力,水力发电
2681,600674.SH,川投能源,水力发电
2860,600868.SH,梅雁吉祥,水力发电
2890,600900.SH,长江电力,水力发电
310,000791.SZ,甘肃电投,水力发电
179,000601.SZ,韶能股份,水力发电
268,000722.SZ,湖南发展,水力发电
1927,300547.SZ,川环科技,橡胶
686,002224.SZ,三力士,橡胶
673,002211.SZ,宏达新材,橡胶
372,000887.SZ,中鼎股份,橡胶
1704,300320.SZ,海达股份,橡胶
2974,601118.SH,海南橡胶,橡胶
1965,300587.SZ,天铁股份,橡胶
1860,300478.SZ,杭州高新,橡胶
842,002381.SZ,双箭股份,橡胶
2103,300731.SZ,科创新源,橡胶
3152,603033.SH,三维股份,橡胶
2422,600352.SH,浙江龙盛,染料涂料
1448,300063.SZ,天龙集团,染料涂料
3314,603378.SH,亚士创能,染料涂料
2040,300665.SZ,飞鹿股份,染料涂料
3194,603110.SH,东方材料,染料涂料
1609,300225.SZ,金力泰,染料涂料
3456,603737.SH,三棵树,染料涂料
718,002256.SZ,兆新股份,染料涂料
780,002319.SZ,乐通股份,染料涂料
1576,300192.SZ,科斯伍德,染料涂料
153,000565.SZ,渝三峡A,染料涂料
1452,300067.SZ,安诺其,染料涂料
1780,300398.SZ,飞凯材料,染料涂料
3490,603823.SH,百合花,染料涂料
3492,603826.SH,坤彩科技,染料涂料
901,002440.SZ,闰土股份,染料涂料
3563,603980.SH,吉华集团,染料涂料
1954,300576.SZ,容大感光,染料涂料
3231,603188.SH,亚邦股份,染料涂料
3472,603790.SH,雅运股份,染料涂料
1918,300537.SZ,广信材料,染料涂料
1904,300522.SZ,世名科技,染料涂料
220,000663.SZ,永安林业,林业
1139,002679.SZ,福建金森,林业
2349,600265.SH,ST景谷,林业
171,000592.SZ,平潭发展,林业
3118,601996.SH,丰林集团,林业
2284,600189.SH,吉林森工,林业
2044,300669.SZ,沪宁股份,机械基件
366,000880.SZ,潍柴重机,机械基件
933,002472.SZ,双环传动,机械基件
3302,603356.SH,华菱精工,机械基件
2836,600841.SH,上柴股份,机械基件
353,000856.SZ,冀东装备,机械基件
941,002480.SZ,新筑股份,机械基件
1846,300464.SZ,星徽精密,机械基件
173,000595.SZ,宝塔实业,机械基件
2999,601218.SH,吉鑫科技,机械基件
1988,300611.SZ,美力科技,机械基件
1341,002896.SZ,中大力德,机械基件
733,002272.SZ,川润股份,机械基件
1817,300435.SZ,中泰股份,机械基件
1803,300421.SZ,力星股份,机械基件
1802,300420.SZ,五洋停车,机械基件
2478,600421.SH,ST仰帆,机械基件
1476,300091.SZ,金通灵,机械基件
3022,601369.SH,陕鼓动力,机械基件
1298,002850.SZ,科达利,机械基件
232,000678.SZ,襄阳轴承,机械基件
803,002342.SZ,巨力索具,机械基件
612,002150.SZ,通润装备,机械基件
2768,600765.SH,中航重机,机械基件
3555,603966.SH,法兰泰克,机械基件
3158,603040.SH,新坐标,机械基件
2219,600114.SH,东睦股份,机械基件
1480,300095.SZ,华伍股份,机械基件
488,002026.SZ,山东威达,机械基件
1773,300391.SZ,康跃科技,机械基件
385,000903.SZ,云内动力,机械基件
808,002347.SZ,泰尔股份,机械基件
3450,603726.SH,朗迪集团,机械基件
508,002046.SZ,轴研科技,机械基件
512,002050.SZ,三花智控,机械基件
899,002438.SZ,江苏神通,机械基件
879,002418.SZ,康盛股份,机械基件
1885,300503.SZ,昊志机电,机械基件
1012,002552.SZ,*ST宝鼎,机械基件
157,000570.SZ,苏常柴A,机械基件
1852,300470.SZ,日机密封,机械基件
3260,603269.SH,海鸥股份,机械基件
299,000777.SZ,中核科技,机械基件
1318,002871.SZ,伟隆股份,机械基件
1215,002760.SZ,凤形股份,机械基件
1273,002823.SZ,凯中精密,机械基件
2548,600520.SH,文一科技,机械基件
975,002514.SZ,宝馨科技,机械基件
2610,600592.SH,龙溪股份,机械基件
1641,300257.SZ,开山股份,机械基件
584,002122.SZ,*ST天马,机械基件
3230,603187.SH,海容冷链,机械基件
2939,601002.SH,晋亿实业,机械基件
1644,300260.SZ,新莱应材,机械基件
3417,603667.SH,五洲新春,机械基件
3421,603677.SH,奇精机械,机械基件
1247,002795.SZ,永和智控,机械基件
1203,002747.SZ,埃斯顿,机械基件
3564,603985.SH,恒润股份,机械基件
1536,300151.SZ,昌红科技,机械基件
2636,600619.SH,海立股份,机械基件
3523,603890.SH,春秋电子,机械基件
2988,601177.SH,杭齿前进,机械基件
1058,002598.SZ,山东章鼓,机械基件
2091,300718.SZ,长盛轴承,机械基件
123,000530.SZ,大冷股份,机械基件
1093,002633.SZ,申科股份,机械基件
563,002101.SZ,广东鸿图,机械基件
3279,603315.SH,福鞍股份,机械基件
1870,300488.SZ,恒锋工具,机械基件
3283,603320.SH,迪贝电气,机械基件
3089,601882.SH,海天精工,机床制造
1823,300441.SZ,鲍斯股份,机床制造
3132,603011.SH,合锻智能,机床制造
81,000410.SZ,沈阳机床,机床制造
1546,300161.SZ,华中数控,机床制造
981,002520.SZ,日发精机,机床制造
1019,002559.SZ,亚威股份,机床制造
1384,002943.SZ,宇晶股份,机床制造
3228,603185.SH,上机数控,机床制造
2333,600243.SH,青海华鼎,机床制造
1348,002903.SZ,宇环数控,机床制造
346,000837.SZ,秦川机床,机床制造
710,002248.SZ,华东数控,机床制造
2128,600004.SH,白云机场,机场
56,000089.SZ,深圳机场,机场
2888,600897.SH,厦门空港,机场
2132,600009.SH,上海机场,机场
3511,603877.SH,太平鸟,服饰
2212,600107.SH,美尔雅,服饰
2273,600177.SH,雅戈尔,服饰
1314,002867.SZ,周大生,服饰
1034,002574.SZ,明牌珠宝,服饰
2240,600137.SH,浪莎股份,服饰
1321,002875.SZ,安奈儿,服饰
3347,603518.SH,维格娜丝,服饰
3064,601718.SH,际华集团,服饰
1178,002721.SZ,金一文化,服饰
3387,603608.SH,天创时尚,服饰
1100,002640.SZ,跨境通,服饰
1029,002569.SZ,步森股份,服饰
1072,002612.SZ,朗姿股份,服饰
3356,603555.SH,贵人鸟,服饰
2489,600439.SH,瑞贝卡,服饰
2246,600146.SH,商赢环球,服饰
3358,603557.SH,起步股份,服饰
3529,603900.SH,莱绅通灵,服饰
3034,601566.SH,九牧王,服饰
806,002345.SZ,潮宏基,服饰
2629,600612.SH,老凤祥,服饰
465,002003.SZ,伟星股份,服饰
491,002029.SZ,七匹狼,服饰
3372,603587.SH,地素时尚,服饰
1969,300591.SZ,万里马,服饰
3497,603839.SH,安正时尚,服饰
1230,002776.SZ,柏堡龙,服饰
1217,002762.SZ,金发拉比,服饰
1094,002634.SZ,棒杰股份,服饰
3197,603116.SH,红蜻蜓,服饰
3212,603157.SH,拉夏贝尔,服饰
3480,603808.SH,歌力思,服饰
964,002503.SZ,搜于特,服饰
1282,002832.SZ,比音勒芬,服饰
752,002291.SZ,星期六,服饰
955,002494.SZ,华斯股份,服饰
1147,002687.SZ,乔治白,服饰
1391,300005.SZ,探路者,服饰
560,002098.SZ,浔兴股份,服饰
1116,002656.SZ,摩登大道,服饰
1197,002740.SZ,爱迪尔,服饰
946,002485.SZ,希努尔,服饰
2194,600086.SH,东方金钰,服饰
947,002486.SZ,嘉麟杰,服饰
616,002154.SZ,报喜鸟,服饰
1188,002731.SZ,萃华珠宝,服饰
2465,600400.SH,红豆股份,服饰
2463,600398.SH,海澜之家,服饰
3123,603001.SH,奥康国际,服饰
1023,002563.SZ,森马服饰,服饰
3551,603958.SH,哈森股份,服饰
3234,603196.SH,日播时尚,服饰
730,002269.SZ,美邦服饰,服饰
1218,002763.SZ,汇洁股份,服饰
1159,002699.SZ,美盛文化,服饰
2143,600022.SH,山东钢铁,普钢
2230,600126.SH,杭钢股份,普钢
2941,601005.SH,重庆钢铁,普钢
256,000709.SZ,河钢股份,普钢
263,000717.SZ,韶钢松山,普钢
2589,600569.SH,安阳钢铁,普钢
2385,600307.SH,酒钢宏兴,普钢
3110,601969.SH,海南矿业,普钢
2940,601003.SH,柳钢股份,普钢
2364,600282.SH,南钢股份,普钢
2600,600581.SH,八一钢铁,普钢
2133,600010.SH,包钢股份,普钢
293,000761.SZ,本钢板材,普钢
2140,600019.SH,宝钢股份,普钢
572,002110.SZ,三钢闽光,普钢
2559,600532.SH,宏达矿业,普钢
2806,600808.SH,马钢股份,普钢
409,000932.SZ,华菱钢铁,普钢
2784,600782.SH,新钢股份,普钢
2786,600784.SH,鲁银投资,普钢
2321,600231.SH,凌钢股份,普钢
380,000898.SZ,鞍钢股份,普钢
425,000959.SZ,首钢股份,普钢
214,000655.SZ,*ST金岭,普钢
3399,603630.SH,拉芳家化,日用化工
280,000737.SZ,*ST南风,日用化工
2111,300740.SZ,御家汇,日用化工
2337,600249.SH,两面针,日用化工
3384,603605.SH,珀莱雅,日用化工
1097,002637.SZ,赞宇科技,日用化工
117,000523.SZ,广州浪奇,日用化工
556,002094.SZ,青岛金王,日用化工
2392,600315.SH,上海家化,日用化工
1362,002919.SZ,名臣健康,日用化工
314,000796.SZ,凯撒旅游,旅游服务
1563,300178.SZ,腾邦国际,旅游服务
2712,600706.SH,曲江文旅,旅游服务
186,000610.SZ,西安旅游,旅游服务
2611,600593.SH,大连圣亚,旅游服务
621,002159.SZ,三特索道,旅游服务
3091,601888.SH,中国国旅,旅游服务
1166,002707.SZ,众信旅游,旅游服务
2576,600555.SH,海航创新,旅游服务
2241,600138.SH,中青旅,旅游服务
3508,603869.SH,新智认知,旅游服务
2427,600358.SH,国旅联合,旅游服务
189,000613.SZ,大东海A,旅游服务
2163,600054.SH,黄山旅游,旅游景点
97,000430.SZ,张家界,旅游景点
521,002059.SZ,云南旅游,旅游景点
2754,600749.SH,*ST藏旅,旅游景点
442,000978.SZ,桂林旅游,旅游景点
1529,300144.SZ,宋城演艺,旅游景点
52,000069.SZ,华侨城A,旅游景点
3237,603199.SH,九华旅游,旅游景点
3187,603099.SH,长白山,旅游景点
373,000888.SZ,峨眉山A,旅游景点
495,002033.SZ,丽江旅游,旅游景点
3208,603136.SH,天目湖,旅游景点
33,000040.SZ,东旭蓝天,新型电力
3431,603693.SH,江苏新能,新型电力
2950,601016.SH,节能风电,新型电力
170,000591.SZ,太阳能,新型电力
358,000862.SZ,银星能源,新型电力
2261,600163.SH,中闽能源,新型电力
3112,601985.SH,中国核电,新型电力
3050,601619.SH,嘉泽新能,新型电力
415,000939.SZ,*ST凯迪,新型电力
567,002105.SZ,信隆健康,文教休闲
2671,600661.SH,昂立教育,文教休闲
1305,002858.SZ,力盛赛车,文教休闲
2686,600679.SH,上海凤凰,文教休闲
2815,600818.SH,中路股份,文教休闲
809,002348.SZ,高乐股份,文教休闲
1138,002678.SZ,珠江钢琴,文教休闲
762,002301.SZ,齐心集团,文教休闲
1309,002862.SZ,实丰文化,文教休闲
1713,300329.SZ,海伦钢琴,文教休闲
565,002103.SZ,广博股份,文教休闲
3332,603466.SH,风语筑,文教休闲
120,000526.SZ,紫光学大,文教休闲
1429,300043.SZ,星辉娱乐,文教休闲
2324,600234.SH,ST山水,文教休闲
3324,603398.SH,邦宝益智,文教休闲
147,000558.SZ,莱茵体育,文教休闲
1344,002899.SZ,英派斯,文教休闲
1743,300359.SZ,全通教育,文教休闲
2016,300640.SZ,德艺文创,文教休闲
1119,002659.SZ,凯文教育,文教休闲
1065,002605.SZ,姚记扑克,文教休闲
1324,002878.SZ,元隆雅图,文教休闲
2256,600158.SH,中体产业,文教休闲
3528,603899.SH,晨光文具,文教休闲
2026,300651.SZ,金陵体育,文教休闲
2078,300703.SZ,创源文化,文教休闲
1666,300282.SZ,三盛教育,文教休闲
13,000017.SZ,深中华A,文教休闲
1466,300081.SZ,恒信东方,文教休闲
1035,002575.SZ,群兴玩具,文教休闲
2869,600877.SH,ST嘉陵,摩托车
3067,601777.SH,力帆股份,摩托车
3469,603787.SH,新日股份,摩托车
3205,603129.SH,春风动力,摩托车
458,001696.SZ,宗申动力,摩托车
393,000913.SZ,钱江摩托,摩托车
2205,600099.SH,林海股份,摩托车
3461,603766.SH,隆鑫通用,摩托车
1919,300538.SZ,同益股份,批发业
2757,600753.SH,东方银星,批发业
902,002441.SZ,众业达,批发业
47,000062.SZ,深圳华强,批发业
387,000906.SZ,浙商中拓,批发业
213,000652.SZ,泰达股份,批发业
167,000587.SZ,金洲慈航,批发业
209,000638.SZ,万方发展,批发业
357,000861.SZ,海印股份,房产服务
746,002285.SZ,世联行,房产服务
35,000043.SZ,中航善达,房产服务
1268,002818.SZ,富森美,房产服务
2699,600692.SH,亚通股份,房产服务
149,000560.SZ,我爱我家,房产服务
3341,603506.SH,南都物业,房产服务
42,000056.SZ,皇庭国际,房产服务
3,000005.SZ,世纪星源,房产服务
2155,600037.SH,歌华有线,影视音像
3101,601929.SH,吉视传媒,影视音像
2828,600831.SH,广电网络,影视音像
2900,600936.SH,广西广电,影视音像
1635,300251.SZ,光线传媒,影视音像
1675,300291.SZ,华录百纳,影视音像
1084,002624.SZ,完美世界,影视音像
753,002292.SZ,奥飞娱乐,影视音像
320,000802.SZ,北京文化,影视音像
344,000835.SZ,长城动漫,影视音像
2883,600892.SH,大晟文化,影视音像
2933,600996.SH,贵广网络,影视音像
1413,300027.SZ,华谊兄弟,影视音像
2903,600959.SH,江苏有线,影视音像
2917,600977.SH,中国电影,影视音像
1720,300336.SZ,新文化,影视音像
1196,002739.SZ,万达电影,影视音像
963,002502.SZ,骅威文化,影视音像
2195,600088.SH,中视传媒,影视音像
229,000673.SZ,当代东方,影视音像
3447,603721.SH,中广天择,影视音像
221,000665.SZ,湖北广电,影视音像
3190,603103.SH,横店影视,影视音像
2720,600715.SH,文投控股,影视音像
1808,300426.SZ,唐德影视,影视音像
3039,601595.SH,上海电影,影视音像
3041,601599.SH,鹿港文化,影视音像
804,002343.SZ,慈文传媒,影视音像
1795,300413.SZ,芒果超媒,影视音像
3378,603598.SH,引力传媒,影视音像
906,002445.SZ,ST中南,影视音像
1518,300133.SZ,华策影视,影视音像
2650,600637.SH,东方明珠,影视音像
605,002143.SZ,印纪传媒,影视音像
395,000917.SZ,电广传媒,影视音像
65,000156.SZ,华数传媒,影视音像
700,002238.SZ,天威视讯,影视音像
2239,600136.SH,当代明诚,影视音像
1909,300528.SZ,幸福蓝海,影视音像
533,002071.SZ,长城影视,影视音像
2595,600576.SH,祥源文化,影视音像
376,000892.SZ,欢瑞世纪,影视音像
489,002027.SZ,分众传媒,影视音像
1349,002905.SZ,金逸影视,影视音像
3534,603909.SH,合诚股份,建筑施工
3520,603887.SH,城地股份,建筑施工
640,002178.SZ,延华智能,建筑施工
2336,600248.SH,延长化建,建筑施工
2086,300712.SZ,永福股份,建筑施工
3137,603017.SH,中衡设计,建筑施工
2116,300746.SZ,汉嘉设计,建筑施工
1088,002628.SZ,成都路桥,建筑施工
2050,300675.SZ,建科院,建筑施工
3562,603979.SH,金诚信,建筑施工
1229,002775.SZ,文科园林,建筑施工
2176,600068.SH,葛洲坝,建筑施工
597,002135.SZ,东南网架,建筑施工
3498,603843.SH,正平股份,建筑施工
3552,603959.SH,百利科技,建筑施工
3138,603018.SH,中设集团,建筑施工
2191,600083.SH,博信股份,建筑施工
602,002140.SZ,东华科技,建筑施工
2157,600039.SH,四川路桥,建筑施工
1210,002755.SZ,东方新星,建筑施工
3128,603007.SH,花王股份,建筑施工
8,000010.SZ,美丽生态,建筑施工
2104,300732.SZ,设研院,建筑施工
2267,600170.SH,上海建工,建筑施工
2555,600528.SH,中铁工业,建筑施工
2024,300649.SZ,杭州园林,建筑施工
2627,600610.SH,*ST毅达,建筑施工
405,000928.SZ,中钢国际,建筑施工
3026,601390.SH,中国中铁,建筑施工
99,000498.SZ,山东路桥,建筑施工
427,000961.SZ,中南建设,建筑施工
3047,601611.SH,中国核建,建筑施工
2644,600629.SH,华建集团,建筑施工
3049,601618.SH,中国中冶,建筑施工
1329,002883.SZ,中设股份,建筑施工
3331,603458.SH,勘设股份,建筑施工
1874,300492.SZ,山鼎设计,建筑施工
3402,603637.SH,镇海股份,建筑施工
1882,300500.SZ,启迪设计,建筑施工
3168,603060.SH,国检集团,建筑施工
1888,300506.SZ,名家汇,建筑施工
3055,601668.SH,中国建筑,建筑施工
1899,300517.SZ,海波重科,建筑施工
2772,600769.SH,祥龙电业,建筑施工
3320,603388.SH,元成股份,建筑施工
835,002374.SZ,丽鹏股份,建筑施工
2973,601117.SH,中国化学,建筑施工
1123,002663.SZ,普邦股份,建筑施工
2959,601068.SH,中铝国际,建筑施工
3227,603183.SH,建研院,建筑施工
1668,300284.SZ,苏交科,建筑施工
2912,600970.SH,中材国际,建筑施工
1002,002542.SZ,中化岩土,建筑施工
2901,600939.SH,重庆建工,建筑施工
3280,603316.SH,诚邦股份,建筑施工
1382,002941.SZ,新疆交建,建筑施工
1621,300237.SZ,美晨生态,建筑施工
2845,600853.SH,龙建股份,建筑施工
2990,601186.SH,中国铁建,建筑施工
930,002469.SZ,三维工程,建筑施工
2817,600820.SH,隧道股份,建筑施工
3303,603357.SH,设计总院,建筑施工
3305,603359.SH,东珠生态,建筑施工
57,000090.SZ,天健集团,建筑施工
892,002431.SZ,棕榈股份,建筑施工
2541,600512.SH,腾达建设,建筑施工
2532,600502.SH,安徽水利,建筑施工
3072,601800.SH,中国交建,建筑施工
524,002062.SZ,宏润建设,建筑施工
3069,601789.SH,宁波建工,建筑施工
784,002323.SZ,*ST百特,建筑施工
3467,603778.SH,乾景园林,建筑施工
522,002060.SZ,粤水电,建筑施工
513,002051.SZ,中工国际,建筑施工
49,000065.SZ,北方国际,建筑施工
1195,002738.SZ,中矿资源,建筑施工
2523,600491.SH,龙元建设,建筑施工
1046,002586.SZ,围海股份,建筑施工
2402,600326.SH,西藏天路,建筑施工
771,002310.SZ,东方园林,建筑施工
768,002307.SZ,北新路桥,建筑施工
3056,601669.SH,中国电建,建筑施工
2011,300635.SZ,达安股份,建筑施工
2366,600284.SH,浦东建设,建筑施工
578,002116.SZ,中国海诚,建筑施工
1917,300536.SZ,农尚环境,建筑施工
