code,name,outstanding,p_change_range0,p_change_range1,normalizing_std1,stop_mark
002209,达 意 隆,1.54,-1.11,-1.654,0.006,
000968,蓝焰控股,5.14,1.28,-1.657,0.006,
000900,现代投资,15.17,0.72,-1.657,0.004,
600726,华电能源,15.35,0.42,-1.659,0.002,
000157,中联重科,62.26,-0.28,-1.666,0.001,
002372,伟星新材,11.72,-0.21,-1.667,0.001,
002682,龙洲股份,4.32,0.0,-1.67,0.0,
002009,天奇股份,2.71,0.53,-1.672,0.003,
000681,视觉中国,3.1,-0.56,-1.674,0.003,
000488,晨鸣纸业,16.58,-0.34,-1.675,0.002,
002474,榕基软件,4.69,1.25,-1.676,0.006,
600873,梅花生物,30.74,0.73,-1.677,0.004,
600050,中国联通,211.97,0.38,-1.678,0.002,
002364,中恒电气,5.15,0.78,-1.679,0.004,
002822,中装建设,3.06,1.54,-1.679,0.008,
000565,渝三峡Ａ,4.34,2.63,-1.68,0.013,
600770,综艺股份,13.0,2.33,-1.681,0.012,
002035,华帝股份,7.82,1.38,-1.682,0.007,
002739,万达电影,17.1,2.18,-1.682,0.011,
002436,兴森科技,11.99,-0.97,-1.683,0.005,
002550,千红制药,9.04,0.25,-1.685,0.001,
002250,联化科技,8.89,-0.96,-1.693,0.005,
600546,山煤国际,19.82,1.17,-1.693,0.006,
600354,敦煌种业,5.28,-2.64,-1.696,0.013,
000153,丰原药业,3.12,0.7,-1.697,0.003,
002334,英威腾,5.78,2.43,-1.698,0.012,
002001,新 和 成,18.24,1.31,-1.699,0.007,
002559,亚威股份,3.07,0.88,-1.703,0.004,
002510,天汽模,7.74,2.8,-1.703,0.014,
000002,万 科Ａ,97.15,0.59,-1.703,0.003,
600169,太原重工,25.64,-0.43,-1.704,0.002,
600778,*ST友好,3.11,0.0,-1.71,0.0,
600282,南钢股份,43.35,0.59,-1.714,0.003,
600756,浪潮软件,3.24,1.14,-1.722,0.006,
601127,小康股份,2.16,0.18,-1.723,0.001,
600113,浙江东日,3.19,-0.67,-1.723,0.003,
601126,四方股份,8.13,0.39,-1.728,0.002,
002293,罗莱生活,7.0,-1.73,-1.73,0.009,
002317,众生药业,7.79,0.11,-1.732,0.001,
002277,友阿股份,14.17,0.59,-1.734,0.003,
002890,弘宇股份,0.48,0.95,-1.735,0.005,
600256,广汇能源,67.37,0.25,-1.735,0.001,
002666,德联集团,4.43,2.06,-1.737,0.01,
600173,卧龙地产,7.25,1.28,-1.738,0.006,
000819,岳阳兴长,2.71,-0.1,-1.738,0.001,
002718,友邦吊顶,0.26,3.31,-1.742,0.016,
600156,华升股份,4.02,-0.25,-1.746,0.001,
600376,首开股份,25.46,0.75,-1.749,0.004,
600496,精工钢构,15.1,0.0,-1.75,0.0,
600970,中材国际,17.37,0.54,-1.752,0.003,
600236,桂冠电力,36.04,-1.18,-1.753,0.006,
601311,骆驼股份,8.48,0.63,-1.755,0.003,
002788,鹭燕医药,1.06,2.28,-1.76,0.011,
000570,苏常柴Ａ,4.11,-0.26,-1.766,0.001,
600655,豫园股份,14.37,0.0,-1.77,0.0,
000725,京东方Ａ,338.6,1.09,-1.771,0.005,
000713,丰乐种业,2.99,-0.99,-1.772,0.005,
002239,奥特佳,30.26,1.83,-1.775,0.009,
600829,人民同泰,5.8,0.66,-1.776,0.003,
600685,中船防务,8.21,1.06,-1.78,0.005,
600261,阳光照明,14.52,-0.6,-1.783,0.003,
000978,桂林旅游,3.6,-0.54,-1.783,0.003,
600388,龙净环保,10.69,-0.5,-1.784,0.003,
600929,湖南盐业,1.5,0.61,-1.785,0.003,
000507,珠海港,7.72,-0.28,-1.786,0.001,
002675,东诚药业,7.0,2.68,-1.787,0.013,
002658,雪迪龙,3.05,1.72,-1.789,0.009,
000407,胜利股份,7.46,1.05,-1.79,0.005,
002384,东山精密,11.63,2.6,-1.791,0.013,
002676,顺威股份,7.2,2.49,-1.794,0.012,
600613,神奇制药,4.79,-2.15,-1.798,0.011,
002564,天沃科技,6.02,-1.09,-1.802,0.005,
002546,新联电子,7.8,0.53,-1.802,0.003,
000428,华天酒店,10.19,-1.45,-1.805,0.007,
002593,日上集团,4.66,0.62,-1.805,0.003,
002479,富春环保,7.95,0.62,-1.805,0.003,
600163,中闽能源,9.99,1.88,-1.808,0.009,
002643,万润股份,8.92,-0.11,-1.808,0.001,
002539,云图控股,6.06,0.46,-1.81,0.002,
002219,恒康医疗,18.65,3.6,-1.818,0.018,
600363,联创光电,4.43,0.74,-1.819,0.004,
600397,*ST安煤,9.9,0.47,-1.821,0.002,
000785,武汉中商,2.51,-0.85,-1.822,0.004,
000823,超声电子,5.37,1.76,-1.822,0.009,
002150,通润装备,2.74,1.57,-1.822,0.008,
600117,西宁特钢,7.41,0.27,-1.826,0.001,
000789,万年青,6.13,0.94,-1.826,0.005,
001896,豫能控股,9.3,0.0,-1.83,0.0,
002508,老板电器,9.35,1.71,-1.83,0.008,
601015,陕西黑猫,11.22,0.0,-1.84,0.0,
600448,华纺股份,5.15,0.95,-1.846,0.005,
600272,开开实业,1.6,0.27,-1.846,0.001,
002673,西部证券,35.02,2.66,-1.847,0.013,
000672,上峰水泥,8.14,0.34,-1.847,0.002,
600879,航天电子,24.13,0.0,-1.85,0.0,
600985,淮北矿业,2.63,-0.44,-1.854,0.002,
000066,中国长城,24.91,-0.19,-1.857,0.001,
600051,宁波联合,3.11,-0.17,-1.857,0.001,
600527,江南高纤,12.03,0.96,-1.857,0.005,
600295,鄂尔多斯,6.12,0.77,-1.86,0.004,
601101,昊华能源,12.0,0.48,-1.861,0.002,
002061,浙江交科,5.79,1.1,-1.862,0.005,
600525,长园集团,13.06,1.61,-1.865,0.008,
600186,莲花健康,10.62,-0.94,-1.871,0.005,
600137,浪莎股份,0.97,1.73,-1.871,0.009,
600746,江苏索普,3.05,2.86,-1.872,0.014,
002805,丰元股份,0.54,1.94,-1.873,0.01,
002230,科大讯飞,18.18,0.57,-1.874,0.003,
600293,三峡新材,5.17,0.24,-1.875,0.001,
000930,中粮生化,9.64,-0.13,-1.878,0.001,
002741,光华科技,3.21,-2.88,-1.88,0.015,
600301,ST南化,2.35,1.06,-1.881,0.005,
002380,科远股份,1.43,1.11,-1.883,0.006,
002026,山东威达,3.7,0.18,-1.884,0.001,
002112,三变科技,1.84,-0.44,-1.884,0.002,
002325,洪涛股份,9.2,-0.32,-1.885,0.002,
000752,西藏发展,2.64,1.39,-1.885,0.007,
000938,紫光股份,2.89,-0.09,-1.888,0.0,
600200,江苏吴中,7.15,0.74,-1.889,0.004,
002433,太安堂,6.92,0.39,-1.889,0.002,
601326,秦港股份,16.53,0.0,-1.89,0.0,
002075,沙钢股份,22.07,-0.95,-1.891,0.005,
601002,晋亿实业,7.93,1.06,-1.891,0.005,
600019,宝钢股份,221.01,0.3,-1.897,0.001,
600159,大龙地产,8.3,0.0,-1.9,0.0,
002402,和而泰,7.19,-1.04,-1.911,0.005,
600063,皖维高新,19.26,-0.39,-1.914,0.002,
002059,云南旅游,7.31,-0.35,-1.915,0.002,
000609,中迪投资,2.92,1.26,-1.92,0.006,
002362,汉王科技,1.78,2.71,-1.922,0.013,
600963,岳阳林纸,10.43,0.24,-1.925,0.001,
002505,大康农业,54.85,-0.65,-1.932,0.003,
002884,凌霄泵业,0.69,-0.42,-1.934,0.002,
000589,黔轮胎Ａ,7.75,-0.28,-1.935,0.001,
600135,乐凯胶片,3.73,0.33,-1.937,0.002,
000021,深科技,14.69,1.84,-1.938,0.009,
000702,正虹科技,2.67,0.54,-1.943,0.003,
002895,川恒股份,0.89,2.3,-1.945,0.011,
600048,保利地产,117.7,1.47,-1.95,0.007,
002493,荣盛石化,51.26,-1.28,-1.951,0.006,
600740,山西焦化,6.57,1.06,-1.952,0.005,
600153,建发股份,28.35,0.53,-1.953,0.003,
002627,宜昌交运,2.77,-1.68,-1.955,0.008,
002166,莱茵生物,3.54,0.62,-1.956,0.003,
000559,万向钱潮,27.53,1.29,-1.961,0.006,
002283,天润曲轴,10.24,0.86,-1.964,0.004,
600901,江苏租赁,6.4,0.17,-1.964,0.001,
601200,上海环境,6.72,0.22,-1.965,0.001,
002759,天际股份,1.26,1.79,-1.966,0.009,
600858,银座股份,5.18,-0.6,-1.972,0.003,
002644,佛慈制药,5.11,0.12,-1.973,0.001,
002664,长鹰信质,3.5,1.1,-1.973,0.005,
002736,国信证券,82.0,1.93,-1.974,0.01,
600698,湖南天雁,7.37,-0.22,-1.976,0.001,
600850,华东电脑,4.23,2.23,-1.982,0.011,
000100,TCL 集团,117.28,0.82,-1.983,0.004,
600238,*ST椰岛,4.45,0.2,-1.984,0.001,
002478,常宝股份,5.94,-2.57,-1.985,0.013,
002674,兴业科技,2.4,0.89,-1.985,0.004,
600326,西藏天路,8.65,1.18,-1.987,0.006,
002088,鲁阳节能,2.08,0.41,-1.99,0.002,
000778,新兴铸管,39.21,0.46,-1.991,0.002,
002763,汇洁股份,1.82,1.7,-1.992,0.008,
600694,大商股份,2.94,-0.58,-1.992,0.003,
000651,格力电器,59.7,-0.59,-1.992,0.003,
002056,横店东磁,16.42,2.06,-1.992,0.01,
000037,深南电A,3.39,0.82,-1.993,0.004,
601226,华电重工,11.55,-0.25,-1.996,0.001,
002053,云南能投,3.72,0.27,-1.996,0.001,
600868,梅雁吉祥,18.98,-1.01,-2.0,0.005,
600730,中国高科,5.87,1.66,-2.0,0.008,
601588,北辰实业,26.6,-1.01,-2.0,0.005,
000099,中信海直,6.06,-0.51,-2.002,0.003,
002097,山河智能,8.42,0.52,-2.003,0.003,
600097,开创国际,2.03,-3.12,-2.006,0.016,
600101,明星电力,3.24,-0.44,-2.013,0.002,
002387,维信诺,4.69,1.6,-2.017,0.008,
600888,新疆众和,8.34,0.0,-2.02,0.0,
002232,启明信息,4.04,1.54,-2.024,0.008,
600058,五矿发展,10.72,0.59,-2.025,0.003,
000821,京山轻机,4.41,-0.24,-2.026,0.001,
000655,*ST金岭,5.95,1.2,-2.028,0.006,
002855,捷荣技术,0.83,0.7,-2.029,0.003,
600479,千金药业,4.19,0.23,-2.035,0.001,
600343,航天动力,6.38,1.11,-2.035,0.006,
002696,百洋股份,2.1,1.38,-2.037,0.007,
002936,郑州银行,6.0,0.38,-2.039,0.002,
600193,*ST创兴,4.25,-0.69,-2.041,0.003,
000608,阳光股份,7.5,-0.38,-2.044,0.002,
600480,凌云股份,4.51,0.62,-2.046,0.003,
000921,海信家电,9.02,0.98,-2.049,0.005,
000537,广宇发展,5.13,-0.52,-2.052,0.003,
600830,香溢融通,4.54,2.76,-2.059,0.014,
600780,通宝能源,11.47,-0.89,-2.059,0.004,
600075,新疆天业,8.32,0.0,-2.06,0.0,
002885,京泉华,0.45,1.68,-2.062,0.008,
600722,金牛化工,6.8,1.07,-2.063,0.005,
000601,韶能股份,10.8,1.34,-2.065,0.007,
002504,弘高创意,4.15,1.34,-2.075,0.007,
000417,合肥百货,7.79,0.21,-2.075,0.001,
002847,盐津铺子,0.36,1.42,-2.079,0.007,
600727,鲁北化工,3.51,0.99,-2.08,0.005,
600251,冠农股份,7.85,-0.77,-2.08,0.004,
600151,航天机电,13.89,-0.7,-2.08,0.004,
000783,长江证券,55.29,0.71,-2.08,0.004,
600284,浦东建设,9.7,0.78,-2.082,0.004,
002915,中欣氟材,0.28,-4.33,-2.082,0.022,
002685,华东重机,6.2,1.07,-2.083,0.005,
002279,久其软件,5.8,1.08,-2.084,0.005,
000413,东旭光电,40.95,0.86,-2.085,0.004,
600217,中再资环,13.19,-0.21,-2.086,0.001,
600721,百花村,3.05,0.9,-2.087,0.004,
002144,宏达高科,1.41,1.37,-2.087,0.007,
002864,盘龙药业,0.45,-1.17,-2.089,0.006,
002198,嘉应制药,4.65,0.16,-2.094,0.001,
000012,南 玻Ａ,17.36,0.24,-2.096,0.001,
000700,模塑科技,6.97,0.62,-2.097,0.003,
002251,步 步 高,8.03,1.41,-2.099,0.007,
002360,同德化工,2.97,2.0,-2.1,0.01,
600793,宜宾纸业,1.05,0.51,-2.103,0.003,
002300,太阳电缆,5.43,-0.36,-2.104,0.002,
002133,广宇集团,6.35,-0.27,-2.105,0.001,
002582,好想你,2.61,0.25,-2.106,0.001,
000090,天健集团,9.28,0.0,-2.11,0.0,
600725,ST云维,12.32,0.43,-2.111,0.002,
002390,信邦制药,11.35,0.43,-2.111,0.002,
000880,潍柴重机,1.35,-0.4,-2.113,0.002,
002421,达实智能,14.88,0.81,-2.113,0.004,
600676,交运股份,9.62,0.22,-2.115,0.001,
600616,金枫酒业,5.15,0.59,-2.116,0.003,
002581,未名医药,4.01,-0.67,-2.12,0.003,
600594,益佰制药,7.92,1.01,-2.121,0.005,
600333,长春燃气,5.3,0.17,-2.124,0.001,
000554,泰山石油,3.63,0.6,-2.126,0.003,
600565,迪马股份,23.69,0.0,-2.13,0.0,
000014,沙河股份,2.02,0.55,-2.135,0.003,
600319,亚星化学,3.16,1.32,-2.135,0.007,
002099,海翔药业,15.92,-0.22,-2.136,0.001,
002853,皮阿诺,0.58,1.37,-2.137,0.007,
600007,中国国贸,10.07,-1.25,-2.139,0.006,
002769,普路通,2.32,-0.65,-2.14,0.003,
600636,三爱富,4.47,2.51,-2.144,0.012,
002020,京新药业,5.87,-0.1,-2.148,0.001,
001965,招商公路,5.55,-0.73,-2.15,0.004,
601228,广州港,14.43,0.24,-2.156,0.001,
000798,中水渔业,3.19,-0.91,-2.159,0.005,
000982,*ST 中绒,18.05,0.0,-2.16,0.0,
600717,天津港,16.75,-0.28,-2.165,0.001,
000516,国际医学,19.33,0.41,-2.171,0.002,
000717,韶钢松山,24.2,0.82,-2.174,0.004,
000591,太阳能,20.37,0.96,-2.18,0.005,
000671,阳 光 城,32.41,1.22,-2.181,0.006,
002048,宁波华翔,4.6,1.81,-2.181,0.009,
002900,哈三联,1.45,0.87,-2.186,0.004,
600617,国新能源,8.98,0.38,-2.19,0.002,
600773,西藏城投,7.29,1.97,-2.19,0.01,
000529,广弘控股,5.7,-0.41,-2.193,0.002,
002707,众信旅游,5.1,1.67,-2.193,0.008,
600992,贵绳股份,2.45,0.14,-2.193,0.001,
600189,吉林森工,4.26,-0.25,-2.195,0.001,
000519,中兵红箭,7.35,0.91,-2.198,0.005,
600096,云天化,11.22,-1.41,-2.199,0.007,
002845,同兴达,0.65,1.94,-2.199,0.01,
600425,青松建化,13.79,0.0,-2.2,0.0,
002222,福晶科技,4.23,0.99,-2.201,0.005,
600529,山东药玻,3.6,-0.45,-2.202,0.002,
000061,农 产 品,16.95,-0.41,-2.203,0.002,
601577,长沙银行,3.42,0.11,-2.203,0.001,
600562,国睿科技,6.02,0.82,-2.205,0.004,
002679,福建金森,2.36,-3.67,-2.206,0.019,
000528,柳 工,14.63,0.6,-2.207,0.003,
601138,工业富联,11.18,0.61,-2.207,0.003,
000820,神雾节能,2.88,-0.75,-2.209,0.004,
000631,顺发恒业,24.33,1.98,-2.211,0.01,
002202,金风科技,28.55,1.1,-2.216,0.005,
002872,天圣制药,2.11,0.32,-2.218,0.002,
600461,洪城水业,5.94,0.35,-2.219,0.002,
601100,恒立液压,8.82,1.03,-2.223,0.005,
000539,粤电力Ａ,25.54,0.51,-2.224,0.003,
601566,九牧王,5.75,-0.08,-2.228,0.0,
000622,恒立实业,4.25,1.77,-2.23,0.009,
002174,游族网络,6.19,1.61,-2.231,0.008,
000712,锦龙股份,8.95,4.23,-2.232,0.021,
600581,八一钢铁,15.33,0.77,-2.233,0.004,
002919,名臣健康,0.2,1.05,-2.234,0.005,
002651,利君股份,4.18,0.23,-2.236,0.001,
600851,海欣股份,7.38,-0.93,-2.238,0.005,
002029,七 匹 狼,7.56,0.93,-2.239,0.005,
002002,鸿达兴业,25.49,0.66,-2.239,0.003,
002388,新亚制程,4.0,1.07,-2.245,0.005,
000868,安凯客车,6.96,1.29,-2.245,0.006,
000551,创元科技,4.0,1.07,-2.245,0.005,
000009,中国宝安,21.2,1.71,-2.247,0.008,
601231,环旭电子,21.76,2.13,-2.251,0.011,
600755,厦门国贸,18.16,0.43,-2.251,0.002,
600791,京能置业,4.52,1.03,-2.253,0.005,
000619,海螺型材,3.6,0.36,-2.259,0.002,
002835,同为股份,0.85,0.97,-2.261,0.005,
002353,杰瑞股份,6.73,2.44,-2.262,0.012,
002821,凯莱英,1.21,-0.14,-2.267,0.001,
002054,德美化工,3.12,1.72,-2.267,0.009,
000523,广州浪奇,5.35,2.38,-2.268,0.012,
600587,新华医疗,4.03,-1.64,-2.27,0.008,
600743,华远地产,23.46,0.0,-2.27,0.0,
600855,航天长峰,3.3,0.1,-2.272,0.001,
002734,利民股份,2.05,0.1,-2.272,0.0,
600537,亿晶光电,11.76,-0.33,-2.274,0.002,
002863,今飞凯达,1.86,0.15,-2.274,0.001,
002195,二三四五,42.53,1.05,-2.275,0.005,
000544,中原环保,5.22,-1.34,-2.277,0.007,
600449,宁夏建材,4.78,-0.9,-2.277,0.005,
002442,龙星化工,4.8,-0.81,-2.278,0.004,
002164,宁波东力,4.4,0.67,-2.28,0.003,
600211,西藏药业,1.46,0.3,-2.288,0.002,
002224,三 力 士,4.66,1.02,-2.293,0.005,
600317,营口港,64.73,-1.92,-2.293,0.01,
000415,渤海租赁,35.48,0.53,-2.295,0.003,
600222,太龙药业,5.67,0.0,-2.3,0.0,
000020,深华发Ａ,1.81,0.76,-2.303,0.004,
000679,大连友谊,3.56,2.17,-2.305,0.011,
002770,科迪乳业,5.83,-0.67,-2.309,0.003,
600375,华菱星马,5.56,0.0,-2.31,0.0,
002178,延华智能,7.1,0.48,-2.313,0.002,
601011,宝泰隆,15.99,1.03,-2.314,0.005,
002448,中原内配,4.71,0.18,-2.314,0.001,
600099,林海股份,2.19,0.32,-2.318,0.002,
002810,山东赫达,0.61,-2.32,-2.32,0.012,
002404,嘉欣丝绸,3.99,0.0,-2.32,0.0,
600148,长春一东,1.42,1.21,-2.322,0.006,
000709,河钢股份,106.17,-0.34,-2.323,0.002,
000779,三毛派神,1.86,-2.82,-2.324,0.014,
600090,同济堂,7.03,0.86,-2.327,0.004,
002669,康达新材,2.29,3.63,-2.329,0.018,
600021,上海电力,8.56,1.34,-2.329,0.007,
000546,金圆股份,6.61,0.12,-2.333,0.001,
600628,新世界,5.32,0.3,-2.338,0.001,
002566,益盛药业,2.26,0.64,-2.339,0.003,
000809,铁岭新城,8.25,0.0,-2.34,0.0,
600185,格力地产,20.6,0.54,-2.345,0.003,
002526,山东矿机,15.1,-0.95,-2.347,0.005,
000421,南京公用,5.73,0.88,-2.348,0.004,
600439,瑞贝卡,11.32,0.35,-2.349,0.002,
002613,北玻股份,6.3,1.75,-2.351,0.009,
600827,百联股份,15.43,-0.34,-2.353,0.002,
000043,中航善达,6.67,1.54,-2.359,0.008,
600012,皖通高速,11.66,1.23,-2.364,0.006,
600055,万东医疗,4.85,2.71,-2.364,0.013,
000301,东方盛虹,12.18,0.56,-2.366,0.003,
002057,中钢天源,3.2,-0.16,-2.366,0.001,
002738,中矿资源,1.26,-0.91,-2.367,0.005,
600239,云南城投,16.06,0.0,-2.37,0.0,
600280,中央商场,11.48,1.37,-2.371,0.007,
002655,共达电声,3.6,-3.06,-2.381,0.016,
002410,广联达,8.86,-0.3,-2.384,0.002,
600190,锦州港,17.79,-1.04,-2.386,0.005,
000926,福星股份,9.47,-0.61,-2.389,0.003,
002652,扬子新材,5.1,-0.44,-2.391,0.002,
002393,力生制药,1.82,0.45,-2.393,0.002,
600308,华泰股份,11.68,0.45,-2.393,0.002,
002348,高乐股份,7.38,1.24,-2.395,0.006,
000027,深圳能源,39.64,-0.19,-2.396,0.001,
002600,领益智造,15.13,0.71,-2.402,0.004,
000931,中 关 村,7.02,-2.92,-2.405,0.015,
600882,广泽股份,4.03,-0.9,-2.406,0.005,
002860,星帅尔,0.47,1.07,-2.407,0.005,
002816,和科达,0.57,0.0,-2.41,0.0,
600183,生益科技,21.17,-0.56,-2.41,0.003,
002846,英联股份,0.5,1.21,-2.413,0.006,
000761,本钢板材,27.36,-1.09,-2.415,0.005,
002616,长青集团,4.59,-1.07,-2.415,0.005,
600833,第一医药,2.23,-0.45,-2.421,0.002,
002401,中远海科,3.0,0.11,-2.423,0.001,
601003,柳钢股份,25.63,0.63,-2.429,0.003,
600221,海航控股,164.36,0.0,-2.43,0.0,
000883,湖北能源,53.46,0.0,-2.43,0.0,
002136,安 纳 达,2.14,0.37,-2.43,0.002,
600400,红豆股份,24.96,1.01,-2.434,0.005,
000518,四环生物,10.3,-0.28,-2.434,0.001,
600466,蓝光发展,29.73,-1.51,-2.436,0.008,
002290,中科新材,2.1,-0.99,-2.436,0.005,
000723,美锦能源,10.81,0.28,-2.438,0.001,
600908,无锡银行,8.04,-0.18,-2.446,0.001,
002458,益生股份,1.79,1.64,-2.446,0.008,
002218,拓日新能,12.16,0.36,-2.45,0.002,
002465,海格通信,20.71,0.66,-2.45,0.003,
000611,天首发展,3.19,-0.3,-2.463,0.001,
002861,瀛通通讯,0.53,0.17,-2.464,0.001,
600175,美都能源,24.51,1.28,-2.467,0.006,
002483,润邦股份,6.71,-0.75,-2.467,0.004,
000969,安泰科技,9.05,0.2,-2.475,0.001,
002729,好利来,0.67,1.5,-2.479,0.007,
002689,远大智能,10.41,-0.56,-2.479,0.003,
002131,利欧股份,33.85,0.0,-2.48,0.0,
600896,*ST海投,5.77,0.51,-2.485,0.003,
000939,*ST凯迪,30.38,0.85,-2.488,0.004,
600120,浙江东方,6.65,0.07,-2.492,0.0,
000505,京粮控股,4.06,1.63,-2.496,0.008,
002106,莱宝高科,7.04,0.0,-2.5,0.0,
002574,明牌珠宝,5.28,-0.98,-2.505,0.005,
600106,重庆路桥,10.98,0.0,-2.51,0.0,
600561,江西长运,2.37,1.57,-2.513,0.008,
600653,申华控股,17.46,-1.02,-2.515,0.005,
600589,广东榕泰,6.62,-0.7,-2.517,0.004,
002335,科华恒盛,2.25,1.63,-2.517,0.008,
000838,财信发展,6.32,0.65,-2.52,0.003,
002606,大连电瓷,4.04,2.04,-2.521,0.01,
002921,联诚精密,0.2,0.72,-2.523,0.004,
600819,耀皮玻璃,7.47,0.71,-2.523,0.004,
600560,金自天正,2.24,3.06,-2.526,0.015,
002424,贵州百灵,7.28,-0.11,-2.527,0.001,
002094,青岛金王,6.01,0.87,-2.529,0.004,
600644,乐山电力,5.38,0.44,-2.533,0.002,
002119,康强电子,2.83,-1.6,-2.535,0.008,
000032,深桑达Ａ,2.79,1.82,-2.538,0.009,
000410,沈阳机床,7.4,0.62,-2.539,0.003,
600008,首创股份,48.21,0.0,-2.54,0.0,
600977,中国电影,5.65,-2.54,-2.54,0.013,
002139,拓邦股份,7.84,0.72,-2.543,0.004,
002027,分众传媒,69.65,0.17,-2.545,0.001,
002435,长江润发,3.12,0.18,-2.555,0.001,
000668,荣丰控股,1.47,-3.53,-2.556,0.018,
600526,菲达环保,5.47,-4.63,-2.56,0.024,
601339,百隆东方,15.0,-1.3,-2.563,0.007,
002042,华孚时尚,15.18,1.6,-2.566,0.008,
000036,华联控股,11.36,1.07,-2.569,0.005,
601608,中信重工,43.0,-1.12,-2.583,0.006,
600903,贵州燃气,4.51,-0.3,-2.583,0.002,
601555,东吴证券,28.91,3.62,-2.587,0.018,
002116,中国海诚,4.15,0.84,-2.589,0.004,
000837,秦川机床,5.83,-0.48,-2.59,0.002,
600233,圆通速递,7.83,0.8,-2.597,0.004,
002065,东华软件,28.08,0.57,-2.598,0.003,
601116,三江购物,4.11,0.35,-2.6,0.002,
600834,申通地铁,4.77,-0.3,-2.603,0.001,
600416,湘电股份,8.81,0.84,-2.609,0.004,
002485,希努尔,5.44,-1.27,-2.613,0.006,
002200,云投生态,1.32,1.18,-2.614,0.006,
002266,浙富控股,16.18,0.73,-2.614,0.004,
002481,双塔食品,11.07,-0.67,-2.617,0.003,
000731,四川美丰,5.91,0.58,-2.618,0.003,
000035,中国天楹,12.81,1.13,-2.622,0.006,
600692,亚通股份,2.55,0.0,-2.63,0.0,
000812,陕西金叶,6.69,1.1,-2.631,0.005,
600522,中天科技,30.66,0.91,-2.632,0.005,
002671,龙泉股份,3.38,0.23,-2.637,0.001,
601010,文峰股份,18.48,-0.67,-2.637,0.003,
002344,海宁皮城,12.71,0.84,-2.639,0.004,
600965,福成股份,8.19,-1.68,-2.644,0.008,
600706,曲江文旅,1.78,1.29,-2.65,0.006,
600291,西水股份,9.79,0.89,-2.651,0.004,
600191,华资实业,4.85,1.85,-2.652,0.009,
600220,江苏阳光,17.83,0.92,-2.653,0.005,
000536,华映科技,20.03,0.46,-2.654,0.002,
600493,凤竹纺织,2.72,1.55,-2.654,0.008,
000581,威孚高科,8.36,-1.8,-2.654,0.009,
002227,奥 特 迅,2.2,2.09,-2.657,0.01,
000636,风华高科,8.75,1.82,-2.66,0.009,
600787,中储股份,18.6,0.0,-2.66,0.0,
002010,传化智联,27.36,1.01,-2.667,0.005,
002123,梦网集团,6.45,0.28,-2.668,0.001,
600663,陆家嘴,24.45,0.0,-2.67,0.0,
002869,金溢科技,0.45,-1.84,-2.674,0.009,
600179,安通控股,6.74,-0.14,-2.676,0.001,
600626,申达股份,7.1,0.0,-2.68,0.0,
600025,华能水电,18.0,0.34,-2.68,0.002,
600143,金发科技,25.6,0.86,-2.68,0.004,
000890,法 尔 胜,3.8,0.85,-2.68,0.004,
600491,龙元建设,9.48,1.83,-2.681,0.009,
002932,明德生物,0.17,1.29,-2.681,0.006,
002609,捷顺科技,3.67,1.49,-2.691,0.007,
002273,水晶光电,8.1,1.09,-2.691,0.005,
002873,新天药业,0.65,0.43,-2.693,0.002,
600846,同济科技,6.25,0.69,-2.693,0.003,
600162,香江控股,29.74,0.47,-2.695,0.002,
601377,兴业证券,66.97,1.2,-2.696,0.006,
002780,三夫户外,0.64,0.81,-2.698,0.004,
000045,深纺织Ａ,4.57,0.88,-2.701,0.004,
002721,金一文化,5.45,-1.13,-2.702,0.006,
002049,紫光国微,6.05,0.47,-2.705,0.002,
002014,永新股份,4.86,-0.69,-2.706,0.003,
002579,中京电子,3.47,-1.26,-2.711,0.006,
002524,光正集团,5.01,0.65,-2.712,0.003,
002308,威创股份,9.02,1.41,-2.717,0.007,
600052,浙江广厦,8.72,0.0,-2.72,0.0,
000046,泛海控股,50.93,-0.4,-2.731,0.002,
600794,保税科技,11.92,0.35,-2.731,0.002,
600720,祁连山,7.76,-1.02,-2.732,0.005,
002667,鞍重股份,1.64,1.14,-2.734,0.006,
002807,江阴银行,7.18,0.56,-2.738,0.003,
601216,君正集团,84.38,0.0,-2.74,0.0,
000026,飞亚达Ａ,3.57,-0.93,-2.743,0.005,
002584,西陇科学,3.64,2.58,-2.744,0.013,
600822,上海物贸,3.96,0.0,-2.75,0.0,
000418,小天鹅Ａ,4.39,-1.17,-2.751,0.006,
000957,中通客车,5.93,1.65,-2.751,0.008,
600323,瀚蓝环境,7.66,0.37,-2.752,0.002,
002898,赛隆药业,0.6,1.33,-2.754,0.007,
600345,长江通信,1.98,0.24,-2.757,0.001,
002375,亚厦股份,12.52,0.57,-2.759,0.003,
600053,九鼎投资,4.34,1.03,-2.759,0.005,
600796,钱江生化,3.01,0.36,-2.761,0.002,
002605,姚记扑克,2.67,-1.4,-2.761,0.007,
000759,中百集团,6.81,-0.88,-2.763,0.004,
002281,光迅科技,6.23,1.53,-2.765,0.008,
000687,华讯方舟,7.53,1.58,-2.768,0.008,
002852,道道全,1.25,-0.08,-2.768,0.0,
002633,申科股份,1.49,0.0,-2.77,0.0,
002213,特 尔 佳,1.97,-5.72,-2.778,0.029,
600771,广誉远,3.02,1.06,-2.78,0.005,
002624,完美世界,4.66,0.0,-2.78,0.0,
000826,启迪桑德,11.88,0.09,-2.783,0.0,
