code,name,p_change_range0,average_turnover,stop_mark
300306,远方信息,-2.397,0.957,
002526,山东矿机,-5.661,0.957,
600867,DR通化东,4.119,0.957,
002254,泰和新材,-2.273,0.953,
002138,顺络电子,-4.846,0.953,
600313,农发种业,-4.816,0.953,
000671,阳 光 城,-5.933,0.953,
600563,法拉电子,-2.152,0.95,
300251,光线传媒,-5.305,0.95,
600157,永泰能源,0.419,0.95,
600704,物产中大,-2.591,0.95,
002681,奋达科技,-5.624,0.95,
600420,现代制药,0.244,0.95,
300318,博晖创新,-3.391,0.95,
600462,九有股份,-4.27,0.95,
600298,安琪酵母,-1.396,0.947,
601128,常熟银行,-2.798,0.947,
600635,大众公用,-4.352,0.947,
600475,华光股份,-3.806,0.947,
600567,山鹰纸业,-5.213,0.943,
002376,新北洋,-3.613,0.943,
002102,冠福股份,-0.23,0.943,
600249,两面针,0.55,0.94,
300269,联建光电,-0.625,0.94,
600187,国中水务,-3.089,0.937,
600801,华新水泥,-3.124,0.937,
600967,内蒙一机,-1.691,0.937,
000301,东方市场,1.669,0.937,
002367,康力电梯,-2.721,0.937,
002791,坚朗五金,0.731,0.933,
600371,万向德农,-4.54,0.933,
300126,锐奇股份,-1.503,0.933,
600280,中央商场,1.403,0.933,
002476,宝莫股份,-4.967,0.933,
300436,广生堂,-4.151,0.933,
300279,和晶科技,-6.988,0.933,
002430,杭氧股份,-3.229,0.933,
600056,中国医药,-1.028,0.93,
300094,国联水产,0.91,0.93,
300338,开元股份,-2.39,0.93,
600782,新钢股份,-4.74,0.927,
601163,三角轮胎,-1.998,0.927,
600521,DR华海药,3.21,0.923,
600969,郴电国际,-2.128,0.923,
000426,兴业矿业,-2.827,0.923,
002645,华宏科技,-3.842,0.923,
600295,鄂尔多斯,-6.789,0.92,
600405,动力源,-4.125,0.92,
300242,佳云科技,-3.895,0.917,
600879,航天电子,-0.492,0.913,
002104,恒宝股份,-4.166,0.913,
600179,安通控股,-0.303,0.913,
002502,骅威文化,-1.862,0.913,
002326,永太科技,-4.621,0.91,
000831,五矿稀土,-5.161,0.91,
000703,恒逸石化,-6.859,0.91,
002701,奥瑞金,0.316,0.91,
300518,盛讯达,-0.474,0.907,
002668,奥马电器,-1.953,0.907,
002043,兔 宝 宝,-5.992,0.907,
600085,同仁堂,0.686,0.907,
600257,大湖股份,-5.183,0.903,
002025,航天电器,-3.977,0.903,
600135,乐凯胶片,-3.198,0.903,
600630,龙头股份,-1.064,0.9,
002053,云南能投,-6.621,0.9,
002672,东江环保,-1.03,0.9,
600868,XD梅雁吉,-3.331,0.9,
002294,信立泰,4.608,0.897,
600343,航天动力,2.319,0.897,
300206,理邦仪器,-0.251,0.893,
002027,分众传媒,-2.293,0.893,
300172,中电环保,-4.474,0.893,
600425,青松建化,-4.713,0.893,
002268,卫 士 通,-3.736,0.893,
300095,华伍股份,-3.848,0.89,
002507,涪陵榨菜,-1.296,0.89,
000159,国际实业,-5.165,0.89,
600499,科达洁能,-4.376,0.89,
300281,金明精机,-3.443,0.887,
600652,游久游戏,-3.148,0.887,
600282,南钢股份,-4.501,0.887,
000707,*ST双环,-4.1,0.887,
600138,中青旅,-1.76,0.887,
600598,北大荒,-3.278,0.887,
002494,华斯股份,-4.722,0.883,
300398,飞凯材料,-1.357,0.883,
000739,普洛药业,0.791,0.883,
300567,精测电子,-3.334,0.883,
002679,福建金森,-9.32,0.883,
300033,同花顺,-2.336,0.883,
000088,盐 田 港,-0.256,0.883,
000726,鲁 泰Ａ,-2.881,0.883,
002589,瑞康医药,-1.678,0.883,
000970,中科三环,-5.178,0.88,
000581,威孚高科,-2.319,0.88,
300015,爱尔眼科,0.79,0.88,
601607,上海医药,4.158,0.88,
600191,华资实业,-5.089,0.88,
300448,浩云科技,2.963,0.88,
600175,美都能源,-5.267,0.877,
000018,神州长城,-0.336,0.877,
002436,兴森科技,-1.757,0.873,
002564,天沃科技,-5.737,0.873,
002570,*ST因美,-0.391,0.873,
002180,纳思达,-2.49,0.873,
000985,大庆华科,-5.673,0.87,
000792,盐湖股份,-7.745,0.87,
600636,三爱富,-3.065,0.87,
600668,尖峰集团,-2.579,0.87,
601012,隆基股份,-7.647,0.87,
300443,金雷风电,-3.269,0.867,
000537,广宇发展,-1.225,0.867,
600137,浪莎股份,-4.574,0.867,
300190,维尔利,-5.41,0.867,
300321,同大股份,-1.074,0.867,
000882,华联股份,-1.618,0.867,
300262,巴安水务,-5.744,0.867,
002261,拓维信息,-8.237,0.867,
600692,亚通股份,-2.742,0.867,
002197,证通电子,-4.915,0.863,
002397,梦洁股份,-3.411,0.863,
600742,一汽富维,1.384,0.863,
002508,老板电器,-5.97,0.863,
002579,中京电子,-0.938,0.863,
601881,中国银河,-2.452,0.863,
300003,乐普医疗,2.205,0.86,
000698,沈阳化工,-3.644,0.86,
002080,中材科技,-3.826,0.86,
601600,中国铝业,-2.221,0.857,
300258,精锻科技,-0.77,0.857,
600814,杭州解百,-0.143,0.853,
600624,复旦复华,-5.126,0.853,
002097,山河智能,-3.296,0.853,
300061,康旗股份,-3.764,0.85,
600758,红阳能源,-3.692,0.85,
002465,海格通信,-3.048,0.847,
000982,*ST 中绒,-11.202,0.847,
002639,雪人股份,-1.426,0.847,
002166,莱茵生物,-3.695,0.847,
600597,光明乳业,-2.914,0.847,
600446,金证股份,-3.457,0.847,
300055,万邦达,-6.879,0.843,
002191,劲嘉股份,-1.191,0.843,
002381,双箭股份,-1.794,0.843,
002106,莱宝高科,-5.745,0.843,
600854,春兰股份,-2.277,0.843,
600097,开创国际,4.984,0.843,
002119,康强电子,-1.239,0.843,
600200,江苏吴中,-2.531,0.843,
002571,德力股份,-5.466,0.843,
300042,朗科科技,0.693,0.84,
600283,钱江水利,-3.633,0.84,
601918,新集能源,-4.864,0.84,
000338,潍柴动力,-0.347,0.84,
600026,中远海能,-3.3,0.84,
000791,甘肃电投,-3.19,0.837,
600585,海螺水泥,-4.078,0.837,
002277,友阿股份,-2.756,0.837,
600099,林海股份,0.69,0.837,
002514,宝馨科技,-6.102,0.833,
002342,巨力索具,-2.05,0.833,
000802,北京文化,-1.962,0.833,
002164,宁波东力,-5.195,0.833,
002291,星期六,-4.432,0.83,
002419,天虹股份,-3.523,0.83,
000926,福星股份,-2.756,0.827,
600362,江西铜业,-2.77,0.827,
600503,华丽家族,-4.936,0.827,
600502,安徽水利,-2.417,0.827,
600186,莲花健康,-5.017,0.823,
300389,艾比森,-0.731,0.823,
002217,合力泰,-6.826,0.823,
002267,陕天然气,-4.817,0.823,
300224,正海磁材,-3.017,0.823,
600031,三一重工,-3.85,0.823,
300396,迪瑞医疗,-2.646,0.82,
300027,华谊兄弟,-3.131,0.817,
600107,美尔雅,-4.09,0.817,
600619,海立股份,-3.915,0.817,
000731,四川美丰,-3.825,0.817,
002284,亚太股份,0.693,0.817,
000090,天健集团,0.773,0.813,
600337,美克家居,3.003,0.813,
002403,爱仕达,-3.345,0.813,
600161,天坛生物,-3.861,0.813,
600192,长城电工,-5.519,0.813,
000998,隆平高科,-5.843,0.81,
300434,金石东方,-5.231,0.81,
002123,梦网集团,-1.918,0.81,
600661,新南洋,2.569,0.81,
600258,首旅酒店,0.471,0.81,
002559,亚威股份,-1.619,0.807,
000525,红 太 阳,-4.477,0.807,
600149,ST坊展,-4.103,0.807,
600319,亚星化学,-2.788,0.807,
300315,掌趣科技,-5.795,0.807,
002546,新联电子,-2.815,0.807,
002484,江海股份,-2.649,0.803,
002274,华昌化工,-2.997,0.803,
000005,世纪星源,0.549,0.8,
002640,跨境通,-6.701,0.8,
000585,*ST东电,-3.796,0.8,
300264,佳创视讯,-5.676,0.797,
601101,昊华能源,-5.944,0.793,
000833,贵糖股份,-4.228,0.793,
002162,悦心健康,-3.371,0.793,
000089,深圳机场,-0.789,0.793,
300320,海达股份,-4.162,0.793,
000430,张家界,1.433,0.793,
600539,*ST狮头,-0.513,0.79,
000995,*ST皇台,-0.421,0.79,
600773,西藏城投,-5.111,0.79,
600270,外运发展,-2.74,0.79,
000411,英特集团,3.271,0.79,
600029,南方航空,0.901,0.79,
002603,以岭药业,-2.206,0.79,
600547,XD山东黄,0.914,0.79,
600100,同方股份,-0.901,0.79,
300153,科泰电源,-4.136,0.79,
600429,三元股份,-2.17,0.787,
300395,菲利华,-2.939,0.787,
300117,嘉寓股份,-4.708,0.787,
002734,利民股份,-1.355,0.787,
002413,雷科防务,-1.594,0.783,
600088,中视传媒,-1.985,0.783,
002605,姚记扑克,-1.369,0.783,
600787,中储股份,1.793,0.78,
002611,东方精工,-3.284,0.78,
601890,亚星锚链,-3.146,0.78,
600793,宜宾纸业,-4.716,0.78,
002714,牧原股份,3.377,0.78,
600239,云南城投,-1.371,0.78,
600997,开滦股份,-6.109,0.777,
002318,久立特材,-2.565,0.777,
002132,恒星科技,-2.518,0.777,
002211,宏达新材,-4.33,0.777,
600105,永鼎股份,-4.953,0.773,
002730,电光科技,-5.21,0.773,
002216,三全食品,-0.115,0.773,
002656,摩登大道,-0.808,0.773,
601933,永辉超市,0.431,0.773,
600615,丰华股份,-2.192,0.773,
002351,漫步者,-4.357,0.773,
601518,吉林高速,-5.739,0.77,
601002,晋亿实业,-2.011,0.77,
600592,龙溪股份,-3.217,0.77,
000153,丰原药业,-5.049,0.77,
002152,广电运通,-0.395,0.767,
300072,三聚环保,-3.395,0.767,
000928,中钢国际,-3.074,0.763,
000951,中国重汽,-3.364,0.763,
600326,XD西藏天,-1.57,0.763,
002539,云图控股,-5.012,0.763,
300392,腾信股份,-1.036,0.763,
002163,中航三鑫,-3.828,0.763,
002127,南极电商,-3.448,0.76,
600380,健康元,-4.261,0.76,
002684,猛狮科技,-2.984,0.76,
000419,通程控股,-1.339,0.76,
300332,天壕环境,-6.147,0.76,
600139,西部资源,-5.488,0.76,
002349,精华制药,1.256,0.76,
002193,如意集团,-0.362,0.76,
600379,宝光股份,-1.271,0.76,
600250,南纺股份,-4.694,0.76,
002593,日上集团,0.512,0.76,
300289,利德曼,-1.507,0.76,
000993,闽东电力,-1.565,0.757,
002445,中南文化,-0.514,0.757,
600804,鹏博士,-0.942,0.757,
300301,长方集团,-2.662,0.757,
300420,五洋停车,-0.923,0.753,
300285,国瓷材料,-2.81,0.753,
002750,龙津药业,-2.106,0.753,
002807,江阴银行,-2.363,0.753,
002389,南洋科技,-3.011,0.753,
002555,三七互娱,-4.212,0.753,
600590,泰豪科技,-3.694,0.75,
300023,宝德股份,-3.107,0.75,
002685,华东重机,-3.874,0.75,
002145,中核钛白,-4.574,0.747,
601168,西部矿业,-5.388,0.747,
600708,光明地产,-1.98,0.747,
000961,中南建设,-0.929,0.747,
000973,佛塑科技,-4.697,0.747,
002472,双环传动,-0.512,0.747,
600126,杭钢股份,0.478,0.743,
600491,龙元建设,-7.628,0.743,
002285,世联行,-3.736,0.743,
002692,睿康股份,-1.45,0.74,
002204,大连重工,3.368,0.74,
300297,蓝盾股份,-3.918,0.74,
002831,裕同科技,-1.82,0.737,
002050,三花智控,-6.439,0.737,
300424,航新科技,-3.019,0.737,
000732,泰禾集团,-3.488,0.733,
000953,*ST河化,-5.32,0.733,
002221,东华能源,-4.476,0.733,
600299,安迪苏,-2.504,0.733,
600569,安阳钢铁,-6.243,0.733,
600523,贵航股份,0.288,0.733,
002838,道恩股份,0.487,0.73,
002558,巨人网络,-3.596,0.73,
000662,天夏智慧,-4.89,0.73,
300123,亚光科技,-0.52,0.73,
000962,东方钽业,-5.181,0.73,
000705,浙江震元,-3.295,0.73,
002454,松芝股份,-3.923,0.73,
600211,西藏药业,-1.648,0.73,
002280,联络互动,-5.395,0.73,
002421,达实智能,-0.977,0.727,
002585,双星新材,-2.307,0.727,
600202,*ST哈空,-6.408,0.723,
002615,哈尔斯,-1.851,0.723,
300151,昌红科技,-5.658,0.723,
000039,中集集团,-3.865,0.723,
600111,北方稀土,-4.633,0.72,
600712,南宁百货,-3.072,0.72,
600315,上海家化,5.179,0.72,
600021,上海电力,1.846,0.72,
600970,中材国际,-3.897,0.72,
000043,中航地产,-3.566,0.717,
000529,广弘控股,0.294,0.717,
002726,龙大肉食,4.122,0.713,
600976,健民集团,-0.803,0.71,
002028,思源电气,-1.42,0.71,
000727,华东科技,-0.902,0.71,
300328,宜安科技,0.925,0.71,
000099,中信海直,-2.522,0.707,
000931,中 关 村,-1.555,0.707,
002298,中电鑫龙,-5.056,0.707,
002547,春兴精工,-0.56,0.707,
002240,威华股份,-5.0,0.707,
002652,扬子新材,-0.29,0.703,
600222,太龙药业,-3.393,0.703,
002687,乔治白,-3.028,0.703,
600050,中国联通,-4.18,0.703,
600390,五矿资本,-1.901,0.703,
000737,*ST南风,0.286,0.703,
300031,宝通科技,-3.948,0.7,
002536,西泵股份,-1.548,0.7,
600604,市北高新,-2.85,0.7,
300341,麦迪电气,-3.121,0.7,
002073,软控股份,-2.247,0.7,
600482,中国动力,-0.33,0.7,
002682,龙洲股份,-3.38,0.7,
002133,广宇集团,-1.236,0.697,
300382,斯莱克,-4.007,0.697,
600650,锦江投资,0.005,0.697,
002057,中钢天源,-2.712,0.697,
002355,兴民智通,-1.037,0.697,
002749,国光股份,-6.35,0.697,
002531,天顺风能,-10.793,0.697,
002441,众业达,-1.801,0.697,
002733,雄韬股份,-3.505,0.697,
000910,大亚圣象,-3.661,0.693,
000690,宝新能源,4.579,0.693,
600561,江西长运,-2.069,0.693,
000906,浙商中拓,0.509,0.693,
000715,中兴商业,-1.682,0.693,
300447,全信股份,-3.305,0.693,
601003,柳钢股份,-4.554,0.693,
600030,中信证券,-3.148,0.693,
002552,*ST宝鼎,-4.408,0.69,
601717,郑煤机,-1.099,0.69,
000060,中金岭南,-3.348,0.687,
002665,首航节能,-2.779,0.687,
600778,*ST友好,-3.194,0.687,
000911,南宁糖业,-3.301,0.687,
002196,方正电机,-2.239,0.683,
002616,长青集团,-5.768,0.683,
002044,美年健康,0.07,0.683,
300202,聚龙股份,-0.154,0.68,
002392,北京利尔,-2.852,0.68,
002144,宏达高科,-3.666,0.68,
300019,硅宝科技,-4.406,0.68,
000544,中原环保,-3.354,0.68,
002306,*ST云网,-2.923,0.68,
000502,绿景控股,-4.513,0.68,
002448,中原内配,-1.624,0.677,
000979,中弘股份,-1.467,0.677,
000768,中航飞机,-1.109,0.677,
002206,海 利 得,-4.027,0.677,
000510,金路集团,-2.214,0.677,
000720,*ST新能,-4.308,0.673,
002578,闽发铝业,-1.251,0.673,
000801,四川九洲,-2.443,0.673,
000999,华润三九,-0.44,0.673,
002499,科林环保,-0.977,0.673,
002479,富春环保,-4.398,0.673,
600821,津劝业,2.085,0.67,
600559,老白干酒,-1.411,0.67,
600069,银鸽投资,-1.566,0.67,
300399,京天利,-4.437,0.67,
002662,京威股份,-3.906,0.67,
002471,中超控股,-2.541,0.67,
002207,*ST准油,-5.104,0.667,
000592,平潭发展,-1.739,0.667,
002313,日海通讯,-2.732,0.667,
002146,荣盛发展,-4.824,0.667,
000878,云南铜业,-2.969,0.667,
601777,力帆股份,-2.572,0.667,
300029,天龙光电,-2.301,0.667,
002203,海亮股份,-2.839,0.667,
300160,秀强股份,-4.504,0.667,
002718,友邦吊顶,-1.962,0.663,
000651,格力电器,-2.271,0.663,
002528,英飞拓,-9.125,0.663,
000738,航发控制,-3.718,0.663,
300128,锦富技术,-5.211,0.663,
600201,生物股份,-2.704,0.66,
002017,东信和平,-5.642,0.66,
000429,粤高速Ａ,-0.931,0.66,
002670,国盛金控,-7.55,0.66,
600754,锦江股份,1.42,0.66,
002620,瑞和股份,-1.892,0.66,
000826,启迪桑德,-2.976,0.657,
002316,键桥通讯,-2.011,0.657,
600593,大连圣亚,-0.888,0.657,
601908,京运通,-2.447,0.657,
600193,*ST创兴,-3.676,0.657,
002177,御银股份,-3.704,0.657,
002500,山西证券,-5.168,0.657,
300158,振东制药,-3.305,0.657,
600316,洪都航空,-2.433,0.657,
601588,北辰实业,5.517,0.657,
600123,兰花科创,-4.397,0.657,
300432,富临精工,-4.823,0.653,
002529,海源机械,-1.111,0.653,
000016,深康佳Ａ,-5.969,0.653,
000759,中百集团,2.435,0.653,
600396,金山股份,-0.378,0.653,
600671,天目药业,-1.156,0.653,
002085,万丰奥威,-3.91,0.653,
600583,海油工程,-5.254,0.65,
600365,通葡股份,-0.13,0.65,
000603,盛达矿业,-1.971,0.65,
600470,六国化工,-4.302,0.65,
002618,丹邦科技,0.079,0.647,
300127,银河磁体,-0.508,0.647,
002021,中捷资源,-1.736,0.647,
002174,游族网络,-1.671,0.647,
600613,神奇制药,-1.787,0.647,
600549,厦门钨业,-1.411,0.647,
002740,爱迪尔,-4.733,0.647,
002224,三 力 士,-5.002,0.643,
000909,数源科技,-2.437,0.643,
002486,嘉麟杰,-4.614,0.643,
300305,裕兴股份,-3.873,0.643,
000858,五 粮 液,-4.318,0.64,
002160,常铝股份,-3.936,0.64,
002272,川润股份,-3.245,0.64,
000990,诚志股份,0.495,0.64,
002690,美亚光电,-3.26,0.64,
002503,搜于特,1.47,0.64,
002653,海思科,-1.991,0.637,
300144,宋城演艺,1.085,0.637,
600488,天药股份,-1.245,0.637,
002556,辉隆股份,-3.049,0.637,
601231,环旭电子,-2.923,0.637,
002527,新时达,-3.654,0.637,
002205,国统股份,-2.752,0.633,
000565,渝三峡Ａ,-5.272,0.633,
601899,紫金矿业,-1.266,0.633,
600235,民丰特纸,-3.803,0.633,
600331,宏达股份,-7.302,0.633,
000888,峨眉山Ａ,-2.902,0.63,
601666,平煤股份,-4.951,0.63,
600101,明星电力,-0.965,0.63,
002591,恒大高新,-4.793,0.63,
600120,浙江东方,-5.67,0.63,
002521,齐峰新材,-0.004,0.63,
300002,神州泰岳,-5.03,0.63,
601020,华钰矿业,-3.697,0.627,
000885,同力水泥,-4.757,0.627,
600452,涪陵电力,-1.996,0.627,
000421,南京公用,-2.839,0.627,
300357,我武生物,-2.47,0.623,
600526,菲达环保,-4.022,0.623,
600818,中路股份,2.381,0.623,
002450,康得新,-2.249,0.623,
600533,栖霞建设,0.237,0.623,
000919,金陵药业,-1.363,0.623,
600477,杭萧钢构,-3.604,0.62,
000927,一汽夏利,-1.03,0.62,
300013,新宁物流,-0.836,0.62,
000963,华东医药,-0.611,0.617,
000716,黑芝麻,-3.159,0.617,
600717,天津港,0.104,0.617,
600747,ST大控,-2.888,0.617,
600456,宝钛股份,-2.439,0.617,
000045,深纺织Ａ,-3.967,0.617,
000591,太阳能,-1.526,0.613,
600775,南京熊猫,-6.39,0.613,
000524,岭南控股,-0.958,0.613,
300124,汇川技术,-2.094,0.61,
600048,保利地产,-3.344,0.61,
300207,欣旺达,-1.588,0.61,
002131,利欧股份,-2.338,0.607,
000815,美利云,-4.319,0.607,
300026,红日药业,-1.151,0.607,
601566,九牧王,-2.008,0.607,
002026,山东威达,-3.858,0.607,
300239,东宝生物,-3.145,0.607,
000893,*ST东凌,-3.109,0.603,
300421,力星股份,-2.38,0.603,
000501,鄂武商Ａ,-3.435,0.603,
600449,宁夏建材,-1.243,0.6,
300616,尚品宅配,-0.692,0.6,
600152,维科精华,-1.176,0.6,
600892,大晟文化,-0.831,0.6,
300577,开润股份,-1.068,0.6,
000721,西安饮食,-3.048,0.597,
600117,西宁特钢,-2.591,0.597,
002473,*ST圣莱,-3.158,0.597,
600779,水井坊,-4.054,0.597,
002658,雪迪龙,-4.044,0.593,
002463,沪电股份,-3.355,0.593,
600278,东方创业,-0.956,0.593,
600538,国发股份,-3.355,0.593,
600589,广东榕泰,-4.045,0.59,
002748,世龙实业,-3.581,0.59,
300291,华录百纳,-0.799,0.59,
300284,苏交科,-4.743,0.59,
300169,天晟新材,-3.123,0.59,
002108,沧州明珠,-4.407,0.59,
600732,ST新梅,-5.535,0.59,
000680,山推股份,-1.669,0.587,
300133,华策影视,-1.942,0.583,
600966,博汇纸业,-4.052,0.583,
002434,万里扬,-0.48,0.583,
002408,齐翔腾达,-3.259,0.58,
300459,金科文化,-2.982,0.58,
600577,精达股份,-2.555,0.58,
002660,茂硕电源,-1.813,0.58,
600798,宁波海运,-4.952,0.58,
002335,科华恒盛,-4.087,0.577,
600602,云赛智联,-6.952,0.577,
002723,金莱特,-0.952,0.577,
000552,靖远煤电,-3.152,0.577,
000881,中广核技,-3.998,0.577,
000058,深 赛 格,-5.83,0.577,
600059,古越龙山,-0.227,0.573,
600908,无锡银行,-2.849,0.573,
002056,横店东磁,-5.237,0.573,
000627,天茂集团,-2.241,0.573,
300308,中际旭创,-6.883,0.573,
600096,云天化,-4.744,0.573,
600886,国投电力,2.144,0.573,
002485,希努尔,0.202,0.573,
601336,新华保险,-3.098,0.57,
000557,西部创业,-2.685,0.57,
600696,ST匹凸,-0.189,0.57,
300195,长荣股份,-1.718,0.57,
600131,岷江水电,-3.099,0.567,
600685,中船防务,-2.157,0.567,
600182,S佳通,-0.561,0.567,
600984,建设机械,-2.652,0.567,
002470,金正大,-7.285,0.567,
600418,江淮汽车,-5.18,0.567,
002029,七 匹 狼,-1.849,0.567,
002120,韵达股份,-1.039,0.563,
600336,澳柯玛,-3.13,0.563,
601008,连云港,-3.229,0.563,
002030,达安基因,-1.264,0.563,
002171,楚江新材,-4.876,0.563,
600373,XD中文传,-1.36,0.563,
000813,德展健康,-0.386,0.563,
600926,杭州银行,-1.519,0.56,
600566,济川药业,2.655,0.56,
600643,爱建集团,-1.489,0.56,
000902,新洋丰,-7.723,0.56,
000697,炼石有色,-0.746,0.557,
600461,洪城水业,-2.601,0.557,
600077,宋都股份,3.065,0.557,
601599,鹿港文化,-3.661,0.557,
000800,一汽轿车,-4.146,0.557,
600618,氯碱化工,-3.507,0.553,
002609,捷顺科技,0.35,0.553,
300307,慈星股份,-4.257,0.553,
300048,合康新能,-2.468,0.553,
600051,宁波联合,-2.957,0.553,
000811,冰轮环境,-3.987,0.553,
600765,中航重机,-2.825,0.553,
002037,久联发展,-2.961,0.55,
002130,沃尔核材,-2.695,0.55,
002283,天润曲轴,-2.607,0.55,
600185,格力地产,0.491,0.55,
000504,南华生物,0.368,0.55,
000633,合金投资,0.46,0.55,
002542,中化岩土,-2.233,0.55,
000007,全新好,2.408,0.55,
002379,宏创控股,-2.443,0.55,
000551,创元科技,-4.23,0.547,
002006,精功科技,-4.113,0.547,
600707,彩虹股份,-1.374,0.547,
601877,正泰电器,-5.692,0.547,
000989,九 芝 堂,-3.435,0.547,
600268,国电南自,-4.038,0.547,
300461,田中精机,-2.013,0.547,
601519,大智慧,-4.136,0.547,
600382,广东明珠,-1.95,0.543,
000065,北方国际,-1.907,0.543,
000040,东旭蓝天,-3.957,0.543,
600416,湘电股份,-2.46,0.543,
000545,金浦钛业,-1.756,0.54,
002101,广东鸿图,-1.326,0.54,
002232,启明信息,-3.562,0.54,
002276,万马股份,-3.484,0.54,
600816,安信信托,-9.03,0.54,
000619,海螺型材,-2.895,0.54,
600939,重庆建工,-2.241,0.537,
000623,吉林敖东,-2.773,0.537,
000839,中信国安,-4.308,0.537,
600836,界龙实业,-4.083,0.537,
000008,神州高铁,-3.402,0.537,
300074,华平股份,2.368,0.537,
002426,胜利精密,-1.137,0.537,
601212,白银有色,-2.708,0.537,
600155,宝硕股份,-5.346,0.533,
600699,均胜电子,-2.254,0.533,
002238,天威视讯,1.797,0.533,
600609,金杯汽车,1.889,0.533,
300219,鸿利智汇,-4.791,0.533,
601688,华泰证券,-3.242,0.533,
600218,全柴动力,-3.349,0.533,
002248,华东数控,-0.093,0.53,
000969,安泰科技,-3.662,0.53,
000975,银泰资源,-1.167,0.53,
002141,贤丰控股,-5.711,0.53,
002159,三特索道,-3.071,0.53,
002039,黔源电力,-0.895,0.53,
600265,ST景谷,-0.269,0.53,
600808,马钢股份,-3.993,0.527,
300513,恒泰实达,-1.466,0.527,
600662,强生控股,-1.404,0.527,
600428,中远海特,-1.316,0.527,
600500,中化国际,-2.591,0.527,
002664,长鹰信质,0.562,0.527,
000610,西安旅游,-5.087,0.527,
300360,炬华科技,-4.716,0.527,
000028,国药一致,-3.352,0.523,
002345,潮宏基,-0.993,0.523,
600353,旭光股份,-4.33,0.523,
002399,海普瑞,3.875,0.523,
600355,精伦电子,-3.493,0.523,
300120,经纬电材,-5.29,0.523,
002594,比亚迪,-1.416,0.523,
002663,普邦股份,-3.551,0.52,
300103,达刚路机,-6.682,0.52,
300410,正业科技,-5.878,0.52,
002251,步 步 高,-2.438,0.52,
002034,旺能环境,-4.738,0.52,
000917,电广传媒,-1.963,0.517,
002406,远东传动,-2.804,0.517,
002346,柘中股份,-4.765,0.517,
300210,森远股份,-4.716,0.517,
002516,旷达科技,-1.14,0.517,
000752,西藏发展,0.448,0.517,
600716,凤凰股份,-0.208,0.517,
000978,桂林旅游,-3.122,0.517,
000965,天保基建,-1.144,0.513,
300105,龙源技术,-3.255,0.513,
000425,徐工机械,-1.851,0.513,
002625,光启技术,-3.691,0.513,
000899,赣能股份,-1.7,0.513,
600121,郑州煤电,-4.213,0.513,
000859,国风塑业,-5.268,0.513,
002418,康盛股份,-1.965,0.513,
600290,华仪电气,-0.09,0.513,
600960,渤海活塞,-4.365,0.51,
002064,华峰氨纶,-3.202,0.51,
300260,新莱应材,0.438,0.51,
600809,山西汾酒,-1.262,0.51,
002135,东南网架,-2.757,0.51,
002468,申通快递,-1.199,0.51,
000009,中国宝安,-3.544,0.507,
000835,长城动漫,-2.732,0.507,
002046,轴研科技,-4.223,0.507,
002179,中航光电,-4.028,0.507,
002669,康达新材,1.219,0.507,
002165,红 宝 丽,-2.07,0.507,
600118,中国卫星,-3.596,0.507,
002213,特 尔 佳,-0.957,0.503,
002278,神开股份,-0.511,0.503,
600444,国机通用,-2.967,0.503,
000782,美达股份,-1.819,0.503,
300261,雅本化学,1.999,0.503,
000626,远大控股,-4.523,0.503,
600356,恒丰纸业,-2.175,0.503,
600231,凌钢股份,-3.814,0.503,
600057,厦门象屿,-1.343,0.503,
002385,大北农,-1.829,0.503,
600543,莫高股份,-3.567,0.5,
002519,银河电子,-6.448,0.5,
600737,中粮糖业,-1.125,0.5,
600679,上海凤凰,-3.093,0.5,
002574,明牌珠宝,-1.572,0.5,
600395,盘江股份,-3.832,0.5,
600340,华夏幸福,-2.348,0.5,
601001,大同煤业,-5.994,0.5,
000829,天音控股,-2.175,0.497,
600897,厦门空港,0.47,0.497,
601388,怡球资源,-2.422,0.497,
000498,山东路桥,-2.795,0.493,
600248,延长化建,-3.831,0.493,
000751,锌业股份,-3.96,0.493,
601368,绿城水务,-1.713,0.493,
000655,*ST金岭,-3.277,0.493,
002293,罗莱生活,-2.195,0.493,
000100,TCL 集团,-1.829,0.493,
600694,大商股份,-1.701,0.49,
600468,百利电气,-2.616,0.49,
600458,时代新材,-2.524,0.49,
600448,华纺股份,-3.897,0.49,
600091,ST明科,-5.837,0.487,
600768,宁波富邦,-3.133,0.487,
600266,北京城建,-1.606,0.487,
002358,森源电气,1.243,0.487,
600919,江苏银行,0.546,0.487,
600605,汇通能源,-0.993,0.487,
300498,温氏股份,-0.37,0.487,
000937,冀中能源,-3.258,0.487,
600877,ST嘉陵,-4.218,0.483,
300201,海伦哲,-1.597,0.483,
002361,神剑股份,-3.333,0.483,
600862,中航高科,-1.849,0.483,
002671,龙泉股份,-3.264,0.483,
300185,通裕重工,-1.849,0.483,
600009,上海机场,-0.831,0.48,
002324,普利特,-3.17,0.48,
000778,新兴铸管,-1.038,0.48,
002586,围海股份,0.138,0.48,
002010,传化智联,-4.162,0.48,
002105,信隆健康,-6.307,0.48,
600556,ST慧球,-6.391,0.48,
002417,深南股份,-3.128,0.477,
600622,光大嘉宝,-2.315,0.477,
000838,财信发展,-2.512,0.477,
000809,*ST新城,-1.609,0.473,
600508,上海能源,-4.204,0.473,
