,ts_code,name,industry,turnover_rate,turnover_rate_f
143,000552.SZ,靖远煤电,煤炭开采,0.5154,0.7087
2701,600697.SH,欧亚集团,百货,0.5118,0.6837
2138,600021.SH,上海电力,火力发电,0.5101,0.5101
590,002127.SZ,南极电商,互联网,0.5088,0.6379
1607,300224.SZ,正海磁材,元器件,0.5074,1.1801
2187,600083.SH,博信股份,建筑施工,0.5055,0.9277
199,000626.SZ,远大控股,商贸代理,0.5054,1.2225
1698,300315.SZ,掌趣科技,互联网,0.5053,0.5555
2690,600686.SH,金龙汽车,汽车整车,0.5047,1.0894
74,000400.SZ,许继电气,电气设备,0.5037,0.8578
514,002051.SZ,中工国际,建筑施工,0.503,1.2384
2788,600791.SH,京能置业,全国地产,0.5019,0.9179
114,000518.SZ,四环生物,生物制药,0.5018,0.7137
1081,002620.SZ,瑞和股份,装修装饰,0.4974,0.8021
2738,600736.SH,苏州高新,园区开发,0.4973,0.8848
2218,600117.SH,西宁特钢,特种钢,0.4966,0.9906
3280,603328.SH,依顿电子,元器件,0.4964,1.6852
1011,002550.SZ,千红制药,生物制药,0.4957,0.5746
1007,002546.SZ,新联电子,电气设备,0.4951,0.9665
102,000502.SZ,绿景控股,医疗保健,0.4941,0.6403
1092,002631.SZ,德尔未来,家居用品,0.494,1.3996
543,002080.SZ,中材科技,化纤,0.4912,1.0754
6,000008.SZ,神州高铁,运输设备,0.4911,0.7838
2765,600765.SH,中航重机,机械基件,0.4907,0.8113
496,002033.SZ,丽江旅游,旅游景点,0.4889,0.8889
2201,600099.SH,林海股份,摩托车,0.4887,0.8441
139,000547.SZ,航天发展,通信设备,0.4882,0.4912
499,002036.SZ,联创电子,元器件,0.4873,0.5377
1159,002698.SZ,博实股份,化工机械,0.4868,0.9921
3273,603318.SH,派思股份,专用机械,0.4865,1.3296
51,000066.SZ,中国长城,电脑设备,0.4831,0.6943
1650,300267.SZ,尔康制药,化学制药,0.4802,0.7693
2665,600657.SH,信达地产,全国地产,0.4795,0.9885
477,002014.SZ,永新股份,塑料,0.4793,1.2767
2758,600757.SH,长江传媒,出版业,0.4772,1.096
157,000568.SZ,泸州老窖,白酒,0.4758,0.9742
118,000523.SZ,广州浪奇,日用化工,0.4753,0.734
2193,600090.SH,同济堂,医药商业,0.4735,0.7571
2175,600071.SH,凤凰光学,元器件,0.4732,0.7817
1001,002540.SZ,亚太科技,铝,0.4729,0.6646
476,002013.SZ,中航机电,航空,0.4719,1.1548
1124,002663.SZ,普邦股份,建筑施工,0.4714,0.5258
1563,300179.SZ,四方达,矿物制品,0.4713,0.5705
2689,600685.SH,中船防务,船舶,0.4708,1.2098
2733,600731.SH,湖南海利,农药化肥,0.4697,0.6922
1094,002633.SZ,申科股份,机械基件,0.4689,1.0505
603,002140.SZ,东华科技,建筑施工,0.4672,1.1629
2209,600108.SH,亚盛集团,农业综合,0.467,0.6192
21,000026.SZ,飞亚达A,其他商业,0.4664,0.8587
1712,300329.SZ,海伦钢琴,文教休闲,0.465,0.8414
1042,002581.SZ,未名医药,生物制药,0.4621,0.7273
1598,300215.SZ,电科院,电气设备,0.461,0.9227
2623,600609.SH,金杯汽车,汽车配件,0.4594,0.7791
2596,600580.SH,卧龙电气,电气设备,0.4588,0.9602
28,000034.SZ,神州数码,综合类,0.4569,0.5888
1575,300192.SZ,科斯伍德,染料涂料,0.4568,0.5798
2210,600109.SH,国金证券,证券,0.4549,0.6268
504,002041.SZ,登海种业,种植业,0.4548,1.1718
3247,603258.SH,电魂网络,互联网,0.4538,0.7919
2716,600714.SH,金瑞矿业,煤炭开采,0.4537,1.203
98,000430.SZ,张家界,旅游景点,0.4536,0.5745
1586,300203.SZ,聚光科技,环境保护,0.4525,0.7237
2198,600096.SH,云天化,农药化肥,0.4511,1.0022
1033,002572.SZ,索菲亚,家居用品,0.4488,0.5147
616,002153.SZ,石基信息,软件服务,0.4486,0.7251
1578,300195.SZ,长荣股份,轻工机械,0.4469,0.5215
42,000055.SZ,方大集团,其他建材,0.4452,0.5609
1132,002671.SZ,龙泉股份,其他建材,0.4452,0.4927
623,002160.SZ,常铝股份,铝,0.4411,0.8322
1583,300200.SZ,高盟新材,化工原料,0.441,0.7854
2605,600589.SH,广东榕泰,塑料,0.4396,0.7576
2768,600768.SH,宁波富邦,铝,0.4368,0.696
66,000156.SZ,华数传媒,影视音像,0.4363,1.0215
463,001979.SZ,招商蛇口,全国地产,0.436,0.4689
2073,300699.SZ,光威复材,化工原料,0.4323,1.0359
1622,300239.SZ,东宝生物,生物制药,0.4307,0.6479
176,000597.SZ,东北制药,化学制药,0.4297,0.7648
3287,603337.SH,杰克股份,纺织机械,0.429,0.429
1019,002558.SZ,巨人网络,互联网,0.4285,0.4442
2147,600031.SH,三一重工,工程机械,0.4272,0.6824
2630,600616.SH,金枫酒业,红黄药酒,0.4271,0.6728
2685,600681.SH,百川能源,供气供热,0.4266,0.5473
2145,600029.SH,南方航空,空运,0.4265,1.0039
2703,600699.SH,均胜电子,汽车配件,0.4256,0.676
646,002183.SZ,怡亚通,仓储物流,0.4243,0.665
564,002101.SZ,广东鸿图,机械基件,0.4213,0.8295
3241,603228.SH,景旺电子,元器件,0.4205,0.4205
595,002132.SZ,恒星科技,钢加工,0.4204,0.6431
65,000155.SZ,川能动力,农药化肥,0.4204,0.5409
2660,600651.SH,飞乐音响,电器仪表,0.42,0.6911
630,002167.SZ,东方锆业,小金属,0.4185,0.57
2671,600664.SH,哈药股份,化学制药,0.4183,0.7862
1692,300309.SZ,吉艾科技,多元金融,0.4181,0.7732
1668,300285.SZ,国瓷材料,陶瓷,0.4178,0.4949
628,002165.SZ,红宝丽,化工原料,0.4153,0.5549
992,002531.SZ,天顺风能,电气设备,0.4131,0.8691
583,002120.SZ,韵达股份,仓储物流,0.4129,0.6563
2185,600081.SH,东风科技,汽车配件,0.4105,1.1729
2203,600101.SH,明星电力,水力发电,0.4103,0.6455
559,002096.SZ,南岭民爆,化工原料,0.4083,1.1665
1683,300300.SZ,汉鼎宇佑,软件服务,0.4082,0.8313
2662,600653.SH,申华控股,汽车服务,0.4077,0.4746
574,002111.SZ,威海广泰,航空,0.4076,0.6132
2225,600125.SH,铁龙物流,铁路,0.4073,0.5819
2156,600051.SH,宁波联合,综合类,0.407,0.574
2639,600626.SH,申达股份,纺织,0.4063,0.5894
78,000404.SZ,长虹华意,专用机械,0.4041,0.6053
2601,600585.SH,海螺水泥,水泥,0.4031,0.7785
1597,300214.SZ,日科化学,化工原料,0.4021,0.4694
625,002162.SZ,悦心健康,医疗保健,0.4001,0.9023
17,000021.SZ,深科技,电脑设备,0.3979,0.826
547,002084.SZ,海鸥住工,家居用品,0.3948,0.732
617,002154.SZ,报喜鸟,服饰,0.3946,0.4613
1663,300280.SZ,紫天科技,专用机械,0.3925,0.6228
18,000022.SZ,深赤湾A,港口,0.3917,1.9375
1134,002673.SZ,西部证券,证券,0.3913,0.7948
91,000421.SZ,南京公用,供气供热,0.3913,0.8551
2789,600792.SH,云煤能源,焦炭加工,0.3912,1.3261
3125,603010.SH,万盛股份,化工原料,0.3907,0.8481
1122,002661.SZ,克明面业,食品,0.3899,0.729
58,000090.SZ,天健集团,建筑施工,0.3895,0.612
3249,603260.SH,合盛硅业,化工原料,0.3883,1.0559
3214,603169.SH,兰石重装,专用机械,0.3881,1.1442
2726,600724.SH,宁波富达,区域地产,0.388,1.6846
41,000050.SZ,深天马A,元器件,0.3878,0.6602
2712,600710.SH,苏美达,工程机械,0.3862,0.5171
1677,300294.SZ,博雅生物,生物制药,0.3861,0.7268
2162,600057.SH,厦门象屿,仓储物流,0.3842,0.8544
116,000520.SZ,长航凤凰,水运,0.384,0.4677
29,000035.SZ,中国天楹,环境保护,0.3833,0.6303
1595,300212.SZ,易华录,软件服务,0.3833,0.6294
7,000009.SZ,中国宝安,综合类,0.3823,0.4647
2764,600764.SH,中国海防,通信设备,0.382,1.1261
2772,600773.SH,西藏城投,区域地产,0.3819,0.6773
608,002145.SZ,中核钛白,化工原料,0.3817,0.459
531,002068.SZ,黑猫股份,化工原料,0.3816,0.7783
532,002069.SZ,獐子岛,渔业,0.3809,0.8387
89,000419.SZ,通程控股,百货,0.3806,0.684
1573,300190.SZ,维尔利,环境保护,0.3804,0.6754
500,002037.SZ,久联发展,化工原料,0.3801,0.543
185,000608.SZ,阳光股份,区域地产,0.3787,0.725
36,000043.SZ,中航善达,房产服务,0.3782,0.7765
609,002146.SZ,荣盛发展,全国地产,0.3782,0.9184
468,002005.SZ,德豪润达,家用电器,0.3762,0.4721
170,000590.SZ,启迪古汉,中成药,0.3749,0.6961
80,000408.SZ,藏格控股,农药化肥,0.3743,0.3743
2173,600069.SH,银鸽投资,造纸,0.3724,0.7072
466,002003.SZ,伟星股份,服饰,0.371,0.6019
1605,300222.SZ,科大智能,电气设备,0.3706,0.4257
2154,600048.SH,保利地产,全国地产,0.369,0.6165
1109,002648.SZ,卫星石化,化工原料,0.3687,0.8616
1071,002610.SZ,爱康科技,电气设备,0.3679,0.4617
2121,300752.SZ,隆利科技,元器件,0.365,0.365
2664,600655.SH,豫园股份,百货,0.3648,0.4991
2153,600039.SH,四川路桥,建筑施工,0.3643,0.5973
1584,300201.SZ,海伦哲,专用机械,0.3636,0.6136
1149,002688.SZ,金河生物,化学制药,0.3619,0.6882
1143,002682.SZ,龙洲股份,公路,0.3606,0.5421
2192,600089.SH,特变电工,电气设备,0.3603,0.4442
1701,300318.SZ,博晖创新,医疗保健,0.3601,0.9345
2617,600602.SH,云赛智联,软件服务,0.3589,0.5992
1049,002588.SZ,史丹利,农药化肥,0.3589,0.5581
2620,600605.SH,汇通能源,商贸代理,0.3573,0.532
2646,600636.SH,三爱富,化工原料,0.3566,0.6133
1144,002683.SZ,宏大爆破,化工原料,0.3543,0.5407
2734,600732.SH,ST新梅,区域地产,0.3526,0.5066
169,000589.SZ,黔轮胎A,汽车配件,0.3501,0.4688
50,000065.SZ,北方国际,建筑施工,0.3498,0.763
2656,600647.SH,同达创业,综合类,0.3494,0.5889
1591,300208.SZ,恒顺众昇,电气设备,0.3492,0.6782
2602,600586.SH,金晶科技,玻璃,0.3491,0.4825
995,002534.SZ,杭锅股份,专用机械,0.3491,1.4441
72,000333.SZ,美的集团,家用电器,0.3488,0.5288
2134,600017.SH,日照港,港口,0.3482,0.6951
3271,603315.SH,福鞍股份,机械基件,0.3471,0.8207
3194,603123.SH,翠微股份,百货,0.3442,0.919
467,002004.SZ,华邦健康,化学制药,0.3431,0.4757
2700,600696.SH,ST岩石,区域地产,0.343,0.4759
487,002024.SZ,苏宁易购,电器连锁,0.3424,0.6279
2143,600027.SH,华电国际,火力发电,0.3406,0.3847
2159,600054.SH,黄山旅游,旅游景点,0.3399,0.8051
3136,603022.SH,新通联,广告包装,0.3397,1.0452
2706,600703.SH,三安光电,半导体,0.3397,0.675
2170,600066.SH,宇通客车,汽车整车,0.338,0.5742
503,002040.SZ,南京港,港口,0.3375,0.8608
3253,603277.SH,银都股份,专用机械,0.3367,0.7979
3228,603198.SH,迎驾贡酒,白酒,0.3367,1.6713
3158,603055.SH,台华新材,纺织,0.336,0.336
1079,002618.SZ,丹邦科技,元器件,0.3356,0.5102
1669,300286.SZ,安科瑞,电器仪表,0.3351,0.6837
85,000415.SZ,渤海租赁,多元金融,0.3339,0.7269
71,000301.SZ,东方盛虹,综合类,0.3333,0.4536
2785,600787.SH,中储股份,仓储物流,0.3324,0.7243
2604,600588.SH,用友网络,软件服务,0.3323,0.6958
73,000338.SZ,潍柴动力,汽车配件,0.3322,0.3361
544,002081.SZ,金螳螂,装修装饰,0.3317,0.6646
3212,603167.SH,渤海轮渡,水运,0.3316,0.5352
2741,600739.SH,辽宁成大,商贸代理,0.3316,0.4373
2634,600620.SH,天宸股份,综合类,0.3313,0.4726
2151,600037.SH,歌华有线,影视音像,0.3311,0.5678
2676,600671.SH,天目药业,中成药,0.3309,0.6525
48,000062.SZ,深圳华强,批发业,0.3305,1.3669
161,000573.SZ,粤宏远A,区域地产,0.3293,0.4122
1572,300189.SZ,神农基因,种植业,0.3283,0.4179
3195,603126.SH,中材节能,环境保护,0.3276,0.6881
513,002050.SZ,三花智控,机械基件,0.3257,0.7098
548,002085.SZ,万丰奥威,汽车配件,0.3255,0.6374
12,000016.SZ,深康佳A,家用电器,0.3252,0.4839
3229,603199.SH,九华旅游,旅游景点,0.324,0.8477
1024,002563.SZ,森马服饰,服饰,0.3219,1.2001
596,002133.SZ,广宇集团,全国地产,0.3206,0.3896
1146,002685.SZ,华东重机,工程机械,0.3204,0.5969
35,000042.SZ,中洲控股,全国地产,0.3204,0.6778
2748,600746.SH,江苏索普,化工原料,0.3195,0.712
3303,603369.SH,今世缘,白酒,0.319,0.6901
2204,600103.SH,青山纸业,造纸,0.3161,0.3931
579,002116.SZ,中国海诚,建筑施工,0.3161,0.7476
2219,600118.SH,中国卫星,航空,0.3153,0.6496
2787,600790.SH,轻纺城,商品城,0.3133,0.4879
1029,002568.SZ,百润股份,红黄药酒,0.3128,0.4875
194,000619.SZ,海螺型材,其他建材,0.3127,0.4698
584,002121.SZ,科陆电子,电器仪表,0.3126,0.4494
1579,300196.SZ,长海股份,玻璃,0.3124,0.3926
607,002144.SZ,宏达高科,纺织,0.3115,0.3339
67,000157.SZ,中联重科,工程机械,0.3103,0.4513
2669,600662.SH,强生控股,公共交通,0.3093,0.5623
1602,300219.SZ,鸿利智汇,元器件,0.3091,0.5709
2128,600009.SH,上海机场,机场,0.309,0.3751
1063,002602.SZ,世纪华通,汽车配件,0.3085,0.6947
2694,600690.SH,青岛海尔,家用电器,0.3079,0.5224
60,000099.SZ,中信海直,空运,0.3076,0.5011
1184,002726.SZ,龙大肉食,食品,0.3064,1.0182
2199,600097.SH,开创国际,渔业,0.3062,0.6521
2666,600658.SH,电子城,园区开发,0.3059,0.7202
2168,600063.SH,皖维高新,化纤,0.3051,0.4405
459,000999.SZ,华润三九,中成药,0.3049,0.8384
1528,300144.SZ,宋城演艺,旅游景点,0.3036,0.5278
3260,603298.SH,杭叉集团,专用机械,0.3033,0.3033
2629,600615.SH,丰华股份,小金属,0.3012,0.4532
90,000420.SZ,吉林化纤,化纤,0.3001,0.3142
2191,600088.SH,中视传媒,影视音像,0.2995,0.6946
3268,603309.SH,维力医疗,医疗保健,0.2983,0.7747
2610,600595.SH,中孚实业,铝,0.2972,0.4794
2677,600673.SH,东阳光科,铝,0.2957,0.5066
2626,600612.SH,老凤祥,服饰,0.2956,0.9669
3304,603377.SH,东方时尚,汽车服务,0.2954,0.3311
188,000611.SZ,天首发展,纺织,0.2934,0.3354
2715,600713.SH,南京医药,医药商业,0.2931,0.4819
2777,600778.SH,*ST友好,百货,0.2929,0.451
507,002044.SZ,美年健康,医疗保健,0.2901,0.3999
88,000418.SZ,小天鹅A,家用电器,0.2892,0.634
2739,600737.SH,中粮糖业,食品,0.2892,0.5966
626,002163.SZ,中航三鑫,装修装饰,0.2866,0.4067
2155,600050.SH,中国联通,电信运营,0.2836,0.7611
1,000002.SZ,万科A,全国地产,0.2833,0.4963
1616,300233.SZ,金城医药,化学制药,0.2829,0.7679
2189,600085.SH,同仁堂,中成药,0.2826,0.5944
2727,600725.SH,ST云维,焦炭加工,0.2825,0.3911
492,002029.SZ,七匹狼,服饰,0.2813,0.4779
46,000060.SZ,中金岭南,铅锌,0.2798,0.4133
197,000623.SZ,吉林敖东,中成药,0.2795,0.3677
528,002065.SZ,东华软件,软件服务,0.279,0.4362
3182,603100.SH,川仪股份,电器仪表,0.2788,0.3844
2194,600091.SH,ST明科,化工原料,0.2787,0.3279
47,000061.SZ,农产品,农业综合,0.2783,0.4219
610,002147.SZ,ST新光,区域地产,0.2782,0.2782
3211,603166.SH,福达股份,汽车配件,0.2778,1.1993
642,002179.SZ,中航光电,元器件,0.2774,0.5938
3240,603227.SH,雪峰科技,化工原料,0.2768,0.4495
1158,002697.SZ,红旗连锁,超市连锁,0.2764,0.4622
2131,600012.SH,皖通高速,路桥,0.2755,1.3563
1569,300185.SZ,通裕重工,工程机械,0.275,0.3171
2746,600744.SH,华银电力,火力发电,0.2749,0.3677
3208,603160.SH,汇顶科技,元器件,0.2741,0.7125
45,000059.SZ,华锦股份,石油加工,0.2728,0.5231
2212,600111.SH,北方稀土,小金属,0.2726,0.4441
2651,600641.SH,万业企业,区域地产,0.2724,0.5309
2625,600611.SH,大众交通,公共交通,0.2704,0.3877
1166,002706.SZ,良信电器,电气设备,0.2703,0.3298
1690,300307.SZ,慈星股份,纺织机械,0.2677,0.7334
2235,600136.SH,当代明诚,影视音像,0.2675,0.4901
93,000423.SZ,东阿阿胶,中成药,0.2662,0.3859
457,000997.SZ,新大陆,软件服务,0.2658,0.3839
158,000570.SZ,苏常柴A,机械基件,0.2646,0.4526
546,002083.SZ,孚日股份,纺织,0.2643,0.3998
2668,600661.SH,昂立教育,文教休闲,0.2629,0.7788
111,000514.SZ,渝开发,区域地产,0.2606,0.7079
30,000036.SZ,华联控股,全国地产,0.2576,0.3865
2658,600649.SH,城投控股,区域地产,0.2556,0.5523
2614,600599.SH,熊猫金控,多元金融,0.2555,0.4612
462,001965.SZ,招商公路,路桥,0.2549,0.2549
2124,600004.SH,白云机场,机场,0.2536,0.5181
615,002152.SZ,广电运通,电脑设备,0.2527,0.5027
1082,002621.SZ,三垒股份,专用机械,0.2519,0.8111
68,000158.SZ,常山北明,纺织,0.2507,0.5439
112,000516.SZ,国际医学,百货,0.2504,0.3439
2637,600623.SH,华谊集团,汽车配件,0.2494,1.1645
94,000425.SZ,徐工机械,工程机械,0.2494,0.4348
2612,600597.SH,光明乳业,乳制品,0.2473,0.5112
2157,600052.SH,浙江广厦,区域地产,0.246,0.4672
3129,603015.SH,弘讯科技,电气设备,0.245,0.6134
137,000545.SZ,金浦钛业,化工原料,0.2449,0.3806
2779,600780.SH,通宝能源,火力发电,0.2438,0.6237
450,000987.SZ,越秀金控,多元金融,0.2434,0.506
1182,002724.SZ,海洋王,半导体,0.2407,0.4328
2657,600648.SH,外高桥,园区开发,0.2395,0.6731
1640,300257.SZ,开山股份,机械基件,0.2379,0.615
193,000617.SZ,中油资本,多元金融,0.2371,0.5927
39,000048.SZ,*ST康达,饲料,0.2367,0.8607
2643,600633.SH,浙数文化,互联网,0.2365,0.5057
2166,600061.SH,国投资本,证券,0.2344,0.7524
2707,600704.SH,物产中大,商贸代理,0.2342,0.648
2720,600718.SH,东软集团,软件服务,0.2331,0.3345
461,001896.SZ,豫能控股,火力发电,0.2318,0.5231
1135,002674.SZ,兴业科技,纺织,0.2306,0.5442
2129,600010.SH,包钢股份,普钢,0.2303,0.3945
2745,600743.SH,华远地产,区域地产,0.2293,0.5827
2791,600794.SH,保税科技,仓储物流,0.2292,0.3523
2640,600628.SH,新世界,百货,0.2272,0.3117
635,002172.SZ,澳洋健康,化纤,0.227,0.4971
33,000039.SZ,中集集团,轻工机械,0.2267,0.344
2632,600618.SH,氯碱化工,化工原料,0.2254,0.8007
1165,002705.SZ,新宝股份,家用电器,0.2249,0.4051
2232,600132.SH,重庆啤酒,啤酒,0.2247,0.5616
2695,600691.SH,阳煤化工,农药化肥,0.2225,0.3308
2672,600665.SH,天地源,全国地产,0.2218,0.5142
163,000581.SZ,威孚高科,汽车配件,0.2215,0.3583
2622,600608.SH,ST沪科,钢加工,0.2209,0.2725
1088,002627.SZ,宜昌交运,公共交通,0.2201,0.3385
2606,600590.SH,泰豪科技,电气设备,0.22,0.3855
3134,603020.SH,爱普股份,食品,0.2195,0.4266
1056,002595.SZ,豪迈科技,专用机械,0.2189,0.3368
101,000501.SZ,鄂武商A,百货,0.2188,0.4271
1576,300193.SZ,佳士科技,专用机械,0.2177,0.3091
10,000012.SZ,南玻A,玻璃,0.215,0.2252
77,000403.SZ,振兴生化,生物制药,0.2124,0.4611
2755,600754.SH,锦江股份,酒店餐饮,0.2102,0.8588
1533,300149.SZ,量子生物,食品,0.2079,0.3291
2659,600650.SH,锦江投资,公共交通,0.207,0.4683
2680,600676.SH,交运股份,公共交通,0.2044,0.3609
2179,600075.SH,新疆天业,化工原料,0.2027,0.2993
1587,300204.SZ,舒泰神,生物制药,0.2024,0.5266
495,002032.SZ,苏泊尔,家用电器,0.2023,0.7393
1026,002565.SZ,顺灏股份,造纸,0.2023,0.3703
2743,600741.SH,华域汽车,汽车配件,0.2021,0.4408
2595,600579.SH,天华院,化工机械,0.2013,0.4218
494,002031.SZ,巨轮智能,汽车配件,0.2012,0.2427
2721,600719.SH,大连热电,供气供热,0.2011,0.2997
1022,002561.SZ,徐家汇,百货,0.2,0.3344
3319,603429.SH,集友股份,广告包装,0.1996,0.2511
2149,600035.SH,楚天高速,路桥,0.1986,0.4903
523,002060.SZ,粤水电,建筑施工,0.1985,0.3072
0,000001.SZ,平安银行,银行,0.1981,0.447
2649,600639.SH,浦东金桥,园区开发,0.198,0.5684
2202,600100.SH,同方股份,电脑设备,0.1978,0.3049
134,000541.SZ,佛山照明,家用电器,0.1969,0.3526
2719,600717.SH,天津港,港口,0.1953,0.4522
3206,603158.SH,腾龙股份,汽车配件,0.1936,0.5828
643,002180.SZ,纳思达,电脑设备,0.1931,0.593
53,000069.SZ,华侨城A,旅游景点,0.193,0.3318
189,000612.SZ,焦作万方,铝,0.1925,0.4467
25,000030.SZ,富奥股份,汽车配件,0.1923,0.6051
2139,600022.SH,山东钢铁,普钢,0.1909,0.3787
177,000598.SZ,兴蓉环境,水务,0.1896,0.3275
2631,600617.SH,国新能源,供气供热,0.1889,0.572
2667,600660.SH,福耀玻璃,汽车配件,0.1879,0.2922
1060,002599.SZ,盛通股份,广告包装,0.1868,0.3233
2767,600767.SH,ST运盛,医疗保健,0.186,0.2458
2711,600708.SH,光明地产,全国地产,0.1853,0.3866
2125,600006.SH,东风汽车,汽车整车,0.1836,0.4603
998,002537.SZ,海联金汇,汽车整车,0.1833,0.4026
2196,600094.SH,大名城,区域地产,0.1825,0.2877
2687,600683.SH,京投发展,区域地产,0.1824,0.422
2647,600637.SH,东方明珠,影视音像,0.1821,0.3335
3168,603077.SH,和邦生物,化工原料,0.1816,0.3377
3181,603099.SH,长白山,旅游景点,0.181,0.5908
2633,600619.SH,海立股份,机械基件,0.181,0.5873
2697,600693.SH,东百集团,百货,0.1807,0.4971
2679,600675.SH,中华企业,区域地产,0.1805,0.2737
113,000517.SZ,荣安地产,区域地产,0.1803,1.0
1004,002543.SZ,万和电气,家用电器,0.1797,0.614
152,000563.SZ,陕国投A,多元金融,0.1781,0.3801
527,002064.SZ,华峰氨纶,化纤,0.1775,0.2724
522,002059.SZ,云南旅游,旅游景点,0.1763,0.5602
1133,002672.SZ,东江环保,环境保护,0.1761,0.2916
138,000546.SZ,金圆股份,水泥,0.1741,0.3138
2784,600785.SH,新华百货,百货,0.1733,0.289
1107,002646.SZ,青青稞酒,白酒,0.1719,0.4986
449,000985.SZ,大庆华科,化工原料,0.1719,0.4711
2171,600067.SH,冠城大通,全国地产,0.1681,0.2594
87,000417.SZ,合肥百货,百货,0.1673,0.2701
2164,600059.SH,古越龙山,红黄药酒,0.1658,0.2828
502,002039.SZ,黔源电力,水力发电,0.1654,0.2235
104,000504.SZ,南华生物,环境保护,0.1651,0.2626
2163,600058.SH,五矿发展,商贸代理,0.1651,0.4411
3292,603355.SH,莱克电气,家用电器,0.1648,1.0697
2165,600060.SH,海信电器,家用电器,0.1645,0.2965
1641,300258.SZ,精锻科技,汽车配件,0.1634,0.3348
3269,603311.SH,金海环境,专用机械,0.1627,0.3818
1105,002644.SZ,佛慈制药,中成药,0.1624,0.4221
56,000088.SZ,盐田港,港口,0.1574,0.4824
2641,600629.SH,华建集团,建筑施工,0.1574,0.4746
150,000560.SZ,我爱我家,房产服务,0.1573,0.197
119,000524.SZ,岭南控股,酒店餐饮,0.1573,0.3308
178,000599.SZ,青岛双星,汽车配件,0.1566,0.2202
149,000559.SZ,万向钱潮,汽车配件,0.1563,0.3593
2599,600583.SH,海油工程,石油开采,0.1557,0.3709
2217,600116.SH,三峡水利,水力发电,0.1543,0.3069
605,002142.SZ,宁波银行,银行,0.1511,0.3195
195,000620.SZ,新华联,全国地产,0.1499,0.3862
2148,600033.SH,福建高速,路桥,0.1483,0.3217
2150,600036.SH,招商银行,银行,0.148,0.2971
516,002053.SZ,云南能投,食品,0.1448,0.3206
2654,600644.SH,乐山电力,水力发电,0.1446,0.3938
2725,600723.SH,首商股份,百货,0.1417,0.3361
2708,600705.SH,中航资本,多元金融,0.1402,0.2548
2598,600582.SH,天地科技,工程机械,0.1378,0.4485
3284,603333.SH,尚纬股份,电气设备,0.1376,0.3362
2216,600115.SH,东方航空,空运,0.1372,0.3146
2718,600716.SH,凤凰股份,区域地产,0.1355,0.2771
2130,600011.SH,华能国际,火力发电,0.1345,0.3641
96,000428.SZ,华天酒店,酒店餐饮,0.1325,0.348
1102,002641.SZ,永高股份,塑料,0.1283,0.3776
2226,600126.SH,杭钢股份,普钢,0.1283,0.3152
120,000525.SZ,红太阳,农药化肥,0.128,0.2952
3191,603116.SH,红蜻蜓,服饰,0.1271,0.3175
1108,002647.SZ,仁东控股,多元金融,0.1158,0.3231
3138,603025.SH,大豪科技,电脑设备,0.1134,0.9822
2648,600638.SH,新黄浦,区域地产,0.1104,0.2341
2594,600578.SH,京能电力,火力发电,0.1099,0.3162
125,000531.SZ,穗恒运A,火力发电,0.1095,0.2604
2678,600674.SH,川投能源,水力发电,0.1081,0.3035
198,000625.SZ,长安汽车,汽车整车,0.1079,0.2094
2751,600749.SH,*ST藏旅,旅游景点,0.1062,0.2086
2136,600019.SH,宝钢股份,普钢,0.1056,0.2985
2621,600606.SH,绿地控股,全国地产,0.1034,0.4223
525,002062.SZ,宏润建设,建筑施工,0.1017,0.2103
132,000539.SZ,粤电力A,火力发电,0.0991,0.3105
76,000402.SZ,金融街,全国地产,0.0976,0.1466
57,000089.SZ,深圳机场,机场,0.0955,0.222
1150,002689.SZ,远大智能,运输设备,0.0897,0.2151
473,002010.SZ,传化智联,仓储物流,0.0844,0.3254
1139,002678.SZ,珠江钢琴,文教休闲,0.0831,0.5027
2728,600726.SH,华电能源,火力发电,0.0783,0.1838
22,000027.SZ,深圳能源,火力发电,0.0751,0.278
3257,603288.SH,海天味业,食品,0.072,0.3111
3266,603306.SH,华懋科技,汽车配件,0.0713,0.173
2126,600007.SH,中国国贸,园区开发,0.0709,0.3663
2200,600098.SH,广州发展,火力发电,0.0698,0.3315
2133,600016.SH,民生银行,银行,0.0697,0.0697
2205,600104.SH,上汽集团,汽车整车,0.0644,0.2237
2670,600663.SH,陆家嘴,园区开发,0.0626,0.2791
2132,600015.SH,华夏银行,银行,0.0617,0.1486
2140,600023.SH,浙能电力,火力发电,0.0593,0.225
2652,600642.SH,申能股份,火力发电,0.0565,0.1126
70,000166.SZ,申万宏源,证券,0.0529,0.1765
59,000096.SZ,广聚能源,石油贸易,0.0525,0.1143
2144,600028.SH,中国石化,石油加工,0.0409,0.3192
2692,600688.SH,上海石化,石油加工,0.0386,0.1516
2123,600000.SH,浦发银行,银行,0.0376,0.069
128,000534.SZ,万泽股份,区域地产,0.0355,0.0744
38,000046.SZ,泛海控股,全国地产,0.0347,0.1173
2135,600018.SH,上港集团,港口,0.013,0.0937
24,000029.SZ,深深房A,区域地产,,
133,000540.SZ,中天金融,多元金融,,
200,000627.SZ,天茂集团,保险,,
201,000628.SZ,高新发展,园区开发,,
202,000629.SZ,攀钢钒钛,小金属,,
203,000630.SZ,铜陵有色,铜,,
204,000631.SZ,顺发恒业,区域地产,,
205,000632.SZ,三木集团,综合类,,
206,000633.SZ,合金投资,综合类,,
207,000635.SZ,英力特,化工原料,,
208,000636.SZ,风华高科,元器件,,
