,ts_code,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF,COL_DAILY_LIMIT_COUNT,circ_mv
756,002295.SZ,精艺股份,铜,1.4,2.7,-1.3,0.0,216710.005
1167,002708.SZ,光洋股份,汽车配件,4.01,5.31,-1.3,2.0,415112.3915
1027,002567.SZ,唐人神,饲料,9.02,10.33,-1.31,4.0,1060085.7974
3000,601177.SH,杭齿前进,机械基件,3.54,4.86,-1.32,0.0,594489.16
194,000620.SZ,新华联,全国地产,1.73,3.06,-1.33,0.0,904716.6796
2447,600368.SH,五洲交通,路桥,3.26,4.6,-1.34,0.0,420986.3934
288,000756.SZ,新华制药,化学制药,2.95,4.29,-1.34,0.0,307611.2085
504,002042.SZ,华孚时尚,纺织,1.41,2.76,-1.35,0.0,1136768.5762
2745,600729.SH,重庆百货,百货,2.64,3.99,-1.35,0.0,1345271.5992
162,000581.SZ,威孚高科,汽车配件,0.86,2.22,-1.36,0.0,1920581.0193
2444,600365.SH,通葡股份,红黄药酒,1.78,3.15,-1.37,0.0,189200.0
254,000707.SZ,*ST双环,化工原料,2.41,3.79,-1.38,0.0,179623.8306
1320,002873.SZ,新天药业,中成药,1.78,3.16,-1.38,0.0,125576.7267
1587,300198.SZ,纳川股份,塑料,1.31,2.7,-1.39,0.0,345810.7856
558,002096.SZ,南岭民爆,化工原料,0.64,2.03,-1.39,0.0,264788.328
3386,603585.SH,苏利股份,化工原料,1.13,2.54,-1.41,0.0,140130.0
1867,300480.SZ,光力科技,电器仪表,2.04,3.45,-1.41,0.0,147137.4695
268,000722.SZ,湖南发展,水力发电,2.54,3.95,-1.41,0.0,369934.1508
3317,603355.SH,莱克电气,家用电器,1.0,2.43,-1.43,0.0,1038590.0
1036,002576.SZ,通达动力,电气设备,2.05,3.48,-1.43,1.0,185951.1144
814,002353.SZ,杰瑞股份,化工机械,1.36,2.82,-1.46,0.0,1504850.6283
2805,600794.SH,保税科技,仓储物流,2.34,3.82,-1.48,0.0,405135.2134
1977,300595.SZ,欧普康视,医疗保健,1.61,3.09,-1.48,0.0,732377.3824
2328,600227.SH,圣济堂,农药化肥,1.63,3.12,-1.49,1.0,514350.549
2576,600539.SH,*ST狮头,水泥,2.63,4.12,-1.49,0.0,167210.0
984,002523.SZ,天桥起重,工程机械,0.96,2.46,-1.5,0.0,526582.565
2969,601058.SH,赛轮轮胎,汽车配件,2.51,4.01,-1.5,0.0,639110.522
3218,603127.SH,昭衍新药,医疗保健,3.14,4.64,-1.5,0.0,428337.6055
2596,600565.SH,迪马股份,全国地产,1.81,3.31,-1.5,0.0,869340.8962
1958,300575.SZ,中旗股份,农药化肥,1.33,2.84,-1.51,0.0,219517.9126
2552,600512.SH,腾达建设,建筑施工,1.9,3.42,-1.52,0.0,453532.8274
144,000554.SZ,泰山石油,石油贸易,3.87,5.39,-1.52,0.0,266184.8879
1299,002851.SZ,麦格米特,电气设备,2.2,3.72,-1.52,0.0,550478.551
941,002480.SZ,新筑股份,机械基件,1.26,2.79,-1.53,0.0,387122.4463
2704,600686.SH,金龙汽车,汽车整车,0.89,2.43,-1.54,0.0,644356.2987
2998,601168.SH,西部矿业,铜,1.23,2.78,-1.55,0.0,1589461.0
2957,601009.SH,南京银行,银行,1.3,2.85,-1.55,0.0,6751837.5075
1917,300531.SZ,优博讯,软件服务,2.44,4.01,-1.57,3.0,304136.028
2965,601020.SH,华钰矿业,铅锌,2.13,3.71,-1.58,0.0,323113.8425
333,000820.SZ,神雾节能,环境保护,2.53,4.11,-1.58,1.0,192730.1364
3496,603806.SH,福斯特,塑料,0.76,2.34,-1.58,0.0,1830145.2
2639,600611.SH,大众交通,公共交通,1.95,3.53,-1.58,1.0,787911.4475
1633,300244.SZ,迪安诊断,医疗保健,1.48,3.07,-1.59,0.0,917503.9668
879,002418.SZ,康盛股份,机械基件,3.14,4.75,-1.61,0.0,501804.138
1121,002661.SZ,克明面业,食品,2.22,3.87,-1.65,0.0,485794.8823
2609,600579.SH,天华院,化工机械,1.43,3.08,-1.65,0.0,420491.2886
538,002076.SZ,雪莱特,家用电器,7.27,8.92,-1.65,3.0,215560.6593
2821,600812.SH,华北制药,化学制药,1.57,3.23,-1.66,0.0,805617.5361
1127,002667.SZ,鞍重股份,工程机械,2.01,3.67,-1.66,0.0,138370.3185
2956,601008.SH,连云港,港口,2.49,4.16,-1.67,0.0,406086.0404
70,000301.SZ,东方盛虹,综合类,3.32,5.0,-1.68,0.0,747997.1772
3448,603696.SH,安记食品,食品,2.25,3.98,-1.73,0.0,236712.0
3219,603128.SH,华贸物流,仓储物流,1.88,3.62,-1.74,1.0,727561.0313
3514,603839.SH,安正时尚,服饰,0.85,2.63,-1.78,0.0,127883.2346
2227,600111.SH,北方稀土,小金属,1.81,3.61,-1.8,0.0,4319715.474
982,002521.SZ,齐峰新材,造纸,1.55,3.35,-1.8,0.0,280267.9868
2281,600173.SH,卧龙地产,全国地产,0.96,2.76,-1.8,0.0,347397.1573
542,002080.SZ,中材科技,化纤,3.94,5.74,-1.8,1.0,900480.0
2953,601005.SH,重庆钢铁,普钢,1.33,3.14,-1.81,0.0,1927509.2654
702,002240.SZ,威华股份,家居用品,2.15,3.98,-1.83,0.0,523527.1511
545,002083.SZ,孚日股份,纺织,0.83,2.66,-1.83,0.0,495689.4797
1017,002557.SZ,洽洽食品,食品,1.81,3.66,-1.85,0.0,1299441.0
3079,601727.SH,上海电气,电气设备,2.54,4.42,-1.88,1.0,6163956.2487
3387,603586.SH,金麒麟,汽车配件,1.42,3.3,-1.88,0.0,156470.5452
2418,600331.SH,宏达股份,铅锌,5.0,6.91,-1.91,1.0,802640.0
3385,603583.SH,捷昌驱动,电气设备,2.11,4.04,-1.93,0.0,226590.6
2361,600266.SH,北京城建,区域地产,0.64,2.59,-1.95,0.0,1593679.68
3461,603716.SH,塞力斯,医药商业,1.87,3.82,-1.95,0.0,187407.6906
1609,300220.SZ,金运激光,元器件,1.13,3.08,-1.95,0.0,191375.7747
1184,002727.SZ,一心堂,医药商业,1.09,3.05,-1.96,0.0,782107.8648
1479,300089.SZ,文化长城,陶瓷,2.83,4.79,-1.96,1.0,192602.3386
3564,603937.SH,丽岛新材,铝,1.01,2.98,-1.97,0.0,102712.0949
1162,002702.SZ,海欣食品,食品,2.08,4.05,-1.97,0.0,157823.325
2869,600866.SH,星湖科技,食品,2.38,4.36,-1.98,2.0,314952.0109
1574,300184.SZ,力源信息,元器件,1.69,3.71,-2.02,1.0,401905.6391
3400,603605.SH,珀莱雅,日用化工,2.54,4.57,-2.03,0.0,368142.2822
3326,603367.SH,辰欣药业,化学制药,1.47,3.5,-2.03,0.0,560975.61
2774,600759.SH,洲际油气,石油开采,1.76,3.8,-2.04,0.0,824237.1666
1003,002543.SZ,万和电气,家用电器,2.4,4.44,-2.04,1.0,770594.5871
1009,002549.SZ,凯美特气,环境保护,2.0,4.08,-2.08,1.0,414937.1648
1089,002629.SZ,仁智股份,石油开采,3.34,5.42,-2.08,1.0,159894.6009
3322,603360.SH,百傲化学,化工原料,2.48,4.6,-2.12,1.0,153447.0627
2567,600529.SH,山东药玻,医疗保健,2.39,4.51,-2.12,0.0,817953.9919
852,002391.SZ,长青股份,农药化肥,0.83,2.96,-2.13,1.0,331538.6351
3282,603297.SH,永新光学,电器仪表,3.18,5.32,-2.14,1.0,132909.0
1782,300395.SZ,菲利华,玻璃,2.36,4.51,-2.15,0.0,533618.7977
109,000513.SZ,丽珠集团,中成药,2.19,4.34,-2.15,0.0,1674911.4657
188,000612.SZ,焦作万方,铝,2.49,4.65,-2.16,0.0,591157.7697
2481,600408.SH,*ST安泰,焦炭加工,3.79,5.96,-2.17,0.0,423862.8
2162,600031.SH,三一重工,工程机械,2.34,4.52,-2.18,0.0,10309398.3578
2874,600871.SH,*ST油服,石油开采,1.89,4.07,-2.18,0.0,2974537.2658
301,000779.SZ,三毛派神,纺织,2.64,4.83,-2.19,0.0,199491.8914
3313,603339.SH,四方科技,专用机械,2.14,4.39,-2.25,0.0,109272.0038
293,000761.SZ,本钢板材,普钢,2.41,4.66,-2.25,0.0,1124496.0
1772,300385.SZ,雪浪环境,环境保护,0.91,3.18,-2.27,0.0,108600.8231
1674,300285.SZ,国瓷材料,陶瓷,1.22,3.5,-2.28,0.0,888089.3066
322,000806.SZ,银河生物,生物制药,3.2,5.51,-2.31,3.0,414179.8425
2370,600277.SH,亿利洁能,综合类,1.11,3.44,-2.33,0.0,1829019.4781
3432,603666.SH,亿嘉和,专用机械,5.14,7.48,-2.34,3.0,165740.7321
2282,600175.SH,美都能源,综合类,3.47,5.83,-2.36,0.0,735311.2527
110,000514.SZ,渝开发,区域地产,1.14,3.51,-2.37,0.0,383072.0181
3193,603081.SH,大丰实业,专用机械,2.88,5.26,-2.38,0.0,153897.975
3222,603133.SH,碳元科技,元器件,3.56,5.94,-2.38,0.0,230344.701
2242,600127.SH,金健米业,农业综合,1.43,3.82,-2.39,0.0,232325.5249
2590,600558.SH,大西洋,钢加工,4.84,7.23,-2.39,0.0,392253.3111
2396,600307.SH,酒钢宏兴,普钢,1.41,3.81,-2.4,0.0,1534522.5689
3455,603707.SH,健友股份,化学制药,4.28,6.7,-2.42,2.0,1070111.2656
3145,603009.SH,北特科技,汽车配件,0.81,3.27,-2.46,0.0,241140.1665
1798,300411.SZ,金盾股份,专用机械,2.04,4.51,-2.47,0.0,177914.7828
2903,600903.SH,贵州燃气,供气供热,1.2,3.67,-2.47,1.0,1058136.3386
2269,600160.SH,巨化股份,化工原料,1.04,3.53,-2.49,1.0,2272949.1487
1404,300013.SZ,新宁物流,仓储物流,2.72,5.23,-2.51,0.0,415031.3415
418,000950.SZ,重药控股,农药化肥,1.33,3.85,-2.52,0.0,423761.5696
101,000502.SZ,绿景控股,医疗保健,2.4,4.92,-2.52,0.0,153646.3422
3259,603222.SH,济民制药,化学制药,5.9,8.48,-2.58,3.0,773120.0
775,002314.SZ,南山控股,区域地产,1.42,4.01,-2.59,0.0,441570.2781
421,000953.SZ,*ST河化,农药化肥,0.9,3.5,-2.6,0.0,123799.023
2852,600847.SH,万里股份,电气设备,1.5,4.11,-2.61,0.0,208317.5766
2214,600097.SH,开创国际,渔业,1.75,4.38,-2.63,1.0,289855.7553
639,002177.SZ,御银股份,电脑设备,1.49,4.19,-2.7,0.0,293900.8345
3379,603568.SH,伟明环保,环境保护,1.35,4.06,-2.71,0.0,1748681.532
14,000018.SZ,神州长城,装修装饰,2.74,5.52,-2.78,0.0,301662.168
2753,600737.SH,中粮糖业,食品,1.33,4.13,-2.8,0.0,1897985.4434
2206,600088.SH,中视传媒,影视音像,6.52,9.37,-2.85,5.0,809730.2304
2725,600708.SH,光明地产,全国地产,0.79,3.64,-2.85,0.0,1139342.2188
451,000990.SZ,诚志股份,化工原料,6.65,9.52,-2.87,5.0,811032.3004
2244,600129.SH,太极集团,中成药,1.58,4.45,-2.87,0.0,615684.6912
3291,603309.SH,维力医疗,医疗保健,1.73,4.61,-2.88,0.0,252800.0
1251,002799.SZ,环球印务,广告包装,2.98,5.88,-2.9,0.0,113313.75
788,002327.SZ,富安娜,纺织,1.97,4.92,-2.95,0.0,454660.0989
3444,603688.SH,石英股份,矿物制品,1.94,4.91,-2.97,0.0,525448.404
2275,600167.SH,联美控股,供气供热,0.86,3.85,-2.99,1.0,1135718.4622
1915,300529.SZ,健帆生物,医疗保健,1.33,4.32,-2.99,1.0,603864.442
2019,300638.SZ,广和通,通信设备,2.59,5.59,-3.0,1.0,247938.6
457,000999.SZ,华润三九,中成药,1.21,4.27,-3.06,0.0,2832454.4167
3464,603721.SH,中广天择,影视音像,2.69,5.75,-3.06,0.0,116092.6323
1800,300413.SZ,芒果超媒,影视音像,2.64,5.71,-3.07,1.0,1040733.5541
1683,300294.SZ,博雅生物,生物制药,1.04,4.12,-3.08,0.0,1300292.2856
3257,603218.SH,日月股份,工程机械,3.2,6.28,-3.08,0.0,251654.9256
2897,600895.SH,张江高科,园区开发,3.9,7.01,-3.11,3.0,3682783.7499
2647,600619.SH,海立股份,机械基件,1.57,4.7,-3.13,0.0,575155.3544
30,000037.SZ,深南电A,火力发电,1.24,4.38,-3.14,0.0,372783.4132
3411,603619.SH,中曼石油,石油开采,1.58,4.76,-3.18,0.0,283920.1173
3060,601611.SH,中国核建,建筑施工,5.45,8.64,-3.19,1.0,910824.6
3346,603456.SH,九洲药业,化学制药,1.47,4.68,-3.21,1.0,796948.8031
1227,002773.SZ,康弘药业,中成药,1.73,4.97,-3.24,0.0,2427996.3012
1862,300475.SZ,聚隆科技,专用机械,1.15,4.39,-3.24,0.0,135356.8632
2839,600831.SH,广电网络,影视音像,5.22,8.46,-3.24,2.0,634113.6437
1729,300340.SZ,科恒股份,元器件,3.39,6.68,-3.29,1.0,336403.5197
3172,603039.SH,泛微网络,软件服务,1.85,5.15,-3.3,0.0,379456.608
655,002193.SZ,如意集团,纺织,1.86,5.18,-3.32,0.0,247236.4195
752,002291.SZ,星期六,服饰,1.35,4.67,-3.32,0.0,224147.6243
3140,603003.SH,龙宇燃油,石油贸易,1.25,4.61,-3.36,0.0,373629.5646
2762,600746.SH,江苏索普,化工原料,2.02,5.39,-3.37,1.0,226058.3989
3123,601966.SH,玲珑轮胎,汽车配件,1.18,4.6,-3.42,0.0,679557.9576
2751,600735.SH,新华锦,商贸代理,1.47,4.91,-3.44,0.0,255298.769
2278,600170.SH,上海建工,建筑施工,1.06,4.5,-3.44,0.0,3284434.1425
1378,002937.SZ,兴瑞科技,元器件,2.93,6.39,-3.46,1.0,165048.0
3505,603819.SH,神力股份,电气设备,1.57,5.04,-3.47,0.0,102270.3
632,002170.SZ,芭田股份,农药化肥,4.91,8.45,-3.54,2.0,300475.2921
307,000788.SZ,北大医药,化学制药,2.81,6.37,-3.56,1.0,469636.5236
2257,600146.SH,商赢环球,服饰,2.14,5.71,-3.57,0.0,168800.0
3267,603233.SH,大参林,医药商业,2.18,5.82,-3.64,0.0,299521.8454
118,000524.SZ,岭南控股,酒店餐饮,1.24,4.97,-3.73,0.0,221164.3734
2366,600272.SH,开开实业,中成药,3.95,7.74,-3.79,0.0,143520.0
1018,002558.SZ,巨人网络,互联网,2.86,6.7,-3.84,1.0,1084003.5557
261,000715.SZ,中兴商业,百货,3.62,7.49,-3.87,3.0,272994.2821
440,000976.SZ,华铁股份,运输设备,1.01,4.9,-3.89,0.0,849813.9885
817,002356.SZ,赫美集团,其他商业,8.3,12.25,-3.95,8.0,849543.5021
2053,300673.SZ,佩蒂股份,饲料,2.65,6.6,-3.95,0.0,207470.736
1318,002871.SZ,伟隆股份,机械基件,3.27,7.36,-4.09,1.0,73637.2
3567,603955.SH,大千生态,环境保护,2.1,6.23,-4.13,0.0,125737.5355
590,002128.SZ,露天煤业,煤炭开采,0.64,4.78,-4.14,0.0,1482376.6947
1869,300482.SZ,万孚生物,生物制药,1.82,6.02,-4.2,0.0,792979.055
1868,300481.SZ,濮阳惠成,化工原料,1.52,5.77,-4.25,1.0,520898.7648
2377,600284.SH,浦东建设,建筑施工,1.75,6.06,-4.31,2.0,685000.736
2469,600392.SH,盛和资源,小金属,2.97,7.32,-4.35,0.0,1865988.33
3427,603659.SH,璞泰来,化工原料,1.84,6.27,-4.43,0.0,1096723.7494
282,000739.SZ,普洛药业,化学制药,1.52,6.0,-4.48,1.0,1215633.5089
3568,603956.SH,威派格,专用机械,7.71,12.22,-4.51,6.0,120035.8098
404,000927.SZ,一汽夏利,汽车整车,1.2,5.82,-4.62,0.0,638068.384
313,000795.SZ,英洛华,矿物制品,3.0,7.63,-4.63,2.0,477754.356
733,002272.SZ,川润股份,机械基件,2.64,7.29,-4.65,1.0,170582.8144
1980,300598.SZ,诚迈科技,软件服务,2.56,7.24,-4.68,2.0,149935.964
399,000921.SZ,海信家电,家用电器,4.94,9.67,-4.73,1.0,1163625.2339
1351,002907.SZ,华森制药,化学制药,2.7,7.5,-4.8,0.0,202511.18
218,000661.SZ,长春高新,生物制药,2.17,7.0,-4.83,3.0,4998060.6646
3375,603558.SH,健盛集团,纺织,1.05,5.94,-4.89,0.0,340339.5241
438,000973.SZ,佛塑科技,塑料,1.46,6.38,-4.92,0.0,486602.1839
991,002531.SZ,天顺风能,电气设备,2.21,7.17,-4.96,0.0,1172836.1023
2011,300630.SZ,普利制药,化学制药,3.25,8.32,-5.07,0.0,704712.6444
1982,300600.SZ,瑞特股份,电气设备,2.64,7.76,-5.12,0.0,174675.8
2912,600936.SH,广西广电,影视音像,3.51,8.7,-5.19,0.0,607559.5281
378,000895.SZ,双汇发展,食品,0.61,5.93,-5.32,0.0,8438895.2448
2865,600862.SH,中航高科,航空,1.55,6.87,-5.32,0.0,1282998.2275
587,002125.SZ,湘潭电化,化工原料,3.07,8.4,-5.33,2.0,409881.5822
2028,300648.SZ,星云股份,电器仪表,1.75,7.17,-5.42,3.0,134492.5971
2349,600250.SH,南纺股份,商贸代理,1.01,6.77,-5.76,0.0,229977.5969
1644,300255.SZ,常山药业,生物制药,3.72,9.58,-5.86,1.0,454266.5759
2319,600217.SH,中再资环,环境保护,2.6,8.65,-6.05,1.0,745184.5884
1026,002566.SZ,益盛药业,中成药,1.44,7.54,-6.1,0.0,161358.0068
670,002208.SZ,合肥城建,区域地产,2.07,8.63,-6.56,1.0,455282.9386
2500,600439.SH,瑞贝卡,服饰,2.31,9.19,-6.88,0.0,436946.3798
794,002333.SZ,罗普斯金,铝,2.7,9.68,-6.98,1.0,408344.5042
3096,601865.SH,福莱特,玻璃,4.99,12.17,-7.18,6.0,251250.0
1206,002750.SZ,龙津药业,中成药,2.48,10.28,-7.8,6.0,710351.5269
344,000835.SZ,长城动漫,影视音像,3.83,12.53,-8.7,0.0,166895.145
508,002046.SZ,轴研科技,机械基件,1.01,11.17,-10.16,0.0,337890.0933
