,ts_code,name,industry,turnover_rate,continuously_up,average_p_change,float_share,free_share,circ_mv
3352,603566.SH,普莱柯,生物制药,0.1388,0.0,,32149.6,16289.338,430483.144
98,000430.SZ,张家界,旅游景点,0.4536,0.0,,33173.88,26192.4635,184115.034
99,000488.SZ,晨鸣纸业,造纸,0.6615,0.0,,165706.2925,121646.6197,1009151.3213
3349,603557.SH,起步股份,服饰,0.4411,0.0,,21890.2458,12462.2384,176435.3811
100,000498.SZ,山东路桥,建筑施工,1.9562,0.0,,44070.0,41005.8133,219468.6
3347,603555.SH,贵人鸟,服饰,0.759,0.0,,62860.2143,13898.7143,433735.4787
3450,603766.SH,隆鑫通用,摩托车,0.5944,0.0,,203415.615,98856.4586,888926.2376
3452,603768.SH,常青股份,汽车配件,1.0678,0.0,,7012.5,5482.5,80433.375
3058,601700.SH,风范股份,电气设备,0.2147,0.0,,113323.2,49006.7,347902.224
3513,603895.SH,天永智能,专用机械,4.5164,0.0,,2702.0,2702.0,72062.34
3535,603936.SH,博敏电子,元器件,2.6104,0.0,,5610.0,5610.0,84767.1
23,000028.SZ,国药一致,医药商业,0.6467,0.0,,30774.4355,12280.2064,1354075.162
3532,603928.SH,兴业股份,化工原料,2.8473,0.0,,6277.15,6277.15,96479.7955
3531,603926.SH,铁流股份,汽车配件,0.4865,0.0,,6509.2522,5890.9701,95816.1924
25,000030.SZ,富奥股份,汽车配件,0.1923,0.0,,175056.2118,55634.5091,708977.6578
3529,603920.SH,世运电路,元器件,0.7415,0.0,,12821.0018,10441.9585,153467.3915
3528,603919.SH,金徽酒,白酒,2.6471,0.0,,11583.845,9573.8565,153254.2694
3527,603918.SH,金桥信息,软件服务,0.2386,0.0,,17652.6,9880.3119,231602.112
3526,603917.SH,合力科技,汽车配件,1.4609,0.0,,8025.7912,6281.7742,101927.5482
26,000031.SZ,中粮地产,全国地产,0.5375,0.0,,181372.2808,95636.8668,972155.4251
3523,603909.SH,合诚股份,建筑施工,2.5412,0.0,,2500.0,2500.0,58850.0
3522,603908.SH,牧高笛,纺织,1.6803,0.0,,2304.9305,1838.5747,53036.4508
3521,603906.SH,龙蟠科技,化工原料,1.8942,0.0,,9332.544,6864.0,87259.2864
29,000035.SZ,中国天楹,环境保护,0.3833,0.0,,128108.9502,77919.8418,599549.8869
30,000036.SZ,华联控股,全国地产,0.2576,0.0,,113634.3462,75721.4416,642034.056
31,000037.SZ,深南电A,火力发电,1.0633,0.0,,33889.4012,20012.1058,174530.4162
3517,603899.SH,晨光文具,文教休闲,0.2118,0.0,,92000.0,24200.0,2588880.0
3516,603898.SH,好莱客,家居用品,0.7012,0.0,,10859.4786,10747.3486,186022.8684
3515,603897.SH,长城科技,电气设备,2.4506,0.0,,4460.0,4460.0,99012.0
3536,603937.SH,丽岛新材,铝,2.2211,0.0,,7585.8268,7585.8268,88754.1736
3537,603938.SH,三孚股份,化工原料,1.3948,0.0,,5078.66,5078.66,89485.9892
3538,603939.SH,益丰药房,医药商业,0.4713,0.0,,36269.4658,13022.9658,1802592.4503
3553,603985.SH,恒润股份,机械基件,1.0985,0.0,,6656.0,4160.0,133452.8
3563,603998.SH,方盛制药,中成药,0.8905,0.0,,42519.672,22338.2945,224078.6714
3562,603997.SH,继峰股份,汽车配件,0.2208,0.0,,63000.0,15149.1595,504000.0
2,000004.SZ,国农科技,生物制药,0.6143,0.0,,8301.3184,5073.8736,135560.5295
3560,603993.SH,洛阳钼业,小金属,0.2838,0.0,,1766577.2583,700277.2183,7154637.8961
3557,603989.SH,艾华集团,元器件,0.1299,0.0,,39000.1656,12942.3155,831873.5322
3556,603988.SH,中电电机,电气设备,0.9651,0.0,,23520.0,7239.4,244843.2
3555,603987.SH,康德莱,医疗保健,1.5662,0.0,,26610.003,19599.1355,176690.4199
6,000008.SZ,神州高铁,运输设备,0.4911,0.0,,254319.0375,159360.1662,996930.627
8,000010.SZ,美丽生态,建筑施工,2.2437,0.0,,52217.1348,49077.6748,203124.6544
21,000026.SZ,飞亚达A,其他商业,0.4664,0.0,,35671.6368,19373.9041,268250.7087
3550,603978.SH,深圳新星,铝,1.1539,0.0,,7612.168,7132.106,163281.0036
10,000012.SZ,南玻A,玻璃,0.215,0.0,,173581.6386,165705.8707,730778.6985
3548,603976.SH,正川股份,医疗保健,24.2396,0.0,,3829.9938,3829.9938,68173.8896
12,000016.SZ,深康佳A,家用电器,0.3252,0.0,,159657.43,107282.7368,585942.7681
3545,603968.SH,醋化股份,化工原料,0.5464,0.0,,20448.0,10215.5079,281773.44
3544,603966.SH,法兰泰克,机械基件,2.5952,0.0,,9298.9104,7868.9052,86479.8667
3543,603963.SH,大理药业,化学制药,1.8571,0.0,,7637.5,3445.0,98141.875
3540,603958.SH,哈森股份,服饰,4.7138,0.0,,6599.8996,6599.8996,56693.1376
3514,603896.SH,寿仙谷,中成药,0.9842,0.0,,6105.65,6105.65,169553.9005
33,000039.SZ,中集集团,轻工机械,0.2267,0.0,,126750.4301,83533.2458,1408197.2784
65,000155.SZ,川能动力,农药化肥,0.4204,0.0,,93720.0,72839.8628,372068.4
35,000042.SZ,中洲控股,全国地产,0.3204,0.0,,48543.583,22950.88,594173.4559
3477,603819.SH,神力股份,电气设备,1.0422,0.0,,5610.0,4373.95,92901.6
3475,603817.SH,海峡环保,环境保护,0.7284,0.0,,18000.0,15507.1,118620.0
55,000078.SZ,海王生物,生物制药,1.0848,0.0,,185665.4688,140551.568,601556.1189
3473,603813.SH,原尚股份,仓储物流,1.1256,0.0,,4681.0,3334.0,92122.08
3472,603811.SH,诚意药业,化学制药,2.0709,0.0,,8026.2,6769.5389,137809.854
3471,603810.SH,丰山集团,农药化肥,6.7324,0.0,,2000.0,2000.0,79280.0
3470,603809.SH,豪能股份,汽车配件,0.471,0.0,,8219.4,8219.4,130359.684
57,000089.SZ,深圳机场,机场,0.0955,0.0,,205076.9509,88247.3977,1609854.0646
59,000096.SZ,广聚能源,石油贸易,0.0525,0.0,,51084.8,23472.9623,477132.032
3465,603800.SH,道森股份,专用机械,5.4237,0.0,,6760.0,6760.0,83959.2
3464,603799.SH,华友钴业,小金属,2.7042,0.0,,81988.1192,48011.1232,2910578.2316
3462,603797.SH,联泰环保,环境保护,0.7098,0.0,,5334.0,5334.0,66995.04
3461,603790.SH,雅运股份,染料涂料,6.9542,0.0,,3680.0,3680.0,78972.8
3459,603788.SH,宁波高发,汽车配件,1.0617,0.0,,23009.4199,10424.9599,355955.7259
64,000153.SZ,丰原药业,化学制药,0.7463,0.0,,31197.723,21699.4605,181882.7251
3457,603779.SH,威龙股份,红黄药酒,0.2855,0.0,,10322.5627,8934.426,138425.5658
3456,603778.SH,乾景园林,建筑施工,1.7831,0.0,,22620.4093,22099.8093,107446.9442
3455,603777.SH,来伊份,食品,1.8647,0.0,,11062.6908,10832.3828,119145.1799
3454,603776.SH,永安行,公共交通,2.0508,0.0,,8613.6955,5522.9441,181748.9751
3479,603823.SH,百合花,染料涂料,1.059,0.0,,7034.3183,5895.0001,108328.5018
52,000068.SZ,华控赛格,元器件,1.8817,0.0,,100667.1464,51060.0686,342268.2978
50,000065.SZ,北方国际,建筑施工,0.3498,0.0,,62894.3607,28832.6194,548438.8253
3498,603871.SH,嘉友国际,仓储物流,1.5916,0.0,,2800.0,2800.0,100324.0
3508,603886.SH,元祖股份,食品,0.9664,0.0,,12120.9,6624.4073,212115.75
3507,603885.SH,吉祥航空,空运,0.0814,0.0,,179701.3477,66272.2277,2366666.7492
3506,603883.SH,老百姓,医药商业,0.1962,0.0,,26700.0,9469.2142,1536852.0
3505,603882.SH,金域医学,医疗保健,0.5375,0.0,,27963.9368,11492.3744,625832.9056
39,000048.SZ,*ST康达,饲料,0.2367,0.0,,38539.2267,10599.6213,757681.1969
3502,603879.SH,永悦科技,化工原料,1.1263,0.0,,8100.0,4755.57,79866.0
3501,603878.SH,武进不锈,钢加工,0.8985,0.0,,10101.011,7422.481,123030.314
3499,603876.SH,鼎胜新材,铝,2.3065,0.0,,6500.0,6500.0,112515.0
3496,603868.SH,飞科电器,家用电器,1.282,0.0,,4360.0,4360.0,166639.2
45,000059.SZ,华锦股份,石油加工,0.2728,0.0,,159943.9081,83401.9906,991652.2302
3495,603866.SH,桃李面包,食品,0.6043,0.0,,7967.734,7967.734,380857.6852
3494,603861.SH,白云电器,电气设备,0.9112,0.0,,12108.5312,8059.6327,136463.1466
3493,603860.SH,中公高科,公路,0.7002,0.0,,2418.0,2418.0,58297.98
3492,603859.SH,能科股份,软件服务,1.6061,0.0,,4989.0,4139.0,91198.92
3491,603858.SH,步长制药,中成药,2.099,0.0,,42618.5646,42618.5646,1166896.2987
3490,603856.SH,东宏股份,塑料,1.2259,0.0,,9142.9,9142.9,125897.733
3489,603855.SH,华荣股份,专用机械,0.2477,0.0,,20154.0,13697.0,167681.28
44,000058.SZ,深赛格,元器件,3.0499,0.0,,53801.0206,28823.8686,286759.4398
3314,603396.SH,金辰股份,专用机械,1.3801,0.0,,3156.9173,2080.2506,85899.7197
3313,603393.SH,新天然气,供气供热,1.2966,0.0,,9564.4696,8762.5931,332843.5421
3312,603389.SH,亚振家居,家居用品,12.565,0.0,,6296.0,6296.0,65604.32
201,000628.SZ,高新发展,园区开发,2.1929,0.0,,18798.034,16105.804,190800.0451
3184,603103.SH,横店影视,影视音像,2.932,0.0,,5300.0,5300.0,117713.0
3183,603101.SH,汇嘉时代,百货,3.597,0.0,,7200.0,6000.0,117216.0
192,000616.SZ,海航投资,全国地产,0.8225,0.0,,143021.4425,112634.4173,406180.8967
3181,603099.SH,长白山,旅游景点,0.181,0.0,,26667.0,8172.1969,241336.35
193,000617.SZ,中油资本,多元金融,0.2371,0.0,,28753.92,11501.568,314855.424
3179,603096.SH,新经典,出版业,0.6357,0.0,,5391.8,4085.8,304636.7
3178,603090.SH,宏盛股份,专用机械,1.2409,0.0,,4068.13,4068.13,55652.0184
3177,603089.SH,正裕工业,汽车配件,4.0702,0.0,,3145.488,3145.488,55706.5925
3176,603088.SH,宁波精达,专用机械,1.2014,0.0,,11200.0,4156.3903,137200.0
3174,603085.SH,天成自控,汽车配件,5.1861,0.0,,14748.7519,10109.1819,129936.5042
194,000619.SZ,海螺型材,其他建材,0.3127,0.0,,36000.0,23962.0607,203400.0
195,000620.SZ,新华联,全国地产,0.1499,0.0,,189668.067,73640.8083,770052.352
196,000622.SZ,恒立实业,汽车配件,15.5338,0.0,,42522.6,23134.6,289153.68
3170,603079.SH,圣达生物,食品,2.3196,0.0,,3651.156,3651.156,63347.5566
3167,603076.SH,乐惠国际,专用机械,2.0906,0.0,,2684.9199,2684.9199,68841.3462
3166,603069.SH,海汽集团,公路,2.6768,0.0,,17380.0,11455.0,127395.4
3165,603067.SH,振华股份,化工原料,2.302,0.0,,15560.93,15560.93,129933.7655
3115,601999.SH,出版传媒,出版业,0.3878,0.0,,55091.47,17891.47,303553.9997
3114,601998.SH,中信银行,银行,0.0315,0.0,,3190516.4057,296623.5763,17962607.3641
188,000611.SZ,天首发展,纺织,0.2934,0.0,,31934.7925,27934.7925,215559.8494
3187,603108.SH,润达医疗,医药商业,0.9026,0.0,,50828.2106,33272.7092,452371.0743
3188,603110.SH,东方材料,染料涂料,3.1984,0.0,,5430.054,5430.054,63368.7302
178,000599.SZ,青岛双星,汽车配件,0.1566,0.0,,67454.6362,47958.2196,267794.9057
3210,603165.SH,荣晟环保,造纸,1.7885,0.0,,4435.2,4435.2,73358.208
3209,603161.SH,科华控股,汽车配件,1.7186,0.0,,3340.0,3340.0,54943.0
173,000593.SZ,大通燃气,供气供热,2.1252,0.0,,27979.2362,17151.1703,219637.0042
174,000595.SZ,宝塔实业,机械基件,0.6448,0.0,,75428.815,34887.2226,227795.0213
175,000596.SZ,古井贡酒,白酒,0.6065,0.0,,38360.0,11219.5978,2242525.6
176,000597.SZ,东北制药,化学制药,0.4297,0.0,,47337.8322,26600.5331,529710.3423
3204,603156.SH,养元饮品,软饮料,0.7458,0.0,,6027.0,5925.299,255846.15
3203,603139.SH,康惠制药,中成药,1.7268,0.0,,5363.0,3696.0,84735.4
179,000600.SZ,建投能源,火力发电,1.1586,0.0,,109004.4126,61563.3843,569003.0338
3189,603111.SH,康尼机电,运输设备,0.7195,0.0,,73838.325,59866.3655,318243.1808
180,000601.SZ,韶能股份,水力发电,0.8426,0.0,,107983.2057,67751.0868,443810.9754
181,000603.SZ,盛达矿业,铅锌,2.0974,0.0,,39324.6877,29154.6877,348416.733
3196,603127.SH,昭衍新药,医疗保健,2.1926,0.0,,5580.946,3702.574,285186.3406
184,000607.SZ,华媒控股,广告包装,3.1094,0.0,,88485.9969,38396.7656,415884.1854
185,000608.SZ,阳光股份,区域地产,0.3787,0.0,,74980.1859,39162.3759,363653.9016
3192,603117.SH,万林股份,仓储物流,0.9931,0.0,,62588.9572,38033.6561,243471.0435
3191,603116.SH,红蜻蜓,服饰,0.1271,0.0,,57620.08,23066.6149,418321.7808
187,000610.SZ,西安旅游,旅游服务,5.5332,0.0,,23523.3544,17063.1399,163252.0795
199,000626.SZ,远大控股,商贸代理,0.5054,0.0,,40459.5,16726.29,282407.31
3110,601991.SH,大唐发电,火力发电,0.0656,0.0,,999436.0,201650.8387,3138229.04
3311,603388.SH,元成股份,建筑施工,1.2693,0.0,,8505.35,8505.35,92538.208
202,000629.SZ,攀钢钒钛,小金属,0.7544,0.0,,476713.9025,354849.335,1601758.7124
3080,601877.SH,正泰电器,电气设备,0.2246,0.0,,173718.39,83274.8633,4030266.648
217,000657.SZ,中钨高新,小金属,0.6081,0.0,,45373.2483,34379.8981,262257.3752
218,000659.SZ,珠海中富,广告包装,1.5901,0.0,,128570.252,107494.4169,534852.2483
219,000661.SZ,长春高新,生物制药,1.345,0.0,,16995.3049,13191.4572,3297089.1506
220,000662.SZ,天夏智慧,软件服务,1.2197,0.0,,37426.5875,29272.3521,267225.8348
222,000665.SZ,湖北广电,影视音像,0.6316,0.0,,63615.8823,25220.1145,479663.7525
224,000667.SZ,美好置业,全国地产,0.4134,0.0,,253991.8331,192663.7001,634979.5828
3071,601811.SH,新华文轩,出版业,7.7808,0.0,,19909.4375,18596.1375,206859.0556
3070,601808.SH,中海油服,石油开采,0.0602,0.0,,296046.8,54961.87,2800602.728
225,000668.SZ,荣丰控股,区域地产,0.234,0.0,,14668.8393,8900.769,156516.5153
3068,601800.SH,中国交建,建筑施工,0.1276,0.0,,1174723.5425,351792.9901,13896979.5078
3067,601799.SH,星宇股份,汽车配件,0.1148,0.0,,27615.5232,11842.3532,1366968.3984
229,000672.SZ,上峰水泥,水泥,0.4548,0.0,,81360.6071,29798.3028,727363.8275
3065,601789.SH,宁波建工,建筑施工,0.3542,0.0,,97608.0,56770.071,323082.48
230,000673.SZ,当代东方,影视音像,1.831,0.0,,78732.1255,48377.3109,422004.1927
3063,601777.SH,力帆股份,摩托车,1.0644,0.0,,126409.4979,64345.2323,542296.746
232,000677.SZ,恒天海龙,化纤,0.8557,0.0,,86397.7948,57592.7701,249689.627
233,000678.SZ,襄阳轴承,机械基件,0.3383,0.0,,42907.9797,21752.0667,229128.6116
234,000679.SZ,大连友谊,百货,0.4735,0.0,,35635.0622,25488.6022,152161.7156
216,000656.SZ,金科股份,区域地产,0.2918,0.0,,522128.6924,214183.126,3059674.1375
3083,601881.SH,中国银河,证券,0.8394,0.0,,122853.0884,122521.9884,931226.4101
3084,601882.SH,海天精工,机床制造,0.7256,0.0,,12594.0,12594.0,96092.22
3098,601939.SH,建设银行,银行,0.4286,0.0,,959365.7606,890107.583,6360594.9928
3108,601989.SH,中国重工,船舶,0.2002,0.0,,1836166.5066,875013.2755,7822069.3181
3106,601985.SH,中国核电,新型电力,0.0647,0.0,,1556543.0,460707.643,8280808.76
3105,601969.SH,海南矿业,普钢,0.1412,0.0,,195472.0314,29338.7314,916763.8273
205,000632.SZ,三木集团,综合类,1.6829,0.0,,46548.5356,32256.0197,198296.7617
3102,601965.SH,中国汽研,汽车服务,0.2561,0.0,,96117.9867,32646.5699,667058.8277
206,000633.SZ,合金投资,综合类,1.1027,0.0,,38510.6373,25548.5098,174838.2933
3100,601952.SH,苏垦农发,种植业,1.9465,0.0,,40930.3574,38474.5332,274642.6982
3099,601949.SH,中国出版,出版业,1.039,0.0,,40100.5541,40100.5541,180853.499
3097,601933.SH,永辉超市,超市连锁,0.4987,0.0,,797594.2216,363770.0634,5806485.9332
214,000652.SZ,泰达股份,批发业,2.387,0.0,,147412.5684,98754.5173,490883.8528
207,000635.SZ,英力特,化工原料,0.9049,0.0,,30308.7602,14776.4915,268535.6154
209,000637.SZ,茂化实华,石油加工,1.074,0.0,,36649.4967,28983.6966,148063.9667
212,000650.SZ,仁和药业,中成药,2.4284,0.0,,123799.502,83589.3134,797268.7929
213,000651.SZ,格力电器,家用电器,0.4103,0.0,,596981.5772,433753.7915,21777887.9363
3089,601899.SH,紫金矿业,黄金,0.2963,0.0,,1687572.5837,1120437.2657,5737746.7846
3088,601898.SH,中煤能源,煤炭开采,0.0807,0.0,,915200.04,154679.2792,4511936.1972
3087,601890.SH,亚星锚链,船舶,0.2491,0.0,,95940.0,59374.6428,363612.6
3086,601888.SH,中国国旅,旅游服务,0.2723,0.0,,195247.5544,87278.3344,11412219.5547
3211,603166.SH,福达股份,汽车配件,0.2778,0.0,,59201.871,13713.6299,341594.7957
172,000592.SZ,平潭发展,林业,1.1036,0.0,,191393.6916,136875.321,558869.5795
3213,603168.SH,莎普爱思,化学制药,0.8478,0.0,,29734.25,13606.2795,214681.285
3214,603169.SH,兰石重装,专用机械,0.3881,0.0,,102541.557,34777.5866,440928.6951
3287,603337.SH,杰克股份,纺织机械,0.429,0.0,,8105.96,8105.96,298299.328
3286,603336.SH,宏辉果蔬,农业综合,11.2855,0.0,,6868.0357,5405.4523,121426.8712
3285,603335.SH,迪生力,汽车配件,8.147,0.0,,15644.2,15364.773,97150.482
3281,603329.SH,上海雅仕,仓储物流,2.4566,0.0,,3300.0,3300.0,65043.0
140,000548.SZ,湖南投资,路桥,0.6814,0.0,,49920.1046,33789.4589,231130.0843
3279,603326.SH,我乐家居,家居用品,1.4626,0.0,,6436.64,5600.0,68936.4144
142,000551.SZ,创元科技,专用机械,0.6426,0.0,,40008.0405,26107.7404,232446.7153
144,000553.SZ,沙隆达A,农药化肥,0.8733,0.0,,24421.5487,12452.8285,245680.7799
3276,603321.SH,梅轮电梯,运输设备,0.7527,0.0,,11610.0,9413.5,83359.8
145,000554.SZ,泰山石油,石油贸易,0.7121,0.0,,36264.9711,36264.9711,184226.0532
3274,603319.SH,湘油泵,汽车配件,0.5533,0.0,,5668.0284,5620.1084,115684.4596
3272,603316.SH,诚邦股份,建筑施工,6.5594,0.0,,10507.6598,8423.5693,89840.4913
3271,603315.SH,福鞍股份,机械基件,0.3471,0.0,,21995.0901,9303.5832,254043.2907
147,000557.SZ,西部创业,铁路,0.8219,0.0,,58524.5214,58523.6391,218296.4648
3269,603311.SH,金海环境,专用机械,0.1627,0.0,,21000.0,8949.1664,229110.0
3268,603309.SH,维力医疗,医疗保健,0.2983,0.0,,20000.0,7700.0,215000.0
3267,603308.SH,应流股份,专用机械,0.6275,0.0,,40001.0,24115.3684,364009.1
148,000558.SZ,莱茵体育,文教休闲,0.5253,0.0,,128831.2979,59401.2799,404530.2754
3265,603305.SH,旭升股份,汽车配件,3.1723,0.0,,6326.3496,6326.3496,211426.6036
3288,603338.SH,浙江鼎力,专用机械,0.5305,0.0,,24769.672,8923.7692,1414348.2712
136,000544.SZ,中原环保,环境保护,0.8132,0.0,,52165.0284,30482.9341,280647.8528
3290,603345.SH,安井食品,食品,1.0324,0.0,,12284.94,9893.4865,463142.238
3302,603368.SH,柳药股份,医药商业,1.6356,0.0,,20475.0,14344.8407,579237.75
3310,603387.SH,基蛋生物,生物制药,2.9166,0.0,,9209.3787,6948.2525,276189.2672
124,000530.SZ,大冷股份,机械基件,2.5606,0.0,,59761.7633,42670.0699,212154.2597
3308,603385.SH,惠达卫浴,家居用品,1.3427,0.0,,26372.6927,15179.0,239727.7766
3307,603383.SH,顶点软件,软件服务,1.3876,0.0,,5801.712,4898.711,174631.5312
125,000531.SZ,穗恒运A,火力发电,0.1095,0.0,,68508.0718,28816.1444,354871.8119
126,000532.SZ,华金资本,元器件,2.8523,0.0,,34348.3446,17395.0697,344170.4129
3304,603377.SH,东方时尚,汽车服务,0.2954,0.0,,16485.875,14709.765,215140.6688
127,000533.SZ,万家乐,电气设备,2.6082,0.0,,68490.24,41971.4332,216429.1584
3301,603367.SH,辰欣药业,化学制药,3.7343,0.0,,28767.98,16352.5,478986.867
3291,603348.SH,文灿股份,汽车配件,3.6087,0.0,,5500.0,5500.0,119295.0
3300,603366.SH,日出东方,家用电器,1.6509,0.0,,80000.0,28573.8779,344000.0
128,000534.SZ,万泽股份,区域地产,0.0355,0.0,,49136.5394,23425.2857,507089.0866
129,000536.SZ,华映科技,元器件,0.6407,0.0,,200334.3563,127405.3848,438732.2403
3297,603360.SH,百傲化学,化工原料,0.7282,0.0,,7840.9332,6813.5154,101383.2663
130,000537.SZ,广宇发展,区域地产,1.6457,0.0,,40594.5814,29917.4047,304053.4147
131,000538.SZ,云南白药,中成药,0.5216,0.0,,104139.243,40704.7368,7921872.215
132,000539.SZ,粤电力A,火力发电,0.0991,0.0,,255390.704,81487.7035,1041994.0723
3292,603355.SH,莱克电气,家用电器,0.1648,0.0,,40100.0,6178.8051,917488.0
3264,603303.SH,得邦照明,家用电器,2.5442,0.0,,10200.0,5700.0,121788.0
3263,603301.SH,振德医疗,医疗保健,6.7958,0.0,,2500.0,2500.0,83475.0
149,000559.SZ,万向钱潮,汽车配件,0.1563,0.0,,275314.9374,119756.0668,1527997.9026
3226,603196.SH,日播时尚,服饰,20.7593,0.0,,6540.0,6062.5,66577.2
162,000576.SZ,广东甘化,造纸,5.0361,0.0,,43558.6387,24999.8887,311879.8531
3233,603214.SH,爱婴室,百货,4.0997,0.0,,2500.0,2500.0,97200.0
163,000581.SZ,威孚高科,汽车配件,0.2215,0.0,,83648.9991,51716.9993,1544160.5234
3231,603203.SH,快克股份,专用机械,2.2897,0.0,,5278.6237,5278.6237,113437.6233
3230,603200.SH,上海洗霸,环境保护,0.8559,0.0,,2527.0,2518.9,76315.4
164,000582.SZ,北部湾港,港口,3.2685,0.0,,26317.5194,26317.5194,235015.4482
3228,603198.SH,迎驾贡酒,白酒,0.3367,0.0,,80000.0,16115.015,1197600.0
165,000584.SZ,哈工智能,化纤,0.6046,0.0,,61130.7781,42792.3804,435862.4479
3225,603192.SH,汇得科技,化工原料,5.0831,0.0,,2666.6667,2666.6667,80533.3343
159,000571.SZ,新大洲A,综合类,8.6484,0.0,,80646.6574,71698.4922,286295.6338
166,000585.SZ,*ST东电,电气设备,1.6865,0.0,,60942.0978,52792.6128,134682.0361
3222,603187.SH,海容冷链,机械基件,31.2453,0.0,,2000.0,2000.0,115980.0
3221,603186.SH,华正新材,元器件,1.6942,0.0,,7371.6763,6396.6763,113081.5144
3220,603183.SH,建研院,建筑施工,2.5439,0.0,,7371.7365,7371.7365,137851.4726
168,000587.SZ,金洲慈航,批发业,1.41,0.0,,121301.185,81523.1864,325087.1758
3218,603180.SH,金牌厨柜,家居用品,3.9542,0.0,,1841.6471,1841.6471,114734.6143
3216,603178.SH,圣龙股份,汽车配件,1.3217,0.0,,5000.0,5000.0,56200.0
170,000590.SZ,启迪古汉,中成药,0.3749,0.0,,22323.6227,12024.7492,174570.7295
160,000572.SZ,海马汽车,汽车整车,1.2627,0.0,,164215.0224,107552.7273,400684.6547
3237,603223.SH,恒通股份,供气供热,3.0538,0.0,,16800.0,6756.7655,194544.0
3261,603299.SH,井神股份,化工原料,0.8925,0.0,,27930.0905,27930.0905,157525.7104
3249,603260.SH,合盛硅业,化工原料,0.3883,0.0,,26084.1805,9592.0,1210305.9752
3259,603297.SH,永新光学,电器仪表,8.842,0.0,,2100.0,2100.0,94248.0
3257,603288.SH,海天味业,食品,0.072,0.0,,269688.67,62436.3699,17847996.1806
152,000563.SZ,陕国投A,多元金融,0.1781,0.0,,366679.6319,171766.0622,1056037.3399
3254,603278.SH,大业股份,钢加工,1.8598,0.0,,8653.32,6572.7011,126857.6712
3253,603277.SH,银都股份,专用机械,0.3367,0.0,,15639.6,6600.0,148732.596
3252,603269.SH,海鸥股份,机械基件,1.9831,0.0,,3714.405,3174.405,55196.0583
154,000565.SZ,渝三峡A,染料涂料,0.685,0.0,,43359.222,25778.3238,202053.9745
3250,603266.SH,天龙股份,塑料,1.6229,0.0,,3500.0,3500.0,49245.0
3248,603259.SH,药明康德,化学制药,3.5435,0.0,,10419.8556,10419.8556,834630.4336
3238,603225.SH,新凤鸣,化纤,1.4422,0.0,,11900.0,11900.0,228599.0
155,000566.SZ,海南海药,化学制药,1.869,0.0,,110319.5493,97086.5717,646472.5589
3246,603239.SH,浙江仙通,汽车配件,2.0704,0.0,,9072.0,8556.89,106505.28
3245,603238.SH,诺邦股份,纺织,3.1195,0.0,,3000.0,3000.0,52890.0
3244,603233.SH,大参林,医药商业,1.8102,0.0,,6415.1177,6415.1177,288680.2965
156,000567.SZ,海德股份,多元金融,1.1962,0.0,,15035.904,10845.0903,182235.1565
3242,603229.SH,奥翔药业,化学制药,1.6712,0.0,,5398.0,4558.0,65585.7
158,000570.SZ,苏常柴A,机械基件,0.2646,0.0,,41137.4326,24052.909,164138.3561
3239,603226.SH,菲林格尔,家居用品,2.9546,0.0,,2931.682,2931.682,49193.624
3175,603086.SH,先达股份,农药化肥,1.1308,0.0,,7251.3743,3940.265,171712.5434
455,000995.SZ,*ST皇台,白酒,0.7172,0.0,,17740.545,11796.7542,110701.0008
2704,600701.SH,*ST工新,综合类,2.1258,0.0,,77587.8533,67205.1105,222677.139
761,002299.SZ,圣农发展,农业综合,0.704,0.0,,111090.0,41723.7223,1888530.0
1347,002901.SZ,大博医疗,医疗保健,5.5792,0.0,,4009.62,4009.62,131034.3816
1346,002900.SZ,哈三联,化学制药,1.1986,0.0,,14485.755,13810.755,169193.6184
1345,002899.SZ,英派斯,文教休闲,1.3603,0.0,,7933.8,4701.57,131701.08
1344,002898.SZ,赛隆药业,化学制药,3.4982,0.0,,5983.8777,4620.0,93348.4921
1342,002896.SZ,中大力德,机械基件,1.5935,0.0,,3425.0,2279.49,108778.0
1341,002895.SZ,川恒股份,化工原料,8.0949,0.0,,8904.2,8904.2,114864.18
760,002298.SZ,中电兴发,软件服务,0.8603,0.0,,51853.2066,42428.5367,338601.4391
1339,002892.SZ,科力尔,电气设备,3.9633,0.0,,2633.6,2633.6,70975.52
1338,002891.SZ,中宠股份,饲料,1.0757,0.0,,5385.6516,3335.0,178803.6331
1336,002889.SZ,东方嘉盛,仓储物流,2.5958,0.0,,3720.1929,3720.1929,91814.3608
419,000950.SZ,重药控股,农药化肥,1.7149,0.0,,71100.9345,64951.561,400298.2612
1335,002888.SZ,惠威科技,元器件,7.354,0.0,,3557.64,3557.64,71508.564
1334,002887.SZ,绿茵生态,环境保护,4.3846,0.0,,5335.84,4269.24,93110.408
1331,002884.SZ,凌霄泵业,专用机械,0.8812,0.0,,7106.7477,6982.0197,156703.7868
1330,002883.SZ,中设股份,建筑施工,4.4597,0.0,,3101.768,3101.768,66377.8352
1329,002882.SZ,金龙羽,电气设备,1.5849,0.0,,8300.0,8300.0,81921.0
769,002307.SZ,北新路桥,建筑施工,1.7886,0.0,,89171.0821,47486.9271,518975.6978
1327,002880.SZ,卫光生物,生物制药,1.3144,0.0,,2700.0,2700.0,117342.0
1326,002879.SZ,长缆科技,电气设备,0.8517,0.0,,12657.9506,12657.9506,166578.6299
