,ts_code,symbol,name,industry,COL_MA_10,COL_MA_20,COL_LASTPRICE,concept
424,002424.SZ,002424,贵州百灵,中成药,12.07,11.86,11.24,"MSCI, 民营医院, 兜底式增持, 高质押率, 医药, 中药, 创新药, 互联网医疗, 腾讯概念股, "
425,000695.SZ,000695,滨海能源,供气供热,12.32,11.97,11.26,"天津国企改革, 资产重组, "
426,300351.SZ,300351,永贵电器,元器件,12.26,11.94,11.28,"一带一路, 特斯拉, 军工, 军民融合, 高铁轨交, "
427,300510.SZ,300510,金冠股份,电气设备,11.88,11.62,11.3,"智能仪表, 锂电池, 新能源汽车, 股权转让, 国资入股, 资产重组, 充电桩, "
428,600136.SH,600136,当代明诚,影视音像,13.55,13.36,11.35,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
429,600141.SH,600141,兴发集团,化工原料,12.47,12.42,11.36,"烧碱, 草甘膦, 农药, 有机硅, 化肥, 磷化工, "
430,002759.SZ,002759,天际股份,家用电器,10.99,10.59,11.38,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, "
431,002463.SZ,002463,沪电股份,元器件,12.2,12.19,11.39,"PCB板, 业绩预增, 无人驾驶, "
432,002726.SZ,002726,龙大肉食,食品,11.26,10.52,11.42,"养猪, 股权转让, "
433,603787.SH,603787,新日股份,摩托车,12.56,12.55,11.47,"共享经济, "
434,002547.SZ,002547,春兴精工,通信设备,12.81,10.56,11.66,"5G, 特斯拉, 华为产业链, 3D玻璃, "
435,002158.SZ,002158,汉钟精机,工程机械,11.77,11.24,11.67,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
436,603803.SH,603803,瑞斯康达,通信设备,12.82,12.8,11.84,"5G, 光通信, 物联网, 工业互联网, "
437,002387.SZ,002387,维信诺,元器件,12.88,12.84,11.9,"OLED, 定增破发, 小米概念股, 资产重组, "
438,300274.SZ,300274,阳光电源,电气设备,12.66,12.37,11.9,"阿里巴巴概念股, 光伏, 储能, 新能源汽车, 充电桩, "
439,002127.SZ,002127,南极电商,互联网,11.33,11.3,11.96,"MSCI, 回购, 新零售, 业绩预增, "
440,600875.SH,600875,东方电气,电气设备,13.26,12.67,11.96,"高股息, MSCI, 一带一路, 央企改革, 核电, 风电, 燃料电池, "
441,600000.SH,600000,浦发银行,银行,11.72,11.65,11.97,"银行, MSCI, 破净股, 信托, "
442,002324.SZ,002324,普利特,塑料,12.48,12.47,11.98,
443,002639.SZ,002639,雪人股份,专用机械,14.59,14.07,12.0,"福建自贸区, 燃料电池, 冷链, 自贸区, 体育产业, "
444,002882.SZ,002882,金龙羽,电气设备,12.2,12.09,12.0,"业绩预增, 新能源汽车, 充电桩, "
445,603399.SH,603399,吉翔股份,小金属,12.54,12.28,12.04,"有色金属, 有色-钼, 百度概念股, 游戏, 手游, 影视, "
446,000922.SZ,000922,佳电股份,电气设备,11.78,11.48,12.08,"电改, 央企改革, 核电, 业绩预增, 工业自动化, 智能制造, ST摘帽, "
447,002451.SZ,002451,摩恩电气,电气设备,14.01,13.81,12.08,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
448,002057.SZ,002057,中钢天源,元器件,10.98,9.61,12.1,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, "
449,300229.SZ,300229,拓尔思,软件服务,13.6,12.95,12.2,"网络安全, 互联网金融, 大数据, 云计算, 人工智能, 国产软件, 知识产权, 创投, "
450,300640.SZ,300640,德艺文创,文教休闲,12.96,12.62,12.31,"人民币贬值受益, 家具家居, "
451,002866.SZ,002866,传艺科技,电脑设备,13.76,13.45,12.33,"PCB板, "
452,300338.SZ,300338,开元股份,文教休闲,11.58,11.41,12.33,"教育, 社保重仓, 智能仪表, "
453,600299.SH,600299,安迪苏,化学制药,13.84,13.81,12.35,"高股息, 央企改革, 维生素, 动物保健, "
454,300115.SZ,300115,长盈精密,元器件,13.72,13.35,12.38,"华为产业链, 社保重仓, 宁德时代概念股, 小米概念股, 智能制造, 苹果产业链, 国产芯片, 独角兽, 机器人, "
455,002274.SZ,002274,华昌化工,农药化肥,13.59,12.67,12.39,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
456,002828.SZ,002828,贝肯能源,石油开采,13.7,13.52,12.47,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, "
457,601238.SH,601238,广汽集团,汽车整车,13.67,13.44,12.49,"MSCI, 新能源整车, 汽车整车, 华为产业链, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 无人驾驶, 新能源汽车, 腾讯概念股, 独角兽, "
458,603606.SH,603606,东方电缆,电气设备,13.23,12.78,12.6,"业绩预增, 风电, "
459,601229.SH,601229,上海银行,银行,12.64,12.55,12.67,"银行, MSCI, 破净股, "
460,300097.SZ,300097,智云股份,电器仪表,13.8,13.64,12.73,"OLED, 华为产业链, 回购, 定增破发, 工业自动化, 智能制造, "
461,002761.SZ,002761,多喜爱,纺织,20.8,19.31,12.75,"纺织服装, 高质押率, 举牌股, 高送转, 人工智能, 股权转让, 年报季报, "
462,002319.SZ,002319,乐通股份,染料涂料,13.21,13.05,12.85,"石墨烯, 资产重组, "
463,300430.SZ,300430,诚益通,电器仪表,12.64,11.45,12.88,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
464,600599.SH,600599,熊猫金控,多元金融,15.01,14.63,12.89,"光伏, 互联网金融, 资产重组, "
465,002115.SZ,002115,三维通信,通信设备,14.19,13.43,12.95,"5G, 业绩预增, "
466,000815.SZ,000815,美利云,造纸,10.22,9.81,13.0,"大数据, 云计算, 造纸, 宁夏, "
467,300123.SZ,300123,亚光科技,船舶,13.42,13.37,13.13,"5G, 回购, 业绩预增, 军工, 军民融合, 半导体, 股权转让, 国产芯片, 智慧安防, "
468,300075.SZ,300075,数字政通,软件服务,13.62,13.57,13.13,"雄安-智慧城市, 定增破发, 海南自由贸易港, 数字中国, 雄安新区, 雄安-工程基建, 京津冀, 大数据, 自贸区, 智慧城市, 国产软件, 自由贸易港, "
469,300471.SZ,300471,厚普股份,专用机械,15.19,14.45,13.13,"油服, 油气改革, 页岩气, 天然气, 燃料电池, 股权转让, 强势人气股, "
470,603789.SH,603789,星光农机,农用机械,13.5,13.47,13.16,"乡村振兴, 农机, "
471,002036.SZ,002036,联创电子,元器件,14.2,13.89,13.21,"OLED, 特斯拉, 华为产业链, 回购, 无人驾驶, 无线充电, 3D感应, 3D玻璃, VR&AR, 国产芯片, 虹膜识别, 创投, "
472,002459.SZ,002459,天业通联,工程机械,13.1,12.77,13.22,"光伏, 机械, 雄安新区, 雄安-工程基建, 移动支付, 高铁轨交, 资产重组, "
473,601198.SH,601198,东兴证券,证券,14.08,14.03,13.25,"MSCI, 券商, 债转股-AMC, "
474,603113.SH,603113,金能科技,化工原料,16.14,16.06,13.26,"煤炭, 甲醇, 业绩预增, 石油化工, 炭黑, 燃料电池, "
475,600183.SH,600183,生益科技,元器件,13.74,13.54,13.27,"MSCI, PCB板, 华为产业链, 举牌股, "
476,600975.SH,600975,新五丰,农业综合,14.49,14.29,13.37,"养猪, 湖南国企改革, "
477,300207.SZ,300207,欣旺达,元器件,13.98,13.68,13.45,"华为产业链, 回购, 业绩预增, 锂电池, 小米概念股, 无线充电, 新能源汽车, 石墨烯, VR&AR, 苹果产业链, 国资入股, "
478,000567.SZ,000567,海德股份,多元金融,14.72,14.62,13.47,"债转股-AMC, 高质押率, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
479,603777.SH,603777,来伊份,食品,12.53,12.46,13.49,"大消费, 回购, 新零售, 食品, 休闲食品, 进口博览会, "
480,000688.SZ,000688,国城矿业,铅锌,12.99,12.79,13.52,"有色-锌, 回购, 有色金属, 高质押率, "
481,600421.SH,600421,ST仰帆,机械基件,15.67,15.33,13.62,"股权争夺, ST股, 壳公司, "
482,603966.SH,603966,法兰泰克,机械基件,13.52,13.31,13.67,"机械, "
483,603906.SH,603906,龙蟠科技,化工原料,12.54,11.51,13.7,"社保重仓, 石油化工, "
484,600523.SH,600523,贵航股份,汽车配件,14.86,14.28,13.71,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, "
485,000038.SZ,000038,深大通,广告包装,14.44,14.19,13.76,"高质押率, 国资入股, "
486,601997.SH,601997,贵阳银行,银行,14.19,13.96,13.76,"银行, MSCI, "
487,603042.SH,603042,华脉科技,通信设备,16.53,16.12,13.76,"5G, 光通信, "
488,300161.SZ,300161,华中数控,机床制造,15.24,15.16,13.85,"阿里巴巴概念股, 工业自动化, 智能制造, 高校系, 机器人, "
489,000001.SZ,000001,平安银行,银行,14.2,13.97,13.85,"银行, MSCI, 供应链金融, "
490,600604.SH,600604,市北高新,园区开发,14.97,14.87,13.87,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
491,002669.SZ,002669,康达新材,化工原料,15.15,14.79,13.93,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, "
492,600378.SH,600378,天科股份,化工原料,14.8,13.95,14.02,"油服, 可燃冰, 央企改革, 业绩预增, 页岩气, 石油化工, 燃料电池, 资产重组, 碳交易, "
493,000050.SZ,000050,深天马A,元器件,15.9,15.89,14.06,"OLED, MSCI, 央企改革, 华为产业链, 军工研究所, 军工, 汽车零部件, 小米概念股, VR&AR, "
494,603699.SH,603699,纽威股份,专用机械,13.51,13.3,14.08,"核电, 回购, "
495,002723.SZ,002723,金莱特,家用电器,13.56,12.98,14.1,"小家电, 家电, 资产重组, "
496,000666.SZ,000666,经纬纺机,纺织机械,14.93,14.92,14.14,"央企改革, 信托, 恒大概念股, 资产重组, "
497,300205.SZ,300205,天喻信息,元器件,14.43,14.42,14.16,"教育, 物联网, 网络安全, 移动支付, 国产软件, 高校系, "
498,300405.SZ,300405,科隆股份,化工原料,10.79,10.31,14.18,"石油化工, "
499,300369.SZ,300369,绿盟科技,软件服务,13.98,13.76,14.18,"社保重仓, 网络安全, 云计算, 工业互联网, 国产软件, 国产操作系统, 独角兽, "
500,603609.SH,603609,禾丰牧业,饲料,12.98,11.95,14.19,"饲料, 养猪, "
501,002695.SZ,002695,煌上煌,食品,13.21,13.12,14.21,"食品, 休闲食品, "
502,600438.SH,600438,通威股份,饲料,14.43,13.78,14.27,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
503,600066.SH,600066,宇通客车,汽车整车,15.24,15.18,14.3,"高股息, MSCI, 新能源整车, 汽车整车, 无人驾驶, 河南自贸区, 燃料电池, 新能源汽车, 自贸区, "
504,603088.SH,603088,宁波精达,专用机械,14.94,14.74,14.31,
505,600081.SH,600081,东风科技,汽车配件,16.09,14.16,14.36,"央企改革, 汽车零部件, 无人驾驶, "
506,300448.SZ,300448,浩云科技,软件服务,14.95,14.94,14.38,"回购, 物联网, 大数据, 国产软件, 股权转让, 智慧安防, "
507,601595.SH,601595,上海电影,影视音像,15.35,15.3,14.39,"上海国企改革, 影视, "
508,002846.SZ,002846,英联股份,广告包装,16.31,15.99,14.4,"业绩预增, 包装印刷, "
509,600775.SH,600775,南京熊猫,通信设备,16.08,14.49,14.45,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
510,002664.SZ,002664,长鹰信质,汽车配件,15.57,15.47,14.54,"特斯拉, 社保重仓, 军工, 军民融合, 无人机, 汽车零部件, "
511,002626.SZ,002626,金达威,食品,15.59,14.96,14.55,"回购, 保健品, 食品, 医药, 化学药, 维生素, "
512,000070.SZ,000070,特发信息,通信设备,16.72,15.81,14.58,"5G, 光通信, 军工, 军民融合, 深圳本地股/深汕合作, 创投, "
513,600198.SH,600198,大唐电信,通信设备,16.38,15.09,14.59,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
514,002088.SZ,002088,鲁阳节能,矿物制品,13.92,13.42,14.7,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
515,002548.SZ,002548,金新农,饲料,14.76,13.47,14.72,"回购, 饲料, 养猪, 股权转让, 动物保健, "
516,603718.SH,603718,海利生物,生物制药,14.01,13.82,14.74,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, "
517,002019.SZ,002019,亿帆医药,化学制药,15.68,15.53,14.86,"MSCI, 社保重仓, 宝能系, 医药, 创新药, 化学药, 维生素, "
518,300288.SZ,300288,朗玛信息,软件服务,16.65,16.51,14.89,"民营医院, 大数据, 互联网医疗, "
519,300322.SZ,300322,硕贝德,通信设备,16.5,15.91,14.92,"5G, 华为产业链, 小米概念股, 无线充电, 移动支付, 指纹识别, 虹膜识别, "
520,300069.SZ,300069,金利华电,电气设备,14.21,13.71,15.03,"特高压, 燃料电池, 影视, "
521,000723.SZ,000723,美锦能源,焦炭加工,17.78,16.19,15.17,"煤炭, 油服, 新能源整车, 新进指数成份股, 石墨电极, 业绩预增, 高质押率, 燃料电池, 智能制造, 新能源汽车, 资产重组, 机器人, "
522,300134.SZ,300134,大富科技,通信设备,16.18,15.72,15.17,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
523,600004.SH,600004,白云机场,机场,14.47,14.46,15.24,"机场, MSCI, 新进指数成份股, 粤港澳大湾区, "
524,000996.SZ,000996,中国中期,汽车服务,16.82,16.66,15.27,"汽车销售, 期货概念, "
525,002895.SZ,002895,川恒股份,化工原料,14.34,14.32,15.32,"高质押率, 磷化工, "
526,601116.SH,601116,三江购物,超市连锁,13.96,13.82,15.38,"阿里巴巴概念股, 新零售, "
527,601138.SH,601138,工业富联,通信设备,16.97,16.43,15.42,"MSCI, 新进指数成份股, 华为产业链, 工业自动化, 智能制造, 大数据, 云计算, 工业互联网, 苹果产业链, "
528,603677.SH,603677,奇精机械,机械基件,15.57,15.47,15.54,"白色家电, 家电, "
529,300532.SZ,300532,今天国际,软件服务,15.38,15.27,15.6,"宁德时代概念股, 智慧物流, 智能制造, 快递物流, 国资入股, "
530,300204.SZ,300204,舒泰神,生物制药,16.79,16.76,15.79,"回购, 医药, 创新药, "
531,002791.SZ,002791,坚朗五金,其他建材,15.77,15.31,15.87,"社保重仓, 回购, "
532,603738.SH,603738,泰晶科技,元器件,16.83,16.49,15.9,"被动元件, "
533,002380.SZ,002380,科远股份,电气设备,15.96,15.89,15.9,"回购, 工业自动化, 智能制造, 机器视觉, 机器人, "
534,300586.SZ,300586,美联新材,化工原料,16.82,16.8,15.92,"业绩预增, 锂电池, 燃料电池, 新能源汽车, "
535,300478.SZ,300478,杭州高新,橡胶,16.84,16.6,15.93,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, "
536,002395.SZ,002395,双象股份,塑料,16.41,16.39,15.93,"煤化工, 足球, 体育产业, "
537,002783.SZ,002783,凯龙股份,化工原料,18.95,16.31,15.95,"军工, 军民融合, 化肥, 燃料电池, 民爆, "
538,000668.SZ,000668,荣丰控股,区域地产,16.74,16.04,16.23,"房地产, "
539,300125.SZ,300125,易世达,电气设备,15.72,15.59,16.29,"回购, 光伏, 高送转-填权, 举牌股, 年报季报, "
540,300427.SZ,300427,红相股份,电气设备,16.87,15.96,16.35,"电改, 业绩预增, 军工, 军民融合, 股权转让, "
541,300551.SZ,300551,古鳌科技,专用机械,16.88,16.1,16.41,"互联网金融, 无人银行, "
542,600640.SH,600640,号百控股,影视音像,18.32,17.97,16.47,"阿里巴巴概念股, 央企改革, 旅游, 彩票, 游戏, 手游, 广电, "
543,300282.SZ,300282,三盛教育,文教休闲,15.43,14.94,16.48,"教育, 定增破发, "
544,002236.SZ,002236,大华股份,电器仪表,16.86,16.85,16.52,"白马股, MSCI, 无人机, 无人驾驶, 智慧物流, 智能制造, 智慧城市, 国产芯片, 智慧安防, 独角兽, 机器人, 人脸识别, "
545,603878.SH,603878,武进不锈,钢加工,15.44,15.28,16.52,"钢铁, 业绩预增, "
546,002567.SZ,002567,唐人神,饲料,16.51,15.23,16.65,"回购, 饲料, 养猪, 股权转让, 国资入股, "
547,603010.SH,603010,万盛股份,化工原料,17.07,17.04,16.69,"国产芯片, 资产重组, "
548,002788.SZ,002788,鹭燕医药,医药商业,16.88,16.51,16.73,"医药商业, 医药, 中药, 医疗器械, "
549,603519.SH,603519,立霸股份,家用电器,14.6,13.14,16.76,"白色家电, 家电, "
550,002674.SZ,002674,兴业科技,纺织,16.88,16.05,16.85,"业绩预增, 纺织服装, 恒大概念股, 壳公司, "
551,600900.SH,600900,长江电力,水力发电,16.75,16.74,16.87,"白马股, MSCI, 水电, 电改, 央企改革, "
552,603968.SH,603968,醋化股份,化工原料,17.8,17.36,17.0,
553,300046.SZ,300046,台基股份,半导体,18.28,18.0,17.08,"半导体, 影视, "
554,002568.SZ,002568,百润股份,红黄药酒,17.18,17.01,17.1,"社保重仓, 回购, 饮料, "
555,300384.SZ,300384,三联虹普,纺织机械,17.87,17.79,17.25,"锦纶（尼龙）, 工业自动化, 智能制造, 互联网金融, 大数据, "
556,000876.SZ,000876,新希望,饲料,15.18,14.89,17.31,"MSCI, 东盟博览会, 金改, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, "
557,002427.SZ,002427,*ST尤夫,化纤,17.27,17.16,17.35,"涤纶, 军工, 军民融合, 锂电池, 新能源汽车, 举牌股, 股权转让, 国资入股, ST股, "
558,300489.SZ,300489,中飞股份,铝,18.47,17.34,17.48,"有色-铝, 核电, 有色金属, 军工, 军民融合, "
559,300268.SZ,300268,佳沃股份,农业综合,17.34,16.62,17.49,"海底捞概念股, 食品, 区块链, 独角兽, "
560,002767.SZ,002767,先锋电子,电器仪表,17.93,17.52,17.56,"物联网, 智能仪表, "
561,603685.SH,603685,晨丰科技,电气设备,17.87,17.7,17.62,"LED, "
562,603819.SH,603819,神力股份,电气设备,18.5,18.45,17.64,"回购, 风电, "
563,002837.SZ,002837,英维克,专用机械,20.48,20.27,17.68,"5G, 军工, 军民融合, 新能源汽车, 腾讯概念股, 充电桩, "
564,603698.SH,603698,航天工程,专用机械,20.05,19.76,17.83,"国家队重仓, 央企改革, 军工研究所, 军工, 煤化工, "
565,002384.SZ,002384,东山精密,通信设备,19.18,19.06,17.88,"5G, OLED, PCB板, 特斯拉, 华为产业链, 业绩预增, 股权转让, 苹果产业链, 资产重组, LED, "
566,603013.SH,603013,亚普股份,汽车配件,19.83,19.7,17.88,"汽车零部件, "
567,600182.SH,600182,S佳通,汽车配件,19.88,19.37,17.89,"轮胎, "
568,000997.SZ,000997,新大陆,软件服务,18.63,18.46,17.94,"MSCI, 国家队重仓, 物联网, 数字中国, 互联网金融, 移动支付, 大数据, 药品信息化追溯, 无人商店, 智慧城市, 彩票, 电子发票, "
569,002793.SZ,002793,东音股份,专用机械,14.05,13.54,18.02,
570,600977.SH,600977,中国电影,影视音像,19.51,18.98,18.04,"MSCI, 中字头, 央企改革, 社保重仓, 影视, "
571,002648.SZ,002648,卫星石化,化工原料,19.07,18.38,18.05,"二胎, 业绩预增, 石油化工, "
572,300718.SZ,300718,长盛轴承,机械基件,19.96,19.69,18.1,"特斯拉, "
573,001872.SZ,001872,招商港口,港口,19.07,19.0,18.12,"一带一路, 央企改革, 港口, 粤港澳大湾区, 资产重组, "
574,600218.SH,600218,全柴动力,农用机械,20.14,16.97,18.16,"燃料电池, 强势人气股, "
575,300191.SZ,300191,潜能恒信,石油开采,19.36,19.0,18.24,"油服, 海工装备, 油气改革, 可燃冰, 页岩气, 天然气, "
576,300561.SZ,300561,汇金科技,软件服务,17.8,16.62,18.38,"物联网, 互联网金融, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, "
577,600459.SH,600459,贵研铂业,小金属,20.72,19.06,18.45,"特斯拉, 燃料电池, "
578,603611.SH,603611,诺力股份,运输设备,19.29,18.96,18.52,"智慧物流, 机械, 智能制造, "
579,002808.SZ,002808,恒久科技,元器件,18.76,18.1,18.58,"燃料电池, 3D打印, 智能制造, "
580,002190.SZ,002190,*ST集成,汽车配件,19.56,19.48,18.6,"央企改革, 军工研究所, 军工, 汽车零部件, 定增破发, 锂电池, 新能源汽车, ST股, "
581,300130.SZ,300130,新国都,电脑设备,18.34,17.73,18.78,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, "
582,002412.SZ,002412,汉森制药,中成药,19.46,19.31,18.85,"金改, 二胎, 医药, 中药, "
583,300396.SZ,300396,迪瑞医疗,医疗保健,18.82,18.38,18.9,"回购, 医疗器械, 体外诊断, "
584,300435.SZ,300435,中泰股份,机械基件,19.06,17.13,18.96,"天然气, 煤化工, 燃料电池, 资产重组, "
585,002194.SZ,002194,*ST凡谷,通信设备,20.27,19.09,18.99,"5G, 教育, 华为产业链, 回购, 股权转让, ST股, 壳公司, "
586,300632.SZ,300632,光莆股份,半导体,20.59,20.19,19.0,"民营医院, 业绩预增, LED, 虹膜识别, "
587,002840.SZ,002840,华统股份,食品,19.34,19.14,19.03,"养猪, "
588,300113.SZ,300113,顺网科技,互联网,20.35,19.27,19.1,"回购, 网络安全, 云计算, 电竞, VR&AR, 腾讯概念股, 国产操作系统, 游戏, 手游, 体育产业, "
589,300593.SZ,300593,新雷能,电气设备,20.7,20.2,19.11,"5G, 高送转-预期, 军工, 军民融合, "
590,300540.SZ,300540,深冷股份,专用机械,22.48,21.37,19.12,"天然气, "
591,300560.SZ,300560,中富通,通信设备,21.91,21.57,19.14,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
592,300698.SZ,300698,万马科技,通信设备,21.49,19.85,19.14,"5G, 光通信, 物联网, 量子通信, 医疗器械, 互联网医疗, "
593,603309.SH,603309,维力医疗,医疗保健,19.99,19.0,19.19,"医疗器械, "
594,603283.SH,603283,赛腾股份,专用机械,20.41,20.25,19.23,"工业自动化, 智能制造, 半导体, 苹果产业链, "
595,002602.SZ,002602,世纪华通,汽车配件,19.05,19.02,19.55,"回购, 汽车零部件, 高质押率, 资产重组, 游戏, 手游, "
596,300711.SZ,300711,广哈通信,通信设备,22.18,22.04,19.59,"5G, 军工, 军民融合, "
597,002778.SZ,002778,高科石化,石油加工,21.95,21.5,19.6,"石油化工, 工业自动化, 智能制造, 股权转让, 资产重组, "
598,002138.SZ,002138,顺络电子,元器件,19.81,19.27,19.7,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
599,300680.SZ,300680,隆盛科技,汽车配件,20.71,20.41,19.78,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, "
600,300566.SZ,300566,激智科技,元器件,18.1,17.89,19.91,"OLED, 华为产业链, 小米概念股, LED, "
601,601166.SH,601166,兴业银行,银行,19.65,19.45,19.92,"银行, MSCI, 破净股, "
602,300682.SZ,300682,朗新科技,软件服务,24.01,23.94,19.96,"云计算, 区块链, 工业互联网, 国产软件, 资产重组, 独角兽, 蚂蚁金服概念股, "
603,300119.SZ,300119,瑞普生物,生物制药,18.61,17.39,19.97,"动物保健, "
604,603505.SH,603505,金石资源,矿物制品,19.67,18.96,20.05,"业绩预增, "
605,600487.SH,600487,亨通光电,通信设备,21.78,21.75,20.08,"5G, 光通信, 白马股, MSCI, 海工装备, 混改, 太赫兹, 量子通信, 新能源汽车, 大数据, 智慧城市, 充电桩, "
606,002205.SZ,002205,国统股份,其他建材,20.82,19.89,20.1,"一带一路, 央企改革, 新疆, 地下管廊, 水利, 海绵城市, PPP, 新疆国企改革, 股权转让, 复牌股, "
607,002124.SZ,002124,天邦股份,饲料,20.78,19.91,20.15,"饲料, 养猪, 动物保健, 强势人气股, "
608,002411.SZ,002411,延安必康,化学制药,19.74,19.67,20.31,"高质押率, 医药, 中药, 化学药, 锂电池, 新能源汽车, 股权转让, 国资入股, "
609,603637.SH,603637,镇海股份,建筑施工,18.69,17.96,20.59,"大气治理, 环保, 举牌股, 股权争夺, "
610,300238.SZ,300238,冠昊生物,医疗保健,19.78,18.28,20.8,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
611,002905.SZ,002905,金逸影视,影视音像,20.71,20.6,20.86,"影视, "
612,300417.SZ,300417,南华仪器,电器仪表,19.97,19.63,20.88,"智能仪表, "
613,603811.SH,603811,诚意药业,化学制药,21.03,20.56,21.0,"医药, 化学药, "
614,300694.SZ,300694,蠡湖股份,汽车配件,24.88,24.76,21.42,"汽车零部件, 燃料电池, "
615,600262.SH,600262,北方股份,汽车整车,23.1,23.02,21.58,"内蒙古, 混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 无人驾驶, "
616,603089.SH,603089,正裕工业,汽车配件,22.64,22.11,21.62,"汽车零部件, 人民币贬值受益, "
617,603329.SH,603329,上海雅仕,仓储物流,23.42,22.94,21.72,"快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
618,300397.SZ,300397,天和防务,通信设备,24.14,24.07,21.74,"5G, 军工, 军民融合, 太赫兹, 智慧安防, "
619,000048.SZ,000048,*ST康达,饲料,22.66,22.27,21.91,"饲料, 养猪, 房地产, 土地流转, ST股, "
620,603848.SH,603848,好太太,家居用品,21.73,20.96,21.95,"家具家居, "
621,300587.SZ,300587,天铁股份,橡胶,23.83,23.75,22.02,"高送转-预期, 高铁轨交, "
622,002850.SZ,002850,科达利,机械基件,24.35,24.23,22.07,"特斯拉, 宁德时代概念股, 锂电池, 新能源汽车, "
623,300622.SZ,300622,博士眼镜,其他商业,22.51,21.75,22.1,"高送转-预期, 眼科, "
624,002816.SZ,002816,和科达,专用机械,22.65,22.52,22.18,
625,002739.SZ,002739,万达电影,影视音像,24.19,23.33,22.22,"阿里巴巴概念股, 大消费, 资产重组, 影视, "
626,002157.SZ,002157,正邦科技,饲料,20.92,20.0,22.33,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
627,603320.SH,603320,迪贝电气,机械基件,22.06,21.14,22.47,
628,300404.SZ,300404,博济医药,医疗保健,19.86,17.87,22.59,"医药, 创新药, "
629,300463.SZ,300463,迈克生物,医疗保健,21.8,21.52,22.69,"基因测序, 医疗器械, 体外诊断, "
630,002868.SZ,002868,绿康生化,农业综合,23.52,21.87,22.82,"动物保健, "
631,603959.SH,603959,百利科技,建筑施工,23.56,22.11,22.85,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
632,603617.SH,603617,君禾股份,专用机械,21.74,20.83,23.3,
633,600150.SH,600150,中国船舶,船舶,26.55,25.49,23.33,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, 复牌股, ST摘帽, "
634,601066.SH,601066,中信建投,证券,25.44,25.34,23.36,"券商, 新进指数成份股, 强势人气股, "
635,300385.SZ,300385,雪浪环境,环境保护,23.78,22.72,23.45,"固废处理, 定增破发, 高质押率, 大气治理, 环保, "
636,600741.SH,600741,华域汽车,汽车配件,24.2,24.0,23.53,"安邦系, 高股息, 白马股, MSCI, 蔚来汽车概念股, 参股券商, 汽车零部件, 无人驾驶, 上海国企改革, 工业互联网, 科创板概念股, "
637,603363.SH,603363,傲农生物,饲料,25.09,21.81,23.85,"饲料, 养猪, 动物保健, "
638,002886.SZ,002886,沃特股份,塑料,23.43,23.0,24.06,"5G, 国资入股, "
639,603318.SH,603318,派思股份,专用机械,24.72,23.01,24.12,"天然气, 物联网, 股权转让, 国资入股, 资产重组, "
640,603886.SH,603886,元祖股份,食品,24.2,23.49,24.3,"食品, 休闲食品, "
641,603266.SH,603266,天龙股份,塑料,23.84,23.13,24.37,
642,603908.SH,603908,牧高笛,纺织,28.66,28.31,24.91,"纺织服装, 体育产业, "
