,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_CIRC_MV
809,600818.SH,600818,中路股份,文教休闲,12.07,0.83,25.41
810,002838.SZ,002838,道恩股份,塑料,7.36,0.82,65.72
811,603663.SH,603663,三祥新材,矿物制品,7.18,0.82,28.87
812,300071.SZ,300071,*ST嘉信,广告包装,10.8,0.82,12.43
813,300565.SZ,300565,科信技术,通信设备,5.94,0.82,23.23
814,600660.SH,600660,福耀玻璃,汽车配件,7.98,0.82,1079.21
815,603077.SH,603077,和邦生物,化工原料,5.79,0.82,177.51
816,300877.SZ,300877,金春股份,纺织,8.36,0.82,11.9
817,600754.SH,600754,锦江酒店,酒店餐饮,5.91,0.82,506.18
818,300131.SZ,300131,英唐智控,元器件,8.95,0.82,58.71
819,000799.SZ,000799,酒鬼酒,白酒,9.87,0.82,821.42
820,300639.SZ,300639,凯普生物,医疗保健,7.84,0.82,90.12
821,300200.SZ,300200,高盟新材,化工原料,7.4,0.81,40.34
822,600763.SH,600763,通策医疗,医疗保健,6.8,0.81,1188.29
823,002019.SZ,002019,亿帆医药,化学制药,6.18,0.81,167.0
824,601965.SH,601965,中国汽研,汽车服务,11.6,0.81,177.64
825,002906.SZ,002906,华阳集团,汽车配件,2.23,0.81,137.27
826,601901.SH,601901,方正证券,证券,7.13,0.81,791.93
827,002048.SZ,002048,宁波华翔,汽车配件,8.02,0.81,98.52
828,002891.SZ,002891,中宠股份,饲料,3.08,0.81,122.11
829,002993.SZ,002993,奥海科技,元器件,6.89,0.81,22.52
830,002683.SZ,002683,宏大爆破,化工原料,5.29,0.81,184.73
831,300059.SZ,300059,东方财富,证券,5.47,0.81,2654.89
832,600215.SH,600215,长春经开,园区开发,7.93,0.81,31.9
833,002379.SZ,002379,宏创控股,铝,6.43,0.81,33.72
834,300550.SZ,300550,和仁科技,软件服务,7.61,0.8,34.04
835,000615.SZ,000615,奥园美谷,化纤,7.06,0.8,202.33
836,002730.SZ,002730,电光科技,电气设备,8.75,0.8,40.78
837,600085.SH,600085,同仁堂,中成药,9.71,0.8,536.24
838,300231.SZ,300231,银信科技,软件服务,6.44,0.8,28.48
839,002163.SZ,002163,海南发展,装修装饰,9.0,0.8,152.84
840,600097.SH,600097,开创国际,渔业,6.96,0.8,23.71
841,002212.SZ,002212,天融信,软件服务,10.91,0.8,230.99
842,600095.SH,600095,湘财股份,证券,7.56,0.8,56.13
843,002657.SZ,002657,中科金财,软件服务,6.57,0.79,33.75
844,002068.SZ,002068,黑猫股份,化工原料,7.54,0.79,53.94
845,600256.SH,600256,广汇能源,石油开采,9.48,0.79,226.26
846,601700.SH,601700,风范股份,电气设备,7.28,0.79,51.71
847,603958.SH,603958,哈森股份,服饰,8.88,0.79,14.39
848,300861.SZ,300861,美畅股份,矿物制品,8.04,0.79,28.68
849,300495.SZ,300495,*ST美尚,环境保护,6.69,0.79,14.75
850,600139.SH,600139,ST西源,综合类,4.37,0.79,12.64
851,600712.SH,600712,南宁百货,百货,1.6,0.79,23.91
852,300118.SZ,300118,东方日升,电气设备,8.4,0.79,126.55
853,300718.SZ,300718,长盛轴承,机械基件,7.43,0.78,22.65
854,605168.SH,605168,三人行,互联网,3.87,0.78,37.77
855,002766.SZ,002766,*ST索菱,汽车配件,5.56,0.78,11.35
856,300952.SZ,300952,恒辉安防,纺织,7.47,0.77,10.47
857,000831.SZ,000831,五矿稀土,小金属,10.05,0.77,182.54
858,605055.SH,605055,迎丰股份,纺织,10.24,0.77,8.96
859,300097.SZ,300097,智云股份,电器仪表,7.93,0.77,21.19
860,300681.SZ,300681,英搏尔,汽车配件,5.12,0.77,14.54
861,300548.SZ,300548,博创科技,元器件,6.86,0.77,38.25
862,300603.SZ,300603,立昂技术,通信设备,6.74,0.77,22.16
863,002353.SZ,002353,杰瑞股份,化工机械,7.35,0.77,246.38
864,603809.SH,603809,豪能股份,汽车配件,8.46,0.77,39.93
865,300666.SZ,300666,江丰电子,元器件,6.12,0.77,62.62
866,300051.SZ,300051,ST三五,互联网,5.0,0.77,11.52
867,000019.SZ,000019,深粮控股,其他商业,7.63,0.77,32.88
868,300321.SZ,300321,同大股份,塑料,4.78,0.77,14.66
869,002719.SZ,002719,*ST麦趣,乳制品,8.65,0.76,15.49
870,002932.SZ,002932,明德生物,医疗保健,6.73,0.76,28.41
871,300521.SZ,300521,爱司凯,专用机械,6.85,0.76,29.19
872,002545.SZ,002545,东方铁塔,农药化肥,7.17,0.76,82.3
873,600176.SH,600176,中国巨石,玻璃,8.05,0.76,650.51
874,600121.SH,600121,郑州煤电,煤炭开采,6.75,0.76,73.23
875,600009.SH,600009,上海机场,机场,6.23,0.76,555.49
876,002895.SZ,002895,川恒股份,化工原料,4.64,0.76,51.28
877,603290.SH,603290,斯达半导,半导体,6.04,0.76,180.43
878,603708.SH,603708,家家悦,超市连锁,7.61,0.76,117.91
879,000413.SZ,000413,东旭光电,元器件,7.65,0.76,102.63
880,300901.SZ,300901,中胤时尚,服饰,5.36,0.76,10.12
881,000004.SZ,000004,国华网安,软件服务,6.55,0.76,18.72
882,600793.SH,600793,宜宾纸业,造纸,-2.14,0.76,25.05
883,603165.SH,603165,荣晟环保,造纸,5.52,0.76,37.56
884,300316.SZ,300316,晶盛机电,专用机械,7.21,0.75,524.33
885,603180.SH,603180,金牌厨柜,家居用品,10.0,0.75,72.39
886,300630.SZ,300630,普利制药,化学制药,5.26,0.75,172.23
887,603505.SH,603505,金石资源,矿物制品,7.2,0.75,64.18
888,002587.SZ,002587,奥拓电子,元器件,6.22,0.75,19.98
889,300896.SZ,300896,爱美客,医疗保健,4.79,0.75,319.78
890,002753.SZ,002753,永东股份,化工原料,7.36,0.75,21.47
891,002517.SZ,002517,恺英网络,互联网,7.88,0.75,70.22
892,002073.SZ,002073,软控股份,软件服务,4.69,0.75,45.86
893,300123.SZ,300123,亚光科技,半导体,8.4,0.75,103.21
894,300333.SZ,300333,兆日科技,软件服务,5.33,0.75,24.28
895,002140.SZ,002140,东华科技,建筑工程,6.54,0.75,38.23
896,300257.SZ,300257,开山股份,机械基件,4.33,0.75,122.08
897,603988.SH,603988,中电电机,电气设备,6.4,0.75,41.07
898,002643.SZ,002643,万润股份,化工原料,7.32,0.74,146.86
899,603328.SH,603328,依顿电子,元器件,6.62,0.74,72.39
900,002125.SZ,002125,湘潭电化,化工原料,4.67,0.74,46.51
901,603948.SH,603948,建业股份,化工原料,7.51,0.74,14.83
902,300408.SZ,300408,三环集团,元器件,7.01,0.74,681.59
903,002405.SZ,002405,四维图新,软件服务,5.11,0.74,266.73
904,002584.SZ,002584,西陇科学,化工原料,7.83,0.74,23.88
905,600498.SH,600498,烽火通信,通信设备,7.03,0.74,210.13
906,600736.SH,600736,苏州高新,园区开发,7.16,0.74,55.15
907,300694.SZ,300694,蠡湖股份,汽车配件,7.06,0.74,13.01
908,300217.SZ,300217,东方电热,电器仪表,7.85,0.74,27.78
909,300586.SZ,300586,美联新材,化工原料,7.27,0.74,23.87
910,002242.SZ,002242,九阳股份,家用电器,8.71,0.74,253.77
911,300967.SZ,300967,晓鸣股份,农业综合,8.6,0.74,8.73
912,600460.SH,600460,士兰微,半导体,5.11,0.73,510.13
913,002396.SZ,002396,星网锐捷,通信设备,6.49,0.73,120.62
914,000755.SZ,000755,山西路桥,公路,6.41,0.73,17.13
915,300159.SZ,300159,新研股份,航空,5.07,0.73,43.45
916,600395.SH,600395,盘江股份,煤炭开采,7.64,0.73,121.32
917,300656.SZ,300656,民德电子,IT设备,8.27,0.73,21.26
918,603335.SH,603335,迪生力,汽车配件,8.94,0.73,19.82
919,300068.SZ,300068,南都电源,电气设备,7.61,0.73,86.5
920,000423.SZ,000423,东阿阿胶,中成药,7.64,0.73,243.24
921,000982.SZ,000982,*ST中绒,纺织,9.63,0.73,63.08
922,300554.SZ,300554,三超新材,矿物制品,7.42,0.73,9.91
923,002115.SZ,002115,三维通信,互联网,4.96,0.73,34.16
924,300634.SZ,300634,彩讯股份,软件服务,2.01,0.73,59.2
925,300752.SZ,300752,隆利科技,元器件,7.59,0.73,8.63
926,002508.SZ,002508,老板电器,家用电器,4.18,0.73,423.98
927,601828.SH,601828,美凯龙,其他商业,3.3,0.73,316.69
928,600114.SH,600114,东睦股份,机械基件,7.93,0.72,50.11
929,002036.SZ,002036,联创电子,元器件,2.34,0.72,128.01
930,002231.SZ,002231,奥维通信,通信设备,4.16,0.72,18.77
931,600109.SH,600109,国金证券,证券,4.29,0.72,397.1
932,601658.SH,601658,邮储银行,银行,8.22,0.72,623.48
933,600919.SH,600919,江苏银行,银行,7.17,0.72,1160.7
934,300467.SZ,300467,迅游科技,互联网,5.49,0.72,19.68
935,300510.SZ,300510,金冠股份,电气设备,2.25,0.72,48.68
936,600456.SH,600456,宝钛股份,小金属,6.72,0.72,184.58
937,601010.SH,601010,文峰股份,超市连锁,6.62,0.72,59.32
938,002402.SZ,002402,和而泰,元器件,5.37,0.72,176.08
939,000532.SZ,000532,华金资本,多元金融,5.07,0.72,43.39
940,600589.SH,600589,ST榕泰,塑料,6.28,0.72,14.29
941,300556.SZ,300556,丝路视觉,软件服务,5.12,0.71,15.15
942,002315.SZ,002315,焦点科技,互联网,5.73,0.71,35.58
943,600691.SH,600691,阳煤化工,农药化肥,8.22,0.71,57.79
944,600385.SH,600385,*ST金泰,黄金,8.45,0.71,7.7
945,002390.SZ,002390,信邦制药,中成药,1.02,0.71,169.53
946,002803.SZ,002803,吉宏股份,互联网,6.69,0.71,72.77
947,002356.SZ,002356,*ST赫美,其他商业,12.44,0.71,11.43
948,002983.SZ,002983,芯瑞达,元器件,5.54,0.71,11.11
949,600721.SH,600721,*ST百花,生物制药,10.54,0.71,14.76
950,002214.SZ,002214,大立科技,电器仪表,7.44,0.71,84.66
951,300350.SZ,300350,华鹏飞,仓储物流,6.18,0.71,25.75
952,600760.SH,600760,中航沈飞,航空,5.15,0.71,1047.31
953,300922.SZ,300922,天秦装备,机械基件,4.94,0.71,9.3
954,000973.SZ,000973,佛塑科技,塑料,5.94,0.71,43.15
955,300910.SZ,300910,瑞丰新材,化工原料,7.97,0.71,43.4
956,002725.SZ,002725,跃岭股份,汽车配件,7.38,0.71,14.79
957,300019.SZ,300019,硅宝科技,化工原料,8.31,0.71,42.18
958,300054.SZ,300054,鼎龙股份,化工原料,8.66,0.71,126.76
959,603603.SH,603603,博天环境,环境保护,7.46,0.71,15.5
960,603712.SH,603712,七一二,通信设备,7.64,0.71,275.22
961,002729.SZ,002729,好利来,元器件,6.53,0.7,31.97
962,600119.SH,600119,长江投资,仓储物流,8.08,0.7,26.71
963,000005.SZ,000005,ST星源,环境保护,5.78,0.7,19.36
964,600149.SH,600149,廊坊发展,综合类,7.51,0.7,22.32
965,300833.SZ,300833,浩洋股份,专用机械,8.18,0.7,11.02
966,300701.SZ,300701,森霸传感,元器件,6.33,0.7,35.88
967,600406.SH,600406,国电南瑞,电气设备,11.39,0.7,1423.89
968,605178.SH,605178,时空科技,装修装饰,7.52,0.7,8.99
969,002358.SZ,002358,ST森源,电气设备,5.86,0.7,24.67
970,300727.SZ,300727,润禾材料,化工原料,6.14,0.7,28.24
971,300678.SZ,300678,中科信息,软件服务,5.02,0.7,31.23
972,603116.SH,603116,红蜻蜓,服饰,7.55,0.7,39.41
973,603266.SH,603266,天龙股份,塑料,9.73,0.7,23.57
974,300515.SZ,300515,三德科技,电器仪表,5.42,0.7,17.0
975,300213.SZ,300213,佳讯飞鸿,通信设备,5.5,0.69,31.34
976,300015.SZ,300015,爱尔眼科,医疗保健,7.63,0.69,2926.51
977,002430.SZ,002430,杭氧股份,化工机械,5.48,0.69,315.63
978,300002.SZ,300002,神州泰岳,软件服务,5.62,0.69,76.56
979,600622.SH,600622,光大嘉宝,区域地产,6.58,0.69,48.59
980,603129.SH,603129,春风动力,摩托车,11.84,0.69,195.47
981,002607.SZ,002607,中公教育,文教休闲,11.36,0.69,428.77
982,002569.SZ,002569,ST步森,服饰,7.12,0.69,11.34
983,002123.SZ,002123,梦网科技,互联网,5.04,0.69,101.19
984,600809.SH,600809,山西汾酒,白酒,8.05,0.69,4159.97
985,002493.SZ,002493,荣盛石化,化纤,2.82,0.69,1688.73
986,002815.SZ,002815,崇达技术,元器件,5.26,0.69,51.61
987,600604.SH,600604,市北高新,园区开发,6.47,0.69,83.32
988,300416.SZ,300416,苏试试验,电器仪表,3.54,0.68,49.71
989,300553.SZ,300553,集智股份,电器仪表,6.25,0.68,8.77
990,603220.SH,603220,中贝通信,通信设备,4.16,0.68,23.26
991,603256.SH,603256,宏和科技,玻璃,6.48,0.68,12.51
992,002538.SZ,002538,司尔特,农药化肥,4.69,0.68,43.66
993,000936.SZ,000936,华西股份,化纤,5.18,0.68,57.55
994,002511.SZ,002511,中顺洁柔,造纸,5.23,0.68,434.87
995,002314.SZ,002314,南山控股,区域地产,6.12,0.68,46.43
996,002079.SZ,002079,苏州固锝,半导体,3.05,0.68,76.21
997,002650.SZ,002650,ST加加,食品,5.97,0.68,71.54
998,300451.SZ,300451,创业慧康,软件服务,4.14,0.68,114.01
999,002862.SZ,002862,实丰文化,文教休闲,0.14,0.68,8.54
1000,300525.SZ,300525,博思软件,软件服务,4.28,0.68,58.95
1001,002193.SZ,002193,如意集团,纺织,5.79,0.68,16.2
1002,002481.SZ,002481,双塔食品,食品,8.15,0.68,145.9
1003,002069.SZ,002069,獐子岛,渔业,4.65,0.68,24.53
1004,300504.SZ,300504,天邑股份,通信设备,9.27,0.68,36.4
1005,601696.SH,601696,中银证券,证券,4.1,0.68,231.98
1006,300571.SZ,300571,平治信息,互联网,6.79,0.68,33.34
1007,603093.SH,603093,南华期货,多元金融,5.44,0.67,16.91
1008,300053.SZ,300053,欧比特,半导体,3.58,0.67,53.05
1009,603038.SH,603038,华立股份,装修装饰,9.05,0.67,22.19
1010,300572.SZ,300572,安车检测,电器仪表,4.47,0.67,49.99
1011,600985.SH,600985,淮北矿业,煤炭开采,6.95,0.67,91.77
1012,600976.SH,600976,健民集团,中成药,7.8,0.67,66.92
1013,300775.SZ,300775,三角防务,航空,5.01,0.67,94.12
1014,600258.SH,600258,首旅酒店,酒店餐饮,9.02,0.67,263.81
1015,300091.SZ,300091,金通灵,机械基件,5.12,0.67,38.54
1016,600329.SH,600329,中新药业,中成药,7.29,0.67,146.56
1017,600366.SH,600366,宁波韵升,矿物制品,6.57,0.67,65.78
1018,002006.SZ,002006,精功科技,专用机械,4.09,0.67,31.27
1019,600105.SH,600105,永鼎股份,通信设备,6.98,0.66,50.82
1020,600393.SH,600393,ST粤泰,全国地产,4.29,0.66,14.43
1021,002207.SZ,002207,准油股份,石油开采,7.07,0.66,14.04
1022,002690.SZ,002690,美亚光电,专用机械,5.95,0.66,164.43
1023,300716.SZ,300716,国立科技,塑料,1.13,0.66,14.34
1024,300489.SZ,300489,中飞股份,铝,6.42,0.66,26.24
1025,605155.SH,605155,西大门,化工原料,5.43,0.66,5.74
1026,603991.SH,603991,至正股份,塑料,6.48,0.66,40.17
1027,000514.SZ,000514,渝开发,区域地产,6.71,0.66,30.88
1028,300509.SZ,300509,新美星,专用机械,5.55,0.66,10.46
1029,000555.SZ,000555,神州信息,软件服务,4.21,0.66,143.54
1030,603636.SH,603636,南威软件,软件服务,5.13,0.66,56.95
1031,300293.SZ,300293,蓝英装备,专用机械,4.96,0.66,38.29
1032,603318.SH,603318,水发燃气,专用机械,5.26,0.66,25.7
1033,002821.SZ,002821,凯莱英,生物制药,7.82,0.66,896.82
1034,600493.SH,600493,凤竹纺织,纺织,5.91,0.66,13.65
1035,002769.SZ,002769,普路通,仓储物流,6.28,0.66,16.26
1036,300488.SZ,300488,恒锋工具,机械基件,5.59,0.66,21.7
1037,603179.SH,603179,新泉股份,汽车配件,5.39,0.66,95.71
1038,000903.SZ,000903,云内动力,机械基件,3.46,0.66,76.66
1039,300478.SZ,300478,杭州高新,橡胶,6.04,0.66,11.13
1040,605188.SH,605188,国光连锁,超市连锁,7.0,0.65,4.85
1041,600470.SH,600470,六国化工,农药化肥,3.24,0.65,23.26
1042,002370.SZ,002370,亚太药业,化学制药,6.53,0.65,19.64
1043,603927.SH,603927,中科软,软件服务,3.83,0.65,120.45
1044,000585.SZ,000585,*ST东电,电气设备,6.49,0.65,9.99
1045,002258.SZ,002258,利尔化学,农药化肥,7.11,0.65,125.81
1046,002145.SZ,002145,中核钛白,化工原料,6.91,0.65,215.9
1047,002472.SZ,002472,双环传动,机械基件,2.3,0.65,69.09
1048,603528.SH,603528,多伦科技,软件服务,-0.21,0.65,59.6
1049,600006.SH,600006,东风汽车,汽车整车,11.24,0.65,152.4
1050,300202.SZ,300202,*ST聚龙,IT设备,7.66,0.65,22.59
1051,600750.SH,600750,江中药业,中成药,7.21,0.64,75.92
1052,601515.SH,601515,东风股份,广告包装,12.07,0.64,91.67
1053,603232.SH,603232,格尔软件,软件服务,4.71,0.64,35.62
1054,300183.SZ,300183,东软载波,通信设备,3.06,0.64,38.68
1055,603258.SH,603258,电魂网络,互联网,5.42,0.64,64.26
1056,300307.SZ,300307,慈星股份,纺织机械,4.64,0.64,55.64
1057,002050.SZ,002050,三花智控,机械基件,6.16,0.64,770.24
1058,300246.SZ,300246,宝莱特,医疗保健,6.46,0.64,21.28
1059,002372.SZ,002372,伟星新材,其他建材,5.97,0.64,334.67
1060,300700.SZ,300700,岱勒新材,矿物制品,5.51,0.64,9.64
1061,002636.SZ,002636,金安国纪,元器件,7.42,0.64,101.6
1062,600008.SH,600008,首创股份,环境保护,6.14,0.64,228.29
1063,600151.SH,600151,航天机电,汽车配件,7.66,0.64,139.12
1064,300828.SZ,300828,锐新科技,铝,4.56,0.64,11.9
1065,600036.SH,600036,招商银行,银行,6.38,0.64,11867.8
1066,600448.SH,600448,华纺股份,纺织,5.3,0.64,21.29
1067,300600.SZ,300600,国瑞科技,电气设备,7.43,0.63,28.33
1068,300337.SZ,300337,银邦股份,铝,6.9,0.63,35.13
1069,000159.SZ,000159,国际实业,石油贸易,-1.25,0.63,30.28
1070,300855.SZ,300855,图南股份,钢加工,4.03,0.63,18.84
1071,300842.SZ,300842,帝科股份,半导体,6.15,0.63,11.35
1072,000858.SZ,000858,五粮液,白酒,3.37,0.63,12238.2
1073,300840.SZ,300840,酷特智能,服饰,5.03,0.63,8.53
1074,000611.SZ,000611,*ST天首,纺织,8.3,0.63,9.17
1075,002809.SZ,002809,红墙股份,化工原料,6.77,0.63,13.74
1076,600415.SH,600415,小商品城,商品城,7.83,0.63,299.92
1077,002021.SZ,002021,ST中捷,纺织机械,6.29,0.63,12.79
1078,603518.SH,603518,锦泓集团,服饰,10.14,0.63,58.46
1079,002923.SZ,002923,润都股份,化学制药,12.71,0.63,31.48
1080,000731.SZ,000731,四川美丰,农药化肥,6.62,0.63,33.36
1081,002618.SZ,002618,*ST丹邦,元器件,11.89,0.63,13.92
1082,002632.SZ,002632,道明光学,化工原料,6.72,0.63,40.11
1083,300134.SZ,300134,大富科技,通信设备,5.37,0.63,67.11
1084,600655.SH,600655,豫园股份,百货,0.51,0.63,220.41
1085,603727.SH,603727,博迈科,石油开采,5.76,0.63,41.71
1086,002098.SZ,002098,浔兴股份,服饰,6.5,0.63,21.69
1087,605068.SH,605068,明新旭腾,汽车配件,6.27,0.62,16.36
1088,300389.SZ,300389,艾比森,半导体,7.21,0.62,13.41
1089,003018.SZ,003018,金富科技,塑料,5.93,0.62,8.01
1090,000815.SZ,000815,美利云,造纸,0.91,0.62,38.73
1091,002707.SZ,002707,众信旅游,旅游服务,1.79,0.62,36.48
1092,002819.SZ,002819,东方中科,电器仪表,5.56,0.62,43.43
1093,002886.SZ,002886,沃特股份,塑料,6.99,0.62,24.16
1094,000717.SZ,000717,韶钢松山,普钢,7.36,0.62,127.03
1095,000710.SZ,000710,贝瑞基因,医疗保健,1.74,0.62,95.39
1096,300653.SZ,300653,正海生物,医疗保健,12.22,0.62,88.69
1097,603508.SH,603508,思维列控,软件服务,4.76,0.62,45.36
1098,600500.SH,600500,中化国际,商贸代理,4.59,0.62,184.95
1099,300370.SZ,300370,ST安控,电器仪表,6.87,0.62,16.11
1100,600621.SH,600621,华鑫股份,证券,5.13,0.62,169.53
1101,600482.SH,600482,中国动力,电气设备,4.58,0.62,356.22
1102,601137.SH,601137,博威合金,铜,5.69,0.62,80.21
1103,002234.SZ,002234,民和股份,农业综合,7.21,0.62,31.31
1104,002101.SZ,002101,广东鸿图,汽车配件,5.56,0.62,40.19
1105,002365.SZ,002365,永安药业,化学制药,4.53,0.62,25.83
1106,600609.SH,600609,金杯汽车,汽车配件,8.73,0.62,54.41
1107,600185.SH,600185,格力地产,区域地产,1.81,0.62,162.0
1108,002195.SZ,002195,二三四五,软件服务,4.55,0.62,116.63
1109,600259.SH,600259,广晟有色,小金属,7.54,0.62,109.83
1110,600198.SH,600198,*ST大唐,通信设备,16.57,0.62,53.88
1111,600316.SH,600316,洪都航空,航空,5.39,0.62,271.86
1112,002171.SZ,002171,楚江新材,铜,6.35,0.62,101.36
1113,600051.SH,600051,宁波联合,综合类,5.69,0.61,22.51
1114,300650.SZ,300650,太龙照明,电气设备,7.17,0.61,10.59
1115,000565.SZ,000565,渝三峡A,染料涂料,8.28,0.61,26.67
1116,002463.SZ,002463,沪电股份,元器件,4.16,0.61,260.3
1117,002980.SZ,002980,华盛昌,电器仪表,4.47,0.61,13.17
1118,605180.SH,605180,华生科技,塑料,14.51,0.61,9.43
1119,300608.SZ,300608,思特奇,软件服务,2.82,0.61,15.55
1120,002210.SZ,002210,*ST飞马,仓储物流,11.35,0.61,67.82
1121,600265.SH,600265,*ST景谷,林业,2.35,0.61,22.07
1122,600933.SH,600933,爱柯迪,汽车配件,6.96,0.61,119.52
1123,603332.SH,603332,苏州龙杰,化纤,4.93,0.61,5.06
1124,300072.SZ,300072,三聚环保,环境保护,7.14,0.61,125.13
1125,002184.SZ,002184,海得控制,软件服务,-0.29,0.61,27.16
1126,300962.SZ,300962,中金辐照,综合类,5.44,0.61,16.51
1127,002501.SZ,002501,*ST利源,铝,15.0,0.61,79.82
1128,300044.SZ,300044,*ST赛为,软件服务,1.64,0.61,16.58
1129,002721.SZ,002721,金一文化,服饰,4.22,0.61,23.72
1130,002765.SZ,002765,蓝黛科技,汽车配件,5.82,0.61,25.08
1131,605399.SH,605399,晨光新材,化工原料,6.38,0.6,8.28
1132,300577.SZ,300577,开润股份,纺织,9.48,0.6,28.99
1133,603158.SH,603158,腾龙股份,汽车配件,4.89,0.6,38.19
1134,600562.SH,600562,国睿科技,通信设备,4.99,0.6,97.26
1135,300627.SZ,300627,华测导航,通信设备,5.08,0.6,82.13
1136,603920.SH,603920,世运电路,元器件,4.51,0.6,66.03
1137,603032.SH,603032,*ST德新,公共交通,8.99,0.6,19.78
1138,603887.SH,603887,城地香江,软件服务,4.72,0.6,35.36
1139,600207.SH,600207,安彩高科,供气供热,6.78,0.6,58.42
1140,600619.SH,600619,海立股份,机械基件,4.56,0.6,49.42
1141,600397.SH,600397,安源煤业,煤炭开采,6.08,0.6,27.62
1142,600699.SH,600699,均胜电子,汽车配件,5.26,0.6,243.79
1143,603506.SH,603506,南都物业,房产服务,6.1,0.6,28.72
1144,300470.SZ,300470,中密控股,机械基件,2.82,0.6,71.13
1145,300570.SZ,300570,太辰光,元器件,4.92,0.6,29.87
1146,002243.SZ,002243,力合科创,塑料,5.52,0.6,51.72
1147,000029.SZ,000029,深深房A,区域地产,5.3,0.6,68.75
1148,002060.SZ,002060,粤水电,建筑工程,6.41,0.6,43.87
1149,300099.SZ,300099,精准信息,电器仪表,3.18,0.6,36.21
1150,002065.SZ,002065,东华软件,软件服务,4.48,0.6,209.74
1151,002602.SZ,002602,世纪华通,互联网,7.48,0.6,355.89
1152,300334.SZ,300334,津膜科技,专用机械,5.48,0.59,18.37
1153,300810.SZ,300810,中科海讯,软件服务,4.53,0.59,18.15
1154,002423.SZ,002423,中粮资本,保险,5.37,0.59,46.38
1155,300827.SZ,300827,上能电气,电气设备,2.71,0.59,16.68
1156,600895.SH,600895,张江高科,园区开发,3.75,0.59,303.85
1157,605123.SH,605123,派克新材,钢加工,6.92,0.59,21.77
1158,002965.SZ,002965,祥鑫科技,汽车配件,7.3,0.59,18.83
1159,603998.SH,603998,方盛制药,中成药,1.37,0.59,28.51
1160,300008.SZ,300008,天海防务,船舶,3.33,0.59,43.78
1161,603608.SH,603608,天创时尚,服饰,12.67,0.59,32.81
1162,300324.SZ,300324,旋极信息,软件服务,1.81,0.59,42.37
1163,002981.SZ,002981,朝阳科技,元器件,5.76,0.59,6.04
1164,603355.SH,603355,莱克电气,家用电器,6.34,0.59,223.92
1165,603308.SH,603308,应流股份,专用机械,5.9,0.59,137.46
1166,000034.SZ,000034,神州数码,综合类,1.48,0.59,88.97
1167,603177.SH,603177,德创环保,环境保护,7.46,0.58,28.81
1168,002627.SZ,002627,宜昌交运,公共交通,6.43,0.58,29.84
1169,300024.SZ,300024,机器人,专用机械,3.52,0.58,151.56
1170,002138.SZ,002138,顺络电子,元器件,8.64,0.58,233.33
1171,300309.SZ,300309,吉艾科技,多元金融,6.67,0.58,24.12
1172,300256.SZ,300256,星星科技,元器件,5.53,0.58,45.69
1173,600503.SH,600503,华丽家族,区域地产,4.49,0.58,55.92
1174,002746.SZ,002746,仙坛股份,农业综合,6.24,0.58,40.2
1175,603324.SH,603324,盛剑环境,环境保护,5.78,0.58,10.32
1176,300353.SZ,300353,东土科技,通信设备,0.71,0.58,27.12
1177,605199.SH,605199,葫芦娃,中成药,6.37,0.58,12.39
1178,300590.SZ,300590,移为通信,通信设备,4.68,0.57,39.03
1179,603339.SH,603339,四方科技,专用机械,5.08,0.57,29.4
1180,000601.SZ,000601,韶能股份,水力发电,5.07,0.57,62.63
1181,002930.SZ,002930,宏川智慧,仓储物流,7.84,0.57,69.6
1182,600410.SH,600410,华胜天成,软件服务,4.21,0.57,73.4
1183,300139.SZ,300139,晓程科技,元器件,6.55,0.57,19.95
1184,300086.SZ,300086,康芝药业,化学制药,8.55,0.57,27.66
1185,002284.SZ,002284,亚太股份,汽车配件,6.69,0.57,50.35
1186,603228.SH,603228,景旺电子,元器件,4.87,0.57,215.45
1187,300088.SZ,300088,长信科技,元器件,3.88,0.57,201.3
1188,603618.SH,603618,杭电股份,电气设备,4.93,0.57,44.09
1189,300347.SZ,300347,泰格医药,医疗保健,8.57,0.57,1056.91
1190,300320.SZ,300320,海达股份,橡胶,5.13,0.57,26.99
1191,002912.SZ,002912,中新赛克,软件服务,1.29,0.57,47.77
1192,300493.SZ,300493,润欣科技,通信设备,3.48,0.57,34.02
1193,603863.SH,603863,ST松炀,造纸,4.9,0.57,9.54
1194,603040.SH,603040,新坐标,机械基件,6.18,0.57,29.27
1195,002151.SZ,002151,北斗星通,通信设备,2.62,0.57,169.02
1196,601577.SH,601577,长沙银行,银行,5.76,0.57,95.05
1197,603855.SH,603855,华荣股份,专用机械,8.41,0.57,61.9
1198,002797.SZ,002797,第一创业,证券,4.57,0.57,293.4
1199,603816.SH,603816,顾家家居,家居用品,5.75,0.56,529.04
1200,300499.SZ,300499,高澜股份,专用机械,5.53,0.56,18.41
1201,600299.SH,600299,安迪苏,化学制药,5.82,0.56,336.31
1202,603648.SH,603648,畅联股份,仓储物流,4.24,0.56,31.74
1203,603613.SH,603613,国联股份,互联网,2.86,0.56,204.72
1204,300940.SZ,300940,南极光,元器件,7.08,0.56,12.69
1205,002801.SZ,002801,微光股份,电气设备,5.55,0.56,29.74
1206,002447.SZ,002447,*ST晨鑫,互联网,5.73,0.56,28.94
1207,000402.SZ,000402,金融街,全国地产,-0.14,0.56,212.72
1208,603567.SH,603567,珍宝岛,中成药,4.52,0.56,153.1
