,ts_code,symbol,name,industry,COL_MA_A,COL_MA_B,COL_MA_GAP,COL_LASTPRICE,concept
401,002214.SZ,002214,大立科技,电器仪表,8.92,8.82,1.13,9.39,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
402,600510.SH,600510,黑牡丹,全国地产,7.19,7.11,1.13,6.69,"OLED, 国家队重仓, 回购, 破净股, 房地产, 创投, "
403,300035.SZ,300035,中科电气,电气设备,6.23,6.16,1.14,5.95,"超级高铁, 锂电池, 新能源汽车, 石墨烯, "
404,002790.SZ,002790,瑞尔特,家居用品,13.29,13.14,1.14,13.0,"业绩预增, 高送转, "
405,002213.SZ,002213,特尔佳,汽车配件,10.51,10.39,1.15,9.68,"汽车零部件, "
406,300751.SZ,300751,迈为股份,专用机械,179.11,177.07,1.15,165.95,"高价股, 高送转-预期, 光伏, "
407,002116.SZ,002116,中国海诚,建筑施工,12.29,12.15,1.15,10.95,"央企改革, 大基建, 资产重组, "
408,000088.SZ,000088,盐田港,港口,7.02,6.94,1.15,6.45,"一带一路, 港口, 粤港澳大湾区, 深圳本地股/深汕合作, "
409,300312.SZ,300312,邦讯技术,通信设备,8.75,8.65,1.16,7.95,"5G, 物联网, 高质押率, 互联网金融, 国资入股, 手游, "
410,603033.SH,603033,三维股份,橡胶,26.24,25.94,1.16,25.0,"煤化工, 高铁轨交, 资产重组, "
411,000536.SZ,000536,华映科技,元器件,3.48,3.44,1.16,3.28,"OLED, 破净股, 债转股-AMC, 3D玻璃, 强势人气股, "
412,603860.SH,603860,中公高科,公路,30.18,29.83,1.17,28.5,
413,600262.SH,600262,北方股份,汽车整车,23.33,23.06,1.17,22.27,"内蒙古, 混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 无人驾驶, "
414,603316.SH,603316,诚邦股份,建筑施工,9.54,9.43,1.17,8.78,"园林, 特色小镇, 地下管廊, PPP, "
415,600189.SH,600189,吉林森工,林业,5.14,5.08,1.18,4.78,"社保重仓, 土地流转, 林业, "
416,601058.SH,601058,赛轮轮胎,汽车配件,3.44,3.4,1.18,3.3,"东盟博览会, 业绩预增, 无人驾驶, 轮胎, 举牌股, "
417,603283.SH,603283,赛腾股份,专用机械,20.54,20.3,1.18,21.96,"工业自动化, 智能制造, 半导体, 苹果产业链, "
418,603559.SH,603559,中通国脉,通信设备,25.43,25.13,1.19,24.37,"5G, 云计算, "
419,600085.SH,600085,同仁堂,中成药,32.18,31.8,1.19,30.68,"安邦系, MSCI, 健康中国, 大消费, 医药商业, 社保重仓, 医药, 中药, "
420,600149.SH,600149,ST坊展,综合类,7.59,7.5,1.2,7.44,"雄安-地产, 恒大概念股, 土地流转, 雄安新区, 京津冀, ST股, "
421,601229.SH,601229,上海银行,银行,12.66,12.51,1.2,12.24,"银行, MSCI, 破净股, "
422,300502.SZ,300502,新易盛,通信设备,29.41,29.06,1.2,28.53,"5G, 光通信, "
423,000517.SZ,000517,荣安地产,区域地产,3.38,3.34,1.2,3.13,"环杭州湾大湾区, 房地产, "
424,600747.SH,600747,ST大控,多元金融,1.67,1.65,1.21,1.51,"低价股, 资产重组, ST股, "
425,600654.SH,600654,ST中安,软件服务,2.51,2.48,1.21,2.27,"低价股, 智慧城市, 国产软件, 智慧安防, ST股, "
426,601398.SH,601398,工商银行,银行,5.86,5.79,1.21,5.71,"银行, 安邦系, 白马股, MSCI, 人民币升值受益, 破净股, "
427,002886.SZ,002886,沃特股份,塑料,23.33,23.05,1.21,22.5,"5G, 国资入股, "
428,300259.SZ,300259,新天科技,电器仪表,4.17,4.12,1.21,3.98,"5G, 回购, 物联网, 雄安-智慧城市, 智能仪表, 雄安新区, "
429,002793.SZ,002793,东音股份,专用机械,13.27,13.11,1.22,14.89,
430,002786.SZ,002786,银宝山新,专用机械,9.84,9.72,1.23,9.03,"工业自动化, 3D打印, 智能制造, "
431,000796.SZ,000796,凯撒旅游,旅游服务,9.82,9.7,1.24,9.05,"人民币升值受益, 旅游, 高质押率, 互联网金融, 股权转让, "
432,000566.SZ,000566,海南海药,化学制药,8.07,7.97,1.25,8.12,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
433,600565.SH,600565,迪马股份,全国地产,4.85,4.79,1.25,4.67,"业绩预增, 军工, 军民融合, 房地产, "
434,300586.SZ,300586,美联新材,化工原料,17.01,16.8,1.25,15.51,"业绩预增, 锂电池, 燃料电池, 新能源汽车, "
435,600887.SH,600887,伊利股份,乳制品,30.63,30.25,1.26,30.0,"高股息, 白马股, MSCI, 健康中国, 内蒙古, 大消费, 二胎, 饮料, 食品, 乳业（奶粉）, "
436,002821.SZ,002821,凯莱英,生物制药,91.36,90.22,1.26,93.6,"社保重仓, 医药, 创新药, "
437,600468.SH,600468,百利电气,电气设备,6.43,6.35,1.26,6.16,"回购, 天津国企改革, "
438,603085.SH,603085,天成自控,汽车配件,11.14,11.0,1.27,10.22,"二胎, 汽车零部件, 工业自动化, 智能制造, "
439,002132.SZ,002132,恒星科技,钢加工,3.18,3.14,1.27,3.02,"特高压, 有机硅, 回购, 光伏, "
440,600876.SH,600876,洛阳玻璃,玻璃,14.34,14.16,1.27,13.18,"央企改革, 定增破发, 玻璃, "
441,601678.SH,601678,滨化股份,化工原料,7.95,7.85,1.27,7.13,"烧碱, 环氧丙烷, 制冷剂, 军工, 军民融合, 煤化工, 燃料电池, "
442,601599.SH,601599,鹿港文化,影视音像,4.0,3.95,1.27,3.76,"纺织服装, 独角兽, 影视, "
443,600396.SH,600396,金山股份,火力发电,2.39,2.36,1.27,2.2,"火电, 电改, 央企改革, 低价股, "
444,300342.SZ,300342,天银机电,元器件,10.33,10.2,1.27,10.67,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, "
445,000862.SZ,000862,银星能源,新型电力,7.11,7.02,1.28,6.45,"央企改革, 风电, 光伏, 宁夏, 强势人气股, "
446,600984.SH,600984,建设机械,工程机械,7.11,7.02,1.28,7.07,"业绩预增, 恒大概念股, 机械, 举牌股, "
447,601988.SH,601988,中国银行,银行,3.95,3.9,1.28,3.86,"银行, 安邦系, MSCI, 中字头, 人民币升值受益, 破净股, "
448,600104.SH,600104,上汽集团,汽车整车,28.52,28.16,1.28,26.58,"安邦系, 高股息, 白马股, MSCI, 阿里巴巴概念股, 新能源整车, 大消费, 汽车整车, 华为产业链, 宁德时代概念股, 无人驾驶, 万达系, 燃料电池, 上海国企改革, 新能源汽车, 人工智能, 足球, 共享经济, "
449,600216.SH,600216,浙江医药,化学制药,11.82,11.67,1.29,11.01,"回购, 医药, 创新药, 化学药, 维生素, "
450,600980.SH,600980,北矿科技,元器件,13.28,13.11,1.3,12.35,"央企改革, 稀土磁材, "
451,603685.SH,603685,晨丰科技,电气设备,17.96,17.73,1.3,17.4,"LED, "
452,600157.SH,600157,永泰能源,煤炭开采,2.34,2.31,1.3,2.22,"火电, 煤炭, 二胎, 民营医院, 页岩气, 高质押率, 海南自由贸易港, 低价股, 自贸区, 自由贸易港, "
453,600973.SH,600973,宝胜股份,电气设备,4.67,4.61,1.3,4.36,"央企改革, 军工研究所, 大飞机, 军工, "
454,300056.SZ,300056,三维丝,环境保护,7.0,6.91,1.3,7.16,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
455,000953.SZ,000953,*ST河化,农药化肥,4.68,4.62,1.3,4.27,"甲醇, 煤化工, 化肥, 医药, 化学药, 广西, ST股, 壳公司, "
456,600265.SH,600265,ST景谷,林业,27.77,27.41,1.31,28.25,"林业, 股权转让, ST股, "
457,600101.SH,600101,明星电力,水力发电,9.3,9.18,1.31,8.78,"水电, 央企改革, 有色金属, 宝能系, 有色-钒, "
458,002319.SZ,002319,乐通股份,染料涂料,13.18,13.01,1.31,13.4,"石墨烯, 资产重组, "
459,002597.SZ,002597,金禾实业,化工原料,20.94,20.67,1.31,19.85,"白马股, 调味品, 煤化工, 食品, "
460,300288.SZ,300288,朗玛信息,软件服务,16.84,16.62,1.32,17.35,"民营医院, 大数据, 互联网医疗, "
461,600091.SH,600091,ST明科,化工原料,4.59,4.53,1.32,4.09,"内蒙古, ST股, "
462,002278.SZ,002278,神开股份,化工机械,8.42,8.31,1.32,8.34,"油服, 可燃冰, 业绩预增, 页岩气, 举牌股, 壳公司, "
463,300240.SZ,300240,飞力达,仓储物流,9.17,9.05,1.33,8.65,"智慧物流, 智能制造, 快递物流, 跨境电商, 创投, "
464,002652.SZ,002652,扬子新材,其他建材,5.3,5.23,1.34,5.08,"养老产业, 高质押率, 股权争夺, "
465,002582.SZ,002582,好想你,食品,10.61,10.47,1.34,9.75,"回购, 新零售, 食品, 休闲食品, 股权转让, "
466,002379.SZ,002379,宏创控股,铝,3.77,3.72,1.34,3.54,"有色-铝, 有色金属, "
467,300587.SZ,300587,天铁股份,橡胶,24.15,23.83,1.34,22.69,"高送转-预期, 高铁轨交, "
468,300599.SZ,300599,雄塑科技,塑料,12.89,12.72,1.34,12.18,
469,000038.SZ,000038,深大通,广告包装,14.38,14.19,1.34,13.05,"高质押率, 国资入股, "
470,603277.SH,603277,银都股份,专用机械,11.24,11.09,1.35,11.76,
471,603999.SH,603999,读者传媒,出版业,6.78,6.69,1.35,6.22,
472,002395.SZ,002395,双象股份,塑料,16.54,16.32,1.35,15.7,"煤化工, 足球, 体育产业, "
473,000985.SZ,000985,大庆华科,化工原料,16.4,16.18,1.36,14.88,"油气改革, 央企改革, 社保重仓, 石油化工, "
474,300023.SZ,300023,宝德股份,专用机械,7.44,7.34,1.36,6.52,"油服, 页岩气, 工业自动化, 智能制造, 强势人气股, "
475,600600.SH,600600,青岛啤酒,啤酒,48.84,48.18,1.37,48.59,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, "
476,600332.SH,600332,白云山,中成药,41.82,41.25,1.38,40.7,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
477,601886.SH,601886,江河集团,装修装饰,9.54,9.41,1.38,9.21,"民营医院, 雄安-建材, 雄安新区, 装修装饰, "
478,600539.SH,600539,ST狮头,水泥,8.02,7.91,1.39,7.38,"复牌股, ST股, 壳公司, "
479,002516.SZ,002516,旷达科技,纺织,3.65,3.6,1.39,3.45,"回购, 兜底式增持, 光伏, 万达系, "
480,300097.SZ,300097,智云股份,电器仪表,13.89,13.7,1.39,13.5,"OLED, 华为产业链, 回购, 定增破发, 工业自动化, 智能制造, "
481,600273.SH,600273,嘉化能源,化工原料,15.31,15.1,1.39,13.06,"烧碱, 煤化工, "
482,300366.SZ,300366,创意信息,软件服务,9.44,9.31,1.4,10.21,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
483,300568.SZ,300568,星源材质,化工原料,31.1,30.67,1.4,28.66,"社保重仓, 业绩预增, 宁德时代概念股, 锂电池, 新能源汽车, "
484,000510.SZ,000510,金路集团,化工原料,5.77,5.69,1.41,5.32,"烧碱, PVC, 教育, 石墨烯, 年报季报, "
485,000568.SZ,000568,泸州老窖,白酒,70.45,69.47,1.41,75.43,"MSCI, 白酒, "
486,002328.SZ,002328,新朋股份,汽车配件,8.66,8.54,1.41,8.97,"汽车零部件, 独角兽, 蚂蚁金服概念股, "
487,002288.SZ,002288,超华科技,元器件,5.72,5.64,1.42,5.79,"PCB板, 半导体, 智慧城市, 智慧安防, 独角兽, "
488,300136.SZ,300136,信维通信,通信设备,29.97,29.55,1.42,28.79,"5G, 白马股, MSCI, 华为产业链, 社保重仓, 物联网, 工业自动化, 智能制造, 无线充电, 移动支付, 半导体, VR&AR, 苹果产业链, "
489,600701.SH,600701,*ST工新,综合类,2.83,2.79,1.43,2.56,"破净股, 工业自动化, 网络安全, 智能制造, 低价股, 国产软件, 高校系, ST股, 人脸识别, "
490,002930.SZ,002930,宏川智慧,仓储物流,27.71,27.32,1.43,25.56,"业绩预增, 粤港澳大湾区, 快递物流, 强势人气股, "
491,603444.SH,603444,吉比特,互联网,220.68,217.56,1.43,216.52,"高价股, 教育, 游戏, 手游, "
492,300702.SZ,300702,天宇股份,化学制药,37.59,37.06,1.43,35.19,"业绩预增, 医药, 化学药, "
493,601699.SH,601699,潞安环能,煤炭开采,8.48,8.36,1.44,8.25,"MSCI, 煤炭, 山西国企改革, "
494,002402.SZ,002402,和而泰,元器件,10.49,10.34,1.45,10.05,"5G, 华为产业链, 军工, 物联网, 大数据, 人工智能, 智能音箱, 国产芯片, 国资入股, LED, "
495,603738.SH,603738,泰晶科技,元器件,16.84,16.6,1.45,16.52,"被动元件, "
496,300425.SZ,300425,环能科技,环境保护,6.28,6.19,1.45,5.86,"环保, 污水处理, 股权转让, 国资入股, "
497,000425.SZ,000425,徐工机械,工程机械,4.9,4.83,1.45,4.52,"MSCI, 一带一路, 业绩预增, 工业自动化, 机械, 智能制造, 工业互联网, "
498,603708.SH,603708,家家悦,超市连锁,25.94,25.57,1.45,25.6,"社保重仓, 新零售, 快递物流, "
499,300205.SZ,300205,天喻信息,元器件,14.56,14.35,1.46,14.55,"教育, 物联网, 网络安全, 移动支付, 国产软件, 高校系, "
500,002041.SZ,002041,登海种业,种植业,6.93,6.83,1.46,6.41,"转基因, 乡村振兴, 农业种植, "
501,603819.SH,603819,神力股份,电气设备,18.77,18.5,1.46,17.91,"回购, 风电, "
502,300538.SZ,300538,同益股份,批发业,34.02,33.53,1.46,32.37,"华为产业链, 小米概念股, 高送转, 国资入股, "
503,600593.SH,600593,大连圣亚,旅游服务,43.22,42.6,1.46,44.1,"主题公园, 旅游, "
504,600526.SH,600526,*ST菲达,环境保护,5.52,5.44,1.47,5.12,"浙江国企改革, 大气治理, 环保, "
505,002452.SZ,002452,长高集团,电气设备,4.84,4.77,1.47,4.65,"特高压, 军工, 军民融合, 智慧安防, 壳公司, "
506,600311.SH,600311,荣华实业,黄金,4.12,4.06,1.48,3.81,"壳公司, 黄金, "
507,603088.SH,603088,宁波精达,专用机械,14.97,14.75,1.49,14.44,
508,600395.SH,600395,盘江股份,煤炭开采,6.08,5.99,1.5,5.96,"煤炭, "
509,600580.SH,600580,卧龙电驱,电气设备,10.14,9.99,1.5,9.91,"北汽新能源, 核电, "
510,603066.SH,603066,音飞储存,仓储物流,8.73,8.6,1.51,8.05,"智慧物流, 工业自动化, 智能制造, 快递物流, 人工智能, 资产重组, "
511,600597.SH,600597,光明乳业,乳制品,10.75,10.59,1.51,10.17,"大消费, 二胎, 转基因, 新零售, 食品, 乳业（奶粉）, 万达系, 上海国企改革, 进口博览会, "
512,000897.SZ,000897,*ST津滨,区域地产,2.69,2.65,1.51,2.5,"雄安-地产, 万达系, 房地产, 雄安新区, 京津冀, 低价股, 自贸区, 天津国企改革, 天津自贸区, ST股, "
513,600686.SH,600686,金龙汽车,汽车整车,10.66,10.5,1.52,9.8,"新能源整车, 汽车整车, 百度概念股, 无人驾驶, 燃料电池, 数字中国, 新能源汽车, "
514,002219.SZ,002219,恒康医疗,中成药,4.01,3.95,1.52,3.57,"民营医院, 医药, 中药, 基因测序, 资产重组, "
515,600721.SH,600721,百花村,生物制药,6.66,6.56,1.52,5.99,"新疆, 医药, 创新药, 新疆国企改革, 股权转让, "
516,300405.SZ,300405,科隆股份,化工原料,10.03,9.88,1.52,11.72,"石油化工, "
517,600112.SH,600112,天成控股,电气设备,5.32,5.24,1.53,5.04,"有色金属, 有色-钼, 壳公司, ST摘帽, "
518,000881.SZ,000881,中广核技,综合类,10.52,10.36,1.54,9.54,"一带一路, 央企改革, 核电, 汽车销售, 环保, 污水处理, "
519,600966.SH,600966,博汇纸业,造纸,3.92,3.86,1.55,3.98,"破净股, 造纸, "
520,603501.SH,603501,韦尔股份,半导体,56.2,55.34,1.55,54.69,"回购, 小米概念股, 半导体, 国产芯片, 资产重组, "
521,002388.SZ,002388,新亚制程,元器件,6.51,6.41,1.56,6.13,"华为产业链, 回购, 供应链金融, 高质押率, "
522,603333.SH,603333,尚纬股份,电气设备,9.09,8.95,1.56,9.05,"核电, 业绩预增, "
523,002629.SZ,002629,仁智股份,石油开采,5.19,5.11,1.57,3.77,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 复牌股, 壳公司, "
524,300074.SZ,300074,华平股份,通信设备,5.18,5.1,1.57,4.76,"教育, 互联网医疗, 智慧城市, 国产软件, 医疗信息化, 智慧安防, 手势识别, 无人银行, 创投, "
525,603187.SH,603187,海容冷链,机械基件,50.53,49.75,1.57,47.84,"冷链, "
526,603538.SH,603538,美诺华,化学制药,22.01,21.67,1.57,20.9,"业绩预增, 医药, 化学药, "
527,300064.SZ,300064,豫金刚石,矿物制品,5.78,5.69,1.58,5.37,"破净股, 高质押率, 股权转让, 国资入股, 富勒烯, "
528,000807.SZ,000807,云铝股份,铝,5.77,5.68,1.58,5.29,"有色-铝, 有色金属, 燃料电池, 工业互联网, "
529,000962.SZ,000962,东方钽业,小金属,8.93,8.79,1.59,7.86,"央企改革, 有色金属, 有色-钛, 宁夏, "
530,600805.SH,600805,悦达投资,综合类,7.03,6.92,1.59,6.44,"汽车整车, 社保重仓, 破净股, 农机, 石墨烯, "
531,601628.SH,601628,中国人寿,保险,29.96,29.49,1.59,30.08,"保险, MSCI, 中字头, 金改, 混改, 滴滴出行概念股, 独角兽, 蚂蚁金服概念股, "
532,603615.SH,603615,茶花股份,家居用品,10.84,10.67,1.59,10.13,"二胎, "
533,600069.SH,600069,银鸽投资,造纸,3.82,3.76,1.6,3.5,"债转股-AMC, 高质押率, 医药, 创新药, 造纸, 半导体, "
534,002056.SZ,002056,横店东磁,元器件,7.6,7.48,1.6,7.14,"特斯拉, 回购, 光伏, 稀土磁材, 无线充电, 工业互联网, 苹果产业链, "
535,002837.SZ,002837,英维克,专用机械,20.78,20.45,1.61,21.1,"5G, 军工, 军民融合, 新能源汽车, 腾讯概念股, 充电桩, "
536,600135.SH,600135,乐凯胶片,化工原料,9.47,9.32,1.61,8.37,"央企改革, 军工研究所, 军工, 锂电池, 雄安新区, 新能源汽车, 京津冀, 雄安-周边, "
537,300165.SZ,300165,天瑞仪器,电器仪表,6.32,6.22,1.61,5.73,"大气治理, 环保, 药品信息化追溯, 污水处理, 体外诊断, "
538,300041.SZ,300041,回天新材,化工原料,8.14,8.01,1.62,7.95,"回购, 石油化工, 光伏, 装配式建筑, 雄安-建材, 雄安-公共服务, 雄安新区, 股权转让, 高铁轨交, 国资入股, "
539,600462.SH,600462,ST九有,元器件,2.51,2.47,1.62,2.23,"低价股, 国资入股, 独角兽, ST股, 壳公司, "
540,601939.SH,601939,建设银行,银行,7.48,7.36,1.63,7.26,"银行, MSCI, 破净股, "
541,600355.SH,600355,精伦电子,元器件,4.98,4.9,1.63,5.24,"物联网, 举牌股, 工业互联网, 壳公司, "
542,002301.SZ,002301,齐心集团,文教休闲,11.16,10.98,1.64,10.8,"二胎, 回购, 新零售, 云计算, 京东金融概念股, 腾讯概念股, 国资入股, 独角兽, "
543,000967.SZ,000967,盈峰环境,环境保护,7.45,7.33,1.64,7.31,"固废处理, 核电, 回购, 特色小镇, 高质押率, 环保, 污水处理, 资产重组, "
544,002580.SZ,002580,圣阳股份,电气设备,6.78,6.67,1.65,6.26,"光伏, 储能, 雄安-公共服务, 锂电池, 雄安新区, 新能源汽车, 资产重组, 壳公司, "
545,600740.SH,600740,山西焦化,焦炭加工,10.5,10.33,1.65,9.75,"煤炭, 石墨电极, 甲醇, 业绩预增, 山西国企改革, "
546,601007.SH,601007,金陵饭店,酒店餐饮,11.0,10.82,1.66,10.56,"旅游, 养老产业, "
547,603699.SH,603699,纽威股份,专用机械,13.38,13.16,1.67,14.74,"核电, 回购, "
548,603811.SH,603811,诚意药业,化学制药,20.68,20.34,1.67,20.8,"医药, 化学药, "
549,300200.SZ,300200,高盟新材,化工原料,9.69,9.53,1.68,9.22,"业绩预增, 汽车零部件, 定增破发, 高铁轨交, "
550,002688.SZ,002688,金河生物,化学制药,6.06,5.96,1.68,6.45,"内蒙古, 业绩预增, 动物保健, "
551,600976.SH,600976,健民集团,中成药,19.88,19.55,1.69,18.57,"医药, 中药, "
552,002298.SZ,002298,中电兴发,软件服务,8.4,8.26,1.69,7.9,"回购, 军工, 军民融合, 无人机, 储能, PPP, 智能制造, 新能源汽车, 智慧城市, 股权转让, 共享经济, 智慧安防, 机器人, 充电桩, "
553,300309.SZ,300309,吉艾科技,多元金融,8.37,8.23,1.7,7.91,"油服, 油气改革, 页岩气, 债转股-AMC, 资产重组, "
554,600066.SH,600066,宇通客车,汽车整车,15.4,15.14,1.72,14.42,"高股息, MSCI, 新能源整车, 汽车整车, 无人驾驶, 河南自贸区, 燃料电池, 新能源汽车, 自贸区, "
555,002359.SZ,002359,北讯集团,通信设备,11.2,11.01,1.73,12.19,"特高压, 业绩预增, 物联网, 定增破发, 智慧停车, "
556,002046.SZ,002046,轴研科技,机械基件,9.4,9.24,1.73,8.54,"央企改革, 农机, 高铁轨交, "
557,000031.SZ,000031,大悦城,全国地产,7.05,6.93,1.73,6.64,"央企改革, 房地产, 资产重组, "
558,002272.SZ,002272,川润股份,机械基件,5.87,5.77,1.73,5.49,"业绩预增, 壳公司, "
559,002515.SZ,002515,金字火腿,食品,6.44,6.33,1.74,6.94,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
560,000829.SZ,000829,天音控股,其他商业,7.03,6.91,1.74,6.5,"华为产业链, 定增破发, 电竞, 彩票, 苹果产业链, 独角兽, 深圳本地股/深汕合作, "
561,603611.SH,603611,诺力股份,运输设备,19.16,18.83,1.75,19.98,"智慧物流, 机械, 智能制造, "
562,603828.SH,603828,柯利达,装修装饰,11.04,10.85,1.75,10.71,"参股券商, PPP, 智慧城市, 装修装饰, "
563,603220.SH,603220,贝通信,通信设备,33.12,32.55,1.75,30.88,"5G, 强势人气股, "
564,002430.SZ,002430,杭氧股份,化工机械,13.88,13.64,1.76,12.72,"业绩预增, 浙江国企改革, 债转股-AMC, "
565,600608.SH,600608,ST沪科,钢加工,5.17,5.08,1.77,4.77,"钢铁, ST股, "
566,002810.SZ,002810,山东赫达,化工原料,26.12,25.66,1.79,28.18,"业绩预增, 高送转, "
567,601011.SH,601011,宝泰隆,焦炭加工,7.34,7.21,1.8,7.04,"煤炭, 石墨电极, 甲醇, 业绩预增, 锂电池, 新能源汽车, 石墨烯, "
568,300461.SZ,300461,田中精机,专用机械,28.24,27.74,1.8,28.08,"工业自动化, 智能制造, 无线充电, 3D玻璃, "
569,300138.SZ,300138,晨光生物,食品,7.92,7.78,1.8,7.31,"海底捞概念股, 回购, 独角兽, "
570,600121.SH,600121,郑州煤电,煤炭开采,3.96,3.89,1.8,3.66,"火电, 煤炭, ST摘帽, "
571,002137.SZ,002137,麦达数字,互联网,8.47,8.32,1.8,8.0,"业绩预增, 物联网, 小米概念股, 云计算, 独角兽, LED, "
572,000815.SZ,000815,美利云,造纸,9.58,9.41,1.81,11.42,"大数据, 云计算, 造纸, 宁夏, "
573,600653.SH,600653,申华控股,汽车服务,2.8,2.75,1.82,2.62,"教育, 汽车销售, 风电, 低价股, 共享经济, 资产重组, "
574,300745.SZ,300745,欣锐科技,汽车配件,39.11,38.41,1.82,34.11,"北汽新能源, 高送转-预期, "
575,300537.SZ,300537,广信材料,染料涂料,15.07,14.8,1.82,14.39,"5G, PCB板, 华为产业链, "
576,601009.SH,601009,南京银行,银行,8.92,8.76,1.83,8.38,"银行, MSCI, 社保重仓, "
577,002855.SZ,002855,捷荣技术,塑料,11.66,11.45,1.83,10.46,"华为产业链, "
578,603598.SH,603598,引力传媒,影视音像,11.64,11.43,1.84,10.5,"国资入股, 独角兽, "
579,002122.SZ,002122,*ST天马,机械基件,3.32,3.26,1.84,3.38,"破净股, 智慧停车, 大数据, ST股, 创投, "
580,002549.SZ,002549,凯美特气,环境保护,7.72,7.58,1.85,7.64,"业绩预增, 碳交易, "
581,000524.SZ,000524,岭南控股,酒店餐饮,8.78,8.62,1.86,8.39,"社保重仓, 旅游, 粤港澳大湾区, 定增破发, "
582,000903.SZ,000903,云内动力,机械基件,3.28,3.22,1.86,3.05,"回购, 汽车零部件, 移动支付, 创投, "
583,603767.SH,603767,中马传动,汽车配件,8.7,8.54,1.87,8.0,"汽车零部件, "
584,600405.SH,600405,动力源,电气设备,5.98,5.87,1.87,5.42,"宁德时代概念股, 新能源汽车, 充电桩, "
585,603488.SH,603488,展鹏科技,电气设备,9.8,9.62,1.87,9.66,
586,000716.SZ,000716,黑芝麻,食品,5.42,5.32,1.88,5.15,"食品, 休闲食品, 锂电池, 新能源汽车, 广西, "
587,600470.SH,600470,六国化工,农药化肥,5.41,5.31,1.88,6.15,"安徽国企改革, 煤化工, 化肥, 磷化工, "
588,002564.SZ,002564,天沃科技,化工机械,6.41,6.29,1.91,6.78,"回购, 风电, 军工, 军民融合, 煤化工, 股权转让, 国资入股, "
589,002828.SZ,002828,贝肯能源,石油开采,13.84,13.58,1.91,13.18,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, "
590,300384.SZ,300384,三联虹普,纺织机械,18.02,17.68,1.92,18.26,"锦纶（尼龙）, 工业自动化, 智能制造, 互联网金融, 大数据, "
591,002390.SZ,002390,信邦制药,中成药,6.36,6.24,1.92,6.19,"民营医院, 回购, 医药, 中药, 互联网医疗, 工业大麻, "
592,002476.SZ,002476,宝莫股份,化工原料,6.37,6.25,1.92,5.92,"油服, 页岩气, 天然气, 石油化工, "
593,601166.SH,601166,兴业银行,银行,19.69,19.32,1.92,18.95,"银行, MSCI, 破净股, "
594,002347.SZ,002347,泰尔股份,机械基件,5.83,5.72,1.92,6.16,"回购, 锂电池, 新能源汽车, 透明工厂, "
595,600301.SH,600301,ST南化,化工原料,7.42,7.28,1.92,7.35,"烧碱, 广西, ST股, "
596,600537.SH,600537,亿晶光电,半导体,4.24,4.16,1.92,3.99,"光伏, "
597,600141.SH,600141,兴发集团,化工原料,12.65,12.41,1.93,12.16,"烧碱, 草甘膦, 农药, 有机硅, 化肥, 磷化工, "
598,002283.SZ,002283,天润曲轴,汽车配件,4.75,4.66,1.93,4.41,"重卡, 汽车零部件, 工业自动化, 智能制造, "
599,002261.SZ,002261,拓维信息,互联网,6.31,6.19,1.94,6.73,"教育, 华为产业链, 回购, 大数据, 云计算, 人工智能, 彩票, 独角兽, 游戏, 手游, "
600,300466.SZ,300466,赛摩电气,电器仪表,7.85,7.7,1.95,7.12,"智慧物流, 定增破发, 智能制造, 工业互联网, 股权转让, 复牌股, 资产重组, 机器人, "
601,002522.SZ,002522,浙江众成,塑料,6.76,6.63,1.96,6.7,"定增破发, 新能源汽车, 包装印刷, 充电桩, "
602,600261.SH,600261,阳光照明,家用电器,4.17,4.09,1.96,4.35,"LED, "
603,603718.SH,603718,海利生物,生物制药,13.96,13.69,1.97,13.99,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, "
604,002412.SZ,002412,汉森制药,中成药,19.62,19.24,1.98,17.98,"金改, 二胎, 医药, 中药, "
605,002148.SZ,002148,北纬科技,互联网,7.65,7.5,2.0,8.29,"回购, 物联网, 游戏, 手游, 创投, "
606,600136.SH,600136,当代明诚,影视音像,13.78,13.51,2.0,13.09,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
607,002905.SZ,002905,金逸影视,影视音像,20.8,20.39,2.01,20.69,"影视, "
608,000715.SZ,000715,中兴商业,百货,9.65,9.46,2.01,10.55,"新零售, 股权转让, "
609,603368.SH,603368,柳药股份,医药商业,35.04,34.35,2.01,35.92,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
