code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,stop_mark,next_day_up_limit
002418,康盛股份,0.694,-5.877,0.973,0.008,,8.787
300405,科隆股份,11.056,-5.873,1.403,0.029,,15.551
002376,新北洋,22.532,-5.862,3.35,0.051,,18.148
300475,聚隆科技,7.384,-5.858,1.287,0.021,,14.121
000635,英 力 特,0.782,-5.854,0.913,0.007,,13.192
002052,同洲电子,8.274,-5.852,2.117,0.023,,4.919
000885,同力水泥,5.293,-5.851,1.4,0.017,,15.474
002392,北京利尔,4.284,-5.836,0.957,0.011,,4.437
000831,五矿稀土,15.617,-5.83,3.153,0.019,,12.243
600595,中孚实业,0.973,-5.827,0.683,0.008,,4.197
300323,华灿光电,10.891,-5.818,2.733,0.029,,20.908
000603,盛达矿业,0.448,-5.816,1.223,0.008,,11.598
600851,海欣股份,4.676,-5.814,0.18,0.017,,11.058
002669,康达新材,7.091,-5.807,0.61,0.021,,23.2
000062,深圳华强,5.139,-5.806,0.277,0.016,,20.096
600004,白云机场,2.706,-5.806,0.48,0.014,,16.045
300449,汉邦高科,12.711,-5.802,4.14,0.036,,20.427
300214,日科化学,8.508,-5.801,0.93,0.019,,5.639
300129,泰胜风能,8.707,-5.801,0.753,0.025,,6.262
600292,远达环保,4.908,-5.796,0.633,0.013,,7.64
002499,科林环保,0.887,-5.788,0.767,0.005,,18.223
002030,达安基因,17.781,-5.765,2.617,0.06,,17.897
600680,*ST上普,2.347,-5.758,0.577,0.009,,6.617
600558,大西洋,3.147,-5.743,0.547,0.009,,5.388
000852,石化机械,7.401,-5.739,1.483,0.025,,8.564
600868,梅雁吉祥,1.386,-5.724,1.453,0.007,,4.47
600107,美尔雅,3.115,-5.715,0.383,0.01,,12.34
600665,天地源,4.284,-5.709,0.437,0.014,,4.266
600862,中航高科,10.553,-5.707,1.25,0.021,,9.088
600353,旭光股份,9.776,-5.702,2.42,0.026,,6.511
300354,东华测试,13.205,-5.677,3.08,0.034,,12.253
600058,五矿发展,3.399,-5.676,0.227,0.005,,10.419
601866,中远海发,1.676,-5.675,0.09,0.007,,3.093
600230,沧州大化,2.654,-5.662,1.803,0.013,,42.974
000863,三湘印象,3.016,-5.661,0.283,0.013,,4.871
002242,九阳股份,11.366,-5.655,0.873,0.031,,18.998
002186,全 聚 德,1.99,-5.655,0.217,0.008,,15.683
002634,棒杰股份,6.163,-5.638,1.19,0.023,,5.932
000978,桂林旅游,3.396,-5.637,0.987,0.009,,7.714
300311,任子行,14.279,-5.635,5.07,0.035,,15.124
002732,燕塘乳业,3.715,-5.633,0.337,0.011,,25.643
000923,河北宣工,11.751,-5.608,3.08,0.029,,23.373
002911,佛燃股份,3.865,-5.604,9.163,0.013,,27.218
600177,雅戈尔,0.583,-5.598,0.17,0.005,,8.559
300473,德尔股份,6.837,-5.593,0.977,0.018,,41.148
000755,*ST三维,4.42,-5.568,0.213,0.015,,6.513
300218,安利股份,10.625,-5.559,0.343,0.018,,8.39
300514,友讯达,23.898,-5.551,17.383,0.06,,37.812
002648,卫星石化,1.745,-5.549,0.923,0.008,,16.138
601010,文峰股份,4.362,-5.519,0.273,0.015,,3.732
000581,威孚高科,1.491,-5.516,1.057,0.01,,22.972
002224,三 力 士,9.327,-5.511,1.807,0.028,,8.238
002314,南山控股,5.129,-5.508,0.54,0.012,,6.074
002494,华斯股份,6.899,-5.503,1.727,0.016,,8.077
300625,三雄极光,10.93,-5.502,3.417,0.034,,24.903
000780,*ST平能,2.709,-5.501,0.23,0.009,,5.004
300171,东富龙,9.681,-5.498,1.217,0.026,,8.849
002182,云海金属,2.334,-5.481,1.387,0.008,,7.562
002133,广宇集团,5.563,-5.475,0.63,0.014,,4.463
600748,上实发展,5.611,-5.475,0.237,0.017,,6.188
002569,步森股份,17.864,-5.453,10.097,0.064,,25.474
002154,报 喜 鸟,2.379,-5.449,0.473,0.006,,3.059
300305,裕兴股份,7.286,-5.445,0.62,0.018,,7.263
002107,沃华医药,5.946,-5.44,0.3,0.015,,11.318
600055,万东医疗,8.164,-5.432,0.793,0.019,,14.422
000402,金 融 街,0.303,-5.428,0.49,0.008,,10.072
600448,华纺股份,2.779,-5.425,0.607,0.011,,4.505
000607,华媒控股,6.935,-5.424,0.297,0.018,,5.541
600500,中化国际,2.794,-5.419,0.313,0.006,,7.444
601002,晋亿实业,4.948,-5.419,1.473,0.011,,8.455
300052,中青宝,11.797,-5.413,4.163,0.026,,15.069
002762,金发拉比,11.519,-5.394,2.81,0.032,,16.094
000609,中迪投资,4.693,-5.393,0.757,0.016,,9.425
000563,陕国投Ａ,2.33,-5.383,0.373,0.009,,4.027
600797,浙大网新,15.645,-5.378,3.987,0.032,,13.02
300284,苏交科,7.085,-5.375,0.537,0.017,,16.341
002849,威星智能,13.469,-5.369,3.48,0.041,,27.61
300336,新文化,9.017,-5.348,3.01,0.021,,11.998
002383,合众思壮,12.865,-5.345,2.173,0.022,,20.73
002040,南 京 港,3.568,-5.338,1.04,0.013,,11.627
600200,江苏吴中,7.922,-5.338,0.69,0.02,,10.621
000589,黔轮胎Ａ,2.954,-5.333,0.28,0.009,,4.261
300235,方直科技,24.225,-5.329,5.207,0.071,,13.569
600166,福田汽车,1.208,-5.325,0.41,0.009,,2.581
300440,运达科技,13.387,-5.313,3.547,0.037,,9.771
000552,靖远煤电,2.664,-5.305,0.573,0.007,,3.527
002355,兴民智通,1.553,-5.298,1.383,0.011,,10.103
600054,黄山旅游,2.114,-5.297,0.663,0.007,,13.239
002482,广田集团,5.593,-5.294,0.463,0.015,,8.325
300360,炬华科技,10.355,-5.291,1.127,0.029,,9.888
002303,美盈森,4.312,-5.288,0.543,0.01,,6.684
600823,世茂股份,3.926,-5.288,0.633,0.016,,5.192
300199,翰宇药业,11.739,-5.286,1.05,0.023,,16.401
300183,东软载波,21.529,-5.264,4.7,0.042,,19.415
002293,罗莱生活,5.171,-5.235,0.353,0.005,,15.186
600016,民生银行,0.505,-5.228,0.203,0.005,,8.139
002248,*ST东数,6.115,-5.212,1.847,0.03,,10.886
002559,亚威股份,7.55,-5.208,0.7,0.018,,8.588
300350,华鹏飞,12.513,-5.207,3.157,0.037,,8.033
002533,金杯电工,6.594,-5.2,0.453,0.017,,5.966
002022,科华生物,17.08,-5.186,4.813,0.054,,16.081
002145,中核钛白,1.554,-5.158,0.743,0.006,,5.306
601339,百隆东方,2.318,-5.146,0.12,0.003,,5.333
000089,深圳机场,4.075,-5.143,0.36,0.01,,8.563
002487,大金重工,3.773,-5.142,0.257,0.011,,4.471
600317,营口港,3.404,-5.14,0.077,0.011,,3.134
600190,锦州港,3.533,-5.14,0.337,0.025,,4.129
002247,帝龙文化,7.257,-5.135,0.713,0.026,,13.68
002899,英派斯,13.445,-5.133,7.597,0.039,,26.246
300436,广生堂,41.539,-5.123,11.25,0.121,,40.307
601258,庞大集团,4.991,-5.12,1.593,0.026,,2.531
601939,建设银行,0.001,-5.116,2.003,0.017,,7.951
601126,四方股份,6.443,-5.11,0.44,0.018,,7.107
300327,中颖电子,16.107,-5.107,2.94,0.029,,29.678
300282,汇冠股份,2.124,-5.099,0.767,0.011,,17.849
002352,顺丰控股,3.443,-5.095,0.313,0.012,,51.047
002295,精艺股份,3.874,-5.092,0.813,0.017,,9.357
002535,林州重机,6.322,-5.081,1.123,0.017,,4.473
002610,爱康科技,2.674,-5.081,0.497,0.008,,2.355
600105,永鼎股份,7.248,-5.079,1.183,0.018,,5.768
300297,蓝盾股份,14.015,-5.073,1.97,0.034,,10.795
600079,人福医药,5.922,-5.073,1.51,0.011,,15.787
600645,中源协和,11.665,-5.064,2.39,0.029,,25.543
300062,中能电气,10.473,-5.061,3.183,0.033,,6.555
002615,哈尔斯,2.439,-5.06,0.653,0.009,,7.229
600926,杭州银行,2.071,-5.058,0.747,0.009,,11.516
300333,兆日科技,16.226,-5.052,3.73,0.038,,8.959
002296,辉煌科技,8.988,-5.038,2.653,0.021,,7.0
600458,时代新材,8.236,-5.034,0.403,0.024,,8.832
300184,力源信息,13.514,-5.032,2.793,0.034,,12.456
002406,远东传动,6.833,-5.03,1.393,0.017,,7.143
601099,太平洋,1.412,-5.029,0.707,0.006,,2.923
002393,力生制药,7.087,-5.023,0.72,0.013,,29.476
002388,新亚制程,8.08,-5.018,1.083,0.011,,7.891
300179,四方达,11.952,-5.018,0.69,0.012,,6.513
600803,新奥股份,1.119,-5.005,0.713,0.01,,12.119
002598,山东章鼓,6.423,-4.996,0.463,0.022,,8.563
601688,华泰证券,5.887,-4.993,0.733,0.019,,17.778
002785,万里石,6.659,-4.992,2.76,0.03,,12.069
002245,澳洋顺昌,10.052,-4.969,1.78,0.022,,9.564
000059,华锦股份,0.117,-4.968,0.74,0.007,,9.22
300193,佳士科技,7.037,-4.968,1.03,0.018,,7.788
300349,金卡智能,16.027,-4.96,3.133,0.017,,42.005
601929,吉视传媒,4.103,-4.947,0.427,0.01,,2.856
000005,世纪星源,5.466,-4.938,1.043,0.022,,4.086
300429,强力新材,4.459,-4.929,1.23,0.014,,27.587
300673,佩蒂股份,11.234,-4.924,2.503,0.025,,48.081
002907,华森制药,9.972,-4.92,26.063,0.008,,39.268
600502,安徽水利,2.512,-4.911,0.84,0.009,,6.624
600209,罗顿发展,19.326,-4.91,8.787,0.057,,11.776
300428,四通新材,10.777,-4.906,3.183,0.026,,19.047
300508,维宏股份,14.296,-4.898,7.49,0.037,,73.15
300640,德艺文创,1.41,-4.884,6.637,0.005,,24.011
600279,重庆港九,5.314,-4.883,0.86,0.012,,6.075
000719,中原传媒,4.756,-4.876,0.297,0.014,,8.764
600732,ST新梅,0.483,-4.869,0.813,0.013,,6.485
300362,天翔环境,3.365,-4.858,1.573,0.013,,11.581
600817,*ST宏盛,1.0,-4.849,0.427,0.015,,9.394
600757,长江传媒,7.137,-4.848,0.36,0.02,,7.117
600963,岳阳林纸,4.713,-4.846,0.837,0.008,,6.086
600225,*ST松江,6.567,-4.845,0.277,0.029,,4.397
300185,通裕重工,3.239,-4.845,0.713,0.007,,2.261
000883,湖北能源,0.23,-4.843,0.18,0.004,,4.39
300679,电连技术,9.081,-4.84,3.61,0.016,,89.169
300709,精研科技,11.532,-4.831,7.4,0.029,,63.356
600015,华夏银行,0.228,-4.817,0.133,0.005,,9.024
000417,合肥百货,0.274,-4.815,0.393,0.008,,7.596
300030,阳普医疗,11.804,-4.81,1.763,0.029,,8.817
600149,*ST坊展,5.172,-4.79,0.907,0.018,,8.564
002789,建艺集团,7.49,-4.79,2.107,0.022,,38.267
002249,大洋电机,3.738,-4.789,0.677,0.009,,6.525
600081,东风科技,5.482,-4.787,0.38,0.02,,12.776
000042,中洲控股,8.488,-4.785,0.433,0.031,,16.364
600017,日照港,3.661,-4.783,0.473,0.005,,3.736
002590,万安科技,6.632,-4.782,1.3,0.023,,11.621
600435,北方导航,13.834,-4.782,2.877,0.014,,11.382
600482,中国动力,3.014,-4.782,1.037,0.01,,25.383
600403,*ST大有,5.246,-4.777,0.103,0.021,,4.829
002657,中科金财,11.884,-4.771,2.32,0.028,,21.46
002806,华锋股份,15.534,-4.746,6.05,0.046,,20.412
000630,铜陵有色,0.769,-4.735,0.367,0.005,,2.678
600674,川投能源,2.585,-4.734,0.317,0.009,,9.194
601179,中国西电,3.477,-4.718,0.12,0.012,,4.22
002313,日海通讯,12.412,-4.715,2.39,0.029,,31.243
002540,亚太科技,3.505,-4.712,0.667,0.007,,7.212
000428,华天酒店,7.439,-4.71,0.47,0.015,,4.014
000691,亚太实业,5.649,-4.707,0.877,0.008,,6.27
000541,佛山照明,4.091,-4.701,0.56,0.01,,8.826
002681,奋达科技,4.217,-4.694,0.827,0.017,,10.675
002404,嘉欣丝绸,4.481,-4.688,0.32,0.012,,6.929
002322,理工环科,1.207,-4.683,2.383,0.021,,17.616
002553,南方轴承,6.386,-4.683,0.663,0.02,,8.228
600470,六国化工,4.295,-4.676,0.81,0.01,,5.416
002292,奥飞娱乐,9.155,-4.673,1.25,0.025,,13.106
002637,赞宇科技,5.147,-4.666,0.813,0.018,,9.252
300588,熙菱信息,17.753,-4.664,10.757,0.045,,35.211
002671,龙泉股份,6.945,-4.654,0.717,0.021,,6.3
300167,迪威迅,9.376,-4.649,1.76,0.025,,8.581
300262,巴安水务,3.434,-4.647,0.947,0.009,,7.936
000915,山大华特,8.181,-4.643,2.343,0.018,,25.711
000521,美菱电器,5.847,-4.636,0.763,0.018,,4.462
002893,华通热力,8.191,-4.628,11.37,0.021,,26.199
002811,亚泰国际,10.033,-4.626,3.293,0.031,,17.996
300220,金运激光,15.751,-4.623,2.89,0.058,,15.948
300530,达志科技,13.945,-4.623,7.257,0.051,,39.005
002055,得润电子,8.897,-4.611,1.03,0.025,,19.878
002344,海宁皮城,2.491,-4.607,0.613,0.009,,6.267
600530,交大昂立,4.639,-4.604,0.69,0.013,,5.546
601008,连云港,3.145,-4.602,0.47,0.011,,4.351
300582,英飞特,6.502,-4.601,2.697,0.02,,16.279
300577,开润股份,9.373,-4.6,0.883,0.025,,70.348
300505,川金诺,11.305,-4.599,3.49,0.03,,29.339
600658,电子城,0.319,-4.598,0.447,0.006,,9.659
002881,美格智能,21.838,-4.59,27.18,0.066,,36.766
600884,杉杉股份,12.993,-4.586,2.283,0.023,,20.108
600984,建设机械,0.614,-4.586,0.5,0.005,,6.489
600661,新南洋,5.332,-4.586,0.453,0.018,,28.674
600755,厦门国贸,3.042,-4.584,1.593,0.016,,9.902
300217,东方电热,4.774,-4.582,0.853,0.01,,2.903
002037,久联发展,9.201,-4.577,1.54,0.016,,12.673
600704,物产中大,5.903,-4.576,1.553,0.012,,6.843
300076,GQY视讯,9.815,-4.569,1.41,0.026,,5.229
002793,东音股份,7.094,-4.567,3.157,0.025,,15.949
000600,建投能源,11.77,-4.561,2.28,0.026,,7.458
300170,汉得信息,22.915,-4.558,7.687,0.04,,18.833
002905,金逸影视,9.721,-4.556,5.07,0.028,,39.658
002331,皖通科技,13.09,-4.556,2.097,0.033,,10.437
002593,日上集团,3.187,-4.55,0.333,0.013,,3.987
000949,新乡化纤,4.241,-4.547,0.447,0.026,,4.138
601012,隆基股份,0.97,-4.543,0.903,0.012,,35.127
600879,航天电子,10.774,-4.535,1.68,0.015,,8.078
300150,世纪瑞尔,13.879,-4.534,2.24,0.038,,5.894
600063,皖维高新,3.789,-4.529,0.313,0.011,,3.342
601616,广电电气,3.83,-4.529,0.357,0.012,,3.601
002623,亚玛顿,11.207,-4.526,0.77,0.035,,21.024
002118,紫鑫药业,14.493,-4.518,4.177,0.042,,9.509
300057,万顺股份,6.184,-4.514,0.39,0.019,,8.969
002638,勤上股份,1.386,-4.509,1.61,0.014,,5.333
600496,精工钢构,6.794,-4.508,0.83,0.015,,3.682
300635,达安股份,11.003,-4.504,10.06,0.042,,17.899
600495,晋西车轴,2.931,-4.503,0.513,0.007,,5.361
000818,方大化工,8.899,-4.502,0.903,0.02,,13.149
002150,通润装备,5.098,-4.501,0.343,0.016,,8.437
002456,欧菲科技,2.426,-4.488,1.237,0.012,,21.111
300110,华仁药业,5.338,-4.486,3.747,0.013,,6.653
300448,浩云科技,10.068,-4.479,1.197,0.032,,21.924
000025,特 力Ａ,4.516,-4.474,2.053,0.017,,38.748
002787,华源控股,12.611,-4.468,3.263,0.044,,10.935
002802,洪汇新材,10.226,-4.462,3.0,0.034,,27.003
600162,香江控股,3.656,-4.456,0.47,0.009,,3.162
300375,鹏翎股份,11.156,-4.453,1.503,0.032,,16.368
002832,比音勒芬,3.088,-4.442,0.86,0.012,,59.095
002701,奥瑞金,4.481,-4.439,0.5,0.014,,6.066
000338,潍柴动力,3.763,-4.434,1.37,0.02,,8.585
300005,探路者,7.386,-4.43,1.863,0.017,,5.221
300195,长荣股份,0.208,-4.424,0.73,0.002,,13.979
300587,天铁股份,17.921,-4.406,4.567,0.056,,25.391
600653,申华控股,4.132,-4.405,1.377,0.03,,2.514
000090,天健集团,4.586,-4.399,0.723,0.013,,9.982
600305,恒顺醋业,2.723,-4.391,0.607,0.007,,10.28
002713,东易日盛,3.637,-4.387,2.227,0.012,,27.417
300211,亿通科技,8.041,-4.385,0.857,0.02,,6.782
000707,双环科技,2.796,-4.382,0.777,0.012,,4.171
300039,上海凯宝,5.888,-4.374,0.8,0.015,,6.64
000753,漳州发展,4.888,-4.372,1.253,0.023,,3.639
000070,特发信息,8.944,-4.37,1.11,0.025,,9.887
002347,泰尔股份,5.17,-4.34,0.843,0.019,,5.238
000667,美好置业,3.489,-4.321,0.6,0.014,,3.064
000682,东方电子,3.785,-4.317,0.27,0.008,,4.454
600121,*ST郑煤,4.885,-4.316,0.573,0.023,,5.819
002434,万里扬,0.359,-4.316,0.587,0.01,,8.632
601579,会稽山,3.343,-4.315,0.19,0.011,,11.019
000576,广东甘化,0.108,-4.313,0.483,0.003,,20.413
002823,凯中精密,6.542,-4.313,1.603,0.019,,14.602
002387,黑牛食品,3.234,-4.31,0.977,0.011,,15.945
300022,吉峰农机,0.814,-4.305,1.843,0.014,,5.045
002760,凤形股份,5.951,-4.301,6.457,0.023,,23.896
000595,*ST宝实,7.114,-4.3,0.49,0.02,,4.639
002690,美亚光电,8.419,-4.292,0.963,0.025,,19.806
002502,骅威文化,4.753,-4.29,1.043,0.009,,7.655
601558,*ST锐电,1.513,-4.267,0.563,0.011,,1.411
002912,中新赛克,13.926,-4.265,10.277,0.037,,128.862
300412,迦南科技,41.669,-4.259,3.197,0.122,,13.863
600858,银座股份,1.143,-4.231,0.287,0.006,,7.178
300500,启迪设计,19.469,-4.231,11.807,0.051,,36.876
000623,吉林敖东,3.791,-4.231,0.59,0.009,,20.918
300105,龙源技术,7.627,-4.224,1.523,0.024,,5.828
001896,豫能控股,3.36,-4.22,0.42,0.011,,5.018
002111,威海广泰,10.187,-4.218,1.477,0.024,,13.088
601155,新城控股,5.775,-4.214,3.567,0.025,,36.618
600572,康恩贝,5.743,-4.21,0.447,0.014,,7.21
002708,光洋股份,11.658,-4.209,1.197,0.031,,6.136
000598,兴蓉环境,4.994,-4.202,0.62,0.016,,5.236
002054,德美化工,6.354,-4.199,3.817,0.017,,7.267
002399,海普瑞,3.592,-4.198,0.177,0.01,,17.575
601139,深圳燃气,3.082,-4.184,0.123,0.008,,7.431
600463,空港股份,4.916,-4.18,1.29,0.015,,11.015
002274,华昌化工,3.163,-4.177,0.343,0.007,,6.956
600620,天宸股份,7.512,-4.143,0.383,0.02,,8.873
600723,首商股份,6.838,-4.14,0.287,0.017,,8.234
002475,立讯精密,1.34,-4.129,0.447,0.015,,25.532
002609,捷顺科技,2.772,-4.129,0.827,0.009,,14.917
600586,金晶科技,2.025,-4.128,0.35,0.008,,4.086
600592,龙溪股份,7.254,-4.127,1.06,0.016,,8.914
300555,路通视信,16.882,-4.122,6.21,0.047,,12.451
002020,京新药业,5.644,-4.117,1.093,0.01,,11.197
300180,华峰超纤,0.395,-4.11,0.39,0.003,,23.437
000862,银星能源,2.943,-4.098,0.833,0.008,,3.911
000631,顺发恒业,2.771,-4.098,0.363,0.009,,4.163
000927,一汽夏利,1.248,-4.093,0.353,0.008,,4.144
002489,浙江永强,2.607,-4.089,0.453,0.009,,4.46
000791,甘肃电投,5.302,-4.089,0.72,0.015,,7.109
300471,厚普股份,10.52,-4.086,2.987,0.033,,9.747
001979,招商蛇口,3.615,-4.064,1.863,0.023,,22.844
300658,延江股份,6.268,-4.045,5.763,0.012,,27.287
600583,海油工程,0.309,-4.044,0.323,0.009,,6.36
000738,航发控制,12.02,-4.043,2.13,0.027,,17.303
002479,富春环保,3.616,-4.038,1.053,0.01,,8.76
300009,安科生物,17.825,-4.033,4.037,0.04,,29.527
002140,东华科技,8.384,-4.032,0.93,0.021,,9.375
601208,东材科技,6.435,-4.031,0.457,0.014,,5.781
001696,宗申动力,11.121,-4.026,1.077,0.029,,6.448
601218,吉鑫科技,4.869,-4.013,0.34,0.013,,3.309
300489,中飞股份,12.9,-3.987,4.507,0.037,,18.693
601858,中国科传,4.022,-3.987,1.897,0.014,,9.547
002436,兴森科技,7.324,-3.985,1.0,0.015,,5.521
000686,东北证券,1.681,-3.982,0.503,0.01,,7.99
600664,哈药股份,2.753,-3.978,0.543,0.006,,5.28
300506,名家汇,7.528,-3.968,2.61,0.014,,21.699
601106,*ST一重,2.649,-3.966,0.14,0.009,,3.535
002204,大连重工,6.712,-3.964,0.583,0.023,,4.346
300610,晨化股份,9.47,-3.963,2.95,0.026,,15.743
601886,江河集团,3.909,-3.958,0.173,0.013,,9.004
600246,万通地产,3.906,-3.955,0.31,0.012,,4.374
600642,申能股份,2.506,-3.954,0.137,0.005,,5.812
002148,北纬科技,10.975,-3.954,3.637,0.028,,8.943
000573,粤宏远Ａ,1.296,-3.949,0.667,0.013,,4.851
002510,天汽模,14.689,-3.935,5.897,0.042,,6.431
300697,电工合金,8.795,-3.928,13.35,0.03,,23.562
002511,中顺洁柔,3.048,-3.928,0.467,0.012,,15.385
300007,汉威科技,19.805,-3.921,6.453,0.046,,16.062
002558,巨人网络,1.232,-3.911,0.757,0.005,,32.242
002642,荣之联,17.724,-3.908,6.947,0.052,,14.699
002724,海洋王,17.497,-3.903,1.223,0.047,,9.483
300565,科信技术,20.181,-3.903,5.74,0.054,,21.847
300295,三六五网,10.743,-3.886,3.54,0.027,,18.149
600350,山东高速,1.766,-3.881,0.097,0.005,,5.855
000619,海螺型材,3.603,-3.87,0.53,0.006,,7.271
601518,吉林高速,3.42,-3.866,0.443,0.013,,3.451
300607,拓斯达,5.363,-3.862,1.703,0.019,,66.043
300321,同大股份,10.077,-3.855,1.083,0.032,,18.831
601880,大连港,1.631,-3.854,0.24,0.01,,2.614
601882,海天精工,8.343,-3.849,7.69,0.045,,13.283
002233,塔牌集团,7.428,-3.848,1.317,0.016,,11.607
600825,新华传媒,6.923,-3.847,0.76,0.021,,6.079
002845,同兴达,12.951,-3.832,5.217,0.048,,24.286
300261,雅本化学,7.137,-3.82,0.273,0.016,,8.313
300112,万讯自控,13.453,-3.819,2.47,0.037,,11.006
601368,绿城水务,3.187,-3.803,0.493,0.01,,8.204
600982,宁波热电,3.701,-3.795,0.28,0.009,,3.984
002859,洁美科技,10.422,-3.786,3.787,0.028,,34.441
300713,英可瑞,14.774,-3.781,9.857,0.037,,77.797
002039,黔源电力,2.161,-3.775,0.753,0.009,,15.508
600783,鲁信创投,7.914,-3.764,0.827,0.017,,13.722
000002,万 科Ａ,7.136,-3.754,0.687,0.045,,36.379
600168,武汉控股,4.032,-3.743,0.32,0.008,,7.844
002613,北玻股份,5.208,-3.74,0.273,0.014,,3.296
300084,海默科技,6.255,-3.738,1.863,0.014,,6.424
300283,温州宏丰,10.117,-3.738,0.853,0.025,,5.326
000777,中核科技,4.865,-3.729,0.743,0.013,,14.069
600893,航发动力,12.414,-3.728,1.33,0.022,,29.207
300611,美力科技,12.695,-3.72,6.207,0.047,,13.827
600818,中路股份,1.083,-3.714,1.103,0.023,,18.005
300145,中金环境,11.24,-3.714,1.63,0.042,,12.423
600552,凯盛科技,5.16,-3.713,0.563,0.013,,7.055
300165,天瑞仪器,11.495,-3.705,1.123,0.026,,7.004
002665,首航节能,3.184,-3.701,0.64,0.007,,6.614
600106,重庆路桥,3.576,-3.694,0.42,0.013,,4.158
002031,巨轮智能,4.596,-3.693,0.473,0.011,,2.773
600287,江苏舜天,1.978,-3.688,0.37,0.007,,6.793
000407,胜利股份,2.779,-3.675,0.633,0.01,,6.036
300151,昌红科技,15.239,-3.674,2.577,0.04,,8.144
300468,四方精创,14.002,-3.671,5.307,0.035,,42.787
002544,杰赛科技,18.345,-3.662,2.697,0.037,,17.328
300496,中科创达,26.59,-3.657,8.913,0.07,,39.139
601677,明泰铝业,6.254,-3.655,0.417,0.019,,13.449
002165,红 宝 丽,1.977,-3.648,0.667,0.007,,5.264
600527,江南高纤,5.191,-3.648,0.71,0.01,,4.944
000881,中广核技,3.076,-3.646,0.853,0.011,,11.969
300210,森远股份,19.088,-3.643,2.62,0.048,,6.327
002043,兔 宝 宝,2.503,-3.643,1.27,0.01,,11.386
002381,双箭股份,5.869,-3.638,0.693,0.012,,7.681
600561,江西长运,4.934,-3.638,0.937,0.009,,8.415
002337,赛象科技,2.508,-3.623,0.377,0.006,,5.009
000700,模塑科技,2.9,-3.617,0.447,0.007,,5.035
000520,长航凤凰,4.066,-3.614,1.22,0.011,,3.388
000572,海马汽车,7.733,-3.606,0.603,0.022,,4.16
600795,国电电力,0.001,-3.595,0.18,0.003,,3.004
600052,浙江广厦,6.277,-3.594,0.463,0.02,,3.876
000851,高鸿股份,16.832,-3.589,4.413,0.041,,9.473
000981,银亿股份,10.813,-3.583,0.227,0.039,,9.282
002439,启明星辰,19.212,-3.58,4.99,0.036,,28.385
002491,通鼎互联,17.053,-3.575,1.6,0.035,,16.01
600864,哈投股份,7.363,-3.571,0.323,0.018,,6.563
002403,爱仕达,2.501,-3.568,0.42,0.01,,11.257
002053,云南能投,2.81,-3.566,0.313,0.008,,10.746
600854,春兰股份,5.022,-3.563,0.747,0.01,,4.87
300042,朗科科技,11.628,-3.559,1.117,0.044,,28.016
600370,三房巷,2.333,-3.554,0.32,0.009,,3.154
600146,商赢环球,16.627,-3.548,3.623,0.041,,28.037
600223,鲁商置业,4.241,-3.547,0.367,0.013,,3.786
002469,三维工程,8.288,-3.543,0.65,0.016,,5.725
002646,青青稞酒,5.144,-3.541,0.187,0.014,,13.149
002706,良信电器,5.222,-3.54,0.57,0.014,,11.052
002565,顺灏股份,2.0,-3.539,0.61,0.013,,5.669
600769,祥龙电业,19.649,-3.533,1.27,0.039,,6.508
300690,双一科技,15.116,-3.527,6.917,0.046,,57.13
300465,高伟达,13.675,-3.52,9.777,0.031,,11.36
600550,保变电气,9.432,-3.52,1.137,0.023,,6.85
002193,如意集团,2.837,-3.517,1.32,0.005,,16.784
002554,惠博普,1.292,-3.517,1.173,0.006,,3.971
300576,容大感光,16.001,-3.515,9.61,0.045,,18.559
300622,博士眼镜,12.268,-3.514,2.767,0.034,,24.573
300315,掌趣科技,10.013,-3.508,3.343,0.025,,7.202
600602,云赛智联,17.62,-3.482,1.32,0.049,,8.263
002250,联化科技,7.776,-3.477,0.51,0.019,,10.774
002276,万马股份,7.977,-3.469,0.98,0.014,,8.022
002214,大立科技,11.105,-3.469,2.73,0.029,,7.433
000698,沈阳化工,4.73,-3.466,2.41,0.011,,5.792
002017,东信和平,20.754,-3.464,5.017,0.054,,9.498
300419,浩丰科技,15.569,-3.459,6.703,0.04,,9.22
600100,同方股份,6.838,-3.456,0.907,0.014,,10.655
002216,三全食品,2.003,-3.453,0.687,0.019,,8.166
000859,国风塑业,3.289,-3.452,0.48,0.012,,3.853
002884,凌霄泵业,8.628,-3.45,3.56,0.024,,54.495
600125,铁龙物流,1.265,-3.449,1.353,0.01,,8.984
002478,常宝股份,5.243,-3.438,0.34,0.015,,5.16
300196,长海股份,4.734,-3.43,0.507,0.018,,11.727
002135,东南网架,6.971,-3.427,0.577,0.016,,6.748
002460,赣锋锂业,12.69,-3.425,5.8,0.028,,84.244
300139,晓程科技,10.239,-3.421,2.483,0.027,,6.807
600874,创业环保,19.763,-3.409,5.627,0.059,,15.623
600686,金龙汽车,7.615,-3.407,1.203,0.014,,13.543
300202,聚龙股份,10.335,-3.401,0.88,0.027,,22.795
002096,南岭民爆,5.974,-3.393,0.397,0.021,,7.504
600116,三峡水利,8.113,-3.391,1.11,0.019,,8.75
000931,中 关 村,2.863,-3.384,0.58,0.008,,6.559
300596,利安隆,21.644,-3.376,3.1,0.055,,22.849
600961,株冶集团,6.848,-3.372,0.43,0.016,,8.115
002678,珠江钢琴,2.469,-3.366,0.07,0.007,,10.453
