,ts_code,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF,COL_DAILY_LIMIT_COUNT,circ_mv
2252,600138.SH,中青旅,旅游服务,3.27,1.82,1.45,0.0,1192164.48
3569,603958.SH,哈森股份,服饰,3.27,1.54,1.73,0.0,60587.0783
828,002367.SZ,康力电梯,运输设备,3.27,2.59,0.68,1.0,507469.1919
1064,002604.SZ,*ST龙力,食品,3.26,3.03,0.23,0.0,102123.1534
59,000099.SZ,中信海直,空运,3.25,-1.79,5.04,0.0,480613.8431
276,000732.SZ,泰禾集团,区域地产,3.25,-2.06,5.31,1.0,2273556.1876
2683,600662.SH,强生控股,公共交通,3.25,2.59,0.66,1.0,591989.5513
1262,002811.SZ,亚泰国际,装修装饰,3.25,-2.83,6.08,0.0,78255.0
321,000803.SZ,金宇车城,纺织,3.25,1.93,1.32,1.0,200920.6947
1504,300114.SZ,中航电测,元器件,3.24,2.88,0.36,0.0,606711.0325
2425,600339.SH,中油工程,石油加工,3.24,-3.47,6.71,0.0,768329.4277
916,002455.SZ,百川股份,化工原料,3.23,2.09,1.14,0.0,215877.5703
1822,300435.SZ,中泰股份,机械基件,3.23,1.0,2.23,1.0,130265.7118
2877,600874.SH,创业环保,环境保护,3.23,-4.6,7.83,0.0,1070920.0036
947,002486.SZ,嘉麟杰,服饰,3.22,2.52,0.7,0.0,360503.0
2152,600020.SH,中原高速,路桥,3.22,3.79,-0.57,2.0,1391123.164
3519,603858.SH,步长制药,中成药,3.22,-1.66,4.88,0.0,1282392.6088
2895,600893.SH,航发动力,航空,3.22,-1.44,4.66,0.0,5042664.038
264,000718.SZ,苏宁环球,区域地产,3.21,1.98,1.23,0.0,890546.0569
1106,002646.SZ,青青稞酒,白酒,3.21,1.49,1.72,0.0,583200.0
3293,603313.SH,梦百合,家居用品,3.21,-2.63,5.84,0.0,222913.4427
3370,603536.SH,惠发股份,食品,3.2,1.71,1.49,0.0,58145.1747
1232,002778.SZ,高科石化,石油加工,3.19,-3.61,6.8,0.0,190159.673
1628,300239.SZ,东宝生物,生物制药,3.19,2.85,0.34,0.0,217124.0539
2331,600230.SH,沧州大化,农药化肥,3.18,-2.47,5.65,0.0,885094.6658
1516,300126.SZ,锐奇股份,轻工机械,3.18,2.31,0.87,1.0,128513.9027
2591,600559.SH,老白干酒,白酒,3.18,-1.09,4.27,1.0,1146228.2483
3267,603233.SH,大参林,医药商业,3.18,-1.77,4.95,0.0,300869.0201
1094,002634.SZ,棒杰股份,服饰,3.17,1.99,1.18,0.0,153735.6508
2409,600321.SH,*ST正源,其他建材,3.16,2.08,1.08,0.0,441080.6
932,002471.SZ,中超控股,电气设备,3.16,3.15,0.01,1.0,463815.7094
7,000009.SZ,中国宝安,综合类,3.16,5.88,-2.72,1.0,1379982.682
458,001696.SZ,宗申动力,摩托车,3.16,-2.43,5.59,0.0,535604.4388
1230,002776.SZ,柏堡龙,服饰,3.15,-1.64,4.79,0.0,513229.1322
3219,603128.SH,华贸物流,仓储物流,3.15,2.37,0.78,1.0,723741.8133
282,000739.SZ,普洛药业,化学制药,3.15,-1.42,4.57,1.0,1225954.9255
1887,300500.SZ,启迪设计,建筑施工,3.14,-1.55,4.69,0.0,282992.3057
808,002347.SZ,泰尔股份,机械基件,3.14,3.47,-0.33,1.0,157000.0954
3556,603919.SH,金徽酒,白酒,3.13,-3.66,6.79,0.0,564564.0
372,000887.SZ,中鼎股份,橡胶,3.12,3.22,-0.1,0.0,1568228.8977
2075,300695.SZ,兆丰股份,汽车配件,3.12,-1.44,4.56,0.0,107904.719
2325,600223.SH,鲁商置业,区域地产,3.11,1.5,1.61,0.0,383370.744
2534,600491.SH,龙元建设,建筑施工,3.11,1.96,1.15,0.0,1099289.1
2271,600162.SH,香江控股,全国地产,3.11,-3.48,6.59,0.0,856729.601
904,002443.SZ,金洲管道,钢加工,3.11,4.97,-1.86,1.0,403444.2071
250,000701.SZ,厦门信达,综合类,3.09,1.69,1.4,0.0,313498.6662
2162,600031.SH,三一重工,工程机械,3.08,-1.02,4.1,0.0,10462428.4896
2578,600543.SH,莫高股份,红黄药酒,3.07,1.91,1.16,0.0,229600.8
2804,600793.SH,宜宾纸业,造纸,3.07,-1.97,5.04,0.0,176904.0
3295,603316.SH,诚邦股份,建筑施工,3.07,2.68,0.39,0.0,95934.934
789,002328.SZ,新朋股份,汽车配件,3.07,4.25,-1.18,1.0,255531.1231
2880,600877.SH,ST嘉陵,摩托车,3.07,2.51,0.56,0.0,358761.2249
3462,603717.SH,天域生态,环境保护,3.06,2.24,0.82,0.0,128183.412
1798,300411.SZ,金盾股份,专用机械,3.06,4.51,-1.45,0.0,174609.8642
2412,600325.SH,华发股份,区域地产,3.06,-3.15,6.21,0.0,1837038.2873
1400,300009.SZ,安科生物,生物制药,3.06,-3.72,6.78,0.0,1077776.0287
1636,300247.SZ,融捷健康,医疗保健,3.06,2.06,1.0,0.0,252229.8175
308,000789.SZ,万年青,水泥,3.05,-1.66,4.71,1.0,892423.9939
1447,300056.SZ,三维丝,环境保护,3.04,3.48,-0.44,0.0,138148.1664
683,002221.SZ,东华能源,石油贸易,3.04,1.31,1.73,0.0,1460916.8835
289,000757.SZ,浩物股份,汽车配件,3.04,1.31,1.73,0.0,261939.368
1580,300191.SZ,潜能恒信,石油开采,3.03,-3.45,6.48,0.0,370150.419
2736,600720.SH,祁连山,水泥,3.03,-1.43,4.46,1.0,678366.1884
971,002510.SZ,天汽模,汽车配件,3.03,-3.2,6.23,0.0,394997.7849
2023,300642.SZ,透景生命,医疗保健,3.02,-1.89,4.91,0.0,239060.052
295,000766.SZ,通化金马,中成药,3.02,-1.88,4.9,0.0,457644.1015
1083,002623.SZ,亚玛顿,玻璃,3.02,-1.68,4.7,0.0,288030.3931
427,000961.SZ,中南建设,建筑施工,3.01,-1.28,4.29,0.0,3503746.8228
3441,603683.SH,晶华新材,化工原料,3.0,2.72,0.28,0.0,73375.5
3515,603843.SH,正平股份,建筑施工,3.0,1.83,1.17,1.0,182423.171
1250,002798.SZ,帝欧家居,家居用品,3.0,1.98,1.02,0.0,356872.6055
2479,600405.SH,动力源,电气设备,3.0,-2.24,5.24,0.0,323666.1371
2359,600262.SH,北方股份,汽车整车,2.99,1.54,1.45,0.0,348330.0
132,000540.SZ,中天金融,多元金融,2.99,-4.06,7.05,0.0,3168193.4202
274,000729.SZ,燕京啤酒,啤酒,2.99,-1.49,4.48,0.0,1696383.8202
1301,002853.SZ,皮阿诺,家居用品,2.98,1.63,1.35,0.0,117918.4738
2421,600335.SH,国机汽车,汽车配件,2.98,2.44,0.54,0.0,828938.1538
1615,300226.SZ,上海钢联,互联网,2.98,-1.32,4.3,1.0,1280855.2862
905,002444.SZ,巨星科技,轻工机械,2.97,1.36,1.61,0.0,1246606.1288
3559,603926.SH,铁流股份,汽车配件,2.97,2.14,0.83,0.0,118858.9452
137,000546.SZ,金圆股份,水泥,2.96,-2.98,5.94,0.0,687465.1867
867,002406.SZ,远东传动,汽车配件,2.96,-0.97,3.93,0.0,276441.6824
1122,002662.SZ,京威股份,汽车配件,2.95,2.89,0.06,1.0,752829.0876
1925,300539.SZ,横河模具,塑料,2.95,7.23,-4.28,6.0,84661.9854
3506,603822.SH,嘉澳环保,环境保护,2.95,-1.72,4.67,0.0,126971.6317
1074,002614.SZ,奥佳华,医疗保健,2.94,1.19,1.75,0.0,702469.2497
1721,300332.SZ,天壕环境,环境保护,2.94,3.66,-0.72,2.0,428132.494
1973,300590.SZ,移为通信,通信设备,2.94,6.49,-3.55,2.0,418943.0
102,000503.SZ,国新健康,医疗保健,2.94,-2.37,5.31,0.0,1887526.6284
232,000678.SZ,襄阳轴承,机械基件,2.93,3.92,-0.99,0.0,396469.7324
950,002489.SZ,浙江永强,家居用品,2.93,3.05,-0.12,0.0,652778.0106
713,002251.SZ,步步高,超市连锁,2.92,-3.81,6.73,0.0,762386.3928
2827,600819.SH,耀皮玻璃,玻璃,2.92,3.64,-0.72,0.0,405846.9244
42,000056.SZ,皇庭国际,房产服务,2.91,2.64,0.27,1.0,582907.9192
1915,300529.SZ,健帆生物,医疗保健,2.91,-3.86,6.77,1.0,620379.2927
70,000301.SZ,东方盛虹,综合类,2.9,5.0,-2.1,0.0,752870.123
2646,600618.SH,氯碱化工,化工原料,2.9,0.98,1.92,0.0,640363.3395
218,000661.SZ,长春高新,生物制药,2.89,7.95,-5.06,3.0,5134236.9492
1463,300073.SZ,当升科技,矿物制品,2.89,-1.14,4.03,0.0,1085885.5061
1099,002639.SZ,雪人股份,专用机械,2.89,1.36,1.53,1.0,485748.8909
3314,603345.SH,安井食品,食品,2.89,-0.69,3.58,0.0,461299.497
3249,603196.SH,日播时尚,服饰,2.88,2.4,0.48,1.0,70762.8
1112,002652.SZ,扬子新材,其他建材,2.88,-2.63,5.51,0.0,262915.7256
513,002051.SZ,中工国际,建筑施工,2.88,-5.7,8.58,0.0,1779074.9073
2551,600511.SH,国药股份,医药商业,2.88,-0.55,3.43,0.0,710211.8837
611,002149.SZ,西部材料,小金属,2.87,2.33,0.54,0.0,379827.9717
1227,002773.SZ,康弘药业,中成药,2.87,1.38,1.49,0.0,2466596.4386
2533,600490.SH,鹏欣资源,铜,2.86,-4.5,7.36,0.0,958950.7197
2626,600597.SH,光明乳业,乳制品,2.86,1.39,1.47,0.0,1230423.519
712,002250.SZ,联化科技,化工原料,2.86,1.08,1.78,0.0,1126453.3746
2014,300633.SZ,开立医疗,医疗保健,2.85,-2.53,5.38,0.0,380165.5
2716,600698.SH,湖南天雁,汽车配件,2.85,3.63,-0.78,1.0,328752.7811
1574,300184.SZ,力源信息,元器件,2.85,2.56,0.29,1.0,398192.8849
3448,603696.SH,安记食品,食品,2.85,3.05,-0.2,0.0,240072.0
3436,603676.SH,卫信康,化学制药,2.85,2.91,-0.06,1.0,91191.5366
61,000150.SZ,宜华健康,医疗保健,2.84,-2.94,5.78,0.0,769144.9742
2665,600641.SH,万业企业,区域地产,2.84,2.07,0.77,0.0,988350.625
3072,601678.SH,滨化股份,化工原料,2.83,2.3,0.53,0.0,914284.8
5,000007.SZ,全新好,酒店餐饮,2.83,2.65,0.18,1.0,244686.8508
991,002531.SZ,天顺风能,电气设备,2.83,3.51,-0.68,0.0,1167529.1516
3433,603667.SH,五洲新春,机械基件,2.82,2.09,0.73,0.0,121884.9789
1844,300457.SZ,赢合科技,专用机械,2.82,-2.78,5.6,0.0,538104.183
3427,603659.SH,璞泰来,化工原料,2.82,-1.07,3.89,0.0,1100199.8944
1196,002739.SZ,万达电影,影视音像,2.82,-1.72,4.54,0.0,4109441.3257
2832,600824.SH,益民集团,百货,2.82,1.76,1.06,0.0,451123.5872
397,000919.SZ,金陵药业,化学制药,2.82,1.4,1.42,0.0,390847.007
1087,002627.SZ,宜昌交运,公共交通,2.82,2.03,0.79,0.0,220187.5256
2053,300673.SZ,佩蒂股份,饲料,2.81,-0.64,3.45,0.0,197912.154
768,002307.SZ,北新路桥,建筑施工,2.81,0.82,1.99,0.0,609930.2016
573,002111.SZ,威海广泰,航空,2.81,0.86,1.95,0.0,456882.6363
1683,300294.SZ,博雅生物,生物制药,2.81,2.5,0.31,0.0,1311923.5245
1032,002572.SZ,索菲亚,家居用品,2.81,7.48,-4.67,0.0,1385267.6854
972,002511.SZ,中顺洁柔,造纸,2.8,-1.25,4.05,0.0,1080725.1977
2150,600018.SH,上港集团,港口,2.8,1.86,0.94,1.0,16800914.1213
49,000065.SZ,北方国际,建筑施工,2.8,3.73,-0.93,1.0,728316.6969
2186,600067.SH,冠城大通,全国地产,2.8,1.35,1.45,1.0,744563.2518
2607,600577.SH,精达股份,电气设备,2.79,1.55,1.24,1.0,705155.7051
1706,300317.SZ,珈伟新能,半导体,2.79,3.29,-0.5,2.0,472468.7088
244,000692.SZ,惠天热电,供气供热,2.79,2.28,0.51,0.0,189138.9874
3259,603222.SH,济民制药,化学制药,2.79,9.28,-6.49,3.0,814720.0
2469,600392.SH,盛和资源,小金属,2.79,5.32,-2.53,0.0,1824394.4317
139,000548.SZ,湖南投资,路桥,2.79,-2.49,5.28,0.0,265574.9565
2462,600385.SH,山东金泰,黄金,2.78,2.66,0.12,0.0,152482.4334
2290,600184.SH,光电股份,专用机械,2.78,1.71,1.07,0.0,632389.7067
2855,600851.SH,海欣股份,纺织,2.78,-2.07,4.85,0.0,645930.3463
1237,002783.SZ,凯龙股份,化工原料,2.77,1.48,1.29,1.0,306835.72
285,000752.SZ,西藏发展,啤酒,2.76,-2.51,5.27,0.0,211266.3172
3584,603987.SH,康德莱,医疗保健,2.76,2.27,0.49,0.0,203034.3229
350,000850.SZ,华茂股份,纺织,2.75,-2.88,5.63,0.0,392447.1154
2208,600090.SH,同济堂,医药商业,2.75,-4.61,7.36,0.0,443401.7937
3485,603779.SH,威龙股份,红黄药酒,2.74,1.36,1.38,0.0,136963.9043
2772,600757.SH,长江传媒,出版业,2.74,-1.69,4.43,0.0,904055.3417
111,000516.SZ,国际医学,百货,2.73,2.77,-0.04,0.0,1190514.3496
642,002180.SZ,纳思达,电脑设备,2.72,2.87,-0.15,0.0,3053851.8725
1982,300600.SZ,瑞特股份,电气设备,2.72,4.17,-1.45,0.0,175006.0
2406,600318.SH,新力金融,多元金融,2.7,-4.62,7.32,0.0,463188.0
2298,600192.SH,长城电工,电气设备,2.7,-4.52,7.22,1.0,318942.056
3160,603026.SH,石大胜华,化工原料,2.7,-3.33,6.03,0.0,524738.52
1819,300432.SZ,富临精工,汽车配件,2.7,3.13,-0.43,1.0,281866.8537
2311,600208.SH,新湖中宝,全国地产,2.69,-4.17,6.86,0.0,3327492.5334
2640,600612.SH,老凤祥,服饰,2.69,-0.9,3.59,0.0,1343593.5023
756,002295.SZ,精艺股份,铜,2.69,2.7,-0.01,0.0,211454.9125
1379,002938.SZ,鹏鼎控股,元器件,2.68,4.23,-1.55,0.0,631945.1862
3450,603699.SH,纽威股份,专用机械,2.68,1.18,1.5,0.0,920250.0
2816,600807.SH,*ST天业,区域地产,2.68,1.43,1.25,0.0,413184.6936
210,000639.SZ,西王食品,食品,2.67,2.51,0.16,0.0,709338.4626
3558,603922.SH,金鸿顺,汽车配件,2.67,-1.91,4.58,0.0,62048.0
313,000795.SZ,英洛华,矿物制品,2.67,6.08,-3.41,2.0,489277.1883
678,002216.SZ,三全食品,食品,2.66,-0.96,3.62,0.0,455352.1921
1017,002557.SZ,洽洽食品,食品,2.66,-0.7,3.36,0.0,1308567.0
2355,600258.SH,首旅酒店,酒店餐饮,2.66,-1.7,4.36,0.0,1311055.0131
2356,600259.SH,广晟有色,小金属,2.65,5.07,-2.42,2.0,934467.233
2281,600173.SH,卧龙地产,全国地产,2.65,-3.61,6.26,0.0,348096.1455
765,002304.SZ,洋河股份,白酒,2.65,-2.58,5.23,0.0,14895032.393
228,000672.SZ,上峰水泥,水泥,2.65,-1.0,3.65,0.0,889271.4356
3105,601886.SH,江河集团,装修装饰,2.65,2.16,0.49,0.0,1107888.0
3017,601231.SH,环旭电子,元器件,2.64,2.6,0.04,0.0,3181200.274
2785,600771.SH,广誉远,中成药,2.64,-1.89,4.53,0.0,1034185.9866
3390,603589.SH,口子窖,白酒,2.64,-2.49,5.13,1.0,3159600.0
524,002062.SZ,宏润建设,建筑施工,2.64,2.91,-0.27,0.0,436165.5967
793,002332.SZ,仙琚制药,生物制药,2.64,-2.63,5.27,0.0,771098.0884
2959,601011.SH,宝泰隆,焦炭加工,2.64,1.87,0.77,0.0,1089068.9542
3054,601599.SH,鹿港文化,影视音像,2.63,2.38,0.25,0.0,361553.6104
3003,601188.SH,龙江交通,路桥,2.63,2.22,0.41,0.0,468452.7713
1058,002598.SZ,山东章鼓,机械基件,2.62,1.26,1.36,0.0,216131.7304
1036,002576.SZ,通达动力,电气设备,2.62,-2.01,4.63,1.0,187541.6761
2980,601107.SH,四川成渝,路桥,2.62,-1.96,4.58,1.0,945117.38
3571,603960.SH,克来机电,专用机械,2.61,0.66,1.95,0.0,188677.7725
621,002159.SZ,三特索道,旅游服务,2.61,2.09,0.52,0.0,293170.3421
3440,603680.SH,今创集团,运输设备,2.61,1.58,1.03,0.0,328299.3944
3201,603098.SH,森特股份,装修装饰,2.61,-5.84,8.45,0.0,107192.148
3263,603227.SH,雪峰科技,化工原料,2.6,2.22,0.38,0.0,324080.4
2977,601100.SH,恒立液压,工程机械,2.6,1.92,0.68,0.0,2989980.0
873,002412.SZ,汉森制药,中成药,2.6,1.29,1.31,0.0,512904.15
89,000420.SZ,吉林化纤,化纤,2.6,3.06,-0.46,0.0,450667.722
108,000510.SZ,金路集团,化工原料,2.6,1.47,1.13,0.0,304411.453
1541,300151.SZ,昌红科技,机械基件,2.6,2.37,0.23,0.0,187921.9104
3274,603268.SH,松发股份,陶瓷,2.6,-1.25,3.85,0.0,254173.5336
469,002007.SZ,华兰生物,生物制药,2.59,1.88,0.71,0.0,3621517.0538
184,000608.SZ,阳光股份,区域地产,2.59,1.78,0.81,0.0,483622.1991
630,002168.SZ,惠程科技,电气设备,2.59,2.49,0.1,0.0,932311.5902
2508,600458.SH,时代新材,塑料,2.59,-2.13,4.72,0.0,735363.1072
918,002457.SZ,青龙管业,塑料,2.59,1.71,0.88,0.0,321074.3866
1261,002810.SZ,山东赫达,化工原料,2.59,1.72,0.87,0.0,157900.6664
2622,600593.SH,大连圣亚,旅游服务,2.58,0.98,1.6,0.0,447322.4
3542,603896.SH,寿仙谷,中成药,2.58,1.15,1.43,0.0,240257.3275
3528,603877.SH,太平鸟,服饰,2.58,1.73,0.85,0.0,411012.2695
650,002188.SZ,*ST巴士,广告包装,2.56,2.39,0.17,0.0,91289.5788
1956,300572.SZ,安车检测,电器仪表,2.56,2.3,0.26,1.0,430278.0557
2043,300663.SZ,科蓝软件,软件服务,2.56,2.79,-0.23,2.0,288505.052
2800,600789.SH,鲁抗医药,化学制药,2.55,-2.81,5.36,0.0,618796.3054
307,000788.SZ,北大医药,化学制药,2.55,3.71,-1.16,0.0,426725.5722
2858,600855.SH,航天长峰,专用机械,2.55,-3.7,6.25,0.0,490954.5
1086,002626.SZ,金达威,食品,2.55,2.14,0.41,0.0,897189.6662
1366,002923.SZ,润都股份,化学制药,2.55,-5.95,8.5,0.0,102031.875
2702,600684.SH,珠江实业,全国地产,2.55,-2.92,5.47,0.0,447213.4189
2163,600033.SH,福建高速,路桥,2.54,-1.35,3.89,0.0,960540.0
2869,600866.SH,星湖科技,食品,2.54,4.97,-2.43,2.0,313661.224
2270,600161.SH,天坛生物,生物制药,2.53,-0.42,2.95,0.0,2090733.6144
2723,600706.SH,曲江文旅,旅游服务,2.53,-1.59,4.12,0.0,216336.9488
224,000668.SZ,荣丰控股,区域地产,2.53,-3.19,5.72,0.0,182627.0493
1258,002807.SZ,江阴银行,银行,2.52,-4.1,6.62,0.0,498097.8416
476,002014.SZ,永新股份,塑料,2.52,0.95,1.57,0.0,375820.7306
2407,600319.SH,亚星化学,化工原料,2.52,-4.76,7.28,0.0,173892.294
1860,300473.SZ,德尔股份,汽车配件,2.51,-1.93,4.44,0.0,388754.4461
3108,601898.SH,中煤能源,煤炭开采,2.51,-1.93,4.44,0.0,4887168.2136
3313,603339.SH,四方科技,专用机械,2.51,-2.14,4.65,0.0,108289.1339
529,002067.SZ,景兴纸业,造纸,2.5,2.01,0.49,0.0,414332.925
2708,600690.SH,青岛海尔,家用电器,2.5,-2.65,5.15,0.0,10524117.1068
1957,300573.SZ,兴齐眼药,化学制药,2.5,1.81,0.69,0.0,101842.104
1129,002669.SZ,康达新材,化工原料,2.49,-4.42,6.91,0.0,319686.8736
1065,002605.SZ,姚记扑克,文教休闲,2.49,-3.07,5.56,0.0,275115.7295
2200,600081.SH,东风科技,汽车配件,2.49,-2.15,4.64,0.0,291924.36
1266,002816.SZ,和科达,专用机械,2.49,1.32,1.17,0.0,130438.4076
2572,600535.SH,天士力,中成药,2.48,6.02,-3.54,0.0,3575942.9654
3366,603527.SH,众源新材,铜,2.48,2.06,0.42,0.0,137741.7693
2429,600346.SH,恒力股份,化纤,2.47,-3.9,6.37,0.0,1592330.0339
2176,600056.SH,中国医药,医药商业,2.47,-1.22,3.69,0.0,1608284.2057
381,000899.SZ,赣能股份,火力发电,2.47,-1.41,3.88,0.0,533693.6813
3509,603826.SH,坤彩科技,染料涂料,2.47,0.87,1.6,0.0,339129.0539
1118,002658.SZ,雪迪龙,环境保护,2.46,2.44,0.02,0.0,268139.7488
2889,600887.SH,伊利股份,乳制品,2.46,-1.51,3.97,0.0,17249652.1267
2762,600746.SH,江苏索普,化工原料,2.45,5.39,-2.94,1.0,227886.3644
1780,300393.SZ,中来股份,塑料,2.45,1.78,0.67,1.0,293365.4589
1338,002892.SZ,科力尔,电气设备,2.45,2.2,0.25,0.0,117142.528
440,000976.SZ,华铁股份,运输设备,2.45,-1.5,3.95,0.0,864163.568
2461,600383.SH,金地集团,全国地产,2.43,-2.3,4.73,1.0,6058571.1536
320,000802.SZ,北京文化,影视音像,2.43,-2.12,4.55,0.0,504996.9632
2920,600965.SH,福成股份,农业综合,2.42,-0.52,2.94,0.0,897296.2467
2849,600844.SH,丹化科技,化工原料,2.42,-3.41,5.83,0.0,343901.405
2345,600246.SH,万通地产,区域地产,2.42,1.82,0.6,0.0,526874.4
576,002114.SZ,罗平锌电,铅锌,2.42,-4.6,7.02,0.0,275841.0007
3364,603519.SH,立霸股份,家用电器,2.41,2.08,0.33,0.0,251013.9884
3438,603678.SH,火炬电子,元器件,2.41,2.2,0.21,0.0,997223.0879
1791,300404.SZ,博济医药,医疗保健,2.41,1.97,0.44,0.0,125573.486
1912,300526.SZ,中潜股份,专用机械,2.41,-2.41,4.82,0.0,77668.8914
3148,603012.SH,创力集团,专用机械,2.4,-2.08,4.48,0.0,592000.8
499,002037.SZ,久联发展,化工原料,2.4,-2.29,4.69,0.0,232824.2842
2570,600532.SH,宏达矿业,普钢,2.4,-6.12,8.52,0.0,296221.7233
2377,600284.SH,浦东建设,建筑施工,2.4,5.22,-2.82,2.0,695673.552
1088,002628.SZ,成都路桥,建筑施工,2.4,-2.49,4.89,0.0,444997.0647
2706,600688.SH,上海石化,石油加工,2.39,-1.75,4.14,0.0,4104135.56
140,000550.SZ,江铃汽车,汽车整车,2.39,1.1,1.29,0.0,1125505.3644
2514,600466.SH,蓝光发展,区域地产,2.39,-2.6,4.99,0.0,2151541.8932
1926,300540.SZ,深冷股份,专用机械,2.38,2.05,0.33,0.0,87534.9715
344,000835.SZ,长城动漫,影视音像,2.38,7.68,-5.3,1.0,158414.085
1809,300422.SZ,博世科,环境保护,2.38,-2.47,4.85,0.0,312435.6817
3452,603701.SH,德宏股份,汽车配件,2.38,2.43,-0.05,0.0,96602.688
2519,600475.SH,华光股份,专用机械,2.38,1.4,0.98,0.0,145272.3243
335,000822.SZ,山东海化,化工原料,2.38,1.78,0.6,0.0,541530.6152
770,002309.SZ,中利集团,电气设备,2.37,4.23,-1.86,0.0,669612.1364
1536,300146.SZ,汤臣倍健,食品,2.37,-1.53,3.9,0.0,2051761.4592
64,000155.SZ,川能动力,农药化肥,2.37,2.65,-0.28,0.0,438609.6
3424,603656.SH,泰禾光电,专用机械,2.37,9.01,-6.64,0.0,119062.5206
1046,002586.SZ,围海股份,建筑施工,2.37,2.88,-0.51,0.0,389136.4786
117,000523.SZ,广州浪奇,日用化工,2.37,1.41,0.96,0.0,333547.8942
1439,300048.SZ,合康新能,电气设备,2.36,5.67,-3.31,2.0,325387.3717
2913,600939.SH,重庆建工,建筑施工,2.36,1.95,0.41,0.0,234277.234
2194,600075.SH,新疆天业,化工原料,2.35,-2.25,4.6,0.0,468641.0187
3002,601186.SH,中国铁建,建筑施工,2.34,-3.23,5.57,0.0,13757881.618
2260,600150.SH,*ST船舶,船舶,2.34,2.71,-0.37,0.0,2604642.2602
639,002177.SZ,御银股份,电脑设备,2.34,4.19,-1.85,0.0,299056.9895
3526,603871.SH,嘉友国际,仓储物流,2.34,3.55,-1.21,0.0,133280.0
763,002302.SZ,西部建设,水泥,2.34,-1.33,3.67,2.0,1686359.0949
262,000716.SZ,黑芝麻,食品,2.33,3.76,-1.43,2.0,267773.3178
353,000856.SZ,冀东装备,机械基件,2.33,-3.36,5.69,0.0,400428.0
625,002163.SZ,中航三鑫,装修装饰,2.32,-3.39,5.71,0.0,469194.4961
2803,600792.SH,云煤能源,焦炭加工,2.32,-5.54,7.86,0.0,385080.2804
3181,603058.SH,永吉股份,广告包装,2.32,2.31,0.01,0.0,267977.55
2554,600515.SH,海航基础,全国地产,2.32,-4.21,6.53,0.0,1082866.874
702,002240.SZ,威华股份,家居用品,2.32,3.98,-1.66,0.0,507826.2431
2268,600159.SH,大龙地产,区域地产,2.32,2.83,-0.51,0.0,263111.0245
3251,603198.SH,迎驾贡酒,白酒,2.31,-0.78,3.09,0.0,1456800.0
3241,603181.SH,皇马科技,化工原料,2.31,0.91,1.4,0.0,207999.0
453,000995.SZ,*ST皇台,白酒,2.31,-3.3,5.61,0.0,82316.1288
2439,600359.SH,新农开发,农业综合,2.31,1.68,0.63,0.0,199149.692
2838,600830.SH,香溢融通,多元金融,2.31,-4.63,6.94,0.0,298944.3675
960,002499.SZ,科林环保,环境保护,2.31,2.62,-0.31,0.0,167439.9791
2714,600696.SH,ST岩石,区域地产,2.31,-2.42,4.73,0.0,221367.6075
764,002303.SZ,美盈森,造纸,2.3,-2.3,4.6,0.0,818955.7092
644,002182.SZ,云海金属,小金属,2.3,2.44,-0.14,0.0,406750.8647
354,000858.SZ,五粮液,白酒,2.3,-2.28,4.58,1.0,32894150.7754
612,002150.SZ,通润装备,机械基件,2.3,1.63,0.67,0.0,221863.3046
2609,600579.SH,天华院,化工机械,2.3,-2.86,5.16,0.0,424187.0128
1009,002549.SZ,凯美特气,环境保护,2.3,-5.56,7.86,1.0,419278.8093
341,000830.SZ,鲁西化工,农药化肥,2.3,-1.82,4.12,0.0,1992473.8225
3222,603133.SH,碳元科技,元器件,2.3,-2.14,4.44,0.0,235831.7649
1282,002832.SZ,比音勒芬,服饰,2.3,-1.74,4.04,0.0,329343.9127
1862,300475.SZ,聚隆科技,专用机械,2.3,4.17,-1.87,0.0,135614.9316
2728,600712.SH,南宁百货,百货,2.29,1.47,0.82,0.0,259296.467
310,000791.SZ,甘肃电投,水力发电,2.29,1.6,0.69,1.0,638007.7397
2757,600741.SH,华域汽车,汽车配件,2.29,-1.64,3.93,0.0,6702691.19
2669,600645.SH,中源协和,生物制药,2.29,4.19,-1.9,1.0,883832.8785
3456,603708.SH,家家悦,超市连锁,2.29,-2.52,4.81,0.0,371550.1179
2056,300676.SZ,华大基因,医疗保健,2.29,-3.9,6.19,0.0,1984695.5335
3322,603360.SH,百傲化学,化工原料,2.29,-0.53,2.82,1.0,159876.6279
1906,300519.SZ,新光药业,中成药,2.28,1.31,0.97,0.0,161636.8
62,000151.SZ,中成股份,商贸代理,2.28,-1.76,4.04,0.0,368896.8503
1280,002830.SZ,名雕股份,装修装饰,2.27,-3.06,5.33,1.0,68325.6
1407,300016.SZ,北陆药业,中成药,2.27,6.17,-3.9,1.0,448851.1412
2092,300713.SZ,英可瑞,电气设备,2.27,1.05,1.22,2.0,109522.9008
317,000799.SZ,酒鬼酒,白酒,2.27,-0.76,3.03,1.0,729790.4891
2756,600740.SH,山西焦化,焦炭加工,2.27,-3.7,5.97,0.0,643696.1028
940,002479.SZ,富春环保,火力发电,2.26,1.65,0.61,0.0,433357.2672
15,000019.SZ,深粮控股,其他商业,2.26,-2.06,4.32,0.0,350649.7581
3280,603288.SH,海天味业,食品,2.26,-1.7,3.96,0.0,21570550.2879
