,ts_code,name,industry,COL_LASTPRICE,COL_MA_20_SLOPE
1024,002326.SZ,永太科技,化工原料,8.42,0.12
1025,601009.SH,南京银行,银行,8.59,0.12
1026,002136.SZ,安纳达,化工原料,8.04,0.12
1027,600070.SH,浙江富润,互联网,8.81,0.12
1028,603238.SH,诺邦股份,纺织,17.35,0.11
1029,002335.SZ,科华恒盛,电气设备,17.83,0.11
1030,300718.SZ,长盛轴承,机械基件,18.88,0.11
1031,300520.SZ,科大国创,软件服务,17.82,0.11
1032,300200.SZ,高盟新材,化工原料,9.18,0.11
1033,300699.SZ,光威复材,化工原料,39.5,0.11
1034,300698.SZ,万马科技,通信设备,17.58,0.11
1035,300196.SZ,长海股份,玻璃,8.84,0.11
1036,002025.SZ,航天电器,元器件,25.96,0.11
1037,300643.SZ,万通智控,汽车配件,8.84,0.11
1038,600458.SH,时代新材,塑料,9.07,0.11
1039,600728.SH,佳都科技,软件服务,10.18,0.1
1040,600377.SH,宁沪高速,路桥,10.39,0.1
1041,300374.SZ,恒通科技,其他建材,9.82,0.1
1042,300402.SZ,宝色股份,专用机械,9.55,0.1
1043,000096.SZ,广聚能源,石油贸易,10.18,0.1
1044,002826.SZ,易明医药,中成药,10.47,0.1
1045,000878.SZ,云南铜业,铜,10.04,0.1
1046,601088.SH,中国神华,煤炭开采,18.78,0.1
1047,000681.SZ,视觉中国,互联网,20.46,0.1
1048,600768.SH,宁波富邦,铝,10.85,0.09
1049,603833.SH,欧派家居,家居用品,111.46,0.09
1050,002401.SZ,中远海科,软件服务,11.31,0.09
1051,600129.SH,太极集团,中成药,11.43,0.09
1052,002605.SZ,姚记科技,文教休闲,11.75,0.09
1053,600141.SH,兴发集团,化工原料,10.38,0.09
1054,603895.SH,天永智能,专用机械,23.79,0.09
1055,601238.SH,广汽集团,汽车整车,12.27,0.09
1056,300422.SZ,博世科,环境保护,9.97,0.09
1057,000902.SZ,新洋丰,农药化肥,10.3,0.09
1058,002271.SZ,东方雨虹,其他建材,21.02,0.09
1059,600184.SH,光电股份,专用机械,11.37,0.09
1060,300484.SZ,蓝海华腾,电气设备,10.85,0.09
1061,000877.SZ,天山股份,水泥,10.94,0.09
1062,002828.SZ,贝肯能源,石油开采,12.37,0.08
1063,601858.SH,中国科传,出版业,11.21,0.08
1064,603916.SH,苏博特,化工原料,12.31,0.08
1065,300260.SZ,新莱应材,机械基件,11.63,0.08
1066,300769.SZ,德方纳米,化工原料,91.99,0.08
1067,002920.SZ,德赛西威,汽车配件,23.55,0.08
1068,603383.SH,顶点软件,软件服务,73.5,0.08
1069,002941.SZ,新疆交建,建筑工程,24.88,0.08
1070,603416.SH,信捷电气,电气设备,26.25,0.08
1071,300716.SZ,国立科技,塑料,10.99,0.08
1072,603229.SH,奥翔药业,化学制药,13.16,0.08
1073,002669.SZ,康达新材,化工原料,12.98,0.08
1074,300321.SZ,同大股份,塑料,14.99,0.07
1075,300373.SZ,扬杰科技,半导体,15.66,0.07
1076,603779.SH,威龙股份,红黄酒,13.41,0.07
1077,603912.SH,佳力图,专用机械,13.98,0.07
1078,300542.SZ,新晨科技,软件服务,15.13,0.07
1079,603955.SH,大千生态,环境保护,15.16,0.07
1080,600739.SH,辽宁成大,商贸代理,13.23,0.07
1081,002380.SZ,科远智慧,电气设备,14.61,0.07
1082,300149.SZ,量子生物,生物制药,15.42,0.07
1083,000776.SZ,广发证券,证券,13.57,0.07
1084,300563.SZ,神宇股份,通信设备,30.3,0.07
1085,300481.SZ,濮阳惠成,化工原料,13.91,0.07
1086,000999.SZ,华润三九,中成药,29.13,0.07
1087,600549.SH,厦门钨业,小金属,13.41,0.07
1088,300580.SZ,贝斯特,汽车配件,15.02,0.06
1089,603319.SH,湘油泵,汽车配件,16.7,0.06
1090,300188.SZ,美亚柏科,软件服务,17.14,0.06
1091,000733.SZ,振华科技,元器件,15.88,0.06
1092,603139.SH,康惠制药,中成药,16.66,0.06
1093,300648.SZ,星云股份,电器仪表,16.68,0.06
1094,300560.SZ,中富通,通信设备,17.42,0.05
1095,603355.SH,莱克电气,家用电器,21.91,0.05
1096,300768.SZ,迪普科技,软件服务,36.72,0.05
1097,002816.SZ,和科达,专用机械,19.32,0.05
1098,600262.SH,北方股份,汽车整车,19.31,0.05
1099,603203.SH,快克股份,专用机械,21.93,0.05
1100,002190.SZ,*ST集成,汽车配件,19.23,0.05
1101,000333.SZ,美的集团,家用电器,51.1,0.04
1102,002929.SZ,润建股份,通信设备,27.5,0.04
1103,603657.SH,春光科技,塑料,26.26,0.04
1104,300617.SZ,安靠智电,电气设备,22.52,0.04
1105,300003.SZ,乐普医疗,医疗保健,25.06,0.04
1106,002311.SZ,海大集团,饲料,31.3,0.03
1107,603868.SH,飞科电器,家用电器,36.58,0.03
