,ts_code,name,industry,COL_CURRENT_PRICE,circ_mv
943,002482.SZ,广田集团,装修装饰,6.42,981807.9331
638,002176.SZ,江特电机,电气设备,6.42,942655.1863
2650,600626.SH,申达股份,纺织,6.42,455975.8879
1075,002615.SZ,哈尔斯,家居用品,6.43,147755.0041
2933,600984.SH,建设机械,工程机械,6.43,505472.2434
1806,300420.SZ,五洋停车,机械基件,6.43,301692.8615
2721,600707.SH,彩虹股份,元器件,6.43,828162.4402
442,000978.SZ,桂林旅游,旅游景点,6.43,231514.3523
1009,002549.SZ,凯美特气,环境保护,6.44,399431.2917
477,002015.SZ,霞客环保,化纤,6.44,258053.2633
2381,600292.SH,远达环保,环境保护,6.44,502846.0772
2145,600016.SH,民生银行,银行,6.45,22873069.4724
2835,600830.SH,香溢融通,多元金融,6.45,293038.1718
749,002288.SZ,超华科技,元器件,6.45,516186.9739
1377,002936.SZ,郑州银行,银行,6.46,387600.0
982,002521.SZ,齐峰新材,造纸,6.46,274739.1798
953,002492.SZ,恒基达鑫,仓储物流,6.46,257193.1053
274,000729.SZ,燕京啤酒,啤酒,6.47,1623609.9581
55,000088.SZ,盐田港,港口,6.47,1256603.4
2935,600986.SH,科达股份,互联网,6.48,824157.4327
647,002185.SZ,华天科技,半导体,6.48,1380524.4176
631,002169.SZ,智光电气,电气设备,6.49,487314.0096
468,002006.SZ,精功科技,专用机械,6.49,295398.84
1751,300364.SZ,中文在线,出版业,6.49,348236.4708
375,000890.SZ,法尔胜,钢加工,6.49,246375.8799
1258,002807.SZ,江阴银行,银行,6.49,466219.7001
1045,002585.SZ,双星新材,塑料,6.52,555629.3222
505,002043.SZ,兔宝宝,其他建材,6.53,498286.9837
3590,603999.SH,读者传媒,出版业,6.54,376704.0
104,000505.SZ,京粮控股,食品,6.54,265607.5851
1473,300084.SZ,海默科技,石油开采,6.54,198468.6972
29,000036.SZ,华联控股,全国地产,6.54,743168.6241
1540,300151.SZ,昌红科技,机械基件,6.55,187349.8498
1551,300162.SZ,雷曼股份,元器件,6.56,150353.0339
1408,300018.SZ,中元股份,电气设备,6.56,239283.771
434,000969.SZ,安泰科技,钢加工,6.56,594317.2568
2511,600466.SH,蓝光发展,区域地产,6.57,1960558.979
1661,300273.SZ,和佳股份,医疗保健,6.57,369330.01
307,000788.SZ,北大医药,化学制药,6.58,392158.4169
818,002357.SZ,富临运业,公路,6.58,206109.2933
1477,300088.SZ,长信科技,元器件,6.58,1488202.9
812,002351.SZ,漫步者,电脑设备,6.58,191613.6796
1040,002580.SZ,圣阳股份,电气设备,6.59,196584.8494
3213,603123.SH,翠微股份,百货,6.59,345411.0423
1679,300291.SZ,华录百纳,影视音像,6.59,395152.7504
1687,300299.SZ,富春股份,通信设备,6.59,402897.7428
209,000638.SZ,万方发展,批发业,6.6,204204.0
1578,300190.SZ,维尔利,环境保护,6.6,471788.2468
507,002045.SZ,国光电器,元器件,6.6,274352.6115
2547,600510.SH,黑牡丹,全国地产,6.61,692129.8115
83,000413.SZ,东旭光电,元器件,6.62,3220070.8179
41,000055.SZ,方大集团,其他建材,6.62,449023.9444
2956,601011.SH,宝泰隆,焦炭加工,6.62,1058683.7704
3230,603166.SH,福达股份,汽车配件,6.63,392508.4047
3589,603998.SH,方盛制药,中成药,6.63,281905.4254
824,002363.SZ,隆基机械,汽车配件,6.63,275647.7144
21,000027.SZ,深圳能源,火力发电,6.63,2628457.9288
2616,600589.SH,广东榕泰,塑料,6.64,439286.5397
1705,300317.SZ,珈伟新能,半导体,6.64,435721.1426
1740,300352.SZ,北信源,软件服务,6.65,727220.9245
211,000650.SZ,仁和药业,中成药,6.65,823266.6883
2943,600997.SH,开滦股份,煤炭开采,6.65,821035.6
1145,002685.SZ,华东重机,工程机械,6.65,464739.1675
1456,300067.SZ,安诺其,染料涂料,6.67,336314.5779
2995,601168.SH,西部矿业,铜,6.67,1589461.0
2690,600675.SH,中华企业,区域地产,6.67,1245328.6185
867,002406.SZ,远东传动,汽车配件,6.68,277688.7877
3282,603300.SH,华铁科技,钢加工,6.68,303636.9605
553,002091.SZ,江苏国泰,商贸代理,6.68,649450.0982
2901,600908.SH,无锡银行,银行,6.68,545216.0549
660,002198.SZ,嘉应制药,中成药,6.68,310836.2062
2639,600614.SH,鹏起科技,综合类,6.69,1011185.2432
2202,600086.SH,东方金钰,服饰,6.69,707029.3157
914,002453.SZ,华软科技,化工原料,6.7,371662.2807
535,002073.SZ,软控股份,软件服务,6.7,548690.738
1011,002551.SZ,尚荣医疗,医疗保健,6.7,297292.5508
3031,601368.SH,绿城水务,水务,6.7,492993.3017
2367,600277.SH,亿利洁能,综合类,6.7,1791583.407
795,002334.SZ,英威腾,电气设备,6.7,385039.0217
1483,300094.SZ,国联水产,渔业,6.7,501367.5432
791,002330.SZ,得利斯,食品,6.71,336804.3569
530,002068.SZ,黑猫股份,化工原料,6.72,407903.6445
1729,300341.SZ,麦克奥迪,电气设备,6.72,342422.3954
1657,300269.SZ,联建光电,半导体,6.72,236251.6793
495,002033.SZ,丽江旅游,旅游景点,6.73,369800.1618
1030,002570.SZ,*ST因美,乳制品,6.73,688126.6845
1520,300131.SZ,英唐智控,元器件,6.73,535574.5125
1575,300187.SZ,永清环保,环境保护,6.73,427554.1286
1556,300167.SZ,迪威迅,通信设备,6.74,202361.76
488,002026.SZ,山东威达,机械基件,6.74,249055.713
7,000009.SZ,中国宝安,综合类,6.75,1430857.6196
847,002386.SZ,天原集团,化工原料,6.75,453383.8691
836,002375.SZ,亚厦股份,装修装饰,6.75,844917.0446
735,002274.SZ,华昌化工,农药化肥,6.76,422724.941
2932,600983.SH,惠而浦,家用电器,6.77,360705.6
291,000759.SZ,中百集团,超市连锁,6.78,461430.2026
3032,601369.SH,陕鼓动力,机械基件,6.79,1112724.9882
877,002416.SZ,爱施德,电器连锁,6.79,796585.0238
725,002264.SZ,新华都,超市连锁,6.79,408518.2892
865,002404.SZ,嘉欣丝绸,纺织,6.79,311705.6449
2513,600468.SH,百利电气,电气设备,6.79,550746.0787
1147,002687.SZ,乔治白,服饰,6.8,217206.96
1973,300591.SZ,万里马,服饰,6.8,77792.0
3281,603299.SH,苏盐井神,化工原料,6.8,380419.2
225,000669.SZ,金鸿控股,供气供热,6.8,455556.8282
2210,600096.SH,云天化,农药化肥,6.8,898537.8138
1548,300159.SZ,新研股份,农用机械,6.8,710447.508
1013,002553.SZ,南方轴承,汽车配件,6.81,159554.3509
1478,300089.SZ,文化长城,陶瓷,6.81,188722.5792
2590,600561.SH,江西长运,公共交通,6.81,161440.584
2748,600735.SH,新华锦,商贸代理,6.81,256050.7536
895,002434.SZ,万里扬,汽车配件,6.81,693990.9603
2168,600051.SH,宁波联合,综合类,6.82,212020.16
769,002308.SZ,威创股份,电脑设备,6.82,615016.7855
994,002534.SZ,杭锅股份,专用机械,6.82,495756.9405
503,002041.SZ,登海种业,种植业,6.83,596847.8437
2740,600727.SH,鲁北化工,农药化肥,6.83,239682.8726
2975,601101.SH,昊华能源,煤炭开采,6.83,819598.8198
3306,603335.SH,迪生力,汽车配件,6.83,106849.886
216,000657.SZ,中钨高新,小金属,6.84,310353.0184
768,002307.SZ,北新路桥,建筑施工,6.84,609930.2016
1165,002706.SZ,良信电器,电气设备,6.84,371765.7757
2374,600284.SH,浦东建设,建筑施工,6.84,663655.104
63,000153.SZ,丰原药业,化学制药,6.85,213704.4026
3214,603126.SH,中材节能,环境保护,6.85,418192.5
2442,600366.SH,宁波韵升,电器仪表,6.86,678532.0126
2620,600594.SH,益佰制药,中成药,6.88,544846.0512
1060,002600.SZ,领益智造,元器件,6.88,1023669.0231
52,000069.SZ,华侨城A,旅游景点,6.88,4814307.8571
2143,600012.SH,皖通高速,路桥,6.89,803098.4
2479,600409.SH,三友化工,化工原料,6.89,1403715.1481
3407,603618.SH,杭电股份,电气设备,6.89,473265.1368
51,000068.SZ,华控赛格,元器件,6.89,693596.6387
2295,600192.SH,长城电工,电气设备,6.89,304364.372
909,002448.SZ,中原内配,汽车配件,6.9,324957.2216
633,002171.SZ,楚江新材,铜,6.9,726591.212
1116,002656.SZ,摩登大道,服饰,6.9,325480.3602
1451,300062.SZ,中能电气,电气设备,6.91,130836.3931
1200,002743.SZ,富煌钢构,钢加工,6.91,231198.8431
2921,600970.SH,中材国际,建筑施工,6.92,1202041.6559
1652,300264.SZ,佳创视讯,通信设备,6.92,220450.2635
1433,300043.SZ,星辉娱乐,文教休闲,6.93,625574.8963
1768,300382.SZ,斯莱克,专用机械,6.93,391207.3129
1695,300307.SZ,慈星股份,纺织机械,6.94,550496.9501
319,000801.SZ,四川九洲,通信设备,6.95,710850.619
154,000566.SZ,海南海药,化学制药,6.95,836430.0404
275,000731.SZ,四川美丰,农药化肥,6.96,411673.109
1643,300255.SZ,常山药业,生物制药,6.97,450389.4785
1805,300419.SZ,浩丰科技,软件服务,6.97,191357.881
1475,300086.SZ,康芝药业,化学制药,6.97,303657.1884
2807,600800.SH,天津磁卡,综合类,6.98,426447.3208
373,000888.SZ,峨眉山A,旅游景点,6.98,367785.3452
2645,600620.SH,天宸股份,综合类,6.98,479300.6249
810,002349.SZ,精华制药,中成药,6.98,572578.4265
1469,300080.SZ,易成新能,半导体,6.99,350888.6474
94,000426.SZ,兴业矿业,铅锌,6.99,929988.6692
559,002097.SZ,山河智能,工程机械,7.0,589268.9411
3118,601958.SH,金钼股份,小金属,7.0,2258623.08
677,002215.SZ,诺普信,农药化肥,7.0,507660.7361
178,000600.SZ,建投能源,火力发电,7.0,763030.8882
489,002027.SZ,分众传媒,影视音像,7.0,10274516.196
1594,300206.SZ,理邦仪器,医疗保健,7.0,240601.3533
1471,300082.SZ,奥克股份,化工原料,7.01,472945.1779
1217,002762.SZ,金发拉比,服饰,7.01,133238.8983
3115,601939.SH,建设银行,银行,7.01,6725153.9818
1178,002721.SZ,金一文化,服饰,7.01,411611.2754
1669,300281.SZ,金明精机,专用机械,7.02,184011.9599
172,000593.SZ,大通燃气,供气供热,7.02,196414.2381
2532,600493.SH,凤竹纺织,纺织,7.02,190944.0
3050,601598.SH,中国外运,仓储物流,7.02,948849.3362
1181,002724.SZ,海洋王,半导体,7.03,233218.4939
539,002077.SZ,大港股份,区域地产,7.03,373796.2967
1616,300228.SZ,富瑞特装,化工机械,7.03,285490.1925
893,002432.SZ,九安医疗,医疗保健,7.03,304262.5625
747,002286.SZ,保龄宝,食品,7.03,231031.1228
973,002512.SZ,达华智能,元器件,7.03,620928.2678
316,000798.SZ,中水渔业,渔业,7.04,224847.216
2388,600301.SH,ST南化,化工原料,7.04,165544.2906
432,000967.SZ,盈峰环境,环境保护,7.04,807707.7719
98,000488.SZ,晨鸣纸业,造纸,7.04,1167242.5825
911,002450.SZ,ST康得新,化工原料,7.05,2279805.2429
3474,603758.SH,秦安股份,汽车配件,7.05,94116.7104
757,002296.SZ,辉煌科技,通信设备,7.06,227909.3986
975,002514.SZ,宝馨科技,机械基件,7.07,274319.6651
199,000627.SZ,天茂集团,保险,7.07,3493019.5702
2693,600678.SH,四川金顶,水泥,7.09,247433.91
1288,002839.SZ,张家港行,银行,7.09,608602.7158
2142,600011.SH,华能国际,火力发电,7.09,7444500.0
1047,002587.SZ,奥拓电子,元器件,7.09,283048.4583
2736,600723.SH,首商股份,百货,7.09,466571.3138
2213,600099.SH,林海股份,摩托车,7.09,155356.08
2575,600543.SH,莫高股份,红黄药酒,7.11,228316.32
516,002054.SZ,德美化工,化工原料,7.12,222281.7143
3142,603009.SH,北特科技,汽车配件,7.12,228313.5619
1570,300181.SZ,佐力药业,中成药,7.12,332691.1634
67,000158.SZ,常山北明,纺织,7.13,1158045.2226
37,000046.SZ,泛海控股,全国地产,7.13,3689923.5414
2500,600448.SH,华纺股份,纺织,7.13,366979.2704
3153,603021.SH,山东华鹏,玻璃,7.13,225005.5982
904,002443.SZ,金洲管道,钢加工,7.14,362338.5709
540,002078.SZ,太阳纸业,造纸,7.14,1821348.9403
1197,002740.SZ,爱迪尔,服饰,7.14,117033.088
122,000529.SZ,广弘控股,食品,7.14,406897.4452
2573,600539.SH,*ST狮头,水泥,7.14,164220.0
2922,600971.SH,恒源煤电,煤炭开采,7.15,715002.9101
1026,002566.SZ,益盛药业,中成药,7.15,161810.624
1430,300040.SZ,九洲电气,电气设备,7.15,167861.1334
44,000059.SZ,华锦股份,石油加工,7.16,1145198.382
899,002438.SZ,江苏神通,机械基件,7.16,265982.5404
2759,600746.SH,江苏索普,化工原料,7.16,218137.2151
2456,600381.SH,青海春天,医疗保健,7.16,420335.4906
1919,300534.SZ,陇神戎发,中成药,7.16,145079.6461
896,002435.SZ,长江润发,化学制药,7.17,216540.5591
2865,600865.SH,百大集团,百货,7.17,269764.3066
2273,600168.SH,武汉控股,水务,7.17,508761.4692
3133,601999.SH,出版传媒,出版业,7.17,395005.8399
558,002096.SZ,南岭民爆,化工原料,7.18,266271.736
1080,002620.SZ,瑞和股份,装修装饰,7.18,217976.2199
839,002378.SZ,章源钨业,小金属,7.18,662870.4522
326,000811.SZ,冰轮环境,工程机械,7.19,469535.2725
2920,600969.SH,郴电国际,水力发电,7.19,266066.298
1761,300375.SZ,鹏翎股份,汽车配件,7.19,186176.0438
340,000829.SZ,天音控股,其他商业,7.19,668586.4766
2834,600829.SH,人民同泰,医药商业,7.19,416939.9012
1415,300025.SZ,华星创业,通信设备,7.2,280331.8294
2184,600068.SH,葛洲坝,建筑施工,7.2,3315439.7366
3305,603333.SH,尚纬股份,电气设备,7.21,368045.265
2948,601002.SH,晋亿实业,机械基件,7.22,572322.18
1495,300106.SZ,西部牧业,农业综合,7.22,152462.5509
251,000702.SZ,正虹科技,饲料,7.22,192510.1639
2632,600606.SH,绿地控股,全国地产,7.22,8785407.466
1440,300050.SZ,世纪鼎利,软件服务,7.22,266545.2503
3369,603555.SH,贵人鸟,服饰,7.23,454479.3494
2339,600241.SH,时代万恒,商贸代理,7.23,181882.9931
1229,002775.SZ,文科园林,建筑施工,7.24,313847.5912
1138,002678.SZ,珠江钢琴,文教休闲,7.25,983835.4038
928,002467.SZ,二六三,电信运营,7.25,464624.5339
2984,601126.SH,四方股份,电气设备,7.26,590362.872
614,002152.SZ,广电运通,电脑设备,7.26,1752021.1415
2902,600909.SH,华安证券,证券,7.27,1964354.0
386,000905.SZ,厦门港务,港口,7.28,386568.0
761,002300.SZ,太阳电缆,电气设备,7.28,395055.2482
1622,300234.SZ,开尔新材,陶瓷,7.28,110604.5027
1310,002863.SZ,今飞凯达,汽车配件,7.29,135435.6612
2560,600525.SH,长园集团,电气设备,7.3,953215.861
2891,600892.SH,大晟文化,影视音像,7.31,394424.4244
2585,600556.SH,ST慧球,软件服务,7.31,288594.2005
1553,300164.SZ,通源石油,石油开采,7.31,231907.432
2147,600018.SH,上港集团,港口,7.31,16939956.1692
2727,600714.SH,金瑞矿业,煤炭开采,7.31,210656.8556
141,000551.SZ,创元科技,专用机械,7.32,292858.8565
1527,300138.SZ,晨光生物,食品,7.32,294286.0976
3104,601890.SH,亚星锚链,船舶,7.32,702280.8
1066,002606.SZ,大连电瓷,电气设备,7.33,296034.8291
2878,600879.SH,航天电子,航空,7.35,1773799.4213
351,000851.SZ,高鸿股份,软件服务,7.35,629771.7596
403,000926.SZ,福星股份,区域地产,7.35,696084.4893
504,002042.SZ,华孚时尚,纺织,7.35,1115520.5654
2734,600721.SH,百花村,生物制药,7.35,224287.9644
521,002059.SZ,云南旅游,旅游景点,7.35,537132.5434
5,000007.SZ,全新好,酒店餐饮,7.37,227694.7084
1818,300432.SZ,富临精工,汽车配件,7.37,283018.898
2893,600894.SH,广日股份,运输设备,7.37,633780.8616
2904,600919.SH,江苏银行,银行,7.37,4428062.8516
688,002226.SZ,江南化工,化工原料,7.38,707220.524
2392,600306.SH,商业城,百货,7.39,131102.8315
3034,601377.SH,兴业证券,证券,7.39,4948840.3671
1698,300310.SZ,宜通世纪,通信设备,7.39,503348.0628
148,000559.SZ,万向钱潮,汽车配件,7.4,2037330.5368
288,000756.SZ,新华制药,化学制药,7.4,295626.3562
519,002057.SZ,中钢天源,元器件,7.41,236855.2681
227,000671.SZ,阳光城,区域地产,7.42,2947140.9836
220,000663.SZ,永安林业,林业,7.42,165357.4387
1409,300019.SZ,硅宝科技,化工原料,7.42,201243.2336
121,000528.SZ,柳工,工程机械,7.42,1085279.6057
3036,601390.SH,中国中铁,建筑施工,7.42,13828588.3649
509,002047.SZ,宝鹰股份,装修装饰,7.42,937192.8276
1128,002668.SZ,奥马电器,家用电器,7.43,486145.9008
1599,300211.SZ,亿通科技,通信设备,7.43,137978.1314
1146,002686.SZ,亿利达,专用机械,7.44,259031.2863
253,000705.SZ,浙江震元,医药商业,7.44,209795.8274
2651,600628.SH,新世界,百货,7.45,396190.4562
987,002527.SZ,新时达,电器仪表,7.45,313539.4298
3030,601366.SH,利群股份,百货,7.45,353895.9911
1491,300102.SZ,乾照光电,半导体,7.45,527088.1042
2769,600757.SH,长江传媒,出版业,7.47,906482.3359
1773,300387.SZ,富邦股份,化工原料,7.47,215217.8406
2148,600019.SH,宝钢股份,普钢,7.48,16531613.0199
1596,300208.SZ,青岛中程,电气设备,7.48,454127.6547
1166,002707.SZ,众信旅游,旅游服务,7.49,395885.1102
2825,600820.SH,隧道股份,建筑施工,7.49,2354927.9744
396,000918.SZ,嘉凯城,全国地产,7.5,1353143.625
2783,600773.SH,西藏城投,区域地产,7.5,559578.5205
1701,300313.SZ,天山生物,农业综合,7.5,136615.287
793,002332.SZ,仙琚制药,生物制药,7.5,677987.7683
491,002029.SZ,七匹狼,服饰,7.5,566641.626
2617,600590.SH,泰豪科技,电气设备,7.5,616648.5038
2167,600050.SH,中国联通,电信运营,7.5,15897447.2963
3144,603011.SH,合锻智能,机床制造,7.51,335095.2943
797,002336.SZ,人人乐,超市连锁,7.53,255455.25
2830,600825.SH,新华传媒,出版业,7.53,786800.5511
311,000792.SZ,盐湖股份,化工原料,7.53,2070674.6962
2842,600838.SH,上海九百,百货,7.53,301864.1317
1603,300215.SZ,电科院,电气设备,7.55,459167.0378
2781,600770.SH,综艺股份,综合类,7.56,982800.0
518,002056.SZ,横店东磁,元器件,7.56,1241662.2133
1413,300023.SZ,宝德股份,专用机械,7.57,109317.4949
596,002134.SZ,天津普林,元器件,7.57,186108.2744
3581,603987.SH,康德莱,医疗保健,7.57,201437.7227
2437,600360.SH,华微电子,半导体,7.57,561785.597
2656,600635.SH,大众公用,供气供热,7.57,1831025.298
1801,300415.SZ,伊之密,专用机械,7.57,222310.8017
1220,002766.SZ,索菱股份,汽车配件,7.57,188600.3297
2903,600917.SH,重庆燃气,供气供热,7.57,1177892.0
2245,600133.SH,东湖高新,园区开发,7.58,452421.3626
304,000783.SZ,长江证券,证券,7.58,4191288.4086
1609,300221.SZ,银禧科技,塑料,7.59,321339.729
3161,603030.SH,全筑股份,装修装饰,7.59,405290.5414
409,000932.SZ,华菱钢铁,普钢,7.6,2291642.9386
3216,603128.SH,华贸物流,仓储物流,7.6,725651.4223
465,002003.SZ,伟星股份,服饰,7.6,478627.7688
2409,600325.SH,华发股份,区域地产,7.6,1599254.4082
1401,300011.SZ,鼎汉技术,运输设备,7.6,340569.2278
250,000701.SZ,厦门信达,综合类,7.62,309839.1487
686,002224.SZ,三力士,橡胶,7.62,359468.3641
629,002167.SZ,东方锆业,小金属,7.62,471374.343
662,002200.SZ,云投生态,环境保护,7.62,100292.9952
2332,600234.SH,ST山水,文教休闲,7.62,154263.7606
2313,600213.SH,亚星客车,汽车整车,7.62,167640.0
1044,002584.SZ,西陇科学,化工原料,7.62,290404.4949
1667,300279.SZ,和晶科技,元器件,7.63,238488.476
534,002072.SZ,凯瑞德,互联网,7.64,129224.9846
737,002276.SZ,万马股份,电气设备,7.64,789999.7054
1144,002684.SZ,猛狮科技,电气设备,7.65,308704.3194
2482,600416.SH,湘电股份,电气设备,7.65,674302.8332
1798,300412.SZ,迦南科技,医疗保健,7.67,170323.8742
2542,600505.SH,西昌电力,水力发电,7.67,279623.2725
150,000561.SZ,烽火电子,通信设备,7.67,455591.7597
3108,601901.SH,方正证券,证券,7.67,6314021.77
1677,300289.SZ,利德曼,生物制药,7.68,320477.9981
1723,300335.SZ,迪森股份,供气供热,7.68,202934.5782
3117,601952.SH,苏垦农发,种植业,7.68,314345.1448
1738,300350.SZ,华鹏飞,仓储物流,7.69,240539.9141
789,002328.SZ,新朋股份,汽车配件,7.69,250004.3685
398,000920.SZ,南方汇通,环境保护,7.69,324435.5824
1431,300041.SZ,回天新材,化工原料,7.69,222377.0592
1087,002627.SZ,宜昌交运,公共交通,7.69,213254.669
189,000613.SZ,大东海A,旅游服务,7.7,204547.112
1612,300224.SZ,正海磁材,元器件,7.7,566765.795
2259,600152.SH,维科技术,电气设备,7.7,227105.4863
3063,601633.SH,长城汽车,汽车整车,7.7,4641351.33
397,000919.SZ,金陵药业,化学制药,7.71,387828.8834
678,002216.SZ,三全食品,食品,7.71,441605.7109
1481,300092.SZ,科新机电,专用机械,7.71,129046.8559
637,002175.SZ,东方网络,电器仪表,7.72,462746.6299
1012,002552.SZ,宝鼎科技,机械基件,7.72,154514.9848
3045,601567.SH,三星医疗,电器仪表,7.72,1070431.3089
2882,600883.SH,博闻科技,水泥,7.73,182496.024
1468,300079.SZ,数码科技,通信设备,7.73,934625.964
2899,600901.SH,江苏租赁,多元金融,7.74,1409028.2752
2550,600513.SH,联环药业,化学制药,7.74,220943.153
406,000929.SZ,兰州黄河,啤酒,7.74,143773.7686
3090,601857.SH,中国石油,石油开采,7.75,125489610.309
3500,603817.SH,海峡环保,环境保护,7.75,139500.0
697,002235.SZ,安妮股份,互联网,7.75,387752.3633
124,000531.SZ,穗恒运A,火力发电,7.75,530937.5565
933,002472.SZ,双环传动,机械基件,7.76,426956.2127
2531,600491.SH,龙元建设,建筑施工,7.76,979389.6
242,000690.SZ,宝新能源,火力发电,7.77,1584454.0449
2861,600861.SH,北京城乡,百货,7.77,246157.4454
2949,601003.SH,柳钢股份,普钢,7.77,1991290.3164
2418,600335.SH,国机汽车,汽车配件,7.78,801135.2592
663,002201.SZ,九鼎新材,玻璃,7.78,178448.7794
2236,600123.SH,兰花科创,煤炭开采,7.79,889929.6
423,000957.SZ,中通客车,汽车整车,7.79,461863.4164
1482,300093.SZ,金刚玻璃,玻璃,7.79,167988.8183
739,002278.SZ,神开股份,化工机械,7.79,267957.304
1208,002752.SZ,昇兴股份,广告包装,7.8,132786.8217
43,000058.SZ,深赛格,元器件,7.81,420185.9709
628,002166.SZ,莱茵生物,中成药,7.81,276449.5906
106,000507.SZ,珠海港,港口,7.81,603044.2906
1581,300193.SZ,佳士科技,专用机械,7.81,357351.4789
355,000859.SZ,国风塑业,塑料,7.82,578142.3594
2838,600834.SH,申通地铁,公共交通,7.84,374267.4135
1058,002598.SZ,山东章鼓,机械基件,7.84,211809.0958
2733,600720.SH,祁连山,水泥,7.84,608511.5466
3038,601500.SH,通用股份,汽车配件,7.85,137311.4817
2450,600375.SH,华菱星马,汽车整车,7.85,436256.3686
295,000766.SZ,通化金马,中成药,7.85,450188.7465
1447,300057.SZ,万顺股份,广告包装,7.85,285410.0888
475,002013.SZ,中航机电,航空,7.86,2470059.5751
2954,601009.SH,南京银行,银行,7.86,6667015.4283
2157,600029.SH,南方航空,空运,7.87,5526825.55
2821,600816.SH,安信信托,多元金融,7.87,3677264.6987
195,000622.SZ,恒立实业,汽车配件,7.87,334652.862
476,002014.SZ,永新股份,塑料,7.87,382627.3156
2601,600573.SH,惠泉啤酒,啤酒,7.87,196750.0
811,002350.SZ,北京科锐,电气设备,7.87,384421.6465
1159,002699.SZ,美盛文化,服饰,7.87,622184.4886
2232,600119.SH,长江投资,仓储物流,7.88,242231.2
3184,603069.SH,海汽集团,公路,7.88,136954.4
610,002148.SZ,北纬科技,互联网,7.88,349901.4523
3119,601965.SH,中国汽研,汽车服务,7.88,757409.7352
285,000752.SZ,西藏发展,啤酒,7.9,208365.032
931,002470.SZ,金正大,农药化肥,7.91,2156090.4146
1536,300147.SZ,香雪制药,中成药,7.92,523036.225
2196,600080.SH,金花股份,中成药,7.92,241794.3306
2751,600738.SH,兰州民百,百货,7.94,334479.1323
2176,600059.SH,古越龙山,红黄药酒,7.94,641968.187
2647,600622.SH,光大嘉宝,区域地产,7.95,917115.304
1747,300359.SZ,全通教育,文教休闲,7.95,401264.0945
2333,600235.SH,民丰特纸,造纸,7.96,279634.8
75,000402.SZ,金融街,全国地产,7.98,2384292.5862
1005,002545.SZ,东方铁塔,钢加工,7.98,615382.1105
3298,603323.SH,吴江银行,银行,7.98,629708.3643
59,000099.SZ,中信海直,空运,7.98,483644.1952
1226,002772.SZ,众兴菌业,种植业,8.0,203462.2248
2968,601068.SH,中铝国际,建筑施工,8.0,236725.3336
580,002118.SZ,紫鑫药业,中成药,8.0,820185.0944
874,002413.SZ,雷科防务,通信设备,8.01,797228.3705
36,000045.SZ,深纺织A,纺织,8.01,366070.2958
3147,603015.SH,弘讯科技,电气设备,8.02,322324.602
2227,600114.SH,东睦股份,机械基件,8.02,508787.6138
3232,603168.SH,莎普爱思,化学制药,8.03,238766.0275
2410,600326.SH,西藏天路,建筑施工,8.03,694903.7615
428,000962.SZ,东方钽业,小金属,8.04,354428.1722
1249,002797.SZ,第一创业,证券,8.04,1542433.0073
3476,603767.SH,中马传动,汽车配件,8.05,76264.09
197,000625.SZ,长安汽车,汽车整车,8.05,3027509.2581
118,000524.SZ,岭南控股,酒店餐饮,8.05,219257.784
889,002428.SZ,云南锗业,小金属,8.06,519184.1891
2538,600500.SH,中化国际,商贸代理,8.06,1678908.2128
2326,600228.SH,ST昌九,化工原料,8.07,194745.24
583,002121.SZ,科陆电子,电器仪表,8.07,730833.2111
1120,002660.SZ,茂硕电源,电气设备,8.07,170507.8399
358,000862.SZ,银星能源,新型电力,8.08,405093.1351
679,002217.SZ,合力泰,元器件,8.08,2069546.6634
3072,601699.SH,潞安环能,煤炭开采,8.08,2417058.6336
541,002079.SZ,苏州固锝,半导体,8.08,586936.1272
1827,300441.SZ,鲍斯股份,机床制造,8.09,200526.754
2576,600545.SH,卓郎智能,纺织机械,8.09,546710.6944
2822,600817.SH,ST宏盛,多元金融,8.09,125944.3709
2889,600890.SH,中房股份,区域地产,8.1,469147.8893
1441,300051.SZ,三五互联,互联网,8.11,206028.2518
1852,300466.SZ,赛摩电气,电器仪表,8.13,238661.3166
314,000796.SZ,凯撒旅游,旅游服务,8.13,652450.921
268,000722.SZ,湖南发展,水力发电,8.13,377360.6833
612,002150.SZ,通润装备,机械基件,8.14,223234.524
611,002149.SZ,西部材料,小金属,8.14,346226.169
2618,600592.SH,龙溪股份,机械基件,8.14,325236.6068
2628,600602.SH,云赛智联,软件服务,8.15,842273.7069
794,002333.SZ,罗普斯金,铝,8.15,395250.3218
2852,600851.SH,海欣股份,纺织,8.16,602376.1858
750,002289.SZ,宇顺电子,元器件,8.16,211617.5705
1685,300297.SZ,蓝盾股份,软件服务,8.17,647553.0897
2451,600376.SH,首开股份,区域地产,8.17,2079926.7439
3364,603528.SH,多伦科技,软件服务,8.18,153448.62
1606,300218.SZ,安利股份,塑料,8.18,176914.0903
903,002442.SZ,龙星化工,化工原料,8.18,392273.7405
3501,603818.SH,曲美家居,家居用品,8.19,396494.28
3084,601801.SH,皖新传媒,出版业,8.19,1629158.6796
1564,300175.SZ,朗源股份,食品,8.19,378058.8193
1388,002948.SZ,青岛银行,银行,8.2,369800.9358
2447,600371.SH,万向德农,种植业,8.2,184549.2
566,002104.SZ,恒宝股份,元器件,8.2,494546.4075
1857,300471.SZ,厚普股份,专用机械,8.22,224629.995
1174,002716.SZ,金贵银业,小金属,8.22,445816.152
