,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_CURRENT_PRICE,circ_mv
601,002139.SZ,拓邦股份,元器件,1.45,29.0,0.0,6.09,477550.4766
2018,300637.SZ,扬帆新材,化工原料,1.45,29.0,1.0,34.35,222902.646
2611,600581.SH,八一钢铁,普钢,1.45,28.0,0.0,5.26,806304.2796
1074,002614.SZ,奥佳华,医疗保健,1.45,29.0,1.0,20.65,688139.9433
2122,300747.SZ,锐科激光,元器件,1.45,30.0,0.0,185.9,594880.0
170,000591.SZ,太阳能,新型电力,1.45,29.0,6.0,4.31,877989.6384
975,002514.SZ,宝馨科技,机械基件,1.45,30.0,5.0,6.54,253755.3903
1048,002588.SZ,史丹利,农药化肥,1.45,29.0,6.0,5.06,369201.8713
856,002395.SZ,双象股份,塑料,1.45,30.0,10.0,14.77,264096.462
2441,600361.SH,华联综超,超市连锁,1.45,28.0,11.0,4.56,303608.4106
770,002309.SZ,中利集团,电气设备,1.45,27.0,0.0,9.95,698390.0164
778,002317.SZ,众生药业,中成药,1.45,29.0,7.0,9.92,772704.2938
3203,603100.SH,川仪股份,电器仪表,1.45,30.0,6.0,10.89,281642.784
793,002332.SZ,仙琚制药,生物制药,1.45,29.0,1.0,8.49,767482.1537
2009,300628.SZ,亿联网络,通信设备,1.45,30.0,6.0,99.9,746053.2
2781,600767.SH,ST运盛,医疗保健,1.45,28.0,10.0,5.6,190909.7019
1635,300246.SZ,宝莱特,医疗保健,1.44,28.0,6.0,14.28,153872.5192
356,000860.SZ,顺鑫农业,白酒,1.44,29.0,0.0,55.45,3163921.5056
480,002018.SZ,*ST华信,农药化肥,1.44,29.0,6.0,1.33,302951.0471
1657,300268.SZ,佳沃股份,农业综合,1.44,29.0,6.0,15.09,148487.2312
3481,603773.SH,沃格光电,元器件,1.44,28.0,5.0,50.58,119616.0806
93,000425.SZ,徐工机械,工程机械,1.44,28.0,2.0,4.52,3161090.457
3249,603196.SH,日播时尚,服饰,1.44,28.0,2.0,10.37,67819.8
3230,603160.SH,汇顶科技,元器件,1.44,30.0,1.0,100.68,2331704.3296
243,000691.SZ,亚太实业,区域地产,1.44,29.0,2.0,5.09,147857.5267
3146,603010.SH,万盛股份,化工原料,1.44,28.0,6.0,15.46,356709.942
3094,601858.SH,中国科传,出版业,1.44,29.0,6.0,11.09,211264.5
905,002444.SZ,巨星科技,轻工机械,1.44,29.0,1.0,12.28,1242558.7063
1794,300407.SZ,凯发电气,电气设备,1.44,28.0,6.0,8.5,140997.4603
1127,002667.SZ,鞍重股份,工程机械,1.44,29.0,1.0,8.53,139845.8314
2451,600372.SH,中航电子,航空,1.44,29.0,5.0,17.0,2990609.4102
2460,600382.SH,广东明珠,商贸代理,1.44,28.0,9.0,9.34,319191.3244
2479,600405.SH,动力源,电气设备,1.43,29.0,4.0,5.71,315920.2808
3136,601999.SH,出版传媒,出版业,1.43,29.0,5.0,6.7,369112.849
3564,603937.SH,丽岛新材,铝,1.43,29.0,9.0,13.46,102105.2287
1934,300549.SZ,优德精密,专用机械,1.43,28.0,6.0,14.41,99798.8327
2233,600117.SH,西宁特钢,特种钢,1.43,29.0,1.0,4.38,324654.0324
3453,603703.SH,盛洋科技,通信设备,1.43,29.0,1.0,12.3,134008.5
3433,603667.SH,五洲新春,机械基件,1.43,29.0,2.0,10.19,115643.197
186,000610.SZ,西安旅游,旅游服务,1.43,28.0,0.0,10.12,238103.4804
2656,600630.SH,龙头股份,纺织,1.43,29.0,0.0,9.04,384074.8837
1984,300602.SZ,飞荣达,元器件,1.43,30.0,1.0,46.01,285262.0
929,002468.SZ,申通快递,仓储物流,1.43,29.0,5.0,22.81,756781.056
2121,300746.SZ,汉嘉设计,建筑施工,1.43,27.0,0.0,24.03,126397.8
2534,600491.SH,龙元建设,建筑施工,1.43,30.0,1.0,8.66,1092978.6
2738,600722.SH,金牛化工,化工原料,1.43,29.0,0.0,6.42,436765.232
1253,002801.SZ,微光股份,电气设备,1.43,29.0,6.0,26.23,77221.12
724,002263.SZ,*ST东南,塑料,1.43,29.0,0.0,2.1,394455.621
2591,600559.SH,老白干酒,白酒,1.43,30.0,1.0,18.49,1133962.5635
3112,601908.SH,京运通,电气设备,1.42,28.0,6.0,4.25,847032.5229
2926,600973.SH,宝胜股份,电气设备,1.42,30.0,6.0,4.6,562171.7578
518,002056.SZ,横店东磁,元器件,1.42,29.0,6.0,7.21,1184177.8515
3543,603897.SH,长城科技,电气设备,1.42,29.0,9.0,25.79,115023.4
2778,600764.SH,中国海防,通信设备,1.42,29.0,1.0,31.9,1048762.6755
3309,603335.SH,迪生力,汽车配件,1.42,29.0,6.0,6.79,106224.118
2425,600339.SH,中油工程,石油加工,1.42,28.0,1.0,4.95,768329.4277
114,000519.SZ,中兵红箭,矿物制品,1.42,29.0,5.0,8.33,612400.7433
3279,603286.SH,日盈电子,汽车配件,1.42,28.0,6.0,16.69,76358.419
357,000861.SZ,海印股份,房产服务,1.42,29.0,9.0,2.97,586736.4611
233,000679.SZ,大连友谊,百货,1.42,29.0,1.0,4.98,177462.6098
3081,601777.SH,力帆股份,摩托车,1.42,29.0,3.0,5.01,633311.5845
624,002162.SZ,悦心健康,医疗保健,1.42,29.0,2.0,3.87,330119.5125
2616,600586.SH,金晶科技,玻璃,1.42,29.0,9.0,3.62,522777.1234
1829,300442.SZ,普丽盛,轻工机械,1.42,29.0,6.0,15.23,109885.4019
1363,002920.SZ,德赛西威,汽车配件,1.42,29.0,0.0,29.11,356015.3
1694,300305.SZ,裕兴股份,塑料,1.42,30.0,6.0,9.27,212835.8572
1968,300585.SZ,奥联电子,汽车配件,1.41,29.0,5.0,10.81,90493.5368
336,000823.SZ,超声电子,元器件,1.41,29.0,6.0,10.27,551417.3658
1091,002631.SZ,德尔未来,家居用品,1.41,29.0,3.0,8.2,530291.4752
1579,300190.SZ,维尔利,环境保护,1.41,30.0,2.0,6.42,458921.2946
1832,300445.SZ,康斯特,电器仪表,1.41,29.0,4.0,12.9,113587.8424
353,000856.SZ,冀东装备,机械基件,1.41,29.0,1.0,17.12,388624.0
1890,300503.SZ,昊志机电,机械基件,1.41,29.0,5.0,10.6,159628.7687
2757,600741.SH,华域汽车,汽车配件,1.41,22.0,16.0,20.69,6522985.9229
503,002041.SZ,登海种业,种植业,1.41,29.0,5.0,6.64,580244.463
1751,300363.SZ,博腾股份,化学制药,1.41,29.0,1.0,11.16,345824.0545
1254,002802.SZ,洪汇新材,化工原料,1.41,29.0,9.0,23.62,92454.3252
642,002180.SZ,纳思达,电脑设备,1.41,29.0,5.0,30.7,3063831.7806
3504,603818.SH,曲美家居,家居用品,1.41,29.0,9.0,8.2,396978.4
3305,603330.SH,上海天洋,塑料,1.41,21.0,2.0,24.3,76602.1172
1999,300618.SZ,寒锐钴业,小金属,1.41,28.0,1.0,80.6,918711.04
1846,300459.SZ,金科文化,化工原料,1.41,30.0,5.0,8.46,647801.5971
894,002433.SZ,太安堂,中成药,1.41,29.0,6.0,6.0,442153.92
1365,002922.SZ,伊戈尔,电气设备,1.41,29.0,6.0,18.16,130576.075
244,000692.SZ,惠天热电,供气供热,1.41,30.0,5.0,3.57,190204.5592
1404,300013.SZ,新宁物流,仓储物流,1.41,29.0,0.0,15.39,419667.0398
1005,002545.SZ,东方铁塔,钢加工,1.41,29.0,6.0,7.82,603043.6221
1802,300415.SZ,伊之密,专用机械,1.41,29.0,6.0,7.51,220548.761
1177,002719.SZ,麦趣尔,乳制品,1.41,29.0,0.0,14.01,197332.0072
2413,600326.SH,西藏天路,建筑施工,1.41,29.0,0.0,9.1,787499.9041
2877,600874.SH,创业环保,环境保护,1.4,29.0,5.0,10.15,1103536.8565
504,002042.SZ,华孚时尚,纺织,1.4,29.0,3.0,7.51,1139804.0063
150,000561.SZ,烽火电子,通信设备,1.4,29.0,6.0,7.18,426486.1584
2903,600903.SH,贵州燃气,供气供热,1.4,29.0,8.0,22.74,1026098.9484
3322,603360.SH,百傲化学,化工原料,1.4,30.0,1.0,19.71,154544.7934
1494,300104.SZ,乐视网,互联网,1.4,27.0,6.0,3.03,931187.3017
1687,300298.SZ,三诺生物,医疗保健,1.4,29.0,6.0,13.3,584701.935
2259,600149.SH,ST坊展,综合类,1.39,30.0,9.0,6.28,238740.48
294,000762.SZ,西藏矿业,小金属,1.39,29.0,0.0,9.21,438351.0138
805,002344.SZ,海宁皮城,商品城,1.39,29.0,6.0,5.57,710416.3943
180,000603.SZ,盛达矿业,铅锌,1.39,28.0,9.0,10.83,425886.3678
1485,300095.SZ,华伍股份,机械基件,1.39,30.0,5.0,6.15,147666.7275
3299,603321.SH,梅轮电梯,运输设备,1.39,3.0,1.0,8.45,98104.5
1716,300327.SZ,中颖电子,半导体,1.39,29.0,7.0,24.98,572798.5992
1110,002650.SZ,加加食品,食品,1.39,28.0,0.0,4.15,393044.1179
1718,300329.SZ,海伦钢琴,文教休闲,1.39,30.0,9.0,8.8,220778.6944
1162,002702.SZ,海欣食品,食品,1.39,29.0,9.0,5.01,159736.335
1606,300217.SZ,东方电热,电器仪表,1.39,30.0,6.0,3.16,279826.811
840,002379.SZ,宏创控股,铝,1.39,29.0,9.0,3.58,331510.2207
3163,603029.SH,天鹅股份,农用机械,1.39,29.0,5.0,15.8,57710.2268
2272,600163.SH,中闽能源,新型电力,1.39,30.0,5.0,4.04,403783.9529
520,002058.SZ,威尔泰,电器仪表,1.39,29.0,1.0,14.38,206278.7014
1371,002929.SZ,润建通信,通信设备,1.39,28.0,6.0,35.02,268258.0082
915,002454.SZ,松芝股份,汽车配件,1.39,28.0,5.0,5.34,334076.416
548,002086.SZ,ST东海洋,渔业,1.39,28.0,0.0,4.99,237332.9828
2829,600821.SH,津劝业,百货,1.39,29.0,3.0,4.97,206885.3078
1325,002879.SZ,长缆科技,电气设备,1.39,29.0,1.0,17.69,197333.0963
663,002201.SZ,九鼎新材,玻璃,1.39,28.0,1.0,8.24,188999.7355
896,002435.SZ,长江润发,化学制药,1.39,29.0,1.0,7.31,220768.6872
971,002510.SZ,天汽模,汽车配件,1.39,30.0,5.0,4.88,383981.9104
2663,600639.SH,浦东金桥,园区开发,1.39,29.0,5.0,14.47,1230292.5092
345,000836.SZ,富通鑫茂,通信设备,1.39,29.0,5.0,4.74,572804.3667
108,000510.SZ,金路集团,化工原料,1.38,29.0,1.0,5.39,296169.2656
3377,603566.SH,普莱柯,生物制药,1.38,28.0,5.0,14.73,473563.608
2094,300716.SZ,国立科技,塑料,1.38,28.0,6.0,12.47,108825.69
1182,002725.SZ,跃岭股份,汽车配件,1.38,30.0,6.0,10.33,182401.8201
1979,300597.SZ,吉大通信,通信设备,1.38,29.0,3.0,16.05,217771.2808
812,002351.SZ,漫步者,电脑设备,1.38,28.0,6.0,6.31,183751.1122
3213,603117.SH,万林物流,仓储物流,1.38,29.0,6.0,4.43,277269.0804
1285,002836.SZ,新宏泽,广告包装,1.38,28.0,0.0,14.5,81733.6
762,002301.SZ,齐心集团,文教休闲,1.38,30.0,6.0,10.21,653903.9506
1093,002633.SZ,申科股份,机械基件,1.38,28.0,1.0,9.6,143185.68
3441,603683.SH,晶华新材,化工原料,1.38,28.0,4.0,15.9,70707.3
2081,300701.SZ,森霸传感,元器件,1.38,29.0,5.0,38.47,87255.3458
2963,601018.SH,宁波港,港口,1.38,28.0,6.0,4.33,5542400.0
1963,300580.SZ,贝斯特,汽车配件,1.38,28.0,8.0,17.23,113901.3272
1902,300515.SZ,三德科技,电器仪表,1.38,29.0,5.0,10.54,95916.5823
2074,300694.SZ,蠡湖股份,汽车配件,1.38,28.0,9.0,22.85,123001.55
196,000623.SZ,吉林敖东,中成药,1.38,30.0,9.0,18.43,2061817.0273
2078,300698.SZ,万马科技,通信设备,1.38,29.0,4.0,17.69,157867.4882
3214,603118.SH,共进股份,通信设备,1.37,29.0,5.0,8.6,667130.6655
440,000976.SZ,华铁股份,运输设备,1.37,28.0,1.0,5.28,841841.9999
1199,002742.SZ,三圣股份,其他建材,1.37,28.0,5.0,8.34,223992.2948
3150,603015.SH,弘讯科技,电气设备,1.37,29.0,0.0,8.49,341213.949
556,002094.SZ,青岛金王,日用化工,1.37,29.0,0.0,6.39,385233.1364
2593,600561.SH,江西长运,公共交通,1.37,28.0,6.0,6.87,162862.968
2442,600362.SH,江西铜业,铜,1.37,30.0,9.0,15.89,3297568.1265
1260,002809.SZ,红墙股份,化工原料,1.37,29.0,1.0,19.52,118647.9768
3240,603180.SH,金牌厨柜,家居用品,1.37,18.0,1.0,81.87,150775.6481
2816,600807.SH,*ST天业,区域地产,1.37,30.0,0.0,5.59,439943.3214
2402,600313.SH,农发种业,种植业,1.37,29.0,5.0,2.92,297663.9552
2429,600346.SH,恒力股份,化纤,1.37,29.0,1.0,17.75,1631862.4771
933,002472.SZ,双环传动,机械基件,1.37,29.0,5.0,7.48,411550.5761
1945,300560.SZ,中富通,通信设备,1.37,29.0,6.0,20.83,139496.427
2935,600983.SH,惠而浦,家用电器,1.37,29.0,1.0,7.21,384148.8
1793,300406.SZ,九强生物,生物制药,1.37,29.0,1.0,14.8,487952.7129
2972,601069.SH,西部黄金,黄金,1.37,28.0,9.0,15.01,954636.0
1837,300450.SZ,先导智能,专用机械,1.37,29.0,6.0,36.85,1788890.3805
2529,600486.SH,扬农化工,农药化肥,1.37,29.0,3.0,52.33,1621700.9803
140,000550.SZ,江铃汽车,汽车整车,1.37,30.0,1.0,20.96,1086623.3274
3556,603919.SH,金徽酒,白酒,1.37,28.0,0.0,16.0,582400.0
577,002115.SZ,三维通信,通信设备,1.36,30.0,6.0,12.38,455239.4497
2299,600193.SH,*ST创兴,装修装饰,1.36,28.0,1.0,4.37,185888.001
1807,300420.SZ,五洋停车,机械基件,1.36,30.0,14.0,6.72,315299.538
903,002442.SZ,龙星化工,化工原料,1.36,28.0,9.0,8.24,395151.054
3135,601998.SH,中信银行,银行,1.36,30.0,12.0,6.38,20355494.6684
2312,600209.SH,*ST罗顿,综合类,1.36,28.0,0.0,4.75,208530.3053
1308,002861.SZ,瀛通通讯,通信设备,1.36,29.0,1.0,25.78,129530.3855
1088,002628.SZ,成都路桥,建筑施工,1.36,29.0,0.0,6.24,451509.2169
1413,300022.SZ,吉峰科技,农用机械,1.36,29.0,2.0,4.7,161106.7231
1430,300039.SZ,上海凯宝,中成药,1.36,29.0,6.0,4.96,526921.5293
463,002001.SZ,新和成,化学制药,1.36,29.0,6.0,18.73,3973534.591
725,002264.SZ,新华都,超市连锁,1.36,28.0,5.0,6.64,399493.5848
1795,300408.SZ,三环集团,元器件,1.36,29.0,1.0,22.48,3711823.7105
628,002166.SZ,莱茵生物,中成药,1.36,29.0,0.0,8.7,307952.809
1474,300084.SZ,海默科技,石油开采,1.36,28.0,0.0,6.75,204841.5453
2332,600231.SH,凌钢股份,普钢,1.36,29.0,9.0,3.47,961565.7118
3046,601558.SH,ST锐电,电气设备,1.36,30.0,5.0,1.49,850372.7999
1200,002743.SZ,富煌钢构,钢加工,1.36,29.0,9.0,7.13,238559.7324
424,000958.SZ,东方能源,火力发电,1.36,29.0,1.0,4.8,527651.1485
1073,002613.SZ,北玻股份,专用机械,1.36,29.0,5.0,3.52,221615.8148
747,002286.SZ,保龄宝,食品,1.35,28.0,6.0,7.0,230045.2147
1822,300435.SZ,中泰股份,机械基件,1.35,28.0,1.0,12.33,126770.0257
1623,300234.SZ,开尔新材,陶瓷,1.35,29.0,0.0,7.97,121087.6218
2702,600684.SH,珠江实业,全国地产,1.35,29.0,1.0,5.31,453187.6439
1593,300204.SZ,舒泰神,生物制药,1.35,28.0,0.0,14.16,660847.6489
1271,002821.SZ,凯莱英,生物制药,1.35,30.0,3.0,91.77,1109850.412
811,002350.SZ,北京科锐,电气设备,1.35,30.0,6.0,7.34,358533.0223
3308,603333.SH,尚纬股份,电气设备,1.35,29.0,0.0,7.89,402756.885
3490,603797.SH,联泰环保,环境保护,1.35,29.0,12.0,13.89,74089.26
3149,603013.SH,亚普股份,汽车配件,1.35,28.0,9.0,18.56,111360.0
1771,300384.SZ,三联虹普,纺织机械,1.35,29.0,1.0,16.7,303723.6715
339,000828.SZ,东莞控股,路桥,1.35,30.0,10.0,9.62,1000014.0476
3376,603559.SH,中通国脉,通信设备,1.35,28.0,6.0,25.2,200336.22
1222,002768.SZ,国恩股份,塑料,1.35,29.0,1.0,26.73,641520.0
891,002430.SZ,杭氧股份,化工机械,1.35,29.0,9.0,12.0,1139769.3768
3018,601233.SH,桐昆股份,化纤,1.35,27.0,1.0,14.08,2512387.2689
3400,603605.SH,珀莱雅,日用化工,1.35,30.0,1.0,59.08,366838.3544
2786,600773.SH,西藏城投,区域地产,1.35,29.0,0.0,8.31,620013.0007
1724,300335.SZ,迪森股份,供气供热,1.35,29.0,1.0,7.66,202406.1027
1279,002829.SZ,星网宇达,通信设备,1.35,29.0,0.0,21.41,131630.3093
2219,600103.SH,青山纸业,造纸,1.35,29.0,9.0,3.22,341912.9952
1486,300096.SZ,易联众,软件服务,1.35,28.0,6.0,12.15,457474.326
1562,300172.SZ,中电环保,环境保护,1.35,29.0,9.0,6.39,221152.2455
2832,600824.SH,益民集团,百货,1.35,28.0,5.0,4.27,450069.5602
1138,002678.SZ,珠江钢琴,文教休闲,1.35,29.0,6.0,7.2,977050.332
1000,002540.SZ,亚太科技,铝,1.34,28.0,6.0,5.75,514622.3337
523,002061.SZ,浙江交科,化工原料,1.34,28.0,9.0,9.26,535911.5334
3064,601619.SH,嘉泽新能,新型电力,1.34,30.0,15.0,6.11,307794.1144
920,002459.SZ,天业通联,工程机械,1.34,28.0,10.0,12.76,493792.8026
352,000852.SZ,石化机械,化工机械,1.34,28.0,0.0,9.48,567053.4901
1646,300257.SZ,开山股份,机械基件,1.34,30.0,6.0,13.29,1086486.9148
3321,603359.SH,东珠生态,建筑施工,1.34,29.0,0.0,19.9,304371.0572
1076,002616.SZ,长青集团,环境保护,1.34,28.0,5.0,8.74,401521.7565
3435,603669.SH,灵康药业,化学制药,1.34,28.0,1.0,12.9,469560.0
2010,300629.SZ,新劲刚,矿物制品,1.34,28.0,6.0,20.47,88566.6647
82,000411.SZ,英特集团,医药商业,1.34,28.0,9.0,13.46,279027.5781
742,002281.SZ,光迅科技,通信设备,1.34,30.0,6.0,33.25,2089967.8254
3458,603711.SH,香飘飘,软饮料,1.34,29.0,1.0,26.65,123383.5304
2053,300673.SZ,佩蒂股份,饲料,1.34,28.0,0.0,54.35,206975.67
1099,002639.SZ,雪人股份,专用机械,1.34,29.0,2.0,9.32,481103.046
2553,600513.SH,联环药业,化学制药,1.34,29.0,6.0,7.73,220657.6967
2318,600216.SH,浙江医药,化学制药,1.34,29.0,4.0,11.21,1071593.8587
3340,603398.SH,邦宝益智,文教休闲,1.34,28.0,9.0,13.37,283045.574
2508,600458.SH,时代新材,塑料,1.34,29.0,5.0,8.75,702448.383
3534,603883.SH,老百姓,医药商业,1.34,29.0,1.0,62.71,1674357.0
1528,300138.SZ,晨光生物,食品,1.34,30.0,5.0,6.86,275792.709
620,002158.SZ,汉钟精机,工程机械,1.34,29.0,0.0,11.32,598983.7055
2302,600197.SH,伊力特,白酒,1.34,29.0,0.0,19.93,878913.0
2634,600605.SH,汇通能源,商贸代理,1.34,29.0,9.0,11.54,170035.6592
1108,002648.SZ,卫星石化,化工原料,1.34,29.0,1.0,13.91,1441172.6411
2290,600184.SH,光电股份,专用机械,1.34,29.0,5.0,12.29,625267.0552
2417,600330.SH,天通股份,元器件,1.34,29.0,0.0,8.52,849074.002
1397,300006.SZ,莱美药业,化学制药,1.34,29.0,0.0,5.08,341045.6268
3125,601969.SH,海南矿业,普钢,1.34,28.0,2.0,5.73,1120054.7399
1184,002727.SZ,一心堂,医药商业,1.33,30.0,1.0,25.98,759310.9988
761,002300.SZ,太阳电缆,电气设备,1.33,29.0,6.0,7.2,390713.9818
64,000155.SZ,川能动力,农药化肥,1.33,28.0,1.0,4.7,440484.0
1608,300219.SZ,鸿利智汇,元器件,1.33,29.0,6.0,8.34,479864.3746
1812,300425.SZ,环能科技,环境保护,1.33,29.0,6.0,5.92,373601.8932
3522,603861.SH,白云电器,电气设备,1.33,29.0,6.0,12.5,151356.64
1894,300507.SZ,苏奥传感,汽车配件,1.33,28.0,6.0,20.56,120573.2051
3124,601968.SH,宝钢包装,广告包装,1.33,29.0,9.0,5.08,423333.3164
3013,601225.SH,陕西煤业,煤炭开采,1.33,22.0,12.0,8.89,8890000.0
1952,300568.SZ,星源材质,化工原料,1.33,30.0,6.0,31.05,399645.8324
3185,603066.SH,音飞储存,仓储物流,1.33,28.0,6.0,7.83,235450.3707
1678,300289.SZ,利德曼,生物制药,1.33,29.0,9.0,7.81,325902.7559
254,000707.SZ,*ST双环,化工原料,1.32,29.0,0.0,4.0,185657.706
2637,600609.SH,金杯汽车,汽车配件,1.32,28.0,6.0,3.93,429418.1829
3294,603315.SH,福鞍股份,机械基件,1.32,30.0,0.0,16.83,370177.3664
1255,002803.SZ,吉宏股份,广告包装,1.32,28.0,1.0,20.4,159191.6897
3326,603367.SH,辰欣药业,化学制药,1.32,29.0,1.0,19.21,552632.8958
1252,002800.SZ,天顺股份,仓储物流,1.32,28.0,0.0,21.67,75933.6303
1869,300482.SZ,万孚生物,生物制药,1.32,29.0,1.0,35.0,784240.3765
2342,600241.SH,时代万恒,商贸代理,1.32,29.0,2.0,7.12,179115.7553
2024,300643.SZ,万通智控,汽车配件,1.32,29.0,6.0,10.41,74985.2266
3383,603579.SH,荣泰健康,医疗保健,1.32,29.0,1.0,37.03,190408.26
677,002215.SZ,诺普信,农药化肥,1.32,28.0,6.0,6.7,485903.8474
2396,600307.SH,酒钢宏兴,普钢,1.32,30.0,9.0,2.48,1553312.6412
21,000027.SZ,深圳能源,火力发电,1.32,29.0,5.0,6.58,2608635.4708
1569,300179.SZ,四方达,矿物制品,1.32,29.0,6.0,4.86,158643.8209
2386,600295.SH,鄂尔多斯,小金属,1.31,30.0,9.0,9.23,564876.0
2701,600683.SH,京投发展,区域地产,1.31,29.0,5.0,5.34,395575.2368
2805,600794.SH,保税科技,仓储物流,1.31,29.0,9.0,3.37,401560.4909
727,002266.SZ,浙富控股,电气设备,1.31,22.0,0.0,5.2,841566.0406
2547,600507.SH,方大特钢,特种钢,1.31,29.0,1.0,14.74,1954661.0599
2330,600229.SH,城市传媒,出版业,1.31,29.0,3.0,8.8,617844.4888
2374,600281.SH,太化股份,化工原料,1.31,28.0,0.0,4.87,250513.7862
1319,002872.SZ,天圣制药,化学制药,1.31,29.0,1.0,10.87,233746.5973
378,000895.SZ,双汇发展,食品,1.31,7.0,0.0,26.39,8706115.9308
22,000028.SZ,国药一致,医药商业,1.31,30.0,6.0,49.1,1511024.7831
3559,603926.SH,铁流股份,汽车配件,1.31,29.0,2.0,17.35,112935.5257
1105,002645.SZ,华宏科技,专用机械,1.31,29.0,6.0,9.06,275682.8143
1599,300210.SZ,森远股份,专用机械,1.31,29.0,5.0,4.89,195685.3809
3425,603657.SH,春光科技,塑料,1.31,28.0,6.0,34.34,82416.0
1674,300285.SZ,国瓷材料,陶瓷,1.31,30.0,0.0,21.45,876645.9101
2086,300707.SZ,威唐工业,专用机械,1.31,28.0,2.0,18.14,140030.2461
208,000637.SZ,茂化实华,石油加工,1.31,28.0,0.0,5.34,195708.3124
1455,300065.SZ,海兰信,软件服务,1.31,29.0,6.0,14.27,428335.9487
1383,002942.SZ,新农股份,农药化肥,1.31,28.0,9.0,33.55,100650.0
991,002531.SZ,天顺风能,电气设备,1.31,30.0,0.0,6.98,1234750.527
2193,600074.SH,*ST保千,电脑设备,1.31,30.0,8.0,1.28,131334.8009
3001,601179.SH,中国西电,电气设备,1.31,29.0,6.0,4.39,2250262.3525
2198,600079.SH,人福医药,化学制药,1.31,30.0,6.0,11.49,1477670.3722
2128,300753.SZ,爱朋医疗,医疗保健,1.31,3.0,1.0,42.59,86031.8
417,000949.SZ,新乡化纤,化纤,1.31,29.0,9.0,3.43,418535.3811
1530,300140.SZ,中环装备,电气设备,1.3,29.0,0.0,11.21,276756.8844
748,002287.SZ,奇正藏药,中成药,1.3,28.0,6.0,30.83,1251698.0
1592,300203.SZ,聚光科技,环境保护,1.3,30.0,6.0,28.38,1281805.1202
86,000417.SZ,合肥百货,百货,1.3,28.0,9.0,5.38,419116.7686
264,000718.SZ,苏宁环球,区域地产,1.3,29.0,9.0,3.94,901992.6643
3145,603009.SH,北特科技,汽车配件,1.3,28.0,1.0,7.44,238574.8456
1237,002783.SZ,凯龙股份,化工原料,1.3,29.0,2.0,9.16,305834.08
2531,600488.SH,天药股份,化学制药,1.3,29.0,9.0,4.64,449484.6244
1292,002843.SZ,泰嘉股份,钢加工,1.3,29.0,0.0,16.2,136080.0
1072,002612.SZ,朗姿股份,服饰,1.3,29.0,9.0,10.33,216492.5328
2101,300723.SZ,一品红,化学制药,1.3,29.0,6.0,34.44,163015.9989
135,000544.SZ,中原环保,环境保护,1.3,29.0,5.0,6.45,336464.4332
1145,002685.SZ,华东重机,工程机械,1.3,29.0,1.0,6.7,501207.9037
2106,300729.SZ,乐歌股份,家居用品,1.3,29.0,6.0,26.5,65479.8067
876,002415.SZ,海康威视,电器仪表,1.3,30.0,10.0,35.28,28487557.4548
3515,603843.SH,正平股份,建筑施工,1.3,29.0,0.0,9.61,185315.716
1904,300517.SZ,海波重科,建筑施工,1.3,29.0,0.0,16.45,67650.625
2865,600862.SH,中航高科,航空,1.3,30.0,1.0,9.02,1256530.2945
2783,600769.SH,祥龙电业,建筑施工,1.3,28.0,5.0,5.11,191613.3492
2023,300642.SZ,透景生命,医疗保健,1.3,30.0,5.0,45.1,240231.915
781,002320.SZ,海峡股份,水运,1.3,29.0,2.0,17.65,985510.5838
2807,600796.SH,钱江生化,农药化肥,1.3,28.0,5.0,6.1,183855.3078
29,000036.SZ,华联控股,全国地产,1.3,29.0,0.0,7.7,874984.4657
2998,601168.SH,西部矿业,铜,1.3,29.0,9.0,6.78,1615674.0
2925,600971.SH,恒源煤电,煤炭开采,1.3,29.0,9.0,7.18,718002.9223
1122,002662.SZ,京威股份,汽车配件,1.3,29.0,2.0,5.0,729485.55
3573,603966.SH,法兰泰克,机械基件,1.29,29.0,1.0,11.24,104519.7529
568,002106.SZ,莱宝高科,元器件,1.29,30.0,5.0,8.45,594756.9697
2921,600966.SH,博汇纸业,造纸,1.29,28.0,3.0,3.66,489285.0094
702,002240.SZ,威华股份,家居用品,1.29,28.0,2.0,10.23,501938.4026
206,000635.SZ,英力特,化工原料,1.29,29.0,6.0,10.35,313695.6681
3549,603906.SH,龙蟠科技,化工原料,1.29,29.0,9.0,10.02,93512.0909
2140,600006.SH,东风汽车,汽车整车,1.29,29.0,9.0,4.48,896000.0
2113,300737.SZ,科顺股份,其他建材,1.29,28.0,0.0,10.52,286742.3787
2120,300745.SZ,欣锐科技,汽车配件,1.29,28.0,5.0,38.01,108822.63
469,002007.SZ,华兰生物,生物制药,1.29,29.0,2.0,43.75,3511555.2106
2125,300750.SZ,宁德时代,电气设备,1.29,30.0,12.0,87.17,1893713.6206
2834,600826.SH,兰生股份,商贸代理,1.29,29.0,5.0,11.68,491310.1924
1211,002756.SZ,永兴特钢,特种钢,1.29,28.0,1.0,16.64,307750.2921
2167,600038.SH,中直股份,航空,1.29,29.0,15.0,45.75,2696855.9757
2195,600076.SH,康欣新材,其他建材,1.29,29.0,6.0,5.03,520234.8569
2496,600433.SH,冠豪高新,造纸,1.29,28.0,2.0,4.48,569549.3185
3109,601899.SH,紫金矿业,黄金,1.29,30.0,9.0,3.54,5974006.9463
