,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_DELTA_ODDS,COL_MA_20_SLOPE,COL_CIRC_MV
569,002737.SZ,002737,葵花药业,中成药,0.99,-0.46,-0.5208246753246751,0.19,82.62
570,603828.SH,603828,柯利达,装修装饰,1.2,-0.01,-0.5203662337662338,0.24,23.16
571,603616.SH,603616,韩建河山,其他建材,0.74,-0.05,-0.5191103896103896,0.18,16.08
572,300535.SZ,300535,达威股份,化工原料,2.11,0.06,-0.5179163636363637,0.31,11.27
573,002937.SZ,002937,兴瑞科技,元器件,15.25,2.53,-0.5178594805194803,0.32,13.72
574,600370.SH,600370,三房巷,化工原料,-0.97,-0.5,-0.5135457142857143,0.32,24.48
575,600699.SH,600699,均胜电子,汽车配件,2.51,-0.03,-0.5068212987012988,0.41,240.24
576,300194.SZ,300194,福安药业,化学制药,2.55,-0.13,-0.50528,0.23,41.68
577,601956.SH,601956,东贝集团,机械基件,-0.13,-0.46,-0.5044470129870129,0.13,16.0
578,600149.SH,600149,廊坊发展,综合类,6.59,0.86,-0.5043397402597404,0.18,22.13
579,000809.SZ,000809,铁岭新城,区域地产,2.56,0.18,-0.49924519480519486,0.51,16.5
580,600419.SH,600419,天润乳业,乳制品,-1.02,-0.51,-0.49823194805194804,0.15,36.58
581,603269.SH,603269,海鸥股份,机械基件,3.05,0.24,-0.4978872727272727,0.38,12.15
582,300327.SZ,300327,中颖电子,半导体,18.71,1.45,-0.49372493506493553,1.24,168.95
583,600099.SH,600099,林海股份,摩托车,0.79,-0.06,-0.49107766233766237,0.16,13.94
584,603355.SH,603355,莱克电气,家用电器,5.33,0.7,-0.48540051948052,0.55,221.79
585,002601.SZ,002601,龙蟒佰利,化工原料,9.29,1.18,-0.4844997402597404,0.2,553.31
586,300649.SZ,300649,杭州园林,建筑工程,-0.71,-0.48,-0.48437220779220774,0.22,14.35
587,603538.SH,603538,美诺华,化学制药,28.7,3.68,-0.4840451948051938,1.17,67.34
588,600082.SH,600082,海泰发展,园区开发,2.47,0.11,-0.4835535064935065,0.35,18.39
589,002249.SZ,002249,大洋电机,电气设备,7.24,1.08,-0.48262545454545447,0.37,94.8
590,603859.SH,603859,能科股份,软件服务,11.64,1.49,-0.47956467532467495,0.84,46.66
591,002100.SZ,002100,天康生物,饲料,6.4,0.68,-0.4773218181818184,0.31,107.35
592,002144.SZ,002144,宏达高科,纺织,2.37,0.09,-0.47542701298701284,0.11,12.66
593,000558.SZ,000558,莱茵体育,文教休闲,-0.33,-0.59,-0.47212753246753253,0.33,39.3
594,603829.SH,603829,洛凯股份,电气设备,1.05,-0.04,-0.4716002597402597,0.19,7.67
595,002273.SZ,002273,水晶光电,元器件,4.23,0.12,-0.47017922077922064,0.69,159.79
596,000042.SZ,000042,中洲控股,全国地产,-0.58,-0.29,-0.46938415584415577,0.12,56.73
597,002966.SZ,002966,苏州银行,银行,4.86,0.32,-0.4676464935064935,0.54,127.54
598,002627.SZ,002627,宜昌交运,公共交通,5.48,0.63,-0.4670545454545456,0.38,29.57
599,002178.SZ,002178,延华智能,建筑工程,23.78,4.01,-0.46618961038960993,1.71,30.73
600,002687.SZ,002687,乔治白,服饰,1.09,0.01,-0.4658036363636363,0.18,15.89
601,300703.SZ,300703,创源股份,文教休闲,5.36,0.36,-0.4623220779220778,0.41,16.32
602,002598.SZ,002598,山东章鼓,机械基件,3.59,-0.33,-0.46123168831168826,0.31,17.87
603,601139.SH,601139,深圳燃气,供气供热,-1.0,-0.42,-0.4587397402597402,0.14,199.93
604,002009.SZ,002009,天奇股份,工程机械,4.64,0.68,-0.45790727272727316,0.4,39.25
605,600658.SH,600658,电子城,园区开发,0.49,-0.03,-0.45788597402597403,0.24,46.09
606,000593.SZ,000593,大通燃气,供气供热,0.62,-0.04,-0.4570742857142856,0.2,17.46
607,300619.SZ,300619,金银河,专用机械,11.92,1.07,-0.45521272727272755,0.78,12.07
608,300062.SZ,300062,中能电气,电气设备,6.74,0.53,-0.45420285714285735,0.81,17.83
609,605222.SH,605222,起帆电缆,电气设备,-0.66,-0.34,-0.45392415584415585,0.05,9.85
610,600510.SH,600510,黑牡丹,全国地产,3.24,0.13,-0.44550441558441567,0.44,71.21
611,603885.SH,603885,吉祥航空,空运,3.8,0.32,-0.4429864935064935,0.96,306.39
612,300376.SZ,300376,易事特,电气设备,12.58,1.91,-0.4389496103896109,0.47,161.13
613,600847.SH,600847,万里股份,电气设备,3.66,0.42,-0.4333103896103896,0.34,13.89
614,002930.SZ,002930,宏川智慧,仓储物流,7.24,1.02,-0.43061064935064897,0.13,69.22
615,601963.SH,601963,重庆银行,银行,-0.18,-0.43,-0.4281963636363635,0.18,39.09
616,603877.SH,603877,太平鸟,服饰,-1.43,-1.02,-0.4278418181818182,0.14,236.93
617,300518.SZ,300518,盛讯达,软件服务,17.73,1.37,-0.42760493506493513,1.07,34.56
618,300418.SZ,300418,昆仑万维,互联网,0.22,-0.6,-0.427437922077922,0.05,183.17
619,600094.SH,600094,大名城,区域地产,2.47,0.25,-0.42680389610389613,0.27,85.15
620,600243.SH,600243,青海华鼎,机床制造,0.74,-0.54,-0.42544311688311676,0.96,17.99
621,002686.SZ,002686,亿利达,专用机械,10.2,0.77,-0.42304987012987016,0.54,23.69
622,603505.SH,603505,金石资源,矿物制品,6.25,0.74,-0.4229516883116883,0.08,63.91
623,601933.SH,601933,永辉超市,超市连锁,-0.9,-0.65,-0.4213399999999999,0.18,523.59
624,002409.SZ,002409,雅克科技,化工原料,14.69,0.69,-0.4213337662337665,1.44,175.88
625,300488.SZ,300488,恒锋工具,机械基件,6.05,0.49,-0.418626233766234,0.2,21.79
626,300006.SZ,300006,莱美药业,化学制药,-1.83,-0.71,-0.41847116883116886,0.53,60.91
627,603589.SH,603589,口子窖,白酒,6.21,0.83,-0.4153542857142858,1.14,419.64
628,605123.SH,605123,派克新材,钢加工,5.74,0.03,-0.4084171428571428,0.29,21.54
629,601888.SH,601888,中国中免,旅游服务,-0.8,-1.07,-0.4076020779220776,0.28,6189.35
630,603708.SH,603708,家家悦,超市连锁,4.66,-0.65,-0.40649688311688303,0.71,116.2
631,002243.SZ,002243,力合科创,塑料,4.06,-0.27,-0.4052031168831167,0.22,51.06
632,002890.SZ,002890,弘宇股份,农用机械,-1.67,-0.84,-0.40110857142857115,0.56,12.2
633,002791.SZ,002791,坚朗五金,其他建材,7.77,1.09,-0.40088467532467553,0.46,301.48
634,601718.SH,601718,际华集团,服饰,1.89,0.16,-0.4005303896103896,0.38,118.57
635,300118.SZ,300118,东方日升,电气设备,7.39,0.04,-0.3988111688311686,0.46,125.47
636,002048.SZ,002048,宁波华翔,汽车配件,6.25,0.2,-0.396872987012987,0.24,97.74
637,603063.SH,603063,禾望电气,电气设备,1.46,-0.63,-0.39640857142857155,0.4,54.37
638,600029.SH,600029,南方航空,空运,-0.47,-0.59,-0.39560181818181817,0.15,514.27
639,002975.SZ,002975,博杰股份,专用机械,1.26,-0.58,-0.39493246753246747,0.23,30.68
640,603045.SH,603045,福达合金,电气设备,-1.05,-0.41,-0.3935355844155842,0.26,15.56
641,300037.SZ,300037,新宙邦,化工原料,15.77,1.68,-0.3926129870129871,1.47,278.01
642,601229.SH,601229,上海银行,银行,1.07,0.01,-0.39077610389610384,0.24,1167.57
643,300221.SZ,300221,银禧科技,塑料,29.23,1.02,-0.38643844155844165,1.34,34.52
644,300021.SZ,300021,大禹节水,农业综合,-1.21,-0.52,-0.3857667532467532,0.2,31.84
645,000597.SZ,000597,东北制药,化学制药,4.17,0.58,-0.383625714285714,0.2,66.21
646,300182.SZ,300182,捷成股份,软件服务,6.65,0.39,-0.3832828571428571,0.53,78.84
647,000860.SZ,000860,顺鑫农业,白酒,14.84,2.1,-0.3818888311688311,1.28,427.55
648,600177.SH,600177,雅戈尔,服饰,0.81,-0.01,-0.381497922077922,0.13,346.71
649,000880.SZ,000880,潍柴重机,机械基件,3.61,0.2,-0.37847246753246755,0.26,13.01
650,002738.SZ,002738,中矿资源,小金属,12.59,1.65,-0.3775132467532467,1.15,110.98
651,300408.SZ,300408,三环集团,元器件,6.4,0.87,-0.37708805194805206,0.08,678.26
652,605336.SH,605336,帅丰电器,家用电器,-0.55,-0.47,-0.37642805194805184,0.18,9.61
653,600363.SH,600363,联创光电,元器件,10.09,1.77,-0.36991090909090873,0.68,114.64
654,002433.SZ,002433,太安堂,中成药,-1.04,-0.54,-0.36729532467532466,0.26,28.36
655,603889.SH,603889,新澳股份,纺织,14.93,0.8,-0.36037844155844145,0.61,27.58
656,601200.SH,601200,上海环境,环境保护,0.09,-0.16,-0.3599215584415584,0.17,128.68
657,002981.SZ,002981,朝阳科技,元器件,4.56,0.36,-0.35850805194805185,0.21,5.99
658,603687.SH,603687,大胜达,广告包装,4.29,0.12,-0.3582979220779221,0.24,12.07
659,600833.SH,600833,第一医药,医药商业,1.96,0.11,-0.35254467532467526,0.11,20.86
660,600114.SH,600114,东睦股份,机械基件,7.4,0.52,-0.3524109090909091,0.39,49.86
661,002056.SZ,002056,横店东磁,元器件,-0.61,-0.45,-0.3501166233766234,0.08,212.75
662,002019.SZ,002019,亿帆医药,化学制药,5.26,0.28,-0.3490961038961038,0.69,165.82
663,600285.SH,600285,羚锐制药,中成药,-1.26,-0.44,-0.3469381818181818,0.49,57.69
664,603618.SH,603618,杭电股份,电气设备,4.11,0.21,-0.34643246753246754,0.16,43.74
665,002703.SZ,002703,浙江世宝,汽车配件,3.02,-0.03,-0.3461745454545454,0.52,32.02
666,300896.SZ,300896,爱美客,医疗保健,3.09,-0.41,-0.34286675324675275,0.93,315.63
667,300018.SZ,300018,中元股份,电气设备,1.92,0.13,-0.341067012987013,0.19,20.79
668,300223.SZ,300223,北京君正,半导体,31.65,1.4,-0.34097298701298695,1.93,289.94
669,603380.SH,603380,易德龙,元器件,3.72,0.37,-0.34066597402597387,0.64,37.06
670,002595.SZ,002595,豪迈科技,专用机械,4.97,0.28,-0.33829558441558444,0.21,154.91
671,603876.SH,603876,鼎胜新材,铝,56.54,6.59,-0.3373153246753242,2.51,88.24
672,002729.SZ,002729,好利来,元器件,6.08,0.77,-0.3369462337662338,0.58,31.85
673,600549.SH,600549,厦门钨业,小金属,19.69,1.91,-0.3348085714285718,0.26,301.18
674,002672.SZ,002672,东江环保,环境保护,1.3,0.03,-0.33116597402597403,0.13,52.9
675,600351.SH,600351,亚宝药业,中成药,0.36,-0.41,-0.3295942857142857,0.18,42.35
676,600805.SH,600805,悦达投资,综合类,2.49,0.21,-0.3293825974025974,0.28,31.46
677,603667.SH,603667,五洲新春,机械基件,1.04,-0.18,-0.32920597402597385,0.23,23.05
678,300190.SZ,300190,维尔利,环境保护,0.15,-0.2,-0.3282199999999999,0.15,49.91
679,000001.SZ,000001,平安银行,银行,2.23,0.1,-0.328138961038961,0.13,4715.6
680,603866.SH,603866,桃李面包,食品,-0.35,-0.51,-0.32811532467532467,0.03,326.42
681,002746.SZ,002746,仙坛股份,农业综合,3.77,0.31,-0.3274945454545454,0.19,39.94
682,300147.SZ,300147,香雪制药,中成药,1.5,-0.13,-0.32399168831168834,0.62,52.97
683,000969.SZ,000969,安泰科技,钢加工,10.46,1.02,-0.32293818181818157,0.39,82.47
684,002006.SZ,002006,精功科技,专用机械,3.18,-0.02,-0.32200207792207775,0.46,31.0
685,601086.SH,601086,国芳集团,百货,1.02,-0.07,-0.3216877922077921,0.25,26.37
686,603010.SH,603010,万盛股份,化工原料,8.72,0.58,-0.3206589610389611,0.46,111.55
687,000563.SZ,000563,陕国投A,多元金融,0.0,-0.3,-0.32003740259740243,0.3,131.61
688,601965.SH,601965,中国汽研,汽车服务,11.97,1.59,-0.31760727272727274,0.58,178.23
689,002394.SZ,002394,联发股份,纺织,0.12,-0.13,-0.3088851948051947,0.24,26.58
690,002317.SZ,002317,众生药业,中成药,2.65,-0.13,-0.3085724675324676,0.57,63.46
691,603948.SH,603948,建业股份,化工原料,7.01,0.62,-0.30676987012987,0.21,14.79
692,300609.SZ,300609,汇纳科技,互联网,13.84,1.28,-0.3046854545454549,0.78,14.34
693,002534.SZ,002534,杭锅股份,专用机械,2.02,-0.16,-0.29678207792207784,0.22,96.96
694,603656.SH,603656,泰禾智能,专用机械,4.35,0.5,-0.2964301298701296,0.76,22.51
695,300621.SZ,300621,维业股份,装修装饰,3.06,-0.01,-0.29601532467532454,0.23,16.96
696,600783.SH,600783,鲁信创投,多元金融,-0.34,-0.46,-0.29344259740259726,0.08,87.09
697,603638.SH,603638,艾迪精密,专用机械,0.05,-0.38,-0.29285974025974026,0.39,332.54
698,002422.SZ,002422,科伦药业,化学制药,-0.14,-0.72,-0.2921477922077922,0.14,229.83
699,603301.SH,603301,振德医疗,医疗保健,-0.17,-0.45,-0.2903059740259739,0.06,109.06
700,603609.SH,603609,禾丰股份,饲料,0.28,-0.21,-0.2902067532467532,0.19,96.49
701,300733.SZ,300733,西菱动力,汽车配件,10.66,0.48,-0.2837161038961039,1.14,27.77
702,603607.SH,603607,京华激光,造纸,4.63,0.39,-0.28265142857142844,0.2,27.46
703,002896.SZ,002896,中大力德,机械基件,5.06,0.47,-0.2812412987012986,0.05,19.43
704,603187.SH,603187,海容冷链,机械基件,11.5,0.95,-0.2805316883116885,0.59,84.01
705,002254.SZ,002254,泰和新材,化纤,11.47,0.69,-0.28027818181818176,0.62,82.62
706,300360.SZ,300360,炬华科技,电器仪表,2.8,0.18,-0.279208831168831,0.13,33.61
707,300630.SZ,300630,普利制药,化学制药,3.68,0.03,-0.27877714285714283,0.57,170.98
708,002948.SZ,002948,青岛银行,银行,-1.2,-0.47,-0.27846779220779216,0.2,30.01
709,600640.SH,600640,号百控股,影视音像,7.2,0.97,-0.2780553246753248,0.66,103.12
710,300347.SZ,300347,泰格医药,医疗保健,8.45,0.93,-0.2780098701298698,1.13,1044.8
711,601628.SH,601628,中国人寿,保险,1.0,-0.26,-0.2776277922077921,0.43,7371.53
712,002276.SZ,002276,万马股份,电气设备,-0.61,-0.44,-0.2773581818181817,0.15,66.25
713,600036.SH,600036,招商银行,银行,1.28,-0.22,-0.2772371428571429,0.27,11758.5
714,600232.SH,600232,金鹰股份,纺织,3.05,0.35,-0.27676675324675326,0.4,18.49
715,603738.SH,603738,泰晶科技,元器件,20.25,1.56,-0.2766818181818187,0.99,46.58
716,300641.SZ,300641,正丹股份,化工原料,12.85,1.2,-0.27568675324675307,0.45,35.25
717,000570.SZ,000570,苏常柴A,机械基件,4.24,0.38,-0.2750581818181818,0.37,23.24
718,600885.SH,600885,宏发股份,电气设备,4.72,0.05,-0.27433610389610397,0.26,411.33
719,300030.SZ,300030,阳普医疗,医疗保健,1.82,-0.31,-0.2719776623376623,0.09,28.39
720,603288.SH,603288,海天味业,食品,0.22,-0.25,-0.27178519480519475,0.52,5734.58
721,603800.SH,603800,道森股份,专用机械,4.62,0.34,-0.2697942857142856,0.23,18.84
722,603087.SH,603087,甘李药业,生物制药,-1.19,-0.75,-0.2688428571428572,0.13,70.4
723,603188.SH,603188,亚邦股份,染料涂料,7.18,1.15,-0.26830389610389616,0.34,35.25
724,002492.SZ,002492,恒基达鑫,仓储物流,-0.54,-0.62,-0.26817168831168825,0.18,21.94
725,002932.SZ,002932,明德生物,医疗保健,4.06,-0.44,-0.2681179220779223,0.23,28.16
726,000738.SZ,000738,航发控制,航空,7.21,1.07,-0.2681005194805195,0.85,245.17
727,300540.SZ,300540,深冷股份,专用机械,3.07,0.13,-0.26670363636363636,0.06,15.88
728,300429.SZ,300429,强力新材,化工原料,9.68,0.3,-0.26545688311688304,0.89,38.76
729,603369.SH,603369,今世缘,白酒,3.8,0.52,-0.2606114285714285,0.92,763.74
730,300146.SZ,300146,汤臣倍健,医疗保健,3.26,0.28,-0.2589041558441558,0.56,330.49
731,002982.SZ,002982,湘佳股份,农业综合,17.45,2.17,-0.2585236363636372,0.98,23.82
732,002745.SZ,002745,木林森,电气设备,10.02,0.81,-0.2583166233766232,0.35,140.01
733,600479.SH,600479,千金药业,中成药,3.06,0.08,-0.2558231168831169,0.31,40.89
734,002191.SZ,002191,劲嘉股份,广告包装,6.93,0.61,-0.2553036363636362,0.36,167.11
735,603015.SH,603015,弘讯科技,电气设备,1.44,0.01,-0.25251064935064915,0.16,25.63
736,600376.SH,600376,首开股份,区域地产,0.71,-0.07,-0.25181844155844146,0.18,146.78
737,002229.SZ,002229,鸿博股份,广告包装,2.76,0.16,-0.25028597402597397,0.15,33.38
738,600160.SH,600160,巨化股份,化工原料,11.1,1.29,-0.2497441558441562,0.62,283.74
739,300068.SZ,300068,南都电源,电气设备,6.96,0.52,-0.2485553246753246,0.3,86.33
740,300258.SZ,300258,精锻科技,汽车配件,6.37,0.32,-0.24702805194805183,0.28,49.64
741,603389.SH,603389,亚振家居,家居用品,3.42,0.29,-0.24289844155844142,0.22,11.9
742,002545.SZ,002545,东方铁塔,农药化肥,4.83,0.46,-0.24258129870129874,0.41,82.09
743,600831.SH,600831,广电网络,影视音像,-0.49,-0.77,-0.2423264935064935,0.32,42.98
744,603508.SH,603508,思维列控,软件服务,4.29,0.16,-0.24156493506493504,0.21,45.16
745,603757.SH,603757,大元泵业,专用机械,7.09,0.51,-0.2399994805194804,0.4,34.49
746,600107.SH,600107,美尔雅,服饰,3.78,0.35,-0.23961220779220777,0.14,25.7
747,002643.SZ,002643,万润股份,化工原料,3.03,-0.29,-0.23880441558441556,0.32,145.79
748,002917.SZ,002917,金奥博,化工原料,2.38,0.33,-0.23738363636363619,0.12,15.96
749,603879.SH,603879,永悦科技,化工原料,13.49,0.5,-0.23562233766233764,1.08,22.8
750,002082.SZ,002082,万邦德,中成药,3.03,0.05,-0.23500571428571435,0.56,31.08
751,300458.SZ,300458,全志科技,元器件,31.39,3.4,-0.23498103896103917,2.21,153.28
752,000973.SZ,000973,佛塑科技,塑料,5.7,0.47,-0.23490415584415592,0.23,43.05
753,002838.SZ,002838,道恩股份,塑料,4.63,-0.4,-0.23466805194805196,0.33,65.19
754,002885.SZ,002885,京泉华,元器件,20.4,3.34,-0.2340012987012985,1.36,18.58
755,300671.SZ,300671,富满电子,半导体,39.41,4.99,-0.23330103896103704,3.17,142.13
756,603035.SH,603035,常熟汽饰,汽车配件,-0.61,-0.54,-0.23289844155844186,0.07,51.48
757,002074.SZ,002074,国轩高科,电气设备,12.23,1.49,-0.22959558441558436,0.86,447.64
758,300956.SZ,300956,英力股份,IT设备,3.46,0.3,-0.22906623376623392,0.11,8.7
759,300637.SZ,300637,扬帆新材,化工原料,16.63,0.96,-0.22632233766233767,1.07,22.34
760,300211.SZ,300211,亿通科技,通信设备,11.31,0.49,-0.22624571428571433,0.32,29.22
761,605500.SH,605500,森林包装,造纸,-0.88,-0.44,-0.22571480519480525,0.06,9.01
762,603880.SH,603880,南卫股份,医疗保健,0.26,-0.29,-0.22319999999999998,0.13,22.36
763,002250.SZ,002250,联化科技,化工原料,25.25,3.11,-0.22079142857142786,1.5,266.92
764,002119.SZ,002119,康强电子,半导体,11.4,1.33,-0.2206935064935065,1.11,44.54
765,600390.SH,600390,五矿资本,多元金融,-0.64,-0.41,-0.2146953246753246,0.16,278.88
766,000858.SZ,000858,五粮液,白酒,0.34,-0.18,-0.21419090909090902,0.81,12145.4
767,002519.SZ,002519,银河电子,通信设备,3.41,0.46,-0.21246181818181814,0.26,39.83
768,002963.SZ,002963,豪尔赛,装修装饰,2.14,0.04,-0.21150493506493498,0.13,10.85
769,603185.SH,603185,上机数控,机床制造,1.37,-0.8,-0.2113950649350651,0.62,117.4
770,002267.SZ,002267,陕天然气,供气供热,2.35,0.27,-0.21100441558441552,0.15,77.62
771,603356.SH,603356,华菱精工,机械基件,1.13,0.04,-0.20979532467532466,0.1,13.17
772,600207.SH,600207,安彩高科,供气供热,4.64,0.5,-0.20978441558441563,0.31,58.34
773,300642.SZ,300642,透景生命,医疗保健,3.54,-0.94,-0.20917714285714317,0.38,52.63
774,002556.SZ,002556,辉隆股份,其他商业,8.61,0.67,-0.2090283116883117,0.65,96.48
775,000895.SZ,000895,双汇发展,食品,-1.0,-0.48,-0.20874181818181803,0.23,517.66
776,300317.SZ,300317,珈伟新能,半导体,13.81,1.69,-0.20832415584415553,0.53,47.53
777,603158.SH,603158,腾龙股份,汽车配件,4.71,0.43,-0.206934025974026,0.06,38.12
778,002741.SZ,002741,光华科技,化工原料,10.77,1.53,-0.2041046753246749,0.68,51.55
779,002131.SZ,002131,利欧股份,互联网,0.0,-0.31,-0.20281818181818176,0.43,134.27
780,603488.SH,603488,展鹏科技,电气设备,-0.67,-0.54,-0.20019792207792203,0.26,21.61
781,600309.SH,600309,万华化学,化工原料,4.53,0.21,-0.1974696103896104,0.47,1618.95
782,003026.SZ,003026,中晶科技,半导体,9.2,0.59,-0.19653818181818172,0.67,21.51
783,600184.SH,600184,光电股份,专用机械,3.81,0.35,-0.1946719480519482,0.28,56.78
784,600055.SH,600055,万东医疗,医疗保健,12.3,0.34,-0.1934379220779221,0.78,82.96
785,603486.SH,603486,科沃斯,家用电器,14.37,0.94,-0.19341350649350686,0.64,1019.45
786,300959.SZ,300959,线上线下,通信设备,25.06,2.11,-0.19317558441558402,1.45,15.06
787,603733.SH,603733,仙鹤股份,造纸,22.09,3.3,-0.19218415584415594,0.82,221.39
788,603610.SH,603610,麒盛科技,家居用品,4.14,0.58,-0.19190363636363617,0.42,32.06
789,000750.SZ,000750,国海证券,证券,1.16,-0.17,-0.1878046753246752,0.23,236.84
790,002946.SZ,002946,新乳业,乳制品,-1.55,-1.24,-0.18673246753246753,0.22,25.33
791,300673.SZ,300673,佩蒂股份,饲料,4.92,0.57,-0.18558103896103895,0.72,39.51
792,002843.SZ,002843,泰嘉股份,钢加工,7.86,1.09,-0.18537584415584418,0.4,17.01
793,002142.SZ,002142,宁波银行,银行,1.48,0.03,-0.18428805194805187,0.02,2525.44
794,603017.SH,603017,中衡设计,建筑工程,1.02,0.03,-0.18293740259740263,0.2,27.31
795,000639.SZ,000639,西王食品,食品,10.29,1.33,-0.18215194805194734,1.07,65.95
796,600785.SH,600785,新华百货,百货,0.52,-0.03,-0.18167454545454545,0.09,25.93
797,600330.SH,600330,天通股份,元器件,8.3,0.77,-0.18071999999999988,0.35,90.99
798,600066.SH,600066,宇通客车,汽车整车,2.47,0.11,-0.1788971428571428,0.15,294.23
799,002145.SZ,002145,中核钛白,化工原料,6.41,1.11,-0.17660129870129881,0.38,216.54
800,002972.SZ,002972,科安达,运输设备,4.83,0.21,-0.17542831168831166,0.12,10.11
801,300759.SZ,300759,康龙化成,化学制药,3.35,0.23,-0.17404415584415567,0.66,526.49
802,002863.SZ,002863,今飞凯达,汽车配件,3.19,0.0,-0.17083896103896082,0.2,21.0
803,600318.SH,600318,新力金融,多元金融,1.14,-0.34,-0.17014415584415582,0.89,40.39
804,600587.SH,600587,新华医疗,医疗保健,0.63,-0.94,-0.16935610389610412,0.14,76.78
805,300550.SZ,300550,和仁科技,软件服务,6.11,0.36,-0.16921610389610392,0.06,34.04
806,000581.SZ,000581,威孚高科,汽车配件,4.61,0.57,-0.16703506493506504,0.25,201.87
807,000567.SZ,000567,海德股份,多元金融,0.0,-0.28,-0.16678129870129862,0.1,62.51
808,600279.SH,600279,重庆港九,港口,2.43,0.27,-0.16629506493506496,0.27,32.97
809,300389.SZ,300389,艾比森,半导体,7.33,0.8,-0.16521168831168853,0.26,13.44
810,002430.SZ,002430,杭氧股份,化工机械,3.96,-0.23,-0.16196285714285702,0.03,314.09
811,300008.SZ,300008,天海防务,船舶,2.81,-0.12,-0.16165298701298714,0.53,43.56
812,002891.SZ,002891,中宠股份,饲料,2.43,-0.03,-0.16161090909090894,1.38,121.7
813,002878.SZ,002878,元隆雅图,文教休闲,-0.92,-0.71,-0.15930597402597402,0.11,34.28
814,601318.SH,601318,中国平安,保险,-0.57,-0.41,-0.15897324675324676,0.01,7613.2
815,603986.SH,603986,兆易创新,半导体,11.03,1.33,-0.15658987012987047,0.91,885.03
816,300537.SZ,300537,广信材料,染料涂料,42.09,2.47,-0.15657792207792198,2.06,22.64
817,000166.SZ,000166,申万宏源,证券,0.86,-0.19,-0.15597064935064928,0.21,1059.17
818,000333.SZ,000333,美的集团,家用电器,-1.22,-0.83,-0.15587324675324699,0.03,5283.64
819,300765.SZ,300765,新诺威,食品,-0.91,-0.79,-0.14721740259740257,0.34,19.38
820,600703.SH,600703,三安光电,半导体,18.78,1.72,-0.1469638961038957,1.14,1197.02
821,002682.SZ,002682,龙洲股份,公路,4.52,0.45,-0.14634623376623374,0.3,19.18
822,300491.SZ,300491,通合科技,电气设备,3.88,0.24,-0.14602701298701298,0.32,16.32
823,300373.SZ,300373,扬杰科技,半导体,10.87,1.56,-0.14393532467532455,0.86,220.86
824,300409.SZ,300409,道氏技术,陶瓷,9.86,1.01,-0.14212649350649387,0.52,47.85
825,600776.SH,600776,东方通信,通信设备,7.95,1.0,-0.1405657142857144,0.59,120.74
826,002060.SZ,002060,粤水电,建筑工程,6.71,0.71,-0.13608727272727295,0.58,43.99
827,002415.SZ,002415,海康威视,电器仪表,-0.02,-0.86,-0.13435662337662346,0.05,5038.9
828,600773.SH,600773,西藏城投,区域地产,2.6,-0.89,-0.13432935064935014,0.88,97.14
829,002594.SZ,002594,比亚迪,汽车整车,8.05,0.9,-0.13180545454545445,1.28,2181.4
830,300892.SZ,300892,品渥食品,乳制品,13.54,2.07,-0.1313441558441557,1.11,14.05
831,600105.SH,600105,永鼎股份,通信设备,7.56,1.25,-0.1303979220779219,0.28,51.09
832,600249.SH,600249,两面针,日用化工,3.74,0.14,-0.13027766233766247,0.41,27.45
833,300787.SZ,300787,海能实业,通信设备,5.93,0.84,-0.13015792207792198,0.24,13.59
834,600839.SH,600839,四川长虹,家用电器,1.47,0.07,-0.1296948051948052,0.36,127.83
835,002138.SZ,002138,顺络电子,元器件,9.2,1.29,-0.12460337662337628,0.29,234.54
836,300718.SZ,300718,长盛轴承,机械基件,6.72,0.53,-0.12237454545454529,0.4,22.18
837,600109.SH,600109,国金证券,证券,2.5,0.07,-0.11966545454545452,0.72,394.07
838,300395.SZ,300395,菲利华,玻璃,4.94,-0.09,-0.11826259740259736,0.64,135.46
839,002285.SZ,002285,世联行,房产服务,4.22,-0.11,-0.11573376623376598,0.66,124.25
840,300461.SZ,300461,田中精机,专用机械,10.12,1.79,-0.11441038961038963,0.26,13.39
841,603988.SH,603988,中电电机,电气设备,6.58,0.68,-0.1135992207792208,0.61,41.14
842,000156.SZ,000156,华数传媒,影视音像,1.32,0.04,-0.11314805194805193,0.13,98.33
843,603183.SH,603183,建研院,建筑工程,-0.72,-0.41,-0.11263636363636365,0.36,21.54
844,300668.SZ,300668,杰恩设计,装修装饰,2.9,0.24,-0.11261376623376623,0.33,7.06
845,300351.SZ,300351,永贵电器,元器件,2.39,0.2,-0.11081896103896108,0.12,20.61
846,603223.SH,603223,恒通股份,供气供热,25.57,3.61,-0.10772857142857228,1.04,81.51
847,000788.SZ,000788,北大医药,化学制药,3.19,-0.21,-0.10703454545454547,0.28,42.43
848,603392.SH,603392,万泰生物,医疗保健,9.31,1.21,-0.10584077922077939,0.46,357.51
849,603180.SH,603180,金牌厨柜,家居用品,10.36,0.46,-0.10381428571428575,0.72,72.63
850,002860.SZ,002860,星帅尔,电气设备,0.78,-0.13,-0.10316493506493507,0.18,23.58
851,603661.SH,603661,恒林股份,家居用品,0.55,-0.19,-0.10236129870129868,0.07,56.56
852,603848.SH,603848,好太太,家居用品,4.24,0.44,-0.10139272727272741,0.16,50.25
853,300070.SZ,300070,碧水源,环境保护,1.54,0.08,-0.10027766233766243,0.28,178.49
854,600493.SH,600493,凤竹纺织,纺织,5.91,0.06,-0.09773896103896113,0.2,13.65
