,ts_code,name,industry,biggest_jump,last_daily_change,circ_mv
1051,002590.SZ,万安科技,汽车配件,-0.081,0.06,299788.3351
178,000599.SZ,青岛双星,汽车配件,-0.081,0.03,266445.813
1124,002663.SZ,普邦股份,建筑施工,-0.081,0.08,338709.5966
648,002185.SZ,华天科技,半导体,-0.081,0.02,869219.0777
2470,600410.SH,华胜天成,软件服务,-0.081,0.04,706491.9953
3259,603289.SH,泰瑞机器,专用机械,-0.081,0.08,110383.9222
1181,002723.SZ,金莱特,家用电器,-0.081,0.21,166356.7
3490,603855.SH,华荣股份,专用机械,-0.081,0.05,166875.12
114,000518.SZ,四环生物,生物制药,-0.081,0.04,371662.3852
2828,600834.SH,申通地铁,公共交通,-0.08,0.02,319845.8764
147,000557.SZ,西部创业,铁路,-0.08,0.01,215955.484
509,002046.SZ,轴研科技,机械基件,-0.08,0.15,237715.0471
2891,600908.SH,无锡银行,银行,-0.08,0.11,455283.1795
3164,603063.SH,禾望电气,电气设备,-0.08,0.03,176157.0
972,002510.SZ,天汽模,汽车配件,-0.08,0.02,303259.6268
3060,601717.SH,郑煤机,工程机械,-0.08,0.04,864662.1193
2932,600997.SH,开滦股份,煤炭开采,-0.08,0.03,721029.76
2414,600343.SH,航天动力,航空,-0.08,0.01,506097.634
2927,600990.SH,四创电子,通信设备,-0.08,0.2,489393.3032
2248,600152.SH,维科技术,电气设备,-0.08,0.02,187288.2907
936,002474.SZ,榕基软件,软件服务,-0.079,0.03,306105.6803
1261,002809.SZ,红墙股份,化工原料,-0.079,0.75,101641.345
1147,002686.SZ,亿利达,专用机械,-0.079,0.19,238277.6511
2766,600765.SH,中航重机,机械基件,-0.079,0.05,611510.5152
1176,002717.SZ,岭南股份,环境保护,-0.079,0.1,488397.5734
3526,603916.SH,苏博特,化工原料,-0.079,0.09,149453.05
3082,601878.SH,浙商证券,证券,-0.079,0.18,977683.167
3273,603316.SH,诚邦股份,建筑施工,-0.079,0.23,84691.738
2571,600550.SH,保变电气,电气设备,-0.078,0.04,619981.2551
797,002335.SZ,科华恒盛,电气设备,-0.078,0.17,327302.7059
2976,601137.SH,博威合金,铜,-0.078,0.18,416179.2854
670,002207.SZ,ST准油,石油开采,-0.078,0.04,115149.637
3138,603023.SH,威帝股份,汽车配件,-0.078,0.01,181800.0
690,002227.SZ,奥特迅,电气设备,-0.078,0.06,240133.5169
1019,002558.SZ,巨人网络,互联网,-0.078,0.49,827310.8303
3116,601999.SH,出版传媒,出版业,-0.078,0.07,292535.7057
45,000059.SZ,华锦股份,石油加工,-0.078,0.03,982055.5957
2251,600156.SH,华升股份,纺织,-0.078,0.03,160844.2808
3427,603703.SH,盛洋科技,通信设备,-0.078,0.04,96311.8
621,002158.SZ,汉钟精机,工程机械,-0.078,0.1,416960.3886
837,002375.SZ,亚厦股份,装修装饰,-0.078,0.04,664668.0751
2393,600318.SH,新力金融,多元金融,-0.077,0.39,386716.0
935,002473.SZ,*ST圣莱,家用电器,-0.077,0.09,105440.0
1097,002636.SZ,金安国纪,元器件,-0.077,0.11,183806.7252
1306,002858.SZ,力盛赛车,文教休闲,-0.077,0.19,89646.37
3119,603002.SH,宏昌电子,化工原料,-0.077,0.03,226919.3267
3408,603667.SH,五洲新春,机械基件,-0.077,0.12,94648.1121
2656,600645.SH,中源协和,生物制药,-0.077,0.07,644357.5349
561,002098.SZ,浔兴股份,服饰,-0.077,0.91,272797.184
2824,600829.SH,人民同泰,医药商业,-0.077,0.05,356631.4872
481,002018.SZ,*ST华信,农药化肥,-0.077,0.02,298395.3923
3315,603396.SH,金辰股份,专用机械,-0.077,0.37,82900.6483
601,002138.SZ,顺络电子,元器件,-0.077,0.01,975194.7404
115,000519.SZ,中兵红箭,矿物制品,-0.076,0.08,485215.4749
540,002077.SZ,大港股份,区域地产,-0.076,0.09,240867.3149
2809,600814.SH,杭州解百,百货,-0.076,0.05,366808.7269
1271,002820.SZ,桂发祥,食品,-0.076,0.21,146453.8209
952,002490.SZ,山东墨龙,化工机械,-0.076,0.04,126483.012
1035,002574.SZ,明牌珠宝,服饰,-0.076,0.02,264528.0
3523,603908.SH,牧高笛,纺织,-0.076,0.45,51976.1828
2808,600812.SH,华北制药,化学制药,-0.075,0.04,683307.1815
1243,002789.SZ,建艺集团,装修装饰,-0.075,0.14,115018.837
276,000731.SZ,四川美丰,农药化肥,-0.075,0.04,308163.3474
3198,603128.SH,华贸物流,仓储物流,-0.075,0.06,573837.5063
2663,600653.SH,申华控股,汽车服务,-0.075,0.02,345783.3028
793,002331.SZ,皖通科技,软件服务,-0.075,0.22,258371.7784
3123,603007.SH,花王股份,建筑施工,-0.075,0.23,165790.786
2889,600901.SH,江苏租赁,多元金融,-0.075,0.24,395519.8146
2872,600883.SH,博闻科技,水泥,-0.075,0.07,156526.344
158,000570.SZ,苏常柴A,机械基件,-0.075,0.05,161670.1101
254,000705.SZ,浙江震元,医药商业,-0.074,0.11,173137.9543
745,002283.SZ,天润曲轴,汽车配件,-0.074,0.03,358296.5078
3482,603826.SH,坤彩科技,染料涂料,-0.074,0.46,271682.1582
462,001965.SZ,招商公路,路桥,-0.074,0.02,447195.2884
2950,601019.SH,山东出版,出版业,-0.074,0.01,321882.6
996,002535.SZ,林州重机,工程机械,-0.074,0.01,199580.8292
248,000697.SZ,炼石航空,航空,-0.074,0.23,716390.4627
395,000915.SZ,山大华特,化学制药,-0.074,0.23,364154.6329
360,000863.SZ,三湘印象,区域地产,-0.074,0.07,369449.2018
1098,002637.SZ,赞宇科技,日用化工,-0.074,0.03,188193.9623
50,000065.SZ,北方国际,建筑施工,-0.073,0.06,555357.205
2649,600638.SH,新黄浦,区域地产,-0.073,0.03,621545.2335
3170,603078.SH,江化微,化工原料,-0.073,0.69,142433.6288
249,000698.SZ,沈阳化工,化工原料,-0.073,0.03,307201.9509
3150,603037.SH,凯众股份,汽车配件,-0.073,0.21,110798.8833
1274,002823.SZ,凯中精密,机械基件,-0.073,0.12,104151.1865
2355,600275.SH,ST昌鱼,农业综合,-0.073,0.06,156213.0321
1183,002725.SZ,跃岭股份,汽车配件,-0.073,0.28,96697.5997
3226,603192.SH,汇得科技,化工原料,-0.072,1.46,86880.0011
1215,002759.SZ,天际股份,家用电器,-0.072,0.01,97359.6179
354,000856.SZ,冀东装备,机械基件,-0.072,0.44,345948.0
1323,002876.SZ,三利谱,元器件,-0.072,1.37,179929.1788
180,000601.SZ,韶能股份,水力发电,-0.072,0.03,418974.8381
2524,600496.SH,精工钢构,钢加工,-0.072,0.06,430476.882
2424,600356.SH,恒丰纸业,造纸,-0.071,0.02,171770.5424
2871,600882.SH,广泽股份,乳制品,-0.071,0.02,307859.9464
311,000791.SZ,甘肃电投,水力发电,-0.071,0.03,482631.7052
2776,600776.SH,东方通信,通信设备,-0.071,0.26,683540.0458
2651,600640.SH,号百控股,酒店餐饮,-0.071,0.1,584095.1295
1133,002672.SZ,东江环保,环境保护,-0.071,0.03,738014.998
3088,601890.SH,亚星锚链,船舶,-0.071,0.03,352099.8
3120,603003.SH,龙宇燃油,石油贸易,-0.071,0.23,303235.5887
2625,600610.SH,*ST毅达,建筑施工,-0.071,0.09,68730.15
63,000151.SZ,中成股份,商贸代理,-0.071,0.5,305725.9301
3312,603388.SH,元成股份,建筑施工,-0.071,0.29,93214.0
1099,002638.SZ,勤上股份,半导体,-0.071,0.06,293810.9646
546,002083.SZ,孚日股份,纺织,-0.071,0.01,432538.813
1325,002878.SZ,元隆雅图,文教休闲,-0.071,0.35,89359.366
3532,603926.SH,铁流股份,汽车配件,-0.07,0.09,94579.4345
2479,600425.SH,青松建化,水泥,-0.07,0.02,441212.8275
2430,600363.SH,联创光电,元器件,-0.07,0.02,355668.3535
300,000777.SZ,中核科技,机械基件,-0.07,0.05,415612.7013
148,000558.SZ,莱茵体育,文教休闲,-0.07,0.03,392935.4586
425,000958.SZ,东方能源,火力发电,-0.07,0.04,379249.263
82,000410.SZ,沈阳机床,机床制造,-0.07,0.01,480486.7502
3357,603577.SH,汇金通,钢加工,-0.069,0.22,71081.6502
3122,603006.SH,联明股份,汽车配件,-0.069,0.05,67349.2014
89,000419.SZ,通程控股,百货,-0.069,0.03,236331.1426
3,000005.SZ,世纪星源,房产服务,-0.069,0.04,280610.6257
651,002188.SZ,*ST巴士,广告包装,-0.069,0.05,88549.0304
953,002491.SZ,通鼎互联,通信设备,-0.069,0.04,953569.5487
337,000823.SZ,超声电子,元器件,-0.069,0.13,390341.2122
2350,600269.SH,赣粤高速,路桥,-0.068,0.01,924821.1775
1220,002765.SZ,蓝黛传动,汽车配件,-0.068,0.01,154465.6125
2164,600058.SH,五矿发展,商贸代理,-0.067,0.09,733186.9263
3326,603486.SH,科沃斯,家用电器,-0.067,2.12,199978.7
1297,002848.SZ,高斯贝尔,通信设备,-0.067,0.54,106579.1776
2954,601038.SH,一拖股份,农用机械,-0.067,0.06,299330.64
2378,600301.SH,ST南化,化工原料,-0.067,0.03,143205.2173
567,002104.SZ,恒宝股份,元器件,-0.067,0.04,344976.2745
2492,600452.SH,涪陵电力,水力发电,-0.067,0.36,376096.0
3346,603536.SH,惠发股份,食品,-0.066,0.17,35994.0
2401,600327.SH,大东方,百货,-0.066,0.07,313359.4126
3472,603810.SH,丰山集团,农药化肥,-0.066,0.96,80120.0
3228,603197.SH,保隆科技,汽车配件,-0.066,0.04,202707.4567
1201,002743.SZ,富煌钢构,钢加工,-0.066,0.19,210463.1979
2227,600126.SH,杭钢股份,普钢,-0.066,0.03,545902.0441
2942,601008.SH,连云港,港口,-0.066,0.01,317762.3266
2207,600105.SH,永鼎股份,通信设备,-0.066,0.06,489118.5539
461,001896.SZ,豫能控股,火力发电,-0.066,0.04,302091.3587
2973,601126.SH,四方股份,电气设备,-0.066,0.04,422849.44
3011,601326.SH,秦港股份,港口,-0.066,0.08,540611.0483
999,002538.SZ,司尔特,农药化肥,-0.066,0.06,343645.3866
3261,603298.SH,杭叉集团,专用机械,-0.065,0.16,203167.496
3263,603300.SH,华铁科技,钢加工,-0.065,0.06,215235.54
1062,002601.SZ,龙蟒佰利,化工原料,-0.065,0.38,908723.3458
1275,002824.SZ,和胜股份,铝,-0.065,0.12,72178.6697
2195,600091.SH,ST明科,化工原料,-0.065,0.04,126870.302
3338,603517.SH,绝味食品,食品,-0.065,0.87,579670.1984
3358,603578.SH,三星新材,玻璃,-0.065,0.55,64246.6
143,000552.SZ,靖远煤电,煤炭开采,-0.065,0.02,425180.7722
480,002017.SZ,东信和平,通信设备,-0.065,0.22,248136.8064
738,002276.SZ,万马股份,电气设备,-0.065,0.06,564580.9413
917,002455.SZ,百川股份,化工原料,-0.065,0.04,179258.5964
780,002318.SZ,久立特材,特种钢,-0.065,0.02,516265.4496
3363,603586.SH,金麒麟,汽车配件,-0.064,0.48,142054.8328
2564,600540.SH,新赛股份,种植业,-0.064,0.04,178479.9356
2175,600070.SH,浙江富润,纺织,-0.064,0.09,282267.2299
1316,002868.SZ,绿康生化,农业综合,-0.064,0.21,59997.6
3232,603203.SH,快克股份,专用机械,-0.064,0.37,109425.8693
3196,603126.SH,中材节能,环境保护,-0.064,0.03,329059.5
3397,603650.SH,彤程新材,化工原料,-0.064,1.02,131535.6
2218,600116.SH,三峡水利,水力发电,-0.063,0.05,783481.3411
138,000546.SZ,金圆股份,水泥,-0.063,0.11,591616.6751
613,002150.SZ,通润装备,机械基件,-0.063,0.07,179081.2582
3461,603789.SH,星光农机,农用机械,-0.063,0.02,320320.0
2897,600933.SH,爱柯迪,汽车配件,-0.063,0.07,198351.7067
736,002274.SZ,华昌化工,农药化肥,-0.063,0.04,341431.6831
267,000720.SZ,*ST新能,火力发电,-0.063,0.01,296166.78
516,002053.SZ,云南能投,食品,-0.063,0.01,270599.206
83,000411.SZ,英特集团,医药商业,-0.062,0.18,264309.1843
2573,600552.SH,凯盛科技,玻璃,-0.062,0.03,290275.9211
778,002316.SZ,亚联发展,软件服务,-0.062,0.02,196587.1408
2426,600359.SH,新农开发,农业综合,-0.062,0.08,174351.3587
983,002521.SZ,齐峰新材,造纸,-0.062,0.02,239439.8734
402,000923.SZ,河北宣工,铜,-0.062,0.42,283734.0
2440,600375.SH,华菱星马,汽车整车,-0.062,0.08,211181.4269
17,000021.SZ,深科技,电脑设备,-0.062,0.1,890412.2008
3104,601966.SH,玲珑轮胎,汽车配件,-0.062,0.18,553347.4385
125,000531.SZ,穗恒运A,火力发电,-0.062,0.03,341170.1976
3548,603970.SH,中农立华,其他商业,-0.062,0.27,118763.3194
2172,600067.SH,冠城大通,全国地产,-0.062,0.01,562525.7433
1013,002552.SZ,*ST宝鼎,机械基件,-0.062,0.07,94070.0037
3402,603659.SH,璞泰来,化工原料,-0.061,0.17,929289.4316
1007,002546.SZ,新联电子,电气设备,-0.061,0.03,300345.2937
556,002093.SZ,国脉科技,电信运营,-0.061,0.2,683635.666
3158,603050.SH,科林电气,电气设备,-0.061,0.25,94289.223
2858,600868.SH,梅雁吉祥,水力发电,-0.061,0.01,556157.5629
3327,603488.SH,展鹏科技,电气设备,-0.061,0.01,75357.8856
1028,002567.SZ,唐人神,饲料,-0.061,0.03,411161.8486
2210,600108.SH,亚盛集团,农业综合,-0.061,0.02,543189.3188
3546,603968.SH,醋化股份,化工原料,-0.061,0.21,271344.96
179,000600.SZ,建投能源,火力发电,-0.061,0.07,565732.9014
367,000880.SZ,潍柴重机,机械基件,-0.061,0.06,99053.955
791,002329.SZ,皇氏集团,乳制品,-0.06,0.03,193967.2916
3212,603166.SH,福达股份,汽车配件,-0.06,0.05,327386.3466
467,002004.SZ,华邦健康,化学制药,-0.06,0.05,840149.4404
3552,603979.SH,金诚信,建筑施工,-0.059,0.01,449865.0
823,002361.SZ,神剑股份,化工原料,-0.059,0.12,234447.81
234,000679.SZ,大连友谊,百货,-0.059,0.24,153943.4687
2535,600508.SH,上海能源,煤炭开采,-0.059,0.01,724886.154
993,002532.SZ,新界泵业,农用机械,-0.059,0.08,200650.8094
1339,002892.SZ,科力尔,电气设备,-0.058,0.06,74267.52
2379,600302.SH,标准股份,纺织机械,-0.058,0.01,150860.2745
2845,600855.SH,航天长峰,专用机械,-0.058,0.1,327853.274
285,000751.SZ,锌业股份,铅锌,-0.058,0.03,415910.2868
281,000737.SZ,*ST南风,日用化工,-0.058,0.05,161884.2
946,002484.SZ,江海股份,元器件,-0.058,0.04,424587.8037
504,002041.SZ,登海种业,种植业,-0.058,0.2,515578.6644
21,000026.SZ,飞亚达A,其他商业,-0.058,0.03,265753.6942
2491,600449.SH,宁夏建材,水泥,-0.058,0.08,378719.3853
3019,601368.SH,绿城水务,水务,-0.058,0.03,439279.1061
762,002300.SZ,太阳电缆,电气设备,-0.057,0.07,306059.2857
529,002066.SZ,瑞泰科技,其他建材,-0.057,0.39,185724.0
3360,603580.SH,艾艾精工,化工原料,-0.057,0.08,48773.571
3093,601908.SH,京运通,电气设备,-0.057,0.04,661681.8767
826,002364.SZ,中恒电气,电气设备,-0.057,0.08,607070.9241
13,000017.SZ,深中华A,文教休闲,-0.057,0.04,156641.1811
3434,603713.SH,密尔克卫,仓储物流,-0.056,0.98,119239.36
574,002111.SZ,威海广泰,航空,-0.056,0.07,329852.7762
466,002003.SZ,伟星股份,服饰,-0.056,0.08,446509.3264
3207,603158.SH,腾龙股份,汽车配件,-0.056,0.21,355615.7968
598,002135.SZ,东南网架,建筑施工,-0.056,0.03,445046.1242
3521,603903.SH,中持股份,环境保护,-0.056,0.75,170108.2532
136,000544.SZ,中原环保,环境保护,-0.056,0.03,273866.3991
3298,603360.SH,百傲化学,化工原料,-0.056,0.12,99736.6703
3372,603600.SH,永艺股份,家居用品,-0.055,0.07,180750.0
2481,600428.SH,中远海特,水运,-0.055,0.04,576442.22
1314,002866.SZ,传艺科技,电脑设备,-0.055,0.03,89494.1829
3251,603266.SH,天龙股份,塑料,-0.055,0.13,48510.0
2444,600379.SH,宝光股份,电气设备,-0.055,0.05,161562.9081
3175,603085.SH,天成自控,汽车配件,-0.055,0.17,128609.1166
101,000501.SZ,鄂武商A,百货,-0.055,0.08,673379.3032
3128,603012.SH,创力集团,专用机械,-0.055,0.06,488878.08
3033,601567.SH,三星医疗,电器仪表,-0.055,0.03,850798.5084
688,002225.SZ,濮耐股份,其他建材,-0.054,0.21,348634.0
77,000403.SZ,振兴生化,生物制药,-0.054,2.07,715483.5538
3267,603306.SH,华懋科技,汽车配件,-0.054,0.31,458994.4605
2916,600978.SH,宜华生活,家居用品,-0.054,0.1,679154.4618
2344,600261.SH,阳光照明,家用电器,-0.054,0.02,479193.9669
2308,600220.SH,江苏阳光,纺织,-0.054,0.01,406601.5943
3489,603848.SH,好太太,家居用品,-0.053,0.59,109501.7
142,000551.SZ,创元科技,专用机械,-0.053,0.09,234047.0369
757,002295.SZ,精艺股份,铜,-0.053,0.55,208452.0025
523,002060.SZ,粤水电,建筑施工,-0.053,0.02,342490.729
3154,603041.SH,美思德,化工原料,-0.052,0.2,69787.5
868,002406.SZ,远东传动,汽车配件,-0.052,0.04,235702.9081
3194,603118.SH,共进股份,通信设备,-0.052,0.06,469318.6659
628,002165.SZ,红宝丽,化工原料,-0.052,0.08,202509.2532
938,002476.SZ,宝莫股份,化工原料,-0.052,0.01,286703.0668
3392,603636.SH,南威软件,软件服务,-0.052,0.56,499710.607
37,000045.SZ,深纺织A,纺织,-0.052,0.14,310314.2707
2682,600677.SH,航天通信,通信设备,-0.052,0.11,375201.7055
2630,600615.SH,丰华股份,小金属,-0.052,0.1,181995.7728
2899,600939.SH,重庆建工,建筑施工,-0.052,0.07,201920.7629
237,000682.SZ,东方电子,电气设备,-0.052,0.02,336437.8893
2312,600225.SH,天津松江,区域地产,-0.052,0.13,320881.6644
3174,603083.SH,剑桥科技,通信设备,-0.051,0.47,130226.8215
3540,603955.SH,大千生态,环境保护,-0.051,0.8,114112.3408
1017,002556.SZ,辉隆股份,其他商业,-0.051,0.06,340528.1497
2400,600326.SH,西藏天路,建筑施工,-0.051,0.11,625673.0007
392,000911.SZ,南宁糖业,食品,-0.051,0.09,198337.5334
2788,600790.SH,轻纺城,商品城,-0.051,0.02,542342.6434
3246,603238.SH,诺邦股份,纺织,-0.05,0.07,51360.0
2253,600158.SH,中体产业,文教休闲,-0.05,0.11,546378.6708
190,000613.SZ,大东海A,旅游服务,-0.05,0.05,208266.1504
571,002108.SZ,沧州明珠,塑料,-0.05,0.09,672096.0703
1107,002646.SZ,青青稞酒,白酒,-0.05,0.04,503100.0
2285,600193.SH,*ST创兴,装修装饰,-0.05,0.03,130589.511
994,002533.SZ,金杯电工,电气设备,-0.049,0.07,239248.1761
1057,002596.SZ,海南瑞泽,其他建材,-0.049,0.01,552088.6131
2966,601107.SH,四川成渝,路桥,-0.049,0.01,720192.42
3091,601900.SH,南方传媒,出版业,-0.049,0.07,201187.0616
2626,600611.SH,大众交通,公共交通,-0.049,0.07,636269.7601
26,000031.SZ,中粮地产,全国地产,-0.049,0.05,954018.197
1383,002941.SZ,新疆交建,建筑施工,-0.049,1.0,143975.0
3349,603556.SH,海兴电力,电器仪表,-0.049,0.17,220092.7389
1301,002852.SZ,道道全,食品,-0.048,0.09,157504.4661
976,002514.SZ,宝馨科技,机械基件,-0.048,0.19,269275.5977
873,002411.SZ,延安必康,化学制药,-0.048,2.14,753843.1091
2561,600537.SH,亿晶光电,半导体,-0.048,0.03,348202.3433
700,002237.SZ,恒邦股份,黄金,-0.048,0.03,689005.075
1296,002847.SZ,盐津铺子,食品,-0.048,0.88,86059.5317
3135,603020.SH,爱普股份,食品,-0.048,0.01,247680.0
3495,603861.SH,白云电器,电气设备,-0.048,0.2,135978.8054
292,000759.SZ,中百集团,超市连锁,-0.048,0.03,379761.1402
1037,002576.SZ,通达动力,电气设备,-0.048,0.18,157610.1981
3549,603976.SH,正川股份,医疗保健,-0.047,0.53,68518.5891
2881,600892.SH,大晟文化,影视音像,-0.047,0.05,224173.401
2975,601128.SH,常熟银行,银行,-0.047,0.03,669154.9151
1122,002661.SZ,克明面业,食品,-0.047,0.05,422288.0042
3500,603876.SH,鼎胜新材,铝,-0.047,1.01,118365.0
737,002275.SZ,桂林三金,中成药,-0.046,0.06,700875.9711
800,002338.SZ,奥普光电,电器仪表,-0.046,0.1,285574.4745
2843,600853.SH,龙建股份,建筑施工,-0.046,0.02,201302.8718
2982,601163.SH,三角轮胎,汽车配件,-0.046,0.05,328118.0175
960,002498.SZ,汉缆股份,电气设备,-0.045,0.02,708413.6673
255,000707.SZ,*ST双环,化工原料,-0.045,0.04,137850.8467
908,002446.SZ,盛路通信,通信设备,-0.045,0.16,287608.1608
318,000799.SZ,酒鬼酒,白酒,-0.045,0.16,560827.4195
182,000605.SZ,渤海股份,水务,-0.045,0.2,263978.9048
3498,603869.SH,新智认知,旅游服务,-0.045,0.43,424678.9726
1158,002697.SZ,红旗连锁,超市连锁,-0.044,0.04,517872.6525
2284,600192.SH,长城电工,电气设备,-0.044,0.04,203645.828
3105,601968.SH,宝钢包装,广告包装,-0.044,0.11,359166.6523
719,002256.SZ,兆新股份,染料涂料,-0.044,0.11,410269.3566
959,002497.SZ,雅化集团,化工原料,-0.043,0.08,629878.1015
2903,600961.SH,株冶集团,铅锌,-0.043,0.55,420383.9575
618,002155.SZ,湖南黄金,黄金,-0.043,0.08,861782.1286
1095,002634.SZ,棒杰股份,服饰,-0.043,0.05,131040.0538
2554,600529.SH,山东药玻,医疗保健,-0.043,0.64,693999.7305
1092,002631.SZ,德尔未来,家居用品,-0.042,0.04,459801.5108
503,002040.SZ,南京港,港口,-0.042,0.06,257668.9466
579,002116.SZ,中国海诚,建筑施工,-0.042,0.06,304353.295
1040,002579.SZ,中京电子,元器件,-0.042,0.02,306320.9967
2799,600802.SH,福建水泥,水泥,-0.042,0.14,305117.0591
2214,600112.SH,天成控股,电气设备,-0.042,0.19,208773.9869
923,002461.SZ,珠江啤酒,啤酒,-0.041,0.02,662477.562
2706,600702.SH,舍得酒业,白酒,-0.041,0.3,832456.4
2563,600539.SH,*ST狮头,水泥,-0.041,0.08,152490.0
3390,603630.SH,拉芳家化,日用化工,-0.041,0.81,121771.7947
3445,603730.SH,岱美股份,汽车配件,-0.041,0.31,170368.4058
30,000036.SZ,华联控股,全国地产,-0.04,0.09,649988.4603
911,002449.SZ,国星光电,半导体,-0.04,0.01,649425.2225
1230,002775.SZ,文科园林,建筑施工,-0.04,0.27,283069.7196
919,002457.SZ,青龙管业,塑料,-0.04,0.23,287963.5904
2546,600520.SH,文一科技,机械基件,-0.04,0.24,226396.47
3345,603535.SH,嘉诚国际,仓储物流,-0.04,0.45,131499.2
980,002518.SZ,科士达,电器仪表,-0.039,0.02,472026.568
1083,002622.SZ,融钰集团,电气设备,-0.039,0.11,312463.9854
1236,002781.SZ,奇信股份,装修装饰,-0.039,0.55,144850.5363
3554,603985.SH,恒润股份,机械基件,-0.039,0.06,132787.2
272,000726.SZ,鲁泰A,纺织,-0.039,0.03,534598.4118
25,000030.SZ,富奥股份,汽车配件,-0.038,0.09,703725.9714
3276,603320.SH,迪贝电气,机械基件,-0.038,0.28,60970.0
3001,601228.SH,广州港,港口,-0.038,0.06,616237.86
1043,002582.SZ,好想你,食品,-0.038,0.45,218239.1571
2912,600973.SH,宝胜股份,电气设备,-0.038,0.01,342800.8053
2490,600448.SH,华纺股份,纺织,-0.038,0.09,223893.3838
2768,600767.SH,ST运盛,医疗保健,-0.038,0.1,162955.067
776,002314.SZ,南山控股,区域地产,-0.038,0.01,377838.4854
181,000603.SZ,盛达矿业,铅锌,-0.037,0.32,381056.2238
3066,601789.SH,宁波建工,建筑施工,-0.037,0.05,329915.04
982,002520.SZ,日发精机,机床制造,-0.037,0.07,361586.8115
1338,002891.SZ,中宠股份,饲料,-0.037,0.05,175302.9596
822,002360.SZ,同德化工,化工原料,-0.036,0.01,166381.081
1169,002709.SZ,天赐材料,化工原料,-0.036,0.13,482576.4435
3375,603603.SH,博天环境,环境保护,-0.036,0.94,409543.5462
1029,002568.SZ,百润股份,红黄药酒,-0.036,0.22,438626.0861
3132,603017.SH,中衡设计,建筑施工,-0.036,1.02,311704.9868
1047,002586.SZ,围海股份,建筑施工,-0.036,0.1,352373.1393
1002,002541.SZ,鸿路钢构,钢加工,-0.036,0.17,275088.222
3309,603385.SH,惠达卫浴,家居用品,-0.036,0.13,238672.8689
809,002347.SZ,泰尔股份,机械基件,-0.036,0.05,127642.354
2735,600732.SH,ST新梅,区域地产,-0.036,0.06,203997.0676
1239,002785.SZ,万里石,其他建材,-0.036,0.09,90394.2685
62,000150.SZ,宜华健康,医疗保健,-0.035,0.17,877953.6569
2566,600545.SH,卓郎智能,纺织机械,-0.035,0.04,500757.2615
3377,603606.SH,东方电缆,电气设备,-0.035,0.44,365654.0745
694,002231.SZ,奥维通信,通信设备,-0.035,0.08,207997.856
500,002037.SZ,久联发展,化工原料,-0.035,0.24,277935.5678
728,002266.SZ,浙富控股,电气设备,-0.035,0.01,660305.6627
3305,603377.SH,东方时尚,汽车服务,-0.035,0.39,223053.8888
856,002394.SZ,联发股份,纺织,-0.034,0.02,326289.6
1206,002749.SZ,国光股份,农药化肥,-0.034,0.68,268818.8545
218,000659.SZ,珠海中富,广告包装,-0.034,0.08,547709.2735
2483,600433.SH,冠豪高新,造纸,-0.033,0.13,485642.4992
74,000400.SZ,许继电气,电气设备,-0.033,0.02,938599.5054
931,002469.SZ,三维工程,建筑施工,-0.033,0.06,191393.7923
3525,603912.SH,佳力图,专用机械,-0.033,0.36,137445.0
1308,002860.SZ,星帅尔,电气设备,-0.033,0.19,90755.503
3447,603737.SH,三棵树,染料涂料,-0.033,0.03,176601.8622
3230,603199.SH,九华旅游,旅游景点,-0.033,0.02,226894.0
989,002528.SZ,英飞拓,电脑设备,-0.032,0.03,335295.3115
2867,600877.SH,ST嘉陵,摩托车,-0.031,0.06,320273.4306
331,000816.SZ,*ST慧业,农用机械,-0.031,0.03,209795.5631
945,002483.SZ,润邦股份,工程机械,-0.031,0.02,270505.7488
874,002412.SZ,汉森制药,中成药,-0.031,0.03,418785.375
2956,601066.SH,中信建投,证券,-0.03,0.34,420800.0
3524,603909.SH,合诚股份,建筑施工,-0.03,0.53,60575.0
139,000547.SZ,航天发展,通信设备,-0.03,0.38,813405.2657
266,000719.SZ,中原传媒,出版业,-0.03,0.1,517039.3458
29,000035.SZ,中国天楹,环境保护,-0.03,0.08,671290.899
3362,603585.SH,苏利股份,化工原料,-0.03,0.23,116100.0
3148,603035.SH,常熟汽饰,汽车配件,-0.03,0.21,220434.4704
2208,600106.SH,重庆路桥,路桥,-0.03,0.03,350379.3346
1229,002774.SZ,快意电梯,运输设备,-0.03,0.82,77323.4616
2494,600456.SH,宝钛股份,小金属,-0.029,0.2,686273.7915
3510,603887.SH,城地股份,建筑施工,-0.029,0.5,126689.876
524,002061.SZ,浙江交科,化工原料,-0.028,0.12,682332.2871
3240,603226.SH,菲林格尔,家居用品,-0.028,0.43,48460.7035
1209,002752.SZ,昇兴股份,广告包装,-0.028,0.06,124274.846
2989,601188.SH,龙江交通,路桥,-0.028,0.1,413185.8713
3101,601952.SH,苏垦农发,种植业,-0.028,0.11,280372.9482
645,002182.SZ,云海金属,小金属,-0.027,0.18,313405.5998
3330,603500.SH,祥和实业,运输设备,-0.027,0.32,57355.2
9,000011.SZ,深物业A,区域地产,-0.027,0.19,189931.6361
2295,600206.SH,有研新材,半导体,-0.027,0.23,599726.5074
3180,603096.SH,新经典,出版业,-0.027,0.96,314449.776
3512,603889.SH,新澳股份,纺织,-0.026,0.01,357828.8208
866,002404.SZ,嘉欣丝绸,纺织,-0.026,0.03,236528.8966
420,000951.SZ,中国重汽,汽车整车,-0.026,0.08,780930.347
