,ts_code,symbol,name,industry,COL_MA,COL_LASTPRICE,COL_MA_CLOSE_GAP,COL_MA_10,COL_MA_20,COL_MA_GAP,concept
360,002761.SZ,002761,多喜爱,纺织,19.38,22.39,15.53,21.59,19.38,11.4,"纺织服装, 高质押率, 举牌股, 高送转, 人工智能, 股权转让, 年报季报, "
361,002548.SZ,002548,金新农,饲料,13.16,15.24,15.81,14.45,13.16,9.8,"回购, 饲料, 养猪, 股权转让, 动物保健, "
362,600470.SH,600470,六国化工,农药化肥,5.31,6.15,15.82,5.41,5.31,1.88,"安徽国企改革, 煤化工, 化肥, 磷化工, "
363,000650.SZ,000650,仁和药业,中成药,7.59,8.81,16.07,8.12,7.59,6.98,"医药, 中药, 互联网金融, 互联网医疗, 眼科, "
364,000995.SZ,000995,*ST皇台,白酒,6.42,7.47,16.36,7.61,6.42,18.54,"教育, 白酒, 资产重组, ST股, 壳公司, "
365,600393.SH,600393,粤泰股份,全国地产,3.42,3.99,16.67,3.83,3.42,11.99,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
366,603519.SH,603519,立霸股份,家用电器,12.64,14.82,17.25,13.79,12.64,9.1,"白色家电, 家电, "
367,300404.SZ,300404,博济医药,医疗保健,17.12,20.19,17.93,18.71,17.12,9.29,"医药, 创新药, "
368,002418.SZ,002418,康盛股份,机械基件,5.69,6.72,18.1,6.16,5.69,8.26,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
369,603045.SH,603045,福达合金,电气设备,32.2,38.12,18.39,33.81,32.2,5.0,
370,000702.SZ,000702,正虹科技,饲料,7.37,8.74,18.59,7.73,7.37,4.88,"饲料, 业绩预增, 湖南国企改革, 农垦, "
371,300405.SZ,300405,科隆股份,化工原料,9.88,11.72,18.62,10.03,9.88,1.52,"石油化工, "
372,600478.SH,600478,科力远,元器件,6.42,7.67,19.47,6.76,6.42,5.3,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
373,002234.SZ,002234,民和股份,农业综合,29.86,35.71,19.59,32.22,29.86,7.9,"养鸡, "
374,600769.SH,600769,祥龙电业,建筑施工,5.82,6.98,19.93,6.28,5.82,7.9,"电改, "
375,603609.SH,603609,禾丰牧业,饲料,11.68,14.01,19.95,12.47,11.68,6.76,"饲料, 养猪, "
376,002611.SZ,002611,东方精工,轻工机械,4.95,5.95,20.2,5.29,4.95,6.87,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
377,000815.SZ,000815,美利云,造纸,9.41,11.42,21.36,9.58,9.41,1.81,"大数据, 云计算, 造纸, 宁夏, "
378,600378.SH,600378,天科股份,化工原料,13.69,16.72,22.13,14.52,13.69,6.06,"油服, 可燃冰, 央企改革, 业绩预增, 页岩气, 石油化工, 燃料电池, 资产重组, 碳交易, "
379,600198.SH,600198,大唐电信,通信设备,14.69,18.01,22.6,16.36,14.69,11.37,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
380,300430.SZ,300430,诚益通,电器仪表,11.11,13.68,23.13,12.22,11.11,9.99,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
381,300022.SZ,300022,吉峰科技,农用机械,5.18,6.38,23.17,5.62,5.18,8.49,"乡村振兴, 农机, "
382,603906.SH,603906,龙蟠科技,化工原料,11.18,13.83,23.7,12.01,11.18,7.42,"社保重仓, 石油化工, "
383,002330.SZ,002330,得利斯,食品,6.68,8.3,24.25,7.21,6.68,7.93,"养猪, 食品, "
384,300292.SZ,300292,吴通控股,软件服务,5.17,6.67,29.01,5.86,5.17,13.35,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
385,600794.SH,600794,保税科技,仓储物流,4.86,6.36,30.86,5.65,4.86,16.26,"军工, 军民融合, 快递物流, "
386,002467.SZ,002467,二六三,电信运营,8.92,11.74,31.61,9.46,8.92,6.05,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
387,300152.SZ,300152,科融环境,环境保护,3.4,4.51,32.65,3.81,3.4,12.06,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
388,002547.SZ,002547,春兴精工,通信设备,10.17,13.5,32.74,12.27,10.17,20.65,"5G, 特斯拉, 华为产业链, 3D玻璃, "
389,002140.SZ,002140,东华科技,建筑施工,9.51,12.82,34.81,10.18,9.51,7.05,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
390,300145.SZ,300145,中金环境,专用机械,4.91,6.68,36.05,5.53,4.91,12.63,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
391,002054.SZ,002054,德美化工,化工原料,8.01,11.65,45.44,8.51,8.01,6.24,"半导体, 国资入股, 壳公司, 创投, "
392,600213.SH,600213,亚星客车,汽车整车,9.49,13.86,46.05,10.78,9.49,13.59,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
393,600175.SH,600175,美都能源,综合类,3.19,4.66,46.08,3.62,3.19,13.48,"油气改革, 破净股, 天然气, 石油化工, 高质押率, 锂电池, 互联网金融, 新能源汽车, 低价股, 石墨烯, 充电桩, "
394,300573.SZ,300573,兴齐眼药,化学制药,32.29,64.86,100.87,43.84,32.29,35.77,"医药, 化学药, 眼科, "
