,asc,ts_code,symbol,name,industry,COL_FITNESS
2612,1865.0,600582.SH,600582,天地科技,工程机械,10.51
76,1866.0,000403.SZ,000403,振兴生化,生物制药,10.5
329,1867.0,000815.SZ,000815,美利云,造纸,10.5
3133,1868.0,601996.SH,601996,丰林集团,林业,10.5
2424,1869.0,600338.SH,600338,西藏珠峰,铅锌,10.5
1846,1870.0,300459.SZ,300459,金科文化,化工原料,10.49
578,1871.0,002116.SZ,002116,中国海诚,建筑施工,10.49
1234,1872.0,002780.SZ,002780,三夫户外,其他商业,10.48
3236,1873.0,603169.SH,603169,兰石重装,专用机械,10.48
1415,1874.0,300024.SZ,300024,机器人,专用机械,10.48
1819,1875.0,300432.SZ,300432,富临精工,汽车配件,10.48
3442,1876.0,603685.SH,603685,晨丰科技,电气设备,10.47
1812,1877.0,300425.SZ,300425,环能科技,环境保护,10.46
3168,1878.0,603035.SH,603035,常熟汽饰,汽车配件,10.46
2915,1879.0,600959.SH,600959,江苏有线,影视音像,10.46
1974,1880.0,300591.SZ,300591,万里马,服饰,10.45
1013,1881.0,002553.SZ,002553,南方轴承,汽车配件,10.45
1595,1882.0,300206.SZ,300206,理邦仪器,医疗保健,10.45
931,1883.0,002470.SZ,002470,金正大,农药化肥,10.44
1872,1884.0,300485.SZ,300485,赛升药业,生物制药,10.44
1197,1885.0,002740.SZ,002740,爱迪尔,服饰,10.43
3424,1886.0,603656.SH,603656,泰禾光电,专用机械,10.43
853,1887.0,002392.SZ,002392,北京利尔,其他建材,10.43
764,1888.0,002303.SZ,002303,美盈森,造纸,10.43
191,1889.0,000616.SZ,000616,海航投资,全国地产,10.42
50,1890.0,000066.SZ,000066,中国长城,电脑设备,10.42
2932,1891.0,600980.SH,600980,北矿科技,元器件,10.42
2950,1892.0,601001.SH,601001,大同煤业,煤炭开采,10.41
1072,1893.0,002612.SZ,002612,朗姿股份,服饰,10.41
3212,1894.0,603116.SH,603116,红蜻蜓,服饰,10.41
2576,1895.0,600539.SH,600539,*ST狮头,水泥,10.4
1071,1896.0,002611.SZ,002611,东方精工,轻工机械,10.4
41,1897.0,000055.SZ,000055,方大集团,其他建材,10.4
3549,1898.0,603906.SH,603906,龙蟠科技,化工原料,10.4
369,1899.0,000883.SZ,000883,湖北能源,火力发电,10.39
3001,1900.0,601179.SH,601179,中国西电,电气设备,10.39
3110,1901.0,601900.SH,601900,南方传媒,出版业,10.39
3498,1902.0,603809.SH,603809,豪能股份,汽车配件,10.38
3392,1903.0,603595.SH,603595,东尼电子,元器件,10.38
2396,1904.0,600307.SH,600307,酒钢宏兴,普钢,10.37
3551,1905.0,603909.SH,603909,合诚股份,建筑施工,10.37
2199,1906.0,600080.SH,600080,金花股份,中成药,10.37
3155,1907.0,603020.SH,603020,爱普股份,食品,10.35
1876,1908.0,300489.SZ,300489,中飞股份,铝,10.34
3028,1909.0,601330.SH,601330,绿色动力,环境保护,10.32
3464,1910.0,603721.SH,603721,中广天择,影视音像,10.31
2757,1911.0,600741.SH,600741,华域汽车,汽车配件,10.3
3107,1912.0,601890.SH,601890,亚星锚链,船舶,10.29
752,1913.0,002291.SZ,002291,星期六,服饰,10.29
257,1914.0,000710.SZ,000710,贝瑞基因,医疗保健,10.28
826,1915.0,002365.SZ,002365,永安药业,化学制药,10.28
1248,1916.0,002796.SZ,002796,世嘉科技,专用机械,10.27
1643,1917.0,300254.SZ,300254,仟源医药,化学制药,10.26
477,1918.0,002015.SZ,002015,霞客环保,化纤,10.26
2383,1919.0,600291.SH,600291,西水股份,保险,10.25
2378,1920.0,600285.SH,600285,羚锐制药,中成药,10.25
3394,1921.0,603598.SH,603598,引力传媒,影视音像,10.24
339,1922.0,000828.SZ,000828,东莞控股,路桥,10.24
780,1923.0,002319.SZ,002319,乐通股份,染料涂料,10.24
135,1924.0,000544.SZ,000544,中原环保,环境保护,10.24
1511,1925.0,300121.SZ,300121,阳谷华泰,化工原料,10.24
1166,1926.0,002707.SZ,002707,众信旅游,旅游服务,10.23
1576,1927.0,300187.SZ,300187,永清环保,环境保护,10.23
1645,1928.0,300256.SZ,300256,星星科技,元器件,10.23
1461,1929.0,300071.SZ,300071,华谊嘉信,广告包装,10.23
433,1930.0,000968.SZ,000968,蓝焰控股,煤炭开采,10.22
3517,1931.0,603855.SH,603855,华荣股份,专用机械,10.21
1963,1932.0,300580.SZ,300580,贝斯特,汽车配件,10.21
1661,1933.0,300272.SZ,300272,开能健康,环境保护,10.19
726,1934.0,002265.SZ,002265,西仪股份,汽车配件,10.19
544,1935.0,002082.SZ,002082,万邦德,铝,10.19
2209,1936.0,600091.SH,600091,ST明科,化工原料,10.18
2130,1937.0,300756.SZ,300756,中山金马,专用机械,10.18
1943,1938.0,300558.SZ,300558,贝达药业,化学制药,10.18
324,1939.0,000809.SZ,000809,铁岭新城,区域地产,10.18
3039,1940.0,601390.SH,601390,中国中铁,建筑施工,10.18
276,1941.0,000732.SZ,000732,泰禾集团,区域地产,10.18
1445,1942.0,300054.SZ,300054,鼎龙股份,化工原料,10.17
660,1943.0,002198.SZ,002198,嘉应制药,中成药,10.17
3011,1944.0,601218.SH,601218,吉鑫科技,机械基件,10.17
3539,1945.0,603889.SH,603889,新澳股份,纺织,10.17
295,1946.0,000766.SZ,000766,通化金马,中成药,10.16
151,1947.0,000563.SZ,000563,陕国投A,多元金融,10.16
260,1948.0,000713.SZ,000713,丰乐种业,种植业,10.15
3099,1949.0,601872.SH,601872,招商轮船,水运,10.15
1914,1950.0,300528.SZ,300528,幸福蓝海,影视音像,10.15
284,1951.0,000751.SZ,000751,锌业股份,铅锌,10.15
2029,1952.0,300649.SZ,300649,杭州园林,建筑施工,10.14
3121,1953.0,601958.SH,601958,金钼股份,小金属,10.14
2998,1954.0,601168.SH,601168,西部矿业,铜,10.14
998,1955.0,002538.SZ,002538,司尔特,农药化肥,10.13
1825,1956.0,300438.SZ,300438,鹏辉能源,电气设备,10.13
3129,1957.0,601989.SH,601989,中国重工,船舶,10.12
1218,1958.0,002763.SZ,002763,汇洁股份,服饰,10.12
2975,1959.0,601098.SH,601098,中南传媒,出版业,10.12
2423,1960.0,600337.SH,600337,美克家居,家居用品,10.11
1000,1961.0,002540.SZ,002540,亚太科技,铝,10.11
2976,1962.0,601099.SH,601099,太平洋,证券,10.1
2957,1963.0,601009.SH,601009,南京银行,银行,10.1
2465,1964.0,600388.SH,600388,龙净环保,环境保护,10.1
2947,1965.0,600998.SH,600998,九州通,医药商业,10.09
2034,1966.0,300654.SZ,300654,世纪天鸿,出版业,10.08
2706,1967.0,600688.SH,600688,上海石化,石油加工,10.08
1865,1968.0,300478.SZ,300478,杭州高新,橡胶,10.07
1076,1969.0,002616.SZ,002616,长青集团,环境保护,10.07
1860,1970.0,300473.SZ,300473,德尔股份,汽车配件,10.07
2075,1971.0,300695.SZ,300695,兆丰股份,汽车配件,10.07
775,1972.0,002314.SZ,002314,南山控股,区域地产,10.07
3396,1973.0,603600.SH,603600,永艺股份,家居用品,10.06
1827,1974.0,300440.SZ,300440,运达科技,软件服务,10.06
1939,1975.0,300554.SZ,300554,三超新材,矿物制品,10.06
1045,1976.0,002585.SZ,002585,双星新材,塑料,10.06
2289,1977.0,600183.SH,600183,生益科技,元器件,10.06
290,1978.0,000758.SZ,000758,中色股份,铅锌,10.06
676,1979.0,002214.SZ,002214,大立科技,电器仪表,10.06
995,1980.0,002535.SZ,002535,林州重机,工程机械,10.05
1729,1981.0,300340.SZ,300340,科恒股份,元器件,10.05
1559,1982.0,300169.SZ,300169,天晟新材,塑料,10.05
2634,1983.0,600605.SH,600605,汇通能源,商贸代理,10.05
533,1984.0,002071.SZ,002071,长城影视,影视音像,10.04
1105,1985.0,002645.SZ,002645,华宏科技,专用机械,10.04
2045,1986.0,300665.SZ,300665,飞鹿股份,染料涂料,10.04
1903,1987.0,300516.SZ,300516,久之洋,电器仪表,10.03
486,1988.0,002024.SZ,002024,苏宁易购,电器连锁,10.02
1079,1989.0,002619.SZ,002619,艾格拉斯,互联网,10.02
3292,1990.0,603311.SH,603311,金海环境,专用机械,10.02
1185,1991.0,002728.SZ,002728,特一药业,中成药,10.01
1229,1992.0,002775.SZ,002775,文科园林,建筑施工,9.99
275,1993.0,000731.SZ,000731,四川美丰,农药化肥,9.99
2898,1994.0,600896.SH,600896,*ST海投,水运,9.99
3063,1995.0,601618.SH,601618,中国中冶,建筑施工,9.99
1639,1996.0,300250.SZ,300250,初灵信息,软件服务,9.99
3244,1997.0,603186.SH,603186,华正新材,元器件,9.99
1484,1998.0,300094.SZ,300094,国联水产,渔业,9.98
2315,1999.0,600212.SH,600212,江泉实业,综合类,9.98
2011,2000.0,300630.SZ,300630,普利制药,化学制药,9.97
28,2001.0,000035.SZ,000035,中国天楹,环境保护,9.96
1451,2002.0,300061.SZ,300061,康旗股份,医疗保健,9.96
3332,2003.0,603383.SH,603383,顶点软件,软件服务,9.96
1992,2004.0,300610.SZ,300610,晨化股份,化工原料,9.95
988,2005.0,002528.SZ,002528,英飞拓,电脑设备,9.95
636,2006.0,002174.SZ,002174,游族网络,互联网,9.94
1738,2007.0,300349.SZ,300349,金卡智能,软件服务,9.94
142,2008.0,000552.SZ,000552,靖远煤电,煤炭开采,9.94
2065,2009.0,300685.SZ,300685,艾德生物,生物制药,9.93
2177,2010.0,600057.SH,600057,厦门象屿,仓储物流,9.93
2471,2011.0,600395.SH,600395,盘江股份,煤炭开采,9.93
2111,2012.0,300735.SZ,300735,光弘科技,通信设备,9.92
140,2013.0,000550.SZ,000550,江铃汽车,汽车整车,9.91
2572,2014.0,600535.SH,600535,天士力,中成药,9.91
2607,2015.0,600577.SH,600577,精达股份,电气设备,9.89
3225,2016.0,603139.SH,603139,康惠制药,中成药,9.89
1966,2017.0,300583.SZ,300583,赛托生物,生物制药,9.89
196,2018.0,000623.SZ,000623,吉林敖东,中成药,9.89
77,2019.0,000404.SZ,000404,长虹华意,专用机械,9.89
2833,2020.0,600825.SH,600825,新华传媒,出版业,9.89
2327,2021.0,600226.SH,600226,瀚叶股份,农药化肥,9.88
1146,2022.0,002686.SZ,002686,亿利达,专用机械,9.87
3546,2023.0,603900.SH,603900,莱绅通灵,服饰,9.87
415,2024.0,000939.SZ,000939,*ST凯迪,新型电力,9.86
2743,2025.0,600727.SH,600727,鲁北化工,农药化肥,9.86
3027,2026.0,601328.SH,601328,交通银行,银行,9.86
1040,2027.0,002580.SZ,002580,圣阳股份,电气设备,9.86
1226,2028.0,002772.SZ,002772,众兴菌业,种植业,9.85
1298,2029.0,002850.SZ,002850,科达利,机械基件,9.84
3092,2030.0,601838.SH,601838,成都银行,银行,9.84
3135,2031.0,601998.SH,601998,中信银行,银行,9.82
1032,2032.0,002572.SZ,002572,索菲亚,家居用品,9.82
2402,2033.0,600313.SH,600313,农发种业,种植业,9.8
432,2034.0,000967.SZ,000967,盈峰环境,环境保护,9.8
2181,2035.0,600061.SH,600061,国投资本,证券,9.79
1101,2036.0,002641.SZ,002641,永高股份,塑料,9.79
2731,2037.0,600715.SH,600715,文投控股,影视音像,9.79
1335,2038.0,002889.SZ,002889,东方嘉盛,仓储物流,9.78
2297,2039.0,600191.SH,600191,华资实业,食品,9.77
304,2040.0,000783.SZ,000783,长江证券,证券,9.76
96,2041.0,000429.SZ,000429,粤高速A,路桥,9.76
2455,2042.0,600377.SH,600377,宁沪高速,路桥,9.75
2047,2043.0,300667.SZ,300667,必创科技,电器仪表,9.75
574,2044.0,002112.SZ,002112,三变科技,电气设备,9.74
1119,2045.0,002659.SZ,002659,凯文教育,文教休闲,9.74
3093,2046.0,601857.SH,601857,中国石油,石油开采,9.74
60,2047.0,000100.SZ,000100,TCL集团,家用电器,9.72
3120,2048.0,601952.SH,601952,苏垦农发,种植业,9.71
2798,2049.0,600785.SH,600785,新华百货,百货,9.7
1327,2050.0,002881.SZ,002881,美格智能,通信设备,9.7
2125,2051.0,300750.SZ,300750,宁德时代,电气设备,9.69
1446,2052.0,300055.SZ,300055,万邦达,环境保护,9.69
1647,2053.0,300258.SZ,300258,精锻科技,汽车配件,9.69
876,2054.0,002415.SZ,002415,海康威视,电器仪表,9.69
1345,2055.0,002900.SZ,002900,哈三联,化学制药,9.68
3195,2056.0,603085.SH,603085,天成自控,汽车配件,9.67
3163,2057.0,603029.SH,603029,天鹅股份,农用机械,9.67
2219,2058.0,600103.SH,600103,青山纸业,造纸,9.67
3589,2059.0,603993.SH,603993,洛阳钼业,小金属,9.66
2508,2060.0,600458.SH,600458,时代新材,塑料,9.66
536,2061.0,002074.SZ,002074,国轩高科,电气设备,9.64
2548,2062.0,600508.SH,600508,上海能源,煤炭开采,9.63
82,2063.0,000411.SZ,000411,英特集团,医药商业,9.63
3071,2064.0,601677.SH,601677,明泰铝业,铝,9.63
2430,2065.0,600348.SH,600348,阳泉煤业,煤炭开采,9.62
2553,2066.0,600513.SH,600513,联环药业,化学制药,9.61
84,2067.0,000415.SZ,000415,渤海租赁,多元金融,9.61
3560,2068.0,603928.SH,603928,兴业股份,化工原料,9.61
2900,2069.0,600898.SH,600898,国美通讯,通信设备,9.6
3504,2070.0,603818.SH,603818,曲美家居,家居用品,9.6
3046,2071.0,601558.SH,601558,ST锐电,电气设备,9.59
3580,2072.0,603979.SH,603979,金诚信,建筑施工,9.59
372,2073.0,000887.SZ,000887,中鼎股份,橡胶,9.59
1322,2074.0,002876.SZ,002876,三利谱,元器件,9.58
1937,2075.0,300552.SZ,300552,万集科技,软件服务,9.58
2512,2076.0,600462.SH,600462,ST九有,元器件,9.58
1279,2077.0,002829.SZ,002829,星网宇达,通信设备,9.58
1271,2078.0,002821.SZ,002821,凯莱英,生物制药,9.58
2953,2079.0,601005.SH,601005,重庆钢铁,普钢,9.58
2094,2080.0,300716.SZ,300716,国立科技,塑料,9.57
1769,2081.0,300382.SZ,300382,斯莱克,专用机械,9.57
119,2082.0,000525.SZ,000525,红太阳,农药化肥,9.57
1603,2083.0,300214.SZ,300214,日科化学,化工原料,9.57
2273,2084.0,600165.SH,600165,新日恒力,钢加工,9.57
1423,2085.0,300032.SZ,300032,金龙机电,元器件,9.57
141,2086.0,000551.SZ,000551,创元科技,专用机械,9.56
1120,2087.0,002660.SZ,002660,茂硕电源,电气设备,9.56
1315,2088.0,002868.SZ,002868,绿康生化,农业综合,9.56
3547,2089.0,603901.SH,603901,永创智能,专用机械,9.56
85,2090.0,000416.SZ,000416,民生控股,多元金融,9.56
2960,2091.0,601012.SH,601012,隆基股份,半导体,9.54
2669,2092.0,600645.SH,600645,中源协和,生物制药,9.54
1752,2093.0,300364.SZ,300364,中文在线,出版业,9.53
1476,2094.0,300086.SZ,300086,康芝药业,化学制药,9.52
3351,2095.0,603488.SH,603488,展鹏科技,电气设备,9.52
2616,2096.0,600586.SH,600586,金晶科技,玻璃,9.51
1763,2097.0,300376.SZ,300376,易事特,电气设备,9.5
1640,2098.0,300251.SZ,300251,光线传媒,影视音像,9.5
737,2099.0,002276.SZ,002276,万马股份,电气设备,9.49
3430,2100.0,603663.SH,603663,三祥新材,矿物制品,9.49
448,2101.0,000987.SZ,000987,越秀金控,多元金融,9.48
718,2102.0,002256.SZ,002256,兆新股份,染料涂料,9.47
3035,2103.0,601369.SH,601369,陕鼓动力,机械基件,9.47
2580,2104.0,600546.SH,600546,山煤国际,煤炭开采,9.46
603,2105.0,002141.SZ,002141,贤丰控股,元器件,9.46
2773,2106.0,600758.SH,600758,红阳能源,煤炭开采,9.45
805,2107.0,002344.SZ,002344,海宁皮城,商品城,9.45
2387,2108.0,600297.SH,600297,广汇汽车,汽车服务,9.44
1161,2109.0,002701.SZ,002701,奥瑞金,广告包装,9.44
100,2110.0,000501.SZ,000501,鄂武商A,百货,9.43
2820,2111.0,600811.SH,600811,东方集团,综合类,9.43
1027,2112.0,002567.SZ,002567,唐人神,饲料,9.42
2326,2113.0,600225.SH,600225,天津松江,区域地产,9.42
2986,2114.0,601118.SH,601118,海南橡胶,橡胶,9.42
689,2115.0,002227.SZ,002227,奥特迅,电气设备,9.41
1821,2116.0,300434.SZ,300434,金石东方,化学制药,9.41
3113,2117.0,601918.SH,601918,新集能源,煤炭开采,9.4
810,2118.0,002349.SZ,002349,精华制药,中成药,9.38
2021,2119.0,300640.SZ,300640,德艺文创,文教休闲,9.38
1694,2120.0,300305.SZ,300305,裕兴股份,塑料,9.38
1910,2121.0,300523.SZ,300523,辰安科技,软件服务,9.37
3056,2122.0,601601.SH,601601,中国太保,保险,9.37
271,2123.0,000726.SZ,000726,鲁泰A,纺织,9.36
1496,2124.0,300106.SZ,300106,西部牧业,农业综合,9.36
2108,2125.0,300731.SZ,300731,科创新源,橡胶,9.35
1364,2126.0,002921.SZ,002921,联诚精密,汽车配件,9.35
1919,2127.0,300533.SZ,300533,冰川网络,软件服务,9.35
3266,2128.0,603232.SH,603232,格尔软件,软件服务,9.35
2901,2129.0,600900.SH,600900,长江电力,水力发电,9.34
3302,2130.0,603326.SH,603326,我乐家居,家居用品,9.34
2255,2131.0,600143.SH,600143,金发科技,塑料,9.34
3149,2132.0,603013.SH,603013,亚普股份,汽车配件,9.32
2563,2133.0,600525.SH,600525,长园集团,电气设备,9.32
983,2134.0,002522.SZ,002522,浙江众成,塑料,9.31
2346,2135.0,600247.SH,600247,*ST成城,商贸代理,9.31
164,2136.0,000584.SZ,000584,哈工智能,化纤,9.3
466,2137.0,002004.SZ,002004,华邦健康,化学制药,9.29
3108,2138.0,601898.SH,601898,中煤能源,煤炭开采,9.29
3130,2139.0,601990.SH,601990,南京证券,证券,9.29
1526,2140.0,300136.SZ,300136,信维通信,通信设备,9.28
2911,2141.0,600933.SH,600933,爱柯迪,汽车配件,9.28
640,2142.0,002178.SZ,002178,延华智能,建筑施工,9.27
2755,2143.0,600739.SH,600739,辽宁成大,商贸代理,9.27
1221,2144.0,002767.SZ,002767,先锋电子,电器仪表,9.26
1460,2145.0,300070.SZ,300070,碧水源,环境保护,9.26
1921,2146.0,300535.SZ,300535,达威股份,化工原料,9.26
2655,2147.0,600629.SH,600629,华建集团,建筑施工,9.26
1718,2148.0,300329.SZ,300329,海伦钢琴,文教休闲,9.26
930,2149.0,002469.SZ,002469,三维工程,建筑施工,9.25
1414,2150.0,300023.SZ,300023,宝德股份,专用机械,9.25
1341,2151.0,002896.SZ,002896,中大力德,机械基件,9.25
1968,2152.0,300585.SZ,300585,奥联电子,汽车配件,9.25
3124,2153.0,601968.SH,601968,宝钢包装,广告包装,9.24
6,2154.0,000008.SZ,000008,神州高铁,运输设备,9.23
1346,2155.0,002901.SZ,002901,大博医疗,医疗保健,9.23
2903,2156.0,600903.SH,600903,贵州燃气,供气供热,9.22
51,2157.0,000068.SZ,000068,华控赛格,元器件,9.21
421,2158.0,000953.SZ,000953,*ST河化,农药化肥,9.21
1654,2159.0,300265.SZ,300265,通光线缆,电气设备,9.21
1517,2160.0,300127.SZ,300127,银河磁体,元器件,9.2
1489,2161.0,300099.SZ,300099,精准信息,电器仪表,9.2
1455,2162.0,300065.SZ,300065,海兰信,软件服务,9.19
1239,2163.0,002786.SZ,002786,银宝山新,专用机械,9.18
1122,2164.0,002662.SZ,002662,京威股份,汽车配件,9.18
738,2165.0,002277.SZ,002277,友阿股份,百货,9.17
2799,2166.0,600787.SH,600787,中储股份,仓储物流,9.17
2096,2167.0,300718.SZ,300718,长盛轴承,机械基件,9.17
2922,2168.0,600967.SH,600967,内蒙一机,运输设备,9.17
413,2169.0,000937.SZ,000937,冀中能源,煤炭开采,9.16
238,2170.0,000685.SZ,000685,中山公用,水务,9.15
3264,2171.0,603228.SH,603228,景旺电子,元器件,9.15
176,2172.0,000598.SZ,000598,兴蓉环境,水务,9.15
505,2173.0,002043.SZ,002043,兔宝宝,其他建材,9.15
521,2174.0,002059.SZ,002059,云南旅游,旅游景点,9.15
1092,2175.0,002632.SZ,002632,道明光学,化工原料,9.15
1067,2176.0,002607.SZ,002607,中公教育,文教休闲,9.15
8,2177.0,000010.SZ,000010,美丽生态,建筑施工,9.14
1030,2178.0,002570.SZ,002570,*ST因美,乳制品,9.14
3080,2179.0,601766.SH,601766,中国中车,运输设备,9.13
2442,2180.0,600362.SH,600362,江西铜业,铜,9.12
545,2181.0,002083.SZ,002083,孚日股份,纺织,9.12
1881,2182.0,300494.SZ,300494,盛天网络,互联网,9.12
2368,2183.0,600275.SH,600275,ST昌鱼,农业综合,9.11
843,2184.0,002382.SZ,002382,蓝帆医疗,医疗保健,9.1
2921,2185.0,600966.SH,600966,博汇纸业,造纸,9.09
915,2186.0,002454.SZ,002454,松芝股份,汽车配件,9.09
1500,2187.0,300110.SZ,300110,华仁药业,化学制药,9.09
2319,2188.0,600217.SH,600217,中再资环,环境保护,9.09
1879,2189.0,300492.SZ,300492,山鼎设计,建筑施工,9.08
1430,2190.0,300039.SZ,300039,上海凯宝,中成药,9.08
3012,2191.0,601222.SH,601222,林洋能源,电器仪表,9.08
2091,2192.0,300712.SZ,300712,永福股份,建筑施工,9.07
1695,2193.0,300306.SZ,300306,远方信息,电器仪表,9.06
3127,2194.0,601985.SH,601985,中国核电,新型电力,9.06
1942,2195.0,300557.SZ,300557,理工光科,电器仪表,9.06
2863,2196.0,600860.SH,600860,京城股份,专用机械,9.06
1296,2197.0,002848.SZ,002848,高斯贝尔,通信设备,9.05
3289,2198.0,603306.SH,603306,华懋科技,汽车配件,9.05
2885,2199.0,600883.SH,600883,博闻科技,水泥,9.05
2142,2200.0,600008.SH,600008,首创股份,环境保护,9.04
3158,2201.0,603023.SH,603023,威帝股份,汽车配件,9.03
2763,2202.0,600747.SH,600747,ST大控,多元金融,9.03
970,2203.0,002509.SZ,002509,天广中茂,专用机械,9.03
235,2204.0,000681.SZ,000681,视觉中国,互联网,9.03
934,2205.0,002473.SZ,002473,*ST圣莱,家用电器,9.02
2681,2206.0,600660.SH,600660,福耀玻璃,汽车配件,9.02
199,2207.0,000627.SZ,000627,天茂集团,保险,9.01
27,2208.0,000034.SZ,000034,神州数码,综合类,9.01
3369,2209.0,603535.SH,603535,嘉诚国际,仓储物流,9.0
2243,2210.0,600128.SH,600128,弘业股份,商贸代理,9.0
1288,2211.0,002839.SZ,002839,张家港行,银行,9.0
106,2212.0,000507.SZ,000507,珠海港,港口,8.99
822,2213.0,002361.SZ,002361,神剑股份,化工原料,8.97
2948,2214.0,600999.SH,600999,招商证券,证券,8.97
3389,2215.0,603588.SH,603588,高能环境,环境保护,8.97
2122,2216.0,300747.SZ,300747,锐科激光,元器件,8.96
2264,2217.0,600155.SH,600155,华创阳安,证券,8.96
1247,2218.0,002795.SZ,002795,永和智控,机械基件,8.96
1367,2219.0,002925.SZ,002925,盈趣科技,元器件,8.96
1895,2220.0,300508.SZ,300508,维宏股份,软件服务,8.96
1433,2221.0,300042.SZ,300042,朗科科技,电脑设备,8.95
1477,2222.0,300087.SZ,300087,荃银高科,种植业,8.95
2828,2223.0,600820.SH,600820,隧道股份,建筑施工,8.95
3497,2224.0,603808.SH,603808,歌力思,服饰,8.95
3068,2225.0,601666.SH,601666,平煤股份,煤炭开采,8.94
3541,2226.0,603895.SH,603895,天永智能,专用机械,8.94
1894,2227.0,300507.SZ,300507,苏奥传感,汽车配件,8.94
3152,2228.0,603017.SH,603017,中衡设计,建筑施工,8.93
3395,2229.0,603599.SH,603599,广信股份,农药化肥,8.93
3103,2230.0,601881.SH,601881,中国银河,证券,8.93
390,2231.0,000910.SZ,000910,大亚圣象,家居用品,8.93
1236,2232.0,002782.SZ,002782,可立克,电气设备,8.93
328,2233.0,000813.SZ,000813,德展健康,化学制药,8.93
17,2234.0,000021.SZ,000021,深科技,电脑设备,8.92
2379,2235.0,600287.SH,600287,江苏舜天,商贸代理,8.92
3134,2236.0,601997.SH,601997,贵阳银行,银行,8.9
1187,2237.0,002730.SZ,002730,电光科技,电气设备,8.9
3274,2238.0,603268.SH,603268,松发股份,陶瓷,8.89
3131,2239.0,601991.SH,601991,大唐发电,火力发电,8.89
367,2240.0,000881.SZ,000881,中广核技,综合类,8.88
2167,2241.0,600038.SH,600038,中直股份,航空,8.88
298,2242.0,000776.SZ,000776,广发证券,证券,8.88
3476,2243.0,603757.SH,603757,大元泵业,专用机械,8.88
3402,2244.0,603607.SH,603607,京华激光,造纸,8.88
2949,2245.0,601000.SH,601000,唐山港,港口,8.87
2868,2246.0,600865.SH,600865,百大集团,百货,8.87
2470,2247.0,600393.SH,600393,粤泰股份,全国地产,8.87
2834,2248.0,600826.SH,600826,兰生股份,商贸代理,8.87
1062,2249.0,002602.SZ,002602,世纪华通,汽车配件,8.87
1732,2250.0,300343.SZ,300343,联创互联,互联网,8.87
274,2251.0,000729.SZ,000729,燕京啤酒,啤酒,8.86
836,2252.0,002375.SZ,002375,亚厦股份,装修装饰,8.86
2278,2253.0,600170.SH,600170,上海建工,建筑施工,8.86
134,2254.0,000543.SZ,000543,皖能电力,火力发电,8.86
747,2255.0,002286.SZ,002286,保龄宝,食品,8.86
3170,2256.0,603037.SH,603037,凯众股份,汽车配件,8.85
3150,2257.0,603015.SH,603015,弘讯科技,电气设备,8.84
2968,2258.0,601038.SH,601038,一拖股份,农用机械,8.84
601,2259.0,002139.SZ,002139,拓邦股份,元器件,8.83
2351,2260.0,600252.SH,600252,中恒集团,中成药,8.81
3514,2261.0,603839.SH,603839,安正时尚,服饰,8.79
645,2262.0,002183.SZ,002183,怡亚通,仓储物流,8.79
2184,2263.0,600064.SH,600064,南京高科,园区开发,8.79
661,2264.0,002199.SZ,002199,东晶电子,元器件,8.78
806,2265.0,002345.SZ,002345,潮宏基,服饰,8.77
1601,2266.0,300212.SZ,300212,易华录,软件服务,8.77
2891,2267.0,600889.SH,600889,南京化纤,化纤,8.75
554,2268.0,002092.SZ,002092,中泰化学,化工原料,8.74
705,2269.0,002243.SZ,002243,通产丽星,塑料,8.74
1890,2270.0,300503.SZ,300503,昊志机电,机械基件,8.72
2147,2271.0,600015.SH,600015,华夏银行,银行,8.71
2148,2272.0,600016.SH,600016,民生银行,银行,8.7
2428,2273.0,600345.SH,600345,长江通信,通信设备,8.69
2000,2274.0,300619.SZ,300619,金银河,专用机械,8.68
598,2275.0,002136.SZ,002136,安纳达,化工原料,8.68
1353,2276.0,002909.SZ,002909,集泰股份,化工原料,8.67
3301,2277.0,603323.SH,603323,吴江银行,银行,8.67
3047,2278.0,601566.SH,601566,九牧王,服饰,8.67
2729,2279.0,600713.SH,600713,南京医药,医药商业,8.67
1837,2280.0,300450.SZ,300450,先导智能,专用机械,8.66
3508,2281.0,603825.SH,603825,华扬联众,互联网,8.66
2228,2282.0,600112.SH,600112,天成控股,电气设备,8.66
3191,2283.0,603079.SH,603079,圣达生物,食品,8.66
1551,2284.0,300161.SZ,300161,华中数控,机床制造,8.66
2605,2285.0,600575.SH,600575,皖江物流,水运,8.65
1709,2286.0,300320.SZ,300320,海达股份,橡胶,8.64
2675,2287.0,600652.SH,600652,游久游戏,互联网,8.64
2881,2288.0,600879.SH,600879,航天电子,航空,8.63
1630,2289.0,300241.SZ,300241,瑞丰光电,半导体,8.63
2521,2290.0,600477.SH,600477,杭萧钢构,钢加工,8.62
2906,2291.0,600917.SH,600917,重庆燃气,供气供热,8.62
685,2292.0,002223.SZ,002223,鱼跃医疗,医疗保健,8.62
483,2293.0,002021.SZ,002021,中捷资源,纺织机械,8.62
3075,2294.0,601699.SH,601699,潞安环能,煤炭开采,8.61
3490,2295.0,603797.SH,603797,联泰环保,环境保护,8.6
862,2296.0,002401.SZ,002401,中远海科,软件服务,8.59
699,2297.0,002237.SZ,002237,恒邦股份,黄金,8.59
2608,2298.0,600578.SH,600578,京能电力,火力发电,8.59
1340,2299.0,002895.SZ,002895,川恒股份,化工原料,8.59
