code,name,pe,p_change_01,p_change_12,past_average_turnover,stop_mark,sort_key
002030,达安基因,104.13,0.548,-20.314,0.613,,-11.132
300055,万邦达,36.77,0.719,-15.389,0.83,,-11.065
000983,西山煤电,15.62,0.785,-14.035,0.79,,-11.017
000926,福星股份,9.41,1.045,-10.491,0.537,,-10.963
300403,地尔汉宇,23.93,0.543,-20.065,0.593,,-10.895
000698,沈阳化工,19.23,1.093,-9.88,1.047,,-10.799
000090,天健集团,16.32,1.019,-10.513,0.583,,-10.713
600963,岳阳林纸,32.01,1.147,-9.339,0.93,,-10.712
300665,飞鹿股份,86.6,0.727,-14.73,5.69,,-10.709
002579,中京电子,299.19,0.815,-13.06,0.743,,-10.644
000809,*ST新城,57.77,0.903,-11.751,0.517,,-10.611
002772,众兴菌业,26.29,1.019,-10.399,0.813,,-10.597
002253,川大智胜,141.16,0.68,-15.453,1.643,,-10.508
000582,北部湾港,23.0,0.914,-11.257,1.25,,-10.289
002535,林州重机,83.96,1.154,-8.844,1.557,,-10.206
300722,新余国科,70.84,1.327,-7.69,13.857,,-10.205
300262,巴安水务,19.61,0.774,-13.091,1.03,,-10.132
002322,理工环科,29.8,0.911,-11.099,0.95,,-10.111
600444,国机通用,58.86,1.314,-7.522,0.68,,-9.884
600508,上海能源,10.66,1.743,-5.657,0.57,,-9.86
000413,东旭光电,34.51,0.732,-13.43,0.823,,-9.831
002218,拓日新能,32.2,0.485,-20.123,0.673,,-9.76
002502,骅威文化,21.21,0.8,-12.198,1.167,,-9.758
600073,上海梅林,17.18,0.82,-11.817,0.637,,-9.69
600633,浙数文化,8.97,1.132,-8.543,0.807,,-9.671
600758,红阳能源,13.85,0.753,-12.722,0.823,,-9.58
300102,乾照光电,27.05,0.51,-18.769,1.75,,-9.572
002386,天原集团,44.0,0.535,-17.713,1.397,,-9.476
300045,华力创通,166.34,0.884,-10.7,0.773,,-9.459
002882,金龙羽,27.92,0.677,-13.813,2.63,,-9.351
300141,和顺电气,154.81,1.119,-8.28,3.733,,-9.265
002406,远东传动,24.19,1.611,-5.707,1.01,,-9.194
002139,拓邦股份,31.42,1.9,-4.821,2.003,,-9.16
002221,东华能源,18.28,1.17,-7.774,0.51,,-9.096
002239,奥特佳,35.75,1.866,-4.833,0.76,,-9.018
600690,青岛海尔,16.36,1.55,-5.784,0.7,,-8.965
002891,中宠股份,42.43,2.158,-4.139,8.923,,-8.932
002374,丽鹏股份,44.62,0.649,-13.682,0.797,,-8.88
300154,瑞凌股份,31.47,1.487,-5.958,0.6,,-8.86
600171,上海贝岭,46.03,0.749,-11.755,3.26,,-8.804
000839,中信国安,93.23,0.655,-13.228,1.197,,-8.664
002350,北京科锐,180.74,0.778,-10.912,1.17,,-8.49
002391,长青股份,23.41,1.643,-5.084,0.933,,-8.353
300145,中金环境,22.95,1.971,-4.227,1.107,,-8.331
002130,沃尔核材,49.17,1.622,-5.124,0.833,,-8.311
002566,益盛药业,45.51,0.869,-9.324,2.327,,-8.103
002746,仙坛股份,42.82,0.627,-12.838,1.283,,-8.049
002222,福晶科技,52.45,1.477,-5.359,2.62,,-7.915
300660,江苏雷利,24.61,0.683,-11.485,1.667,,-7.844
300177,中海达,85.02,1.292,-6.053,0.733,,-7.82
600522,中天科技,20.09,0.799,-9.678,1.367,,-7.733
002500,山西证券,43.3,0.527,-14.633,0.69,,-7.712
300346,南大光电,105.27,1.472,-5.211,1.153,,-7.671
600425,*ST青松,1557.97,1.402,-5.468,0.583,,-7.666
600480,凌云股份,16.53,0.574,-13.285,1.56,,-7.626
002140,东华科技,29.76,0.331,-22.936,0.663,,-7.592
300439,美康生物,30.47,2.401,-3.13,0.857,,-7.515
002378,章源钨业,312.1,0.49,-15.33,0.657,,-7.512
600353,旭光股份,118.5,0.506,-14.696,0.887,,-7.436
002055,得润电子,53.73,1.026,-7.148,0.977,,-7.334
600271,航天信息,26.39,1.533,-4.624,0.76,,-7.089
300358,楚天科技,40.17,1.392,-5.077,1.12,,-7.067
300433,蓝思科技,60.85,0.936,-7.503,2.77,,-7.023
600756,浪潮软件,132.16,0.555,-12.606,2.423,,-6.996
600855,航天长峰,9331.16,0.613,-11.322,1.453,,-6.94
600750,江中药业,17.15,0.859,-7.993,0.88,,-6.866
300217,东方电热,43.69,1.034,-6.57,0.927,,-6.793
002022,科华生物,27.51,1.131,-5.956,1.003,,-6.736
002872,天圣制药,29.76,0.776,-8.672,1.377,,-6.729
300074,华平股份,209.93,0.998,-6.645,1.373,,-6.632
300148,天舟文化,37.32,2.099,-3.145,2.343,,-6.601
000823,超声电子,30.78,0.21,-30.995,3.293,,-6.509
002660,茂硕电源,111.36,0.791,-8.156,1.367,,-6.451
600615,丰华股份,15.6,0.521,-12.28,0.53,,-6.398
000732,泰禾集团,19.03,1.155,-5.51,1.927,,-6.364
002158,汉钟精机,35.46,0.77,-8.221,1.44,,-6.33
300654,世纪天鸿,118.18,1.55,-4.026,2.86,,-6.24
002827,高争民爆,25.68,0.485,-12.736,1.557,,-6.177
000049,德赛电池,29.47,0.584,-10.523,1.607,,-6.145
000859,国风塑业,115.86,0.523,-11.685,0.52,,-6.111
300209,天泽信息,55.52,1.817,-3.31,1.19,,-6.014
300391,康跃科技,44.12,1.586,-3.758,1.817,,-5.96
300708,聚灿光电,54.65,0.877,-6.538,16.497,,-5.734
300135,宝利国际,72.81,0.597,-9.557,0.693,,-5.706
002856,美芝股份,60.4,0.155,-36.71,14.853,,-5.69
000669,金鸿控股,22.47,0.354,-15.982,0.607,,-5.658
002499,科林环保,60.14,1.682,-3.302,0.56,,-5.554
000708,大冶特钢,12.83,1.279,-4.339,0.603,,-5.55
002820,桂发祥,30.33,1.186,-4.661,1.007,,-5.528
000778,新兴铸管,19.19,0.966,-5.702,0.713,,-5.508
600008,首创股份,43.24,0.624,-8.792,0.633,,-5.486
600787,中储股份,13.26,0.387,-14.046,0.683,,-5.436
600718,东软集团,75.72,0.531,-10.16,0.697,,-5.395
600704,物产中大,14.55,0.889,-6.062,0.823,,-5.389
300305,裕兴股份,29.29,0.583,-9.225,0.777,,-5.378
300123,亚光科技,251.87,0.995,-5.404,0.79,,-5.377
600933,爱柯迪,25.81,0.343,-15.344,4.373,,-5.263
000997,新 大 陆,25.35,0.872,-6.015,1.197,,-5.245
600470,六国化工,123.75,0.92,-5.57,1.567,,-5.124
000419,通程控股,23.99,0.544,-9.361,0.713,,-5.092
600667,太极实业,40.38,0.516,-9.778,1.623,,-5.045
300275,梅安森,40.73,1.579,-3.185,3.71,,-5.029
002759,天际股份,29.48,0.228,-21.763,3.227,,-4.962
000733,振华科技,25.83,0.398,-12.207,0.987,,-4.858
002536,西泵股份,20.09,0.922,-5.21,0.55,,-4.804
600328,兰太实业,17.27,0.401,-11.934,1.73,,-4.786
300335,迪森股份,25.91,0.702,-6.783,1.697,,-4.762
002329,皇氏集团,34.93,0.645,-7.381,1.783,,-4.761
300417,南华仪器,47.71,0.415,-11.457,2.647,,-4.755
300098,高新兴,39.63,1.098,-4.288,1.967,,-4.708
300001,特锐德,72.62,1.806,-2.483,0.713,,-4.484
601168,西部矿业,40.73,0.296,-15.043,0.763,,-4.453
300676,华大基因,159.65,0.253,-17.541,6.02,,-4.438
000951,中国重汽,11.05,0.44,-10.001,0.51,,-4.4
002302,西部建设,155.48,0.622,-6.938,2.21,,-4.315
600262,北方股份,191.39,2.022,-2.126,0.683,,-4.299
300355,蒙草生态,19.14,0.441,-9.615,1.883,,-4.24
601258,庞大集团,35.5,0.428,-9.648,0.607,,-4.129
600072,中船科技,424.8,1.921,-2.132,2.103,,-4.096
002254,泰和新材,79.81,1.088,-3.763,1.16,,-4.094
002711,欧浦智网,28.86,0.188,-21.409,1.227,,-4.025
002832,比音勒芬,33.8,1.899,-2.031,0.547,,-3.857
300284,苏交科,22.5,0.889,-4.162,0.727,,-3.7
000988,华工科技,46.68,0.566,-6.512,1.297,,-3.686
002355,兴民智通,72.41,1.369,-2.589,1.427,,-3.544
002145,中核钛白,22.37,0.363,-9.643,1.197,,-3.5
300475,聚隆科技,39.65,0.733,-4.746,1.54,,-3.479
600741,华域汽车,13.25,1.056,-3.188,0.503,,-3.367
002108,沧州明珠,18.46,0.209,-16.0,1.047,,-3.344
300407,凯发电气,41.04,1.098,-3.043,3.0,,-3.341
300338,开元股份,43.79,0.472,-6.97,0.557,,-3.29
300326,凯利泰,28.95,1.356,-2.413,0.587,,-3.272
300531,优博讯,77.22,0.534,-6.079,3.657,,-3.246
002685,华东重机,328.19,0.697,-4.615,1.447,,-3.217
002133,广宇集团,19.77,0.22,-14.602,0.66,,-3.212
600791,京能置业,34.88,0.157,-20.313,0.71,,-3.189
300588,熙菱信息,62.9,1.616,-1.962,5.75,,-3.171
002809,红墙股份,46.97,0.446,-7.093,2.603,,-3.163
002503,搜于特,23.26,0.372,-8.079,0.567,,-3.005
002411,必康股份,49.09,1.613,-1.828,1.157,,-2.949
600293,三峡新材,23.52,0.28,-10.303,2.207,,-2.885
300039,上海凯宝,19.69,1.25,-2.302,0.777,,-2.878
600822,上海物贸,210.91,0.305,-9.413,2.653,,-2.871
600549,厦门钨业,35.1,0.912,-3.123,2.967,,-2.848
300473,德尔股份,34.52,0.656,-4.17,0.993,,-2.736
000560,昆百大Ａ,247.81,0.241,-11.005,0.773,,-2.652
002353,杰瑞股份,213.52,0.48,-5.366,0.743,,-2.576
601388,怡球资源,23.91,0.263,-9.657,1.597,,-2.54
601228,广州港,49.19,0.863,-2.851,2.103,,-2.46
000680,山推股份,65.47,0.214,-11.327,0.737,,-2.424
300735,光弘科技,39.13,0.093,-25.892,11.687,,-2.408
600409,三友化工,10.22,1.152,-2.069,1.287,,-2.383
000338,潍柴动力,10.92,0.593,-3.928,0.93,,-2.329
600776,东方通信,86.26,0.128,-17.452,0.823,,-2.234
600305,恒顺醋业,32.51,0.26,-8.51,0.78,,-2.213
601336,新华保险,24.12,0.114,-19.349,0.59,,-2.206
300293,蓝英装备,95.65,0.187,-11.594,0.71,,-2.168
002632,道明光学,45.97,0.725,-2.991,0.743,,-2.168
300185,通裕重工,39.71,0.445,-4.603,0.54,,-2.048
300009,安科生物,70.36,1.118,-1.794,2.53,,-2.006
600278,东方创业,39.76,0.177,-11.057,0.557,,-1.957
002146,荣盛发展,12.45,0.475,-4.098,0.997,,-1.947
600997,开滦股份,21.5,0.319,-6.05,0.78,,-1.93
300664,鹏鹞环保,32.37,0.177,-10.813,10.79,,-1.914
601012,隆基股份,24.08,0.975,-1.945,0.71,,-1.896
300506,名家汇,39.54,0.211,-8.889,1.7,,-1.876
002270,华明装备,24.19,0.746,-2.489,0.653,,-1.857
600528,中铁工业,22.02,0.817,-2.256,0.57,,-1.843
000587,金洲慈航,15.31,0.718,-2.519,1.233,,-1.809
002884,凌霄泵业,22.38,0.777,-2.168,3.26,,-1.685
300075,数字政通,68.31,0.73,-2.286,2.583,,-1.669
600831,广电网络,29.75,0.741,-2.19,0.563,,-1.623
002725,跃岭股份,83.48,0.866,-1.822,1.67,,-1.578
300161,华中数控,82.37,0.252,-6.183,2.52,,-1.558
002351,漫步者,36.07,0.62,-2.513,1.163,,-1.558
002007,华兰生物,30.9,0.486,-2.55,0.733,,-1.239
300336,新文化,22.5,0.52,-2.266,2.177,,-1.178
000831,五矿稀土,215.23,0.095,-12.184,1.603,,-1.157
300208,恒顺众昇,22.2,0.092,-11.173,1.447,,-1.028
002881,美格智能,87.24,0.335,-2.678,8.017,,-0.897
002837,英维克,48.16,0.746,-1.126,4.953,,-0.84
002328,新朋股份,31.5,0.305,-2.676,1.413,,-0.816
002402,和而泰,40.48,0.116,-6.929,2.49,,-0.804
002763,汇洁股份,16.17,0.089,-7.855,1.03,,-0.699
300311,任子行,52.49,0.234,-2.977,2.147,,-0.697
002167,东方锆业,222.97,0.395,-1.755,1.62,,-0.693
300241,瑞丰光电,41.7,0.455,-1.395,2.333,,-0.635
002527,新时达,27.5,0.096,-5.212,0.693,,-0.5
002048,宁波华翔,15.07,0.014,-16.265,0.737,,-0.228
000659,*ST中富,83.96,0.015,-14.034,0.687,,-0.211
600487,亨通光电,23.56,0.027,-3.557,1.293,,-0.096
002050,三花智控,32.39,0.103,-0.893,0.607,,-0.092
300693,盛弘股份,51.63,0.004,-15.342,14.35,,-0.061
002352,顺丰控股,46.8,0.026,-1.695,0.507,,-0.044
