,ts_code,name,industry,average_turnover_rate,continuously_up,average_p_change,accumulate_p_change,pre_accumulate_p_change,circ_mv
525,002062.SZ,宏润建设,建筑施工,0.095,2.0,0.0,-0.0,-0.741,385359.4942
527,002064.SZ,华峰氨纶,化纤,0.251,2.0,0.979,1.966,-0.973,636482.6315
445,000980.SZ,众泰汽车,汽车配件,0.381,2.0,0.93,1.859,-1.426,614250.7435
437,000971.SZ,高升控股,互联网,1.669,2.0,0.547,1.053,-1.554,227320.2804
2182,600078.SH,澄星股份,化工原料,0.545,2.0,0.452,0.904,-1.775,221961.9084
403,000925.SZ,众合科技,专用机械,2.656,2.0,2.968,5.985,-1.521,251162.4728
359,000862.SZ,银星能源,新型电力,0.671,2.0,0.314,0.627,-4.491,160934.2777
363,000875.SZ,吉电股份,火力发电,0.19,2.0,0.195,0.389,-1.908,504211.788
367,000880.SZ,潍柴重机,机械基件,0.406,2.0,1.116,2.198,-2.544,100540.44
368,000881.SZ,中广核技,综合类,0.576,2.0,-0.139,-0.278,-1.507,220875.0048
369,000882.SZ,华联股份,百货,0.204,2.0,0.637,1.277,-1.26,590752.9228
372,000886.SZ,海南高速,路桥,0.475,2.0,0.001,0.0,-1.707,390302.658
377,000892.SZ,欢瑞世纪,影视音像,2.896,2.0,5.2,10.438,-1.237,273542.3859
380,000897.SZ,津滨发展,区域地产,0.34,2.0,0.398,0.797,-2.713,409162.8924
386,000903.SZ,云内动力,机械基件,0.243,2.0,0.573,1.149,-1.88,463989.8044
387,000905.SZ,厦门港务,港口,0.52,2.0,0.693,1.366,-0.303,354708.0
390,000909.SZ,数源科技,综合类,0.747,2.0,1.085,2.14,-1.958,222677.4506
399,000920.SZ,南方汇通,环境保护,0.566,2.0,2.321,4.676,-1.068,245541.6242
400,000921.SZ,海信家电,家用电器,0.36,2.0,1.104,2.213,-2.165,666603.913
404,000926.SZ,福星股份,区域地产,0.606,2.0,0.47,0.942,-2.301,608955.5465
436,000970.SZ,中科三环,元器件,0.874,2.0,1.304,2.625,-1.356,874529.2
405,000927.SZ,一汽夏利,汽车整车,0.275,2.0,0.727,1.453,-2.273,556714.665
406,000928.SZ,中钢国际,建筑施工,0.419,2.0,0.583,1.165,-2.055,322530.6866
407,000929.SZ,兰州黄河,啤酒,0.68,2.0,1.428,2.874,-2.651,126312.8716
408,000930.SZ,中粮生化,农业综合,0.396,2.0,0.126,0.251,-1.239,770564.4809
411,000933.SZ,神火股份,煤炭开采,0.658,2.0,0.12,0.24,-0.95,794395.8957
417,000948.SZ,南天信息,软件服务,0.978,2.0,1.157,2.268,-0.0,244531.098
418,000949.SZ,新乡化纤,化纤,0.152,2.0,0.733,1.471,-2.158,336780.6565
421,000952.SZ,广济药业,化学制药,0.732,2.0,0.0,0.0,-4.757,251946.9382
423,000955.SZ,欣龙控股,纺织,1.489,2.0,0.58,1.157,-5.47,235276.9763
424,000957.SZ,中通客车,汽车整车,0.494,2.0,0.825,1.646,-1.219,292888.9958
429,000962.SZ,东方钽业,小金属,0.791,2.0,-0.142,-0.288,-4.539,305055.0935
431,000965.SZ,天保基建,区域地产,0.249,2.0,0.748,1.5,-1.478,450591.3434
433,000967.SZ,盈峰环境,环境保护,0.174,2.0,0.624,1.243,0.716,623085.1699
531,002068.SZ,黑猫股份,化工原料,0.504,2.0,0.23,0.459,-2.242,398798.6524
532,002069.SZ,獐子岛,渔业,0.719,2.0,1.829,3.683,-0.563,252062.624
536,002073.SZ,软控股份,软件服务,0.72,2.0,0.211,0.412,-4.706,399643.4032
716,002253.SZ,川大智胜,软件服务,0.994,2.0,1.384,2.788,-4.57,297338.4509
671,002208.SZ,合肥城建,区域地产,1.054,2.0,0.813,1.633,-1.792,337790.5674
672,002209.SZ,达意隆,轻工机械,1.061,2.0,0.493,0.982,-0.419,110697.7774
676,002213.SZ,特尔佳,汽车配件,4.708,2.0,4.015,8.161,-1.249,185292.4973
679,002216.SZ,三全食品,食品,0.432,2.0,1.93,3.896,-0.324,366183.936
681,002218.SZ,拓日新能,半导体,2.352,2.0,1.025,2.02,-9.174,368362.3507
682,002219.SZ,恒康医疗,中成药,0.824,2.0,1.662,3.351,-4.668,747950.3348
689,002226.SZ,江南化工,化工原料,2.058,2.0,1.466,2.931,-1.861,543991.6948
691,002228.SZ,合兴包装,广告包装,1.065,2.0,1.412,2.784,-2.911,559412.5142
695,002232.SZ,启明信息,软件服务,0.408,2.0,0.976,1.961,-1.923,293902.6403
703,002240.SZ,威华股份,家居用品,0.591,2.0,0.481,0.962,-2.347,412134.66
708,002245.SZ,澳洋顺昌,仓储物流,0.569,2.0,0.585,1.174,-2.517,394108.5244
709,002246.SZ,北化股份,化工原料,0.342,2.0,0.283,0.564,-3.537,294958.5002
711,002248.SZ,华东数控,机床制造,0.476,2.0,2.255,4.556,-2.171,265475.4173
720,002258.SZ,利尔化学,农药化肥,0.911,2.0,1.024,2.054,-3.749,754065.1366
543,002080.SZ,中材科技,化纤,0.644,2.0,2.162,4.364,-3.023,535680.0
724,002262.SZ,恩华药业,化学制药,1.559,2.0,0.466,0.933,-13.916,861413.9014
726,002264.SZ,新华都,超市连锁,0.6,2.0,0.162,0.323,-4.025,374224.4122
727,002265.SZ,西仪股份,汽车配件,0.444,2.0,0.445,0.89,-3.02,274978.2085
736,002274.SZ,华昌化工,农药化肥,0.175,2.0,1.005,2.018,-2.33,347685.0107
739,002277.SZ,友阿股份,百货,0.383,2.0,0.585,1.173,-1.159,488728.794
740,002278.SZ,神开股份,化工机械,1.058,2.0,1.26,2.534,-4.006,236655.488
741,002279.SZ,久其软件,软件服务,0.905,2.0,1.681,3.388,-1.072,457575.8588
742,002280.SZ,联络互动,软件服务,0.461,2.0,0.478,0.957,-1.878,722409.8772
748,002286.SZ,保龄宝,食品,0.572,2.0,0.931,1.864,-3.752,197510.2486
752,002290.SZ,中科新材,家用电器,0.4,2.0,0.307,0.615,-1.115,206533.3808
757,002295.SZ,精艺股份,铜,0.578,2.0,1.723,3.458,-5.366,187181.39
765,002303.SZ,美盈森,造纸,0.12,2.0,0.61,1.21,-0.402,768440.6842
770,002308.SZ,威创股份,电脑设备,1.269,2.0,0.695,1.373,-3.042,466222.4019
664,002201.SZ,九鼎新材,玻璃,0.359,2.0,0.747,1.499,-0.0,155282.5496
663,002200.SZ,云投生态,环境保护,1.231,2.0,0.332,0.663,-2.585,79892.1891
662,002199.SZ,东晶电子,元器件,0.633,2.0,0.837,1.639,-0.0,182265.9255
661,002198.SZ,嘉应制药,中成药,0.539,2.0,0.344,0.686,-3.477,273144.9896
547,002084.SZ,海鸥住工,家居用品,0.251,2.0,1.025,2.059,-2.673,222070.016
550,002087.SZ,新野纺织,纺织,0.84,2.0,0.0,0.0,-1.862,300970.6589
557,002094.SZ,青岛金王,日用化工,1.459,2.0,1.324,2.66,-1.913,348069.3616
558,002095.SZ,生意宝,互联网,0.706,2.0,0.56,1.105,-2.601,552597.2478
559,002096.SZ,南岭民爆,化工原料,0.419,2.0,0.457,0.906,-2.988,206564.564
568,002105.SZ,信隆健康,文教休闲,0.258,2.0,1.447,2.906,-3.279,156612.5
570,002107.SZ,沃华医药,中成药,0.206,2.0,0.509,0.999,-3.576,247253.4261
572,002109.SZ,兴化股份,化工原料,0.586,2.0,0.405,0.811,-2.116,203280.6859
573,002110.SZ,三钢闽光,普钢,3.959,2.0,1.155,2.322,-0.744,850020.5441
575,002112.SZ,三变科技,电气设备,1.879,2.0,0.984,1.937,-3.035,125720.9517
576,002113.SZ,天润数娱,互联网,4.773,2.0,2.278,4.435,-1.097,379121.275
577,002114.SZ,罗平锌电,铅锌,0.359,2.0,0.001,0.0,-3.567,244796.7614
583,002120.SZ,韵达股份,仓储物流,0.403,2.0,1.105,2.216,-1.558,683058.9209
586,002123.SZ,梦网集团,互联网,0.776,2.0,1.307,2.592,-2.005,485369.4422
588,002125.SZ,湘潭电化,化工原料,3.357,2.0,2.31,4.484,0.409,199132.8461
589,002126.SZ,银轮股份,汽车配件,1.356,2.0,1.93,3.887,-0.134,593924.8871
614,002151.SZ,北斗星通,通信设备,0.778,2.0,0.215,0.427,-2.901,578601.9075
623,002160.SZ,常铝股份,铝,0.324,2.0,1.006,2.02,-2.463,243223.9208
624,002161.SZ,远望谷,通信设备,2.404,2.0,0.747,1.44,1.133,442904.1345
627,002164.SZ,宁波东力,电气设备,1.657,2.0,1.873,3.78,-3.322,132862.9089
629,002166.SZ,莱茵生物,中成药,0.385,2.0,0.466,0.906,-3.779,236451.1223
630,002167.SZ,东方锆业,小金属,0.345,2.0,0.873,1.742,-1.712,361990.356
640,002177.SZ,御银股份,电脑设备,0.846,2.0,1.031,2.071,-0.588,222359.184
641,002178.SZ,延华智能,建筑施工,0.902,2.0,1.218,2.445,-2.619,297484.8195
650,002187.SZ,广百股份,百货,0.132,2.0,0.25,0.501,-1.358,274965.3221
657,002194.SZ,*ST凡谷,通信设备,2.231,2.0,1.743,3.413,-4.248,321400.0016
659,002196.SZ,方正电机,纺织机械,0.912,2.0,1.295,2.597,-2.355,172594.7922
358,000861.SZ,海印股份,房产服务,0.112,2.0,0.586,1.172,-2.29,523238.9259
352,000851.SZ,高鸿股份,软件服务,3.982,2.0,1.676,3.091,0.667,391285.3045
351,000850.SZ,华茂股份,纺织,0.502,2.0,0.449,0.89,-2.882,320750.0463
139,000547.SZ,航天发展,通信设备,0.588,2.0,1.308,2.632,-1.966,794962.9028
105,000505.SZ,京粮控股,食品,2.056,2.0,1.746,3.498,-4.985,264389.2017
107,000507.SZ,珠海港,港口,0.636,2.0,0.282,0.563,-0.699,551310.6575
108,000509.SZ,华塑控股,其他建材,1.685,2.0,1.689,3.401,-4.545,250945.8814
111,000514.SZ,渝开发,区域地产,0.094,2.0,0.639,1.282,-2.743,333289.5312
112,000516.SZ,国际医学,百货,0.201,2.0,0.102,0.202,-2.756,956663.3167
113,000517.SZ,荣安地产,区域地产,0.313,2.0,1.889,3.814,-0.84,743757.4799
116,000520.SZ,长航凤凰,水运,0.311,2.0,-0.164,-0.33,-0.98,305649.2034
117,000521.SZ,长虹美菱,家用电器,1.302,2.0,0.631,1.262,-3.354,257615.4983
119,000524.SZ,岭南控股,酒店餐饮,0.142,2.0,0.541,1.072,-0.134,205366.9182
121,000526.SZ,紫光学大,文教休闲,1.592,2.0,0.351,0.669,-2.85,188157.6293
124,000530.SZ,大冷股份,机械基件,1.712,2.0,1.435,2.89,-3.889,212751.8773
127,000533.SZ,万家乐,电气设备,1.679,2.0,1.291,2.597,-4.938,216429.1584
137,000545.SZ,金浦钛业,化工原料,0.314,2.0,0.412,0.824,-0.274,352100.9362
140,000548.SZ,湖南投资,路桥,0.832,2.0,0.353,0.655,-0.218,230131.6822
183,000606.SZ,顺利办,互联网,1.386,2.0,1.049,2.108,-5.949,370494.9984
142,000551.SZ,创元科技,专用机械,0.461,2.0,0.967,1.943,-1.736,230846.3937
146,000555.SZ,神州信息,软件服务,0.458,2.0,0.149,0.296,-0.784,948938.046
147,000557.SZ,西部创业,铁路,0.712,2.0,1.096,2.204,-2.941,217125.9744
153,000564.SZ,供销大集,百货,0.926,2.0,0.183,0.358,-1.761,528846.6019
156,000567.SZ,海德股份,多元金融,1.137,2.0,0.258,0.517,-4.287,175468.9997
158,000570.SZ,苏常柴A,机械基件,0.305,2.0,0.889,1.781,-2.239,164549.7304
159,000571.SZ,新大洲A,综合类,3.73,2.0,10.031,21.068,-14.467,329038.3622
161,000573.SZ,粤宏远A,区域地产,0.343,2.0,1.091,2.194,-2.147,202829.0582
162,000576.SZ,广东甘化,造纸,2.9,2.0,0.531,1.014,-3.9,303603.7117
168,000587.SZ,金洲慈航,批发业,1.254,2.0,0.755,1.504,-2.206,327513.1995
169,000589.SZ,黔轮胎A,汽车配件,0.244,2.0,0.142,0.283,-2.21,275269.5759
170,000590.SZ,启迪古汉,中成药,0.583,2.0,1.58,3.17,-4.056,174347.4933
172,000592.SZ,平潭发展,林业,1.393,2.0,0.196,0.355,-4.73,541644.1472
104,000504.SZ,南华生物,环境保护,0.171,2.0,0.702,1.403,-0.543,404185.8345
98,000430.SZ,张家界,旅游景点,0.38,2.0,0.185,0.37,-3.393,180134.1684
96,000428.SZ,华天酒店,酒店餐饮,0.164,2.0,0.0,0.0,-0.722,280193.2238
95,000426.SZ,兴业矿业,铅锌,1.269,2.0,0.528,0.99,0.198,678433.5654
4,000006.SZ,深振业A,区域地产,3.146,2.0,2.074,4.085,-0.177,790108.4716
6,000008.SZ,神州高铁,运输设备,0.332,2.0,0.784,1.571,-2.302,986757.8655
10,000012.SZ,南玻A,玻璃,0.19,2.0,0.24,0.478,-0.239,729042.8821
12,000016.SZ,深康佳A,家用电器,0.294,2.0,0.144,0.279,-2.973,574766.748
14,000018.SZ,神州长城,装修装饰,3.108,2.0,2.357,4.583,-3.226,249891.763
16,000020.SZ,深华发A,元器件,3.22,2.0,1.788,3.592,-0.568,229898.8812
20,000025.SZ,特力A,汽车服务,1.943,2.0,1.466,2.88,-1.72,764427.8752
21,000026.SZ,飞亚达A,其他商业,0.489,2.0,1.516,3.054,0.669,276811.9016
25,000030.SZ,富奥股份,汽车配件,0.197,2.0,0.873,1.754,-1.482,710728.2199
26,000031.SZ,中粮地产,全国地产,0.564,2.0,0.865,1.731,-3.166,959459.3654
28,000034.SZ,神州数码,综合类,1.035,2.0,1.299,2.599,-2.728,536954.8995
30,000036.SZ,华联控股,全国地产,0.459,2.0,0.991,1.982,-2.289,643170.3995
32,000038.SZ,深大通,广告包装,2.611,2.0,0.795,1.568,-5.704,244564.278
36,000043.SZ,中航善达,房产服务,0.28,2.0,0.328,0.657,0.132,510783.8642
47,000061.SZ,农产品,农业综合,0.211,2.0,0.828,1.663,-2.828,828857.4812
50,000065.SZ,北方国际,建筑施工,0.246,2.0,0.578,1.16,-0.347,548438.8253
54,000070.SZ,特发信息,通信设备,1.563,2.0,1.036,1.964,-0.14,393865.6544
55,000078.SZ,海王生物,生物制药,0.571,2.0,0.635,1.274,-4.848,590416.1908
58,000090.SZ,天健集团,建筑施工,0.79,2.0,1.595,3.168,-0.59,483571.3876
60,000099.SZ,中信海直,空运,0.376,2.0,0.511,1.024,-1.843,358793.6886
64,000153.SZ,丰原药业,化学制药,0.44,2.0,0.178,0.356,-4.259,175955.1577
65,000155.SZ,川能动力,农药化肥,0.87,2.0,1.969,3.947,-4.523,370194.0
68,000158.SZ,常山北明,纺织,0.382,2.0,1.354,2.656,-2.045,878685.0848
71,000301.SZ,东方盛虹,综合类,0.347,2.0,1.877,3.766,-3.279,671248.2812
77,000403.SZ,振兴生化,生物制药,0.092,2.0,0.314,0.618,-0.729,691076.9958
82,000410.SZ,沈阳机床,机床制造,0.395,2.0,0.534,1.07,-0.909,489370.9428
90,000420.SZ,吉林化纤,化纤,0.282,2.0,0.0,0.0,-3.0,322622.5867
174,000595.SZ,宝塔实业,机械基件,0.955,2.0,0.837,1.667,-1.316,230057.8858
189,000612.SZ,焦作万方,铝,0.195,2.0,1.239,2.445,-2.619,498380.494
348,000838.SZ,财信发展,区域地产,0.372,2.0,0.492,0.987,-2.875,194076.7027
313,000793.SZ,华闻传媒,出版业,1.299,2.0,0.608,1.198,-3.468,648140.9783
265,000718.SZ,苏宁环球,区域地产,0.317,2.0,1.115,2.236,-0.635,732582.8746
268,000721.SZ,西安饮食,酒店餐饮,0.683,2.0,0.603,1.208,-1.896,182598.2915
280,000736.SZ,中交地产,全国地产,0.472,2.0,1.119,2.247,-1.233,365102.6873
286,000752.SZ,西藏发展,啤酒,3.065,2.0,2.981,6.044,-0.817,203617.4743
287,000753.SZ,漳州发展,汽车服务,0.87,2.0,0.827,1.639,-0.974,274085.429
288,000755.SZ,山西路桥,公路,0.389,2.0,0.743,1.482,-4.028,192867.7592
289,000756.SZ,新华制药,化学制药,0.422,2.0,1.349,2.712,-8.1,242094.0161
290,000757.SZ,浩物股份,汽车配件,0.882,2.0,0.864,1.731,-0.574,238906.7684
292,000759.SZ,中百集团,超市连锁,0.324,2.0,0.721,1.447,-1.776,381802.8667
295,000762.SZ,西藏矿业,小金属,0.746,2.0,0.267,0.533,-4.209,359343.122
302,000779.SZ,三毛派神,纺织,0.609,2.0,1.115,2.24,-3.772,170220.6513
304,000782.SZ,美达股份,化纤,0.825,2.0,1.186,2.366,-1.064,212446.8777
311,000791.SZ,甘肃电投,水力发电,0.427,2.0,0.396,0.794,-0.395,493313.6946
314,000795.SZ,英洛华,矿物制品,0.683,2.0,0.259,0.517,-2.764,344798.5983
192,000616.SZ,海航投资,全国地产,0.671,2.0,0.183,0.358,-3.125,400460.039
315,000796.SZ,凯撒旅游,旅游服务,0.257,2.0,0.562,1.127,-10.24,576211.2684
316,000797.SZ,中国武夷,全国地产,0.12,2.0,0.423,0.847,-0.84,618536.762
317,000798.SZ,中水渔业,渔业,0.509,2.0,0.626,1.252,-0.71,180772.0515
318,000799.SZ,酒鬼酒,白酒,2.061,2.0,0.695,1.381,-1.53,572524.8628
320,000801.SZ,四川九洲,通信设备,3.006,2.0,1.616,3.057,-2.966,482764.7369
324,000807.SZ,云铝股份,铝,0.614,2.0,0.001,0.0,-1.679,996148.6432
326,000810.SZ,创维数字,家用电器,0.328,2.0,0.331,0.647,-1.12,603612.1617
328,000812.SZ,陕西金叶,广告包装,1.908,2.0,0.651,1.299,-3.509,261008.5971
330,000815.SZ,美利云,造纸,0.254,2.0,0.706,1.414,-2.348,227145.6
337,000823.SZ,超声电子,元器件,1.282,2.0,0.143,0.271,-0.135,397321.1789
341,000829.SZ,天音控股,其他商业,1.045,2.0,1.308,2.564,-1.846,557930.3004
343,000831.SZ,五矿稀土,小金属,0.341,2.0,0.275,0.548,-1.616,900456.0846
345,000835.SZ,长城动漫,影视音像,2.634,2.0,1.156,2.217,-1.957,139634.595
263,000716.SZ,黑芝麻,食品,0.669,2.0,-0.162,-0.325,-2.532,181532.6637
262,000715.SZ,中兴商业,百货,0.165,2.0,0.642,1.286,-0.48,175496.3242
261,000713.SZ,丰乐种业,种植业,0.793,2.0,0.413,0.826,-2.222,145851.4724
260,000712.SZ,锦龙股份,证券,0.752,2.0,0.76,1.526,-1.404,892935.5251
194,000619.SZ,海螺型材,其他建材,0.286,2.0,0.269,0.539,-1.59,201600.0
195,000620.SZ,新华联,全国地产,0.139,2.0,0.499,1.0,-2.2,766258.9907
199,000626.SZ,远大控股,商贸代理,0.337,2.0,0.656,1.316,-2.841,280384.335
201,000628.SZ,高新发展,园区开发,1.483,2.0,0.503,1.009,-2.172,188168.3203
206,000633.SZ,合金投资,综合类,0.995,2.0,0.573,1.134,-4.13,171757.4424
207,000635.SZ,英力特,化工原料,0.463,2.0,0.574,1.151,-3.444,266414.0022
210,000638.SZ,万方发展,批发业,2.71,2.0,1.73,3.461,-4.853,175739.2
211,000639.SZ,西王食品,食品,0.673,2.0,1.116,2.238,-2.853,385459.1765
217,000657.SZ,中钨高新,小金属,0.564,2.0,0.959,1.927,-1.721,264072.3051
221,000663.SZ,永安林业,林业,0.265,2.0,0.459,0.92,-1.212,146637.7287
222,000665.SZ,湖北广电,影视音像,1.012,2.0,1.09,2.122,-1.567,489842.2937
224,000667.SZ,美好置业,全国地产,0.495,2.0,1.215,2.439,-1.6,640059.4194
225,000668.SZ,荣丰控股,区域地产,0.454,2.0,1.223,2.446,-0.188,159743.66
230,000673.SZ,当代东方,影视音像,2.531,2.0,0.499,0.954,-2.239,416492.9439
232,000677.SZ,恒天海龙,化纤,0.4,2.0,0.0,0.0,-4.746,242777.8034
236,000681.SZ,视觉中国,互联网,1.354,2.0,2.474,4.97,-3.824,819621.1927
237,000682.SZ,东方电子,电气设备,0.306,2.0,0.734,1.449,-3.9,342305.992
238,000683.SZ,远兴能源,化工原料,1.029,2.0,1.848,3.719,-0.0,717670.2071
239,000685.SZ,中山公用,水务,0.167,2.0,0.35,0.701,-0.14,899819.0739
244,000691.SZ,亚太实业,区域地产,2.776,2.0,1.532,3.088,-0.237,126071.0542
245,000692.SZ,惠天热电,供气供热,0.269,2.0,0.001,-0.0,-0.342,155040.6911
247,000695.SZ,滨海能源,供气供热,0.524,2.0,1.884,3.724,-3.284,209970.108
248,000697.SZ,炼石航空,航空,0.459,2.0,1.417,2.841,-1.783,729263.1038
249,000698.SZ,沈阳化工,化工原料,0.223,2.0,0.887,1.781,-1.008,314273.0956
251,000701.SZ,厦门信达,综合类,0.594,2.0,0.626,1.24,-2.421,246765.0119
252,000702.SZ,正虹科技,饲料,0.329,2.0,0.814,1.633,-1.431,149315.3626
254,000705.SZ,浙江震元,医药商业,0.291,2.0,0.404,0.808,-3.733,175957.7907
774,002312.SZ,三泰控股,电脑设备,0.637,2.0,0.777,1.558,-2.134,330721.163
776,002314.SZ,南山控股,区域地产,0.633,2.0,1.466,2.951,-3.481,357353.2663
779,002317.SZ,众生药业,中成药,0.522,2.0,2.269,4.566,-3.842,713505.1745
1235,002780.SZ,三夫户外,其他商业,1.294,2.0,0.435,0.867,-2.008,82401.7229
1206,002749.SZ,国光股份,农药化肥,0.188,2.0,0.846,1.694,-2.692,251764.3042
1207,002750.SZ,龙津药业,中成药,0.119,2.0,0.949,1.906,-2.369,233605.5357
1208,002751.SZ,易尚展示,家居用品,3.861,2.0,1.523,3.05,-9.812,177258.6163
1209,002752.SZ,昇兴股份,广告包装,1.202,2.0,0.988,1.983,1.729,122572.4508
1210,002753.SZ,永东股份,化工原料,0.301,2.0,0.208,0.412,-1.121,193583.6016
1211,002755.SZ,东方新星,建筑施工,2.23,2.0,-0.279,-0.57,-3.706,240327.81
1212,002756.SZ,永兴特钢,特种钢,0.319,2.0,0.236,0.472,-2.003,236361.1017
1215,002759.SZ,天际股份,家用电器,1.15,2.0,0.255,0.508,-1.5,99623.795
1216,002760.SZ,凤形股份,机械基件,0.888,2.0,1.041,2.093,-0.714,113170.1491
1221,002766.SZ,索菱股份,汽车配件,3.43,2.0,1.771,3.571,-1.597,158952.4576
1225,002770.SZ,科迪乳业,乳制品,1.033,2.0,0.34,0.676,-0.337,173767.6061
1226,002771.SZ,真视通,软件服务,0.787,2.0,0.862,1.727,-0.601,107799.6988
1234,002779.SZ,中坚科技,农用机械,0.136,2.0,-0.063,-0.126,-3.753,209616.0
1239,002785.SZ,万里石,其他建材,1.005,2.0,0.91,1.826,-2.411,91847.5526
1273,002822.SZ,中装建设,装修装饰,1.188,2.0,1.293,2.597,-0.185,169251.18
1245,002791.SZ,坚朗五金,其他建材,0.695,2.0,0.903,1.809,-1.408,85931.565
1247,002793.SZ,东音股份,专用机械,0.973,2.0,0.824,1.655,-2.746,67259.5434
1248,002795.SZ,永和智控,机械基件,2.345,2.0,0.232,0.464,-2.586,96517.5
1253,002800.SZ,天顺股份,仓储物流,1.278,2.0,1.155,2.32,-3.687,61812.1476
1257,002805.SZ,丰元股份,化工原料,1.518,2.0,1.052,2.115,-2.005,80274.3047
1258,002806.SZ,华锋股份,元器件,3.763,2.0,2.129,4.295,-2.784,109267.9378
1259,002807.SZ,江阴银行,银行,0.765,2.0,0.76,1.521,-0.567,383598.3697
1261,002809.SZ,红墙股份,化工原料,1.324,2.0,1.135,2.276,-1.372,98182.5052
1262,002810.SZ,山东赫达,化工原料,3.297,2.0,1.323,2.584,-0.386,97490.7691
1264,002812.SZ,恩捷股份,广告包装,1.111,2.0,2.331,4.716,0.19,702532.2946
1268,002817.SZ,黄山胶囊,化学制药,0.7,2.0,0.614,1.23,-3.066,71781.12
1269,002818.SZ,富森美,房产服务,1.128,2.0,1.253,2.516,-0.325,198846.0276
1270,002819.SZ,东方中科,电器仪表,1.647,2.0,1.358,2.717,-0.19,95499.1116
1205,002748.SZ,世龙实业,化工原料,0.355,2.0,0.132,0.258,-0.894,186720.0
1204,002747.SZ,埃斯顿,机械基件,0.349,2.0,0.16,0.318,-2.981,687296.4019
1200,002742.SZ,三圣股份,其他建材,1.03,2.0,0.614,1.23,-0.368,221037.9599
1198,002740.SZ,爱迪尔,服饰,0.798,2.0,0.787,1.579,-4.202,94904.9832
1131,002670.SZ,国盛金控,证券,0.887,2.0,-0.196,-0.398,-9.369,628931.2999
1137,002676.SZ,顺威股份,塑料,1.558,2.0,2.23,4.43,-4.532,237588.3952
1138,002677.SZ,浙江美大,家用电器,1.188,2.0,0.049,0.098,-0.871,290009.4523
1139,002678.SZ,珠江钢琴,文教休闲,0.046,2.0,0.083,0.166,-1.146,820993.6818
1140,002679.SZ,福建金森,林业,1.154,2.0,2.595,5.247,-4.217,411394.22
1144,002683.SZ,宏大爆破,化工原料,0.294,2.0,0.342,0.682,-1.786,529751.8891
1145,002684.SZ,猛狮科技,电气设备,1.615,2.0,1.19,2.388,-3.385,250825.1231
1146,002685.SZ,华东重机,工程机械,0.305,2.0,0.639,1.282,-2.847,386467.3077
1147,002686.SZ,亿利达,专用机械,0.681,2.0,0.476,0.951,0.0,243857.1553
1148,002687.SZ,乔治白,服饰,3.809,2.0,1.499,2.936,-2.389,201555.282
1150,002689.SZ,远大智能,运输设备,0.119,2.0,0.429,0.857,-0.568,367409.6397
1154,002693.SZ,双成药业,化学制药,1.047,2.0,1.292,2.6,-5.58,175068.7953
1155,002694.SZ,顾地科技,塑料,1.282,2.0,-0.102,-0.204,-3.733,243824.7917
1156,002695.SZ,煌上煌,食品,0.467,2.0,0.866,1.727,-2.068,480626.3957
1163,002702.SZ,海欣食品,食品,0.91,2.0,0.357,0.713,-1.865,135186.04
1164,002703.SZ,浙江世宝,汽车配件,2.526,2.0,4.292,8.447,-6.61,262706.3272
1169,002709.SZ,天赐材料,化工原料,4.645,2.0,1.604,3.226,1.142,500565.5168
1170,002711.SZ,欧浦智网,仓储物流,2.232,2.0,1.281,2.463,-5.361,436869.4628
1180,002722.SZ,金轮股份,纺织机械,1.307,2.0,1.136,2.285,-1.976,168820.3176
1182,002724.SZ,海洋王,半导体,0.2,2.0,0.646,1.294,-2.522,181797.6311
1186,002728.SZ,特一药业,中成药,0.275,2.0,0.592,1.171,-2.776,164052.5848
1187,002729.SZ,好利来,元器件,0.584,2.0,1.255,2.522,-1.789,146362.6
1188,002730.SZ,电光科技,电气设备,0.27,2.0,0.286,0.572,-0.143,204220.797
1189,002731.SZ,萃华珠宝,服饰,0.47,2.0,0.426,0.853,-0.734,228007.5039
1191,002733.SZ,雄韬股份,电气设备,1.271,2.0,2.156,4.333,-0.662,307276.7618
1195,002737.SZ,葵花药业,中成药,0.345,2.0,0.375,0.75,-4.589,833564.1173
1196,002738.SZ,中矿资源,建筑施工,0.593,2.0,0.992,1.976,-3.312,195166.1511
1271,002820.SZ,桂发祥,食品,0.488,2.0,0.871,1.747,-1.314,147661.1896
1275,002824.SZ,和胜股份,铝,0.641,2.0,0.302,0.604,-1.39,73879.6014
1129,002668.SZ,奥马电器,家用电器,4.837,2.0,-0.172,-0.365,-3.351,357248.5355
1369,002926.SZ,华西证券,证券,1.522,2.0,0.777,1.561,-1.429,478275.0
1339,002892.SZ,科力尔,电气设备,3.981,2.0,1.541,3.106,-0.752,71686.592
1342,002896.SZ,中大力德,机械基件,1.784,2.0,1.295,2.587,-1.997,108641.0
3,000005.SZ,世纪星源,房产服务,1.129,2.0,1.561,3.082,-2.99,286317.9605
1345,002899.SZ,英派斯,文教休闲,0.949,2.0,0.433,0.857,-2.214,130749.024
1353,002908.SZ,德生科技,元器件,2.398,2.0,0.141,0.22,-0.055,158576.7898
1354,002909.SZ,集泰股份,化工原料,3.258,2.0,0.211,0.422,0.0,94444.3702
1355,002910.SZ,庄园牧场,乳制品,3.117,2.0,-0.039,-0.078,-3.949,95463.8552
1359,002915.SZ,中欣氟材,化工原料,3.618,2.0,0.541,1.079,-3.253,82503.8875
