,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LASTPRICE,concept
1146,002686.SZ,002686,亿利达,专用机械,2.11,8.07,"汽车零部件, 股权转让, 国资入股, 富勒烯, "
1925,300537.SZ,300537,广信材料,染料涂料,2.11,14.9,"5G, PCB板, 华为产业链, "
367,000881.SZ,000881,中广核技,综合类,2.11,10.45,"一带一路, 央企改革, 核电, 汽车销售, 环保, 污水处理, "
472,002010.SZ,002010,传化智联,仓储物流,2.11,9.15,"MSCI, 新能源整车, 供应链金融, 染料, 智慧物流, 智能制造, 互联网金融, 新能源汽车, 快递物流, 移动支付, 区块链, 工业互联网, "
1757,300367.SZ,300367,东方网力,电脑设备,2.11,11.86,"大飞机, 无人机, 工业自动化, 智能制造, 互联网金融, 大数据, 云计算, 人工智能, 智慧城市, 国产软件, 股权转让, 高铁轨交, 国资入股, 智慧安防, 独角兽, 人脸识别, "
135,000544.SZ,000544,中原环保,环境保护,2.11,6.75,"水务, PPP, 环保, 污水处理, 国资入股, "
1556,300164.SZ,300164,通源石油,石油开采,2.11,8.27,"油服, 油气改革, 页岩气, "
3257,603196.SH,603196,日播时尚,服饰,2.11,9.99,"纺织服装, 智能制造, "
1844,300455.SZ,300455,康拓红外,运输设备,2.1,8.74,"央企改革, 军工研究所, 社保重仓, 军工, 高铁轨交, 资产重组, "
3097,601818.SH,601818,光大银行,银行,2.1,4.22,"银行, MSCI, 金改, 破净股, "
2022,300639.SZ,300639,凯普生物,医疗保健,2.1,22.17,"回购, 基因测序, 医疗器械, 药品信息化追溯, 体外诊断, "
1348,002903.SZ,002903,宇环数控,机床制造,2.1,19.53,"工业自动化, 小米概念股, 智能制造, 机器人, "
691,002229.SZ,002229,鸿博股份,广告包装,2.1,10.35,"5G, 华为产业链, 回购, 彩票, 包装印刷, "
3246,603178.SH,603178,圣龙股份,汽车配件,2.1,11.85,"汽车零部件, "
1239,002786.SZ,002786,银宝山新,专用机械,2.09,10.03,"工业自动化, 3D打印, 智能制造, "
2975,601038.SH,601038,一拖股份,农用机械,2.09,5.84,"央企改革, 乡村振兴, 债转股-AMC, 农机, "
2158,600018.SH,600018,上港集团,港口,2.09,8.57,"高股息, 白马股, MSCI, 一带一路, 港口, 环杭州湾大湾区, 上海国企改革, 自贸区, 足球, 自由贸易港, 上海自由贸易港, "
2306,600192.SH,600192,长城电工,电气设备,2.09,10.0,"燃料电池, 苹果期货, "
3205,603088.SH,603088,宁波精达,专用机械,2.09,15.72,
3511,603811.SH,603811,诚意药业,化学制药,2.09,21.5,"医药, 化学药, "
351,000851.SZ,000851,高鸿股份,软件服务,2.09,8.24,"阿里巴巴概念股, 央企改革, 物联网, 无人驾驶, 数字中国, 移动支付, 大数据, 云计算, 人工智能, 无人商店, 彩票, 滴滴出行概念股, 独角兽, 创投, "
1741,300350.SZ,300350,华鹏飞,仓储物流,2.08,7.53,"物联网, 智慧物流, 智能制造, 快递物流, 区块链, 股权转让, 国资入股, "
1719,300328.SZ,300328,宜安科技,铝,2.08,9.94,"有色-铝, 特斯拉, 华为产业链, 有色金属, 汽车零部件, 医疗器械, 国资入股, "
2337,600228.SH,600228,ST昌九,化工原料,2.08,9.4,"ST股, "
2683,600652.SH,600652,游久游戏,互联网,2.07,4.66,"信托, 区块链, 电竞, 游戏, 手游, "
2906,600897.SH,600897,厦门空港,机场,2.07,24.23,"机场, 福建自贸区, 自贸区, "
2442,600353.SH,600353,旭光股份,元器件,2.07,6.79,"业绩预增, "
782,002321.SZ,002321,华英农业,农业综合,2.07,8.48,"养鸡, 土地流转, 股权转让, 国资入股, "
441,000977.SZ,000977,浪潮信息,电脑设备,2.06,27.01,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
3527,603848.SH,603848,好太太,家居用品,2.06,21.66,"家具家居, "
2880,600870.SH,600870,ST厦华,家用电器,2.05,3.79,"移动支付, 复牌股, 智慧安防, 资产重组, ST股, "
1257,002806.SZ,002806,华锋股份,元器件,2.05,21.69,"有色-铝, 新能源整车, 有色金属, 业绩预增, 新能源汽车, 资产重组, 强势人气股, "
196,000623.SZ,000623,吉林敖东,中成药,2.05,18.95,"MSCI, 新进指数成份股, 参股券商, 保健品, 食品, 医药, 中药, "
2615,600577.SH,600577,精达股份,电气设备,2.05,3.9,"小米概念股, 互联网金融, 股权转让, "
3037,601336.SH,601336,新华保险,保险,2.05,62.0,"保险, MSCI, 业绩预增, 养老产业, 独角兽, 蚂蚁金服概念股, "
2678,600647.SH,600647,同达创业,综合类,2.05,16.42,"债转股-AMC, "
1495,300103.SZ,300103,达刚路机,工程机械,2.04,12.16,"一带一路, 固废处理, 机械, 环保, "
3154,603011.SH,603011,合锻智能,机床制造,2.04,6.3,"特斯拉, "
1956,300570.SZ,300570,太辰光,元器件,2.04,26.07,"5G, 光通信, 业绩预增, "
3303,603316.SH,603316,诚邦股份,建筑施工,2.04,10.01,"园林, 特色小镇, 地下管廊, PPP, "
1073,002613.SZ,002613,北玻股份,专用机械,2.04,3.67,"装配式建筑, 玻璃, "
1978,300593.SZ,300593,新雷能,电气设备,2.03,21.29,"5G, 高送转-预期, 军工, 军民融合, "
2397,600299.SH,600299,安迪苏,化学制药,2.03,14.88,"高股息, 央企改革, 维生素, 动物保健, "
2391,600291.SH,600291,西水股份,保险,2.03,14.72,"保险, MSCI, 内蒙古, "
1515,300123.SZ,300123,亚光科技,船舶,2.03,14.45,"5G, 回购, 业绩预增, 军工, 军民融合, 半导体, 股权转让, 国产芯片, 智慧安防, "
157,000570.SZ,000570,苏常柴A,机械基件,2.03,5.6,"汽车零部件, 农机, 锂电池, 新能源汽车, 科创板概念股, "
1700,300309.SZ,300309,吉艾科技,多元金融,2.03,8.71,"油服, 油气改革, 页岩气, 债转股-AMC, 资产重组, "
1295,002847.SZ,002847,盐津铺子,食品,2.02,32.01,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
770,002309.SZ,002309,中利集团,电气设备,2.02,10.06,"5G, 光通信, 国家队重仓, 华为产业链, 破净股, 光伏, 定增破发, "
2079,300697.SZ,300697,电工合金,铜,2.02,13.63,"有色金属, 有色-铜, 高铁轨交, "
179,000601.SZ,000601,韶能股份,水力发电,2.02,5.43,"火电, 水电, 宝能系, 新能源汽车, 造纸, 充电桩, "
1891,300502.SZ,300502,新易盛,通信设备,2.02,30.37,"5G, 光通信, "
1704,300313.SZ,300313,天山生物,农业综合,2.02,7.1,"赛马, 新疆, 定增破发, 土地流转, "
682,002220.SZ,002220,天宝食品,食品,2.02,3.4,"破净股, 冷链, "
2735,600712.SH,600712,南宁百货,百货,2.01,5.8,"东盟博览会, 教育, 新零售, 宝能系, 广西, "
1569,300177.SZ,300177,中海达,通信设备,2.01,14.77,"阿里巴巴概念股, 无人机, 物联网, 百度概念股, 无人驾驶, 北斗导航, 大数据, 国产软件, 国产芯片, "
435,000970.SZ,000970,中科三环,元器件,2.01,11.66,"特斯拉, 超级高铁, 中科院系, 稀土磁材, "
916,002455.SZ,002455,百川股份,化工原料,2.01,6.67,"石墨电极, 定增破发, 锂电池, 新能源汽车, 石墨烯, "
481,002019.SZ,002019,亿帆医药,化学制药,2.0,16.24,"MSCI, 社保重仓, 宝能系, 医药, 创新药, 化学药, 维生素, "
781,002320.SZ,002320,海峡股份,水运,2.0,16.57,"航运, 海南自由贸易港, 高送转, 自贸区, 自由贸易港, 股权转让, 海南, "
1951,300565.SZ,300565,科信技术,通信设备,2.0,16.22,"5G, 光通信, "
1706,300315.SZ,300315,掌趣科技,互联网,2.0,4.41,"小米概念股, 创业板人气股, 股权转让, 电竞, VR&AR, 腾讯概念股, 游戏, 手游, 动漫, "
3086,601727.SH,601727,上海电气,电气设备,2.0,6.61,"MSCI, 一带一路, 特斯拉, 核电, 风电, 光伏, 工业自动化, 智能制造, 上海国企改革, 新能源汽车, 高铁轨交, 独角兽, 充电桩, "
3210,603099.SH,603099,长白山,旅游景点,2.0,12.24,"振兴东北, 社保重仓, 旅游, 体育产业, "
2497,600421.SH,600421,ST仰帆,机械基件,2.0,17.18,"股权争夺, ST股, 壳公司, "
709,002247.SZ,002247,聚力文化,软件服务,1.99,5.39,"破净股, 游戏, 手游, 创投, "
2957,601001.SH,601001,大同煤业,煤炭开采,1.99,5.56,"煤炭, 山西国企改革, "
1478,300086.SZ,300086,康芝药业,化学制药,1.99,7.98,"二胎, 民营医院, 医药, 化学药, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 海南, "
1438,300045.SZ,300045,华力创通,电脑设备,1.99,10.46,"军工, 军民融合, 无人机, 北斗导航, VR&AR, 独角兽, "
1221,002767.SZ,002767,先锋电子,电器仪表,1.98,18.47,"物联网, 智能仪表, "
835,002374.SZ,002374,丽鹏股份,建筑施工,1.98,3.98,"园林, PPP, 股权转让, 包装印刷, "
2725,600701.SH,600701,*ST工新,综合类,1.98,2.92,"破净股, 工业自动化, 网络安全, 智能制造, 低价股, 国产软件, 高校系, ST股, 人脸识别, "
428,000962.SZ,000962,东方钽业,小金属,1.98,8.97,"央企改革, 有色金属, 有色-钛, 宁夏, "
446,000983.SZ,000983,西山煤电,煤炭开采,1.98,7.27,"MSCI, 煤炭, 社保重仓, 天然气, 山西国企改革, "
1764,300375.SZ,300375,鹏翎股份,汽车配件,1.98,8.95,"社保重仓, 汽车零部件, 资产重组, "
2334,600225.SH,600225,天津松江,区域地产,1.98,5.05,"国家队重仓, 房地产, 京津冀, 云计算, 智慧城市, 天津国企改革, 股权转让, 体育产业, ST摘帽, "
2790,600769.SH,600769,祥龙电业,建筑施工,1.97,6.98,"电改, "
2798,600778.SH,600778,*ST友好,百货,1.97,6.46,"转基因, 新疆, 举牌股, ST股, 壳公司, "
3099,601838.SH,601838,成都银行,银行,1.97,9.24,"银行, "
3225,603126.SH,603126,中材节能,环境保护,1.97,7.37,"固废处理, 央企改革, 雄安-公共服务, 环保, 雄安新区, "
2691,600662.SH,600662,强生控股,公共交通,1.97,5.54,"阿里巴巴概念股, 旅游, 汽车销售, 上海国企改革, 进口博览会, 共享经济, "
1149,002689.SZ,002689,远大智能,运输设备,1.96,5.26,"风电, 智能制造, 机器人, "
3602,603997.SH,603997,继峰股份,汽车配件,1.96,11.02,"汽车零部件, 高质押率, 资产重组, "
249,000700.SZ,000700,模塑科技,汽车配件,1.96,4.6,"民营医院, 汽车零部件, 无人驾驶, 定增破发, "
1867,300478.SZ,300478,杭州高新,橡胶,1.96,16.89,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, "
2320,600209.SH,600209,*ST罗顿,综合类,1.96,5.55,"土地流转, 海南自由贸易港, 快递物流, 自贸区, 区块链, 自由贸易港, ST股, 装修装饰, 海南, "
224,000668.SZ,000668,荣丰控股,区域地产,1.95,17.71,"房地产, "
2196,600069.SH,600069,银鸽投资,造纸,1.95,3.86,"债转股-AMC, 高质押率, 医药, 创新药, 造纸, 半导体, "
612,002150.SZ,002150,通润装备,机械基件,1.95,8.55,
2886,600876.SH,600876,洛阳玻璃,玻璃,1.95,14.08,"央企改革, 定增破发, 玻璃, "
829,002368.SZ,002368,太极股份,软件服务,1.95,36.09,"央企改革, 军工研究所, 社保重仓, 军工, 军民融合, 网络安全, 数字中国, 大数据, 云计算, 智慧城市, "
2816,600798.SH,600798,宁波海运,水运,1.95,4.82,"一带一路, 航运, 浙江国企改革, 环杭州湾大湾区, "
3270,603226.SH,603226,菲林格尔,家居用品,1.95,21.74,"家具家居, "
369,000883.SZ,000883,湖北能源,火力发电,1.94,4.4,"火电, MSCI, 水电, 电改, 央企改革, 参股券商, 风电, 天然气, "
1047,002587.SZ,002587,奥拓电子,元器件,1.94,7.18,"雄安-金融, 雄安新区, 区块链, 足球, LED, 体育产业, 无人银行, "
382,000900.SZ,000900,现代投资,路桥,1.93,5.76,"高速公路, 破净股, 湖南国企改革, 期货概念, 资产重组, "
1665,300274.SZ,300274,阳光电源,电气设备,1.93,13.05,"阿里巴巴概念股, 光伏, 储能, 新能源汽车, 充电桩, "
1573,300181.SZ,300181,佐力药业,中成药,1.93,6.79,"医药, 中药, 精准医疗, 独角兽, 年报季报, "
3156,603013.SH,603013,亚普股份,汽车配件,1.93,20.89,"汽车零部件, "
1883,300494.SZ,300494,盛天网络,互联网,1.93,12.76,"互联网金融, 电竞, 游戏, 手游, 创投, "
2520,600462.SH,600462,ST九有,元器件,1.92,2.53,"低价股, 国资入股, 独角兽, ST股, 壳公司, "
2200,600073.SH,600073,上海梅林,食品,1.92,9.6,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
3509,603809.SH,603809,豪能股份,汽车配件,1.92,18.76,"汽车零部件, "
42,000056.SZ,000056,皇庭国际,房产服务,1.92,6.69,"回购, 通用航空, 兜底式增持, 高质押率, 房地产, 住房租赁, "
3201,603081.SH,603081,大丰实业,专用机械,1.92,14.9,"PPP, 装修装饰, 体育产业, "
3187,603056.SH,603056,德邦股份,仓储物流,1.92,20.52,"社保重仓, 智慧物流, 智能制造, 快递物流, 跨境电商, "
139,000548.SZ,000548,湖南投资,路桥,1.92,5.48,"高速公路, 湖南国企改革, "
3580,603958.SH,603958,哈森股份,服饰,1.91,9.4,"纺织服装, "
701,002239.SZ,002239,奥特佳,汽车配件,1.91,2.78,"特斯拉, 蔚来汽车概念股, 汽车零部件, 锂电池, 新能源汽车, 低价股, "
1183,002726.SZ,002726,龙大肉食,食品,1.91,11.7,"养猪, 股权转让, "
434,000969.SZ,000969,安泰科技,钢加工,1.91,9.12,"碳纤维, 央企改革, 有色金属, 业绩预增, 有色-钼, 稀土磁材, 有色-钨, 小米概念股, 燃料电池, 3D打印, 智能制造, 无线充电, "
78,000407.SZ,000407,胜利股份,供气供热,1.9,5.16,"油气改革, 业绩预增, 天然气, "
3142,601998.SH,601998,中信银行,银行,1.9,6.41,"银行, MSCI, 金改, 破净股, 百度概念股, "
321,000803.SZ,000803,金宇车城,纺织,1.9,15.22,"风电, 光伏, ST摘帽, "
28,000035.SZ,000035,中国天楹,环境保护,1.9,5.46,"固废处理, 环保, 资产重组, "
2281,600165.SH,600165,新日恒力,钢加工,1.9,6.67,"壳公司, 宁夏, "
1259,002808.SZ,002808,恒久科技,元器件,1.9,18.51,"燃料电池, 3D打印, 智能制造, "
2064,300682.SZ,300682,朗新科技,软件服务,1.89,27.08,"云计算, 区块链, 工业互联网, 国产软件, 资产重组, 独角兽, 蚂蚁金服概念股, "
1457,300065.SZ,300065,海兰信,软件服务,1.89,17.02,"海工装备, 回购, 航母, 军工, 军民融合, 兜底式增持, 人工智能, 资产重组, "
3164,603022.SH,603022,新通联,广告包装,1.89,10.1,"包装印刷, "
1439,300046.SZ,300046,台基股份,半导体,1.89,18.57,"半导体, 影视, "
2971,601019.SH,601019,山东出版,出版业,1.88,8.84,
470,002008.SZ,002008,大族激光,电器仪表,1.88,41.19,"白马股, OLED, MSCI, 社保重仓, 大飞机, 回购, 宁德时代概念股, 无人驾驶, 3D打印, 智能制造, 半导体, 机器视觉, 机器人, LED, "
1703,300312.SZ,300312,邦讯技术,通信设备,1.88,9.17,"5G, 物联网, 高质押率, 互联网金融, 国资入股, 手游, "
508,002046.SZ,002046,轴研科技,机械基件,1.88,9.57,"央企改革, 农机, 高铁轨交, "
1710,300319.SZ,300319,麦捷科技,元器件,1.88,8.04,"5G, 华为产业链, 物联网, 无线充电, 股权转让, VR&AR, 国资入股, "
88,000419.SZ,000419,通程控股,百货,1.87,5.48,"新零售, 破净股, 湖南国企改革, "
1998,300615.SZ,300615,欣天科技,元器件,1.87,21.1,"5G, "
3250,603183.SH,603183,建研院,建筑施工,1.87,18.01,
3307,603320.SH,603320,迪贝电气,机械基件,1.87,21.44,
1350,002906.SZ,002906,华阳集团,汽车配件,1.86,12.57,"汽车零部件, 百度概念股, 宁德时代概念股, 无人驾驶, "
302,000780.SZ,000780,平庄能源,煤炭开采,1.86,4.14,"煤炭, 内蒙古, 电改, 央企改革, 破净股, ST摘帽, "
3432,603650.SH,603650,彤程新材,化工原料,1.86,24.6,"新进指数成份股, 石墨烯, 橡胶, "
3329,603358.SH,603358,华达科技,汽车配件,1.86,15.23,"汽车零部件, 工业自动化, 智能制造, "
3062,601600.SH,601600,中国铝业,铝,1.86,4.42,"有色-铝, MSCI, 中字头, 央企改革, 有色金属, 债转股-AMC, 定增破发, 稀土磁材, "
1286,002837.SZ,002837,英维克,专用机械,1.86,20.78,"5G, 军工, 军民融合, 新能源汽车, 腾讯概念股, 充电桩, "
972,002511.SZ,002511,中顺洁柔,造纸,1.86,10.68,"社保重仓, 回购, 造纸, "
2936,600977.SH,600977,中国电影,影视音像,1.85,21.25,"MSCI, 中字头, 央企改革, 社保重仓, 影视, "
512,002050.SZ,002050,三花智控,机械基件,1.85,16.57,"MSCI, 特斯拉, 蔚来汽车概念股, 回购, 汽车零部件, 小家电, 白色家电, 家电, "
40,000050.SZ,000050,深天马A,元器件,1.85,16.58,"OLED, MSCI, 央企改革, 华为产业链, 军工研究所, 军工, 汽车零部件, 小米概念股, VR&AR, "
239,000686.SZ,000686,东北证券,证券,1.85,10.25,"MSCI, 券商, "
2193,600066.SH,600066,宇通客车,汽车整车,1.85,15.65,"高股息, MSCI, 新能源整车, 汽车整车, 无人驾驶, 河南自贸区, 燃料电池, 新能源汽车, 自贸区, "
3021,601226.SH,601226,华电重工,专用机械,1.85,5.59,"电改, 央企改革, 风电, 大基建, "
166,000586.SZ,000586,汇源通信,通信设备,1.85,12.01,"5G, 光通信, 智慧安防, 壳公司, "
381,000899.SZ,000899,赣能股份,火力发电,1.84,5.98,"火电, 电改, 业绩预增, "
2087,300706.SZ,300706,阿石创,元器件,1.84,27.91,"半导体, "
3345,603387.SH,603387,基蛋生物,生物制药,1.84,44.0,"医疗器械, 体外诊断, "
1836,300447.SZ,300447,全信股份,电气设备,1.84,11.91,"大飞机, 回购, 军工, 军民融合, 定增破发, "
1765,300376.SZ,300376,易事特,电气设备,1.83,6.18,"光伏, 储能, 工业自动化, 高质押率, 燃料电池, 智能制造, 新能源汽车, 股权转让, 充电桩, "
1918,300530.SZ,300530,达志科技,化工原料,1.83,40.3,
2227,600103.SH,600103,青山纸业,造纸,1.83,3.5,"造纸, "
1184,002727.SZ,002727,一心堂,医药商业,1.83,29.0,"医药商业, 医药, 医疗信息化, "
2211,600084.SH,600084,中葡股份,红黄药酒,1.83,3.31,"新疆, "
7,000009.SZ,000009,中国宝安,综合类,1.83,6.85,"特斯拉, 土地流转, 锂电池, 3D打印, 智能制造, 新能源汽车, 石墨烯, 彩票, 腾讯概念股, 充电桩, 创投, "
2637,600600.SH,600600,青岛啤酒,啤酒,1.82,49.45,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, "
1756,300366.SZ,300366,创意信息,软件服务,1.82,9.35,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
638,002176.SZ,002176,江特电机,电气设备,1.82,7.35,"汽车整车, 锂电池, 智能制造, 新能源汽车, 机器人, "
2238,600114.SH,600114,东睦股份,机械基件,1.82,8.3,"特斯拉, 回购, 燃料电池, "
3458,603693.SH,603693,江苏新能,新型电力,1.82,15.85,"风电, 光伏, "
2430,600336.SH,600336,澳柯玛,家用电器,1.82,4.85,"业绩预增, 无人驾驶, 山东国企改革, 白色家电, 家电, 冷链, 无人商店, "
421,000953.SZ,000953,*ST河化,农药化肥,1.82,4.73,"甲醇, 煤化工, 化肥, 医药, 化学药, 广西, ST股, 壳公司, "
518,002056.SZ,002056,横店东磁,元器件,1.82,7.84,"特斯拉, 回购, 光伏, 稀土磁材, 无线充电, 工业互联网, 苹果产业链, "
2261,600139.SH,600139,西部资源,汽车整车,1.81,4.68,"新能源整车, 汽车整车, 有色金属, 新能源汽车, 有色-铜, 股权转让, "
673,002211.SZ,002211,宏达新材,橡胶,1.81,6.85,"有机硅, 雄安-园林环保, 雄安新区, 股权转让, "
514,002052.SZ,002052,同洲电子,通信设备,1.81,5.19,"物联网, 家电, 举牌股, 黑色家电, 广电, "
2017,300634.SZ,300634,彩讯股份,软件服务,1.81,28.2,"大数据, "
1815,300426.SZ,300426,唐德影视,影视音像,1.81,8.88,"高质押率, 影视, "
2033,300651.SZ,300651,金陵体育,文教休闲,1.81,68.55,"高送转-预期, 社保重仓, 高送转, 足球, 体育产业, "
1017,002557.SZ,002557,洽洽食品,食品,1.81,22.99,"高股息, 食品, 休闲食品, "
3030,601311.SH,601311,骆驼股份,电气设备,1.81,13.6,"回购, 汽车零部件, 锂电池, 燃料电池, 新能源汽车, "
405,000928.SZ,000928,中钢国际,建筑施工,1.8,6.92,"碳纤维, 振兴东北, 一带一路, 石墨电极, 央企改革, 大基建, 债转股-AMC, 高质押率, 3D打印, 智能制造, 人民币贬值受益, 石墨烯, "
1323,002877.SZ,002877,智能自控,电器仪表,1.8,17.15,"密集调研, 工业自动化, 智能制造, "
2889,600880.SH,600880,博瑞传播,广告包装,1.8,4.53,"直播/短视频, 电竞, 资产重组, 游戏, 手游, "
105,000506.SZ,000506,中润资源,区域地产,1.8,4.42,"房地产, 资产重组, 手游, 黄金, "
1692,300301.SZ,300301,长方集团,半导体,1.79,5.06,"教育, LED, "
2062,300680.SZ,300680,隆盛科技,汽车配件,1.79,22.08,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, "
121,000528.SZ,000528,柳工,工程机械,1.79,8.38,"一带一路, 业绩预增, 机械, 石墨烯, 广西, "
1352,002908.SZ,002908,德生科技,元器件,1.79,22.9,"高送转-预期, 数字中国, 移动支付, 医疗信息化, "
1042,002582.SZ,002582,好想你,食品,1.78,10.51,"回购, 新零售, 食品, 休闲食品, 股权转让, "
1707,300316.SZ,300316,晶盛机电,专用机械,1.78,13.68,"新进指数成份股, 光伏, 半导体, "
507,002045.SZ,002045,国光电器,元器件,1.78,6.36,"定增破发, 家电, 锂电池, 新能源汽车, 智能音箱, 苹果产业链, 黑色家电, "
2644,600608.SH,600608,ST沪科,钢加工,1.78,5.13,"钢铁, ST股, "
758,002297.SZ,002297,博云新材,矿物制品,1.78,8.29,"碳纤维, 大飞机, 通用航空, 军工, 军民融合, 股权转让, 高校系, "
410,000933.SZ,000933,神火股份,煤炭开采,1.77,5.41,"有色-铝, 煤炭, 有色金属, "
2427,600332.SH,600332,白云山,中成药,1.77,40.85,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
2901,600892.SH,600892,大晟文化,影视音像,1.77,6.96,"高质押率, 游戏, 手游, 影视, 创投, "
1608,300217.SZ,300217,东方电热,电器仪表,1.77,3.71,"5G, 油服, 业绩预增, 光伏, 3D玻璃, "
940,002479.SZ,002479,富春环保,火力发电,1.77,6.13,"固废处理, 回购, 定增破发, 环保, "
3479,603727.SH,603727,博迈科,石油开采,1.77,17.02,"油服, 海工装备, 回购, 页岩气, 天然气, "
3463,603701.SH,603701,德宏股份,汽车配件,1.76,14.35,"汽车零部件, 稀土磁材, "
3475,603721.SH,603721,中广天择,影视音像,1.76,27.68,"直播/短视频, 广电, 影视, "
2093,300712.SZ,300712,永福股份,建筑施工,1.76,17.84,"高送转-预期, 风电, 光伏, 新能源汽车, 充电桩, "
1655,300264.SZ,300264,佳创视讯,通信设备,1.76,6.98,"教育, VR&AR, 游戏, 广电, "
727,002266.SZ,002266,浙富控股,电气设备,1.76,5.6,"水电, 核电, 水利, "
1917,300529.SZ,300529,健帆生物,医疗保健,1.75,60.7,"新进指数成份股, 社保重仓, 医疗器械, "
1899,300510.SZ,300510,金冠股份,电气设备,1.75,11.7,"智能仪表, 锂电池, 新能源汽车, 股权转让, 国资入股, 资产重组, 充电桩, "
2104,300724.SZ,300724,捷佳伟创,专用机械,1.75,36.13,"社保重仓, 光伏, LED, "
344,000835.SZ,000835,长城动漫,影视音像,1.75,5.77,"二胎, 教育, 社保重仓, 游戏, 手游, 动漫, "
2893,600884.SH,600884,杉杉股份,综合类,1.75,15.49,"MSCI, 特斯拉, 宁德时代概念股, 光伏, 万达系, 锂电池, 新能源汽车, 石墨烯, 共享经济, 充电桩, 创投, "
3047,601398.SH,601398,工商银行,银行,1.75,5.83,"银行, 安邦系, 白马股, MSCI, 人民币升值受益, 破净股, "
2685,600654.SH,600654,ST中安,软件服务,1.74,2.53,"低价股, 智慧城市, 国产软件, 智慧安防, ST股, "
3481,603729.SH,603729,龙韵股份,广告包装,1.74,21.95,"主题公园, 赛马, 强势人气股, "
2342,600233.SH,600233,圆通速递,仓储物流,1.74,14.58,"阿里巴巴概念股, 快递物流, "
3206,603089.SH,603089,正裕工业,汽车配件,1.74,22.99,"汽车零部件, 人民币贬值受益, "
2538,600487.SH,600487,亨通光电,通信设备,1.74,22.83,"5G, 光通信, 白马股, MSCI, 海工装备, 混改, 太赫兹, 量子通信, 新能源汽车, 大数据, 智慧城市, 充电桩, "
586,002124.SZ,002124,天邦股份,饲料,1.74,21.48,"饲料, 养猪, 动物保健, 强势人气股, "
2617,600579.SH,600579,天华院,化工机械,1.73,10.81,"央企改革, 资产重组, "
127,000534.SZ,000534,万泽股份,区域地产,1.73,11.53,"社保重仓, 大飞机, 军工, 军民融合, 互联网金融, 股权转让, 资产重组, "
142,000552.SZ,000552,靖远煤电,煤炭开采,1.73,3.34,"火电, 煤炭, "
945,002484.SZ,002484,江海股份,元器件,1.73,8.05,"被动元件, 储能, 石墨烯, "
509,002047.SZ,002047,宝鹰股份,装修装饰,1.73,7.24,"回购, 物联网, 装配式建筑, 恒大概念股, 定增破发, 智慧城市, 装修装饰, "
3253,603187.SH,603187,海容冷链,机械基件,1.72,50.21,"冷链, "
0,000001.SZ,000001,平安银行,银行,1.72,14.15,"银行, MSCI, 供应链金融, "
1858,300469.SZ,300469,信息发展,软件服务,1.72,25.92,"阿里巴巴概念股, 新零售, 药品信息化追溯, 区块链, 国产软件, 腾讯概念股, 国产芯片, "
1900,300511.SZ,300511,雪榕生物,种植业,1.72,9.68,"海底捞概念股, 农业种植, 独角兽, "
1733,300342.SZ,300342,天银机电,元器件,1.72,10.81,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, "
1413,300020.SZ,300020,银江股份,软件服务,1.72,9.97,"阿里巴巴概念股, 教育, 华为产业链, 物联网, 无人驾驶, 雄安-智慧城市, 智慧停车, 智能制造, 雄安新区, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, VR&AR, 医疗信息化, 智慧安防, 机器人, 人脸识别, 创投, "
2110,300731.SZ,300731,科创新源,橡胶,1.72,28.94,"高送转-预期, 华为产业链, 汽车零部件, 创投, "
1942,300555.SZ,300555,路通视信,通信设备,1.72,11.63,"物联网, 智慧城市, 智慧安防, 广电, "
2202,600075.SH,600075,新疆天业,化工原料,1.72,7.46,"烧碱, PVC, 一带一路, 煤化工, 新疆, 农机, 新疆国企改革, "
1144,002684.SZ,002684,猛狮科技,电气设备,1.71,7.61,"新能源整车, 风电, 储能, 特色小镇, 高质押率, 锂电池, 燃料电池, 新能源汽车, 人工智能, "
2755,600732.SH,600732,ST新梅,区域地产,1.71,7.48,"上海国企改革, 资产重组, ST股, 壳公司, "
3317,603333.SH,603333,尚纬股份,电气设备,1.7,9.04,"核电, 业绩预增, "
1643,300252.SZ,300252,金信诺,电气设备,1.7,14.01,"5G, 光通信, PCB板, 大飞机, 航母, 军工, 军民融合, 国产芯片, 高铁轨交, "
3308,603321.SH,603321,梅轮电梯,运输设备,1.7,9.12,
2250,600127.SH,600127,金健米业,农业综合,1.7,3.92,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, "
594,002132.SZ,002132,恒星科技,钢加工,1.7,3.25,"特高压, 有机硅, 回购, 光伏, "
